,Background,Back,Skin,Clothes,Helmet,Hair,Nose,Mouth,Ears,Eyes,Hat,Legendary,Charity,Rarity score,Token Id
2199,purple,none,invisible,dollar_sign,red,blond_short,blue,vampire,pointy,vampire,none,None,None,38.59642611576973,2200
2200,cream,skater,nude,tattoo,red,none,heart,confident,small,pirate,none,None,None,20.514880678898535,2201
2201,yellow,none,alien,ghost,black,white_long,pink,frankenstein,none,suspicious,electric,None,None,48.38468180766812,2202
2202,orange,none,black,worker,orange,black_short,red,walrus,small,manga,none,None,None,30.899505615811062,2203
2203,turquoise,none,nude,plaid_shirt,blue,blond_short,yellow,music,none,suspicious,rainbow,None,None,32.21068163096382,2204
2204,turquoise,red_cape,nude,bling_bling,purple,none,green,moustache,none,suspicious,crazy,None,None,27.579436982323998,2205
2205,cream,none,nude,doctor,white,none,red,smile,small,80s_glasses,none,None,None,1.4161701995453282,2206
2206,yellow,none,nude,gentleman,turquoise,none,black,tongue_out,none,suspicious,sailor,None,None,13.60371312832136,2207
2207,yellow,black_cape,nude,worker,purple,none,pink,tongue_out,none,regular,captain,None,None,23.0124119315729,2208
2208,purple,red_cape,nude,drawing_my_life,purple,none,green,small_beard,regular,wink,none,None,None,16.303443574504964,2209
2209,orange,none,nude,read_or_die,orange,none,red,malicious,none,regular,gentleman,None,None,7.1231115558896425,2210
2210,green,none,nude,worker,red,none,black,wow,none,regular,police,None,None,7.28670969902126,2211
2211,turquoise,none,nude,ghost,blue,none,black,malicious,none,regular,gentleman,None,None,7.743945927340744,2212
2212,orange,none,nude,doctor,pink,none,green,confident,regular,angry,none,None,None,3.1848982644636807,2213
2213,grey,none,nude,ghost,orange,none,white,malicious,none,regular,gentleman,None,None,7.749557282963229,2214
2214,purple,none,black,tattoo,light_green,black_short,yellow,tongue_out,small,80s_glasses,none,None,None,31.948578854060067,2215
2215,red,none,nude,plaid_shirt,orange,none,turquoise,confident,small,yellow_glasses,none,None,None,3.063551330437762,2216
2216,purple,black_cape,nude,sailor,yellow,none,green,party_horn,regular,angry,none,None,None,17.101690525827586,2217
2217,rainbow,none,white,ufo,light_green,black_short,carrot,chewing_gum,regular,yellow_glasses,none,None,None,39.75245345392326,2218
2218,purple,none,nude,pilot,orange,none,turquoise,party_horn,regular,vegas_glasses,none,None,None,3.2611286035978044,2219
2219,pink,none,nude,chef,light_blue,none,black,smile,none,regular,sherlock,None,None,6.945318651330856,2220
2220,orange,none,nude,ninja,turquoise,none,yellow,wow,small,angry,none,None,None,1.9747185748913425,2221
2221,orange,skater,black,chef,white,none,black,small_beard,small,manga,none,None,None,30.518593430775088,2222
2222,yellow,none,nude,mechanic,orange,none,white,wow,none,regular,martian,None,None,7.264153946662131,2223
2223,pink,none,nude,read_or_die,red,none,green,smile,none,regular,worker,None,None,5.994184157960901,2224
2224,green,guitar,nude,read_or_die,pink,none,black,smile,round,big_eyes,none,None,None,17.389686366580367,2225
2225,turquoise,none,nude,plaid_shirt,light_blue,none,white,smile,none,regular,rainbow,None,None,7.123155838991235,2226
2226,purple,red_cape,nude,cardigan,blue,none,red,moustache,small,wink,none,None,None,16.385211606085328,2227
2227,cream,none,nude,sailor,rainbow,none,yellow,beard,small_wings,rogue,none,None,None,10.615279892648537,2228
2228,purple,none,nude,policeman,turquoise,none,blue,smile,none,regular,martian,None,None,5.842069320806863,2229
2229,pink,none,radioactive,ninja,light_blue,black_short,black,walrus,bunny,zombie,none,None,None,40.277269744896486,2230
2230,red,tennis,nude,bling_bling,purple,none,heart,chewing_gum,round,80s_glasses,none,None,None,20.723622603050266,2231
2231,green,none,nude,bling_bling,light_green,none,black,party_horn,regular,big_eyes,none,None,None,4.115866903881373,2232
2232,dark_blue,none,nude,ghost,trippy,curly,turquoise,bubbles,none,vr,none,None,None,22.97793348616749,2233
2233,yellow,none,nude,mechanic,turquoise,none,black,tongue_out,round,professor,none,None,None,4.651990169053258,2234
2234,orange,none,nude,martian,red,none,blue,wow,none,regular,worker,None,None,6.725091231911342,2235
2235,cream,red_cape,black,worker,dark_green,none,yellow,malicious,round,yellow_glasses,none,None,None,29.455208621939178,2236
2236,pink,none,white,ballet,silver,ginger_long,blue,sad,none,alien,sherlock,None,None,47.97860895880365,2237
2237,turquoise,guitar,nude,policeman,turquoise,none,blue,sad,regular,pirate,none,None,None,17.022886541107614,2238
2238,orange,none,black,thriller,black,ginger_short,yellow,malicious,pointy,vegas_glasses,none,None,None,33.47454631323454,2239
2239,orange,none,nude,bling_bling,pink,none,black,sad,regular,yellow_glasses,none,None,None,3.8562703813853,2240
2240,cream,none,nude,grey_hoodie,purple,none,red,malicious,round,vegas_glasses,none,None,None,3.642025607828858,2241
2241,purple,none,nude,ghost,red,none,green,smile,none,regular,sailor,None,None,5.703627000754993,2242
2242,turquoise,none,nude,martian,yellow,none,turquoise,big_smile,none,regular,crazy,None,None,8.78509976805132,2243
2243,orange,none,radioactive,ballet,trippy,ginger_short,heart,rabbit,small_wings,insect,none,None,None,44.284864836586436,2244
2244,purple,none,nude,ghost,red,none,blue,smile,none,regular,cowboy,None,None,5.62758427645503,2245
2245,dark_blue,guitar,cyborg,ballet,rainbow,none,black,big_smile,none,suspicious,angel,None,None,47.36693192405965,2246
2246,purple,none,nude,ghost,orange,none,blue,smile,none,regular,sailor,None,None,5.382158228134844,2247
2247,cream,none,nude,grey_hoodie,purple,none,red,big_smile,pointy,hopeful,none,None,None,5.3205934568431665,2248
2248,orange,none,nude,cyclist,red,none,green,wow,none,regular,cowboy,None,None,6.812464107003594,2249
2249,cream,none,nude,ballet,purple,none,turquoise,moustache,none,suspicious,cook,None,None,15.240026869352933,2250
2250,pink,none,nude,martian,orange,none,blue,smile,none,regular,worker,None,None,5.768632118572996,2251
2251,green,none,nude,drawing_my_life,white,none,turquoise,smoking_pipe,small,wink,none,None,None,3.3258408433025077,2252
2252,red,guitar,nude,plaid_shirt,pink,none,red,party_horn,regular,retro_glasses,none,None,None,18.043892045594475,2253
2253,turquoise,black_cape,nude,bling_bling,yellow,none,blue,moustache,pointy,wink,none,None,None,18.4219189384069,2254
2254,pink,none,nude,chef,yellow,none,green,sad,round,professor,none,None,None,4.361442463604525,2255
2255,yellow,none,nude,doctor,orange,none,yellow,beard,pointy,big_eyes,none,None,None,5.701385945463768,2256
2256,turquoise,none,nude,martian,purple,none,blue,wow,none,regular,cowboy,None,None,6.398003474465154,2257
2257,yellow,guitar,nude,ghost,dark_green,none,white,sad,regular,3d_glasses,none,None,None,18.8986161874157,2258
2258,pink,none,nude,ghost,red,none,green,wow,none,regular,captain,None,None,6.6009217558128315,2259
2259,pink,none,nude,read_or_die,light_blue,none,green,sad,regular,wink,none,None,None,2.211690022199174,2260
2260,orange,none,nude,policeman,pink,none,red,malicious,regular,professor,none,None,None,2.5107696311141234,2261
2261,grey,none,nude,ninja,light_green,none,black,wow,none,regular,captain,None,None,8.169924307827475,2262
2262,pink,none,invisible,pilot,png,ginger_long,pink,sad,small_wings,vegas_glasses,none,None,None,41.38845473788532,2263
2263,orange,skater,black,read_or_die,red,none,whiskers,confident,regular,angry,none,None,None,30.307147939833612,2264
2264,turquoise,none,nude,cyclist,red,none,blue,wow,none,regular,captain,None,None,6.541872414460073,2265
2265,pink,black_cape,nude,read_or_die,blue,none,yellow,small_beard,round,wink,none,None,None,18.483880134265643,2266
2266,green,none,black,cyclist,dark_green,black_short,white,wow,none,suspicious,spikes,None,None,41.16506469389128,2267
2267,cream,artist,nude,ninja,dark_green,none,green,moustache,pointy,rogue,none,None,None,21.665822666924406,2268
2268,yellow,none,nude,martian,pink,none,blue,tongue_out,pointy,monster,none,None,None,5.715570190961715,2269
2269,orange,none,nude,drawing_my_life,blue,none,red,smile,none,regular,crazy,None,None,6.646194757005176,2270
2270,purple,none,nude,cardigan,yellow,none,pink,sad,small,yellow_glasses,none,None,None,3.3061105453314346,2271
2271,purple,none,nude,read_or_die,white,none,yellow,confident,small,80s_glasses,none,None,None,3.602348731599409,2272
2272,yellow,none,black,grey_hoodie,light_blue,none,turquoise,smoking_pipe,pointy,angry,none,None,None,16.755465212385847,2273
2273,yellow,black_cape,nude,cardigan,yellow,none,heart,moustache,none,suspicious,police,None,None,29.367799186904314,2274
2274,yellow,black_cape,black,read_or_die,red,none,whiskers,rabbit,round,wink,none,None,None,30.7104355779717,2275
2275,orange,black_cape,nude,worker,light_blue,none,green,smile,round,retro_glasses,none,None,None,15.965180231123908,2276
2276,grey,none,artist,grey_hoodie,purple,none,turquoise,small_beard,none,suspicious,cap,None,None,29.99442176334449,2277
2277,rainbow,none,black,mechanic,png,blond_long,white,wow,small,manga,none,None,None,34.09797204541243,2278
2278,grey,none,black,ninja,white,black_short,black,sad,small,monster,none,None,None,32.60572030661852,2279
2279,purple,tennis,zombie,cyclist,purple,none,yellow,tongue_out,small_wings,pirate,none,None,None,36.8309646667484,2280
2280,orange,none,nude,read_or_die,red,none,red,wow,none,regular,doctor,None,None,6.575533273463089,2281
2281,turquoise,none,artist,tie_and_dye,silver,blond_short,turquoise,big_smile,pointy,angry,none,None,None,37.597842864825836,2282
2282,orange,none,nude,read_or_die,purple,none,green,wow,none,regular,doctor,None,None,6.77301477007893,2283
2283,red,none,nude,worker,light_green,none,blue,malicious,round,wink,none,None,None,2.7393115232695844,2284
2284,orange,none,nude,read_or_die,orange,none,blue,malicious,small,angry,none,None,None,1.2158846784801667,2285
2285,pink,black_cape,nude,tattoo,red,none,black,party_horn,pointy,big_eyes,none,None,None,19.72801644620363,2286
2286,cream,tennis,nude,cyclist,dark_green,none,yellow,big_smile,small,angry,none,None,None,18.139691943698644,2287
2287,pink,none,nude,plaid_shirt,black,none,green,smile,regular,yellow_glasses,none,None,None,1.2751503084861222,2288
2288,green,artist,nude,martian,orange,none,yellow,small_beard,small,insect,none,None,None,19.1214875839272,2289
2289,yellow,black_cape,black,ufo,dark_green,none,blue,malicious,round,vampire,none,None,None,29.238202183484987,2290
2290,turquoise,skater,black,dollar_sign,yellow,none,black,sad,none,suspicious,electric,None,None,40.6294961118566,2291
2291,turquoise,none,nude,grey_hoodie,orange,none,heart,small_beard,pointy,vegas_glasses,none,None,None,6.7508154460815355,2292
2292,red,red_cape,nude,bling_bling,blue,none,blue,confident,regular,retro_glasses,none,None,None,17.022706207327094,2293
2293,orange,red_cape,nude,tattoo,yellow,none,blue,moustache,none,regular,gentleman,None,None,23.489130216074194,2294
2294,turquoise,none,artist,black_suit,trippy,black_long,green,moustache,regular,big_eyes,none,None,None,37.34692517172118,2295
2295,rainbow,none,zombie,pilot,blue,ginger_long,pink,malicious,emperor,hopeful,none,None,None,41.54643025683757,2296
2296,yellow,none,nude,chef,white,none,pink,smile,regular,vegas_glasses,none,None,None,1.7800745311352502,2297
2297,green,none,nude,mechanic,blue,none,red,smile,regular,retro_glasses,none,None,None,1.105956064126522,2298
2298,yellow,black_cape,nude,drawing_my_life,light_blue,none,yellow,tongue_out,regular,rogue,none,None,None,17.691277194020298,2299
2299,rainbow,none,white,skull,orange,dreadlocks,red,music,shrek,vegas_glasses,none,None,None,42.169692732864455,2300
2300,pink,red_cape,nude,drawing_my_life,orange,none,green,confident,round,professor,none,None,None,17.234427440039678,2301
2301,purple,none,nude,martian,turquoise,none,black,smile,none,regular,police,None,None,6.37250977528402,2302
2302,cream,tennis,nude,cyclist,red,none,green,tongue_out,round,professor,none,None,None,18.67016391662605,2303
2303,rainbow,none,black,sailor,rainbow,blond_long,turquoise,party_horn,none,cyclop,rainbow,None,None,47.493856114095486,2304
2304,turquoise,none,artist,grey_hoodie,red,blond_short,red,bubbles,zombie,insect,none,None,None,39.30137102521141,2305
2305,turquoise,none,nude,doctor,orange,none,black,moustache,small,hopeful,none,None,None,3.165248533765136,2306
2306,grey,black_cape,black,bling_bling,pink,none,heart,smile,pointy,angry,none,None,None,29.695225358746093,2307
2307,cream,none,nude,drawing_my_life,light_green,none,green,beard,regular,yellow_glasses,none,None,None,3.3540711114396085,2308
2308,green,none,nude,grey_hoodie,pink,none,turquoise,smile,small,professor,none,None,None,2.5841186441778725,2309
2309,red,none,nude,read_or_die,red,none,blue,wow,none,regular,sailor,None,None,6.411989215687141,2310
2310,green,none,nude,doctor,white,none,black,tongue_out,round,monster,none,None,None,5.732407167532661,2311
2311,dark_blue,none,white,dollar_sign,rainbow,black_short,pig,sad,demon_horns,professor,none,None,None,44.865682742893924,2312
2312,pink,none,nude,ghost,yellow,none,yellow,wow,small,retro_glasses,none,None,None,2.0622217118421657,2313
2313,yellow,none,black,martian,black,none,red,beard,regular,rogue,none,None,None,15.105294539732164,2314
2314,purple,artist,nude,doctor,orange,none,yellow,rabbit,pointy,manga,none,None,None,20.37399684351508,2315
2315,turquoise,black_cape,nude,read_or_die,blue,none,heart,smile,round,vampire,none,None,None,17.63795056413584,2316
2316,pink,red_cape,black,read_or_die,purple,none,blue,sad,small,angry,none,None,None,26.87455874008886,2317
2317,pink,black_cape,nude,ufo,yellow,none,white,malicious,none,suspicious,sailor,None,None,26.953223891429023,2318
2318,green,none,nude,cyclist,red,none,black,smile,none,regular,rainbow,None,None,6.829548231930049,2319
2319,pink,none,nude,worker,red,none,white,malicious,small,yellow_glasses,none,None,None,2.0903655900442577,2320
2320,rainbow,none,nude,drawing_my_life,light_blue,blond_short,pig,music,none,suspicious,sheriff,None,None,35.81790233949509,2321
2321,cream,none,nude,grey_hoodie,cyborg,none,yellow,small_beard,demon_horns,vegas_glasses,none,None,None,10.10186805118683,2322
2322,cream,guitar,nude,ghost,white,none,heart,sad,round,angry,none,None,None,20.410453108014202,2323
2323,purple,devil,black,plaid_shirt,light_blue,none,red,wow,round,80s_glasses,none,None,None,28.414842486132645,2324
2324,orange,black_cape,nude,read_or_die,pink,none,black,big_smile,regular,retro_glasses,none,None,None,17.053801467031178,2325
2325,grey,none,nude,ghost,red,none,pink,wow,none,regular,sailor,None,None,7.297965793288849,2326
2326,pink,skater,nude,bling_bling,orange,none,yellow,small_beard,small,professor,none,None,None,18.785774668238854,2327
2327,red,none,nude,cyclist,red,none,yellow,malicious,none,regular,cowboy,None,None,7.9074925379636785,2328
2328,purple,none,nude,cyclist,orange,none,black,wow,none,regular,martian,None,None,6.905844986877484,2329
2329,grey,none,nude,mechanic,blue,none,white,beard,none,suspicious,unicorn,None,None,15.395105102796045,2330
2330,grey,tennis,black,ufo,blue,none,black,walrus,pointy,professor,none,None,None,31.491631490533724,2331
2331,turquoise,none,nude,tattoo,trippy,blond_long,whiskers,music,shrek,angry,none,None,None,29.0810955138803,2332
2332,purple,none,nude,read_or_die,turquoise,none,green,smile,none,regular,worker,None,None,5.700822228031313,2333
2333,turquoise,tennis,nude,cardigan,dark_green,none,red,wow,pointy,hopeful,none,None,None,18.190819723850417,2334
2334,yellow,none,artist,black_suit,light_blue,ginger_short,whiskers,bubbles,demon_horns,vampire,none,None,None,42.43751055644951,2335
2335,grey,none,nude,gentleman,white,none,green,moustache,none,regular,sherlock,None,None,9.546731934425694,2336
2336,pink,none,black,worker,orange,none,yellow,confident,regular,professor,none,None,None,14.36917966644305,2337
2337,purple,red_cape,nude,policeman,orange,none,yellow,smile,round,vegas_glasses,none,None,None,15.406621693487518,2338
2338,red,none,nude,doctor,pink,none,heart,smile,pointy,wink,none,None,None,4.296624265683628,2339
2339,green,red_cape,nude,gentleman,light_green,none,blue,wow,small,retro_glasses,none,None,None,15.099115445331861,2340
2340,grey,none,black,skull,light_green,blond_short,pig,moustache,emperor,3d_glasses,none,None,None,39.07862298506158,2341
2341,turquoise,none,artist,pilot,turquoise,brown_long,blue,rabbit,round,zombie,none,None,None,36.763203091745105,2342
2342,grey,none,nude,cyclist,white,none,blue,big_smile,small,80s_glasses,none,None,None,2.9902516778921027,2343
2343,grey,none,nude,cyclist,pink,none,white,tongue_out,small,wink,none,None,None,3.8082789955494025,2344
2344,cream,none,nude,ballet,cyborg,ginger_long,blue,walrus,none,suspicious,doctor,None,None,33.30217478358158,2345
2345,yellow,none,nude,read_or_die,turquoise,none,green,smile,none,regular,sailor,None,None,5.776986905115423,2346
2346,red,none,nude,ufo,black,none,white,smile,small,yellow_glasses,none,None,None,1.8393100427858387,2347
2347,red,none,nude,chef,pink,none,white,smile,none,regular,sheriff,None,None,7.5377946601964565,2348
2348,red,black_cape,nude,martian,purple,none,white,wow,regular,hopeful,none,None,None,15.719674723084756,2349
2349,pink,guitar,black,ufo,light_green,none,turquoise,smoking_pipe,none,regular,pirate,None,None,35.27905234733092,2350
2350,red,none,black,chef,orange,ginger_long,whiskers,rabbit,pointy,yellow_glasses,none,None,None,35.26555185175505,2351
2351,red,none,nude,policeman,light_blue,none,green,wow,none,regular,captain,None,None,6.970666100634332,2352
2352,green,none,nude,doctor,pink,none,white,wow,none,regular,rainbow,None,None,7.946855863614152,2353
2353,red,shuriken,black,ninja,yellow,none,red,moustache,pointy,manga,none,None,None,31.821759150032292,2354
2354,green,none,nude,chef,pink,none,red,smile,none,regular,crazy,None,None,6.953788483267786,2355
2355,grey,none,white,pilot,white,none,yellow,beard,zombie,professor,none,None,None,23.536225312466847,2356
2356,grey,none,nude,ghost,yellow,none,red,smile,none,regular,captain,None,None,6.68020875907185,2357
2357,orange,none,nude,mechanic,yellow,none,red,malicious,none,regular,rainbow,None,None,8.14454746077119,2358
2358,grey,none,black,pilot,black,none,blue,beard,none,suspicious,sheriff,None,None,26.096676217025706,2359
2359,cream,artist,white,cyclist,cyborg,none,red,small_beard,small_wings,angry,none,None,None,38.11989683185054,2360
2360,red,angel_wings,nude,cardigan,png,none,heart,smoking_pipe,bunny,professor,none,None,None,25.279054866771112,2361
2361,red,none,cyborg,skull,png,black_short,booger,smoking_pipe,zombie,vr,none,None,None,44.219921106187115,2362
2362,yellow,tennis,nude,martian,white,none,red,sad,round,yellow_glasses,none,None,None,18.15954849861188,2363
2363,green,none,nude,ninja,purple,none,pink,sad,small,angry,none,None,None,3.3794581064014713,2364
2364,yellow,red_cape,nude,mechanic,black,none,black,wow,none,regular,electric,None,None,22.064555858604045,2365
2365,pink,none,nude,ninja,black,none,pink,beard,small,big_eyes,none,None,None,5.024101620367713,2366
2366,yellow,none,nude,plaid_shirt,purple,none,turquoise,big_smile,small,wink,none,None,None,2.7024757080987705,2367
2367,dark_blue,none,nude,chef,yellow,blond_long,white,big_smile,small_wings,retro_glasses,none,None,None,26.24928488277922,2368
2368,pink,none,artist,sailor,silver,blond_long,black,malicious,round,retro_glasses,none,None,None,36.86748336338093,2369
2369,purple,none,white,grey_hoodie,rainbow,dreadlocks,pink,walrus,bunny,rogue,none,None,None,41.918638272150226,2370
2370,turquoise,none,nude,ghost,red,none,white,wow,none,regular,sherlock,None,None,6.866274784242831,2371
2371,purple,none,nude,cardigan,turquoise,none,blue,smoking_pipe,round,wink,none,None,None,3.1511898321398837,2372
2372,orange,red_cape,nude,chef,red,none,green,wow,pointy,yellow_glasses,none,None,None,16.75503028589089,2373
2373,pink,none,nude,policeman,light_green,none,white,big_smile,small,yellow_glasses,none,None,None,2.7109626079743996,2374
2374,turquoise,none,nude,gentleman,purple,none,blue,wow,none,regular,police,None,None,6.651962883809912,2375
2375,purple,none,nude,cardigan,dark_green,brown_long,heart,party_horn,small,retro_glasses,none,None,None,22.62759009056045,2376
2376,turquoise,black_cape,nude,martian,yellow,none,black,confident,none,regular,captain,None,None,22.60623677054585,2377
2377,pink,none,nude,ninja,white,none,yellow,big_smile,small,wink,none,None,None,3.4809970781112796,2378
2378,orange,none,nude,thriller,turquoise,blond_short,red,bubbles,regular,insect,none,None,None,21.97608106704741,2379
2379,turquoise,none,nude,martian,blue,none,black,malicious,regular,vegas_glasses,none,None,None,2.028310431374786,2380
2380,purple,none,nude,drawing_my_life,pink,none,heart,wow,small,angry,none,None,None,2.77876884795776,2381
2381,artnotes,none,radioactive,leather_jacket,silver,black_long,heart,moustache,round,monster,none,None,None,43.317437048555924,2382
2382,grey,none,invisible,cyclist,trippy,none,turquoise,beard,demon_horns,zombie,none,None,None,25.552973030119624,2383
2383,purple,none,black,read_or_die,rainbow,ginger_short,whiskers,big_smile,bunny,vegas_glasses,none,None,None,37.056485559457315,2384
2384,red,black_wings,black,bling_bling,turquoise,none,whiskers,confident,pointy,zombie,none,None,None,33.78205110345329,2385
2385,green,none,nude,cardigan,purple,none,green,party_horn,small,retro_glasses,none,None,None,3.029779764343222,2386
2386,purple,none,nude,gentleman,purple,none,white,malicious,none,regular,sheriff,None,None,7.958354731480173,2387
2387,grey,none,nude,policeman,yellow,none,black,smile,regular,yellow_glasses,none,None,None,1.5121362756932155,2388
2388,pink,skater,zombie,drawing_my_life,purple,none,whiskers,walrus,emperor,insect,none,None,None,39.29604804624538,2389
2389,pink,none,nude,cyclist,blue,none,blue,malicious,regular,yellow_glasses,none,None,None,1.7857145479711491,2390
2390,purple,none,nude,policeman,orange,none,red,malicious,none,regular,rainbow,None,None,6.939839375350868,2391
2391,purple,black_cape,nude,mechanic,red,none,turquoise,big_smile,small,wink,none,None,None,16.04388406389907,2392
2392,purple,tennis,black,ghost,yellow,none,black,malicious,regular,angry,none,None,None,27.134100089170882,2393
2393,green,none,nude,drawing_my_life,light_blue,none,black,big_smile,none,regular,crazy,None,None,8.438013534653534,2394
2394,cream,red_cape,nude,pilot,light_green,none,black,tongue_out,regular,professor,none,None,None,18.345615310441914,2395
2395,green,none,nude,cyclist,purple,none,yellow,smile,none,regular,sherlock,None,None,6.996089780005145,2396
2396,orange,none,nude,gentleman,yellow,none,black,wow,none,regular,captain,None,None,7.901771947154964,2397
2397,red,none,nude,worker,yellow,none,yellow,malicious,small,wink,none,None,None,2.4654440091275878,2398
2398,grey,none,nude,policeman,rainbow,black_long,green,rabbit,regular,pirate,none,None,None,22.884362955405166,2399
2399,cream,none,nude,ghost,blue,none,green,big_smile,none,regular,crazy,None,None,8.457682503350782,2400
2400,pink,none,nude,policeman,black,none,green,party_horn,small,yellow_glasses,none,None,None,3.0692044140435697,2401
2401,turquoise,none,nude,cyclist,light_blue,none,red,smile,none,regular,cowboy,None,None,6.000202006447543,2402
2402,purple,none,nude,ghost,light_green,none,blue,smile,none,regular,gentleman,None,None,6.0876489009290085,2403
2403,orange,black_cape,nude,thriller,light_green,none,green,rabbit,small,professor,none,None,None,18.351360930151696,2404
2404,yellow,none,black,jersey,silver,ginger_short,yellow,walrus,none,regular,unicorn,None,None,40.104467663467794,2405
2405,green,none,nude,ufo,black,black_short,black,sad,round,wink,none,None,None,21.293438302571072,2406
2406,grey,none,artist,martian,silver,blond_short,black,confident,demon_horns,monster,none,None,None,40.045887902567166,2407
2407,cream,none,nude,gentleman,pink,none,turquoise,beard,small,professor,none,None,None,4.801228422046985,2408
2408,yellow,none,white,leather_jacket,light_green,dreadlocks,red,confident,zombie,zombie,none,None,None,40.02907919522396,2409
2409,red,black_cape,nude,cardigan,orange,none,pink,small_beard,pointy,retro_glasses,none,None,None,19.364051888918702,2410
2410,cream,none,nude,mechanic,light_green,none,yellow,tongue_out,small,manga,none,None,None,4.4966387007682425,2411
2411,grey,none,nude,pilot,blue,none,yellow,beard,small,big_eyes,none,None,None,5.2300670889097205,2412
2412,grey,none,nude,chef,blue,none,pink,malicious,none,regular,worker,None,None,8.56216886629595,2413
2413,pink,none,nude,plaid_shirt,pink,none,white,sad,regular,vegas_glasses,none,None,None,3.599577708369944,2414
2414,yellow,none,nude,doctor,light_green,none,red,smile,none,regular,worker,None,None,6.285089371880255,2415
2415,purple,skater,black,thriller,dark_green,none,blue,wow,pointy,monster,none,None,None,30.750144667967,2416
2416,purple,black_cape,nude,cyclist,light_green,none,white,smoking_pipe,round,wink,none,None,None,17.74203742776385,2417
2417,yellow,tennis,nude,tattoo,purple,none,turquoise,smoking_pipe,regular,rogue,none,None,None,18.723712238887938,2418
2418,turquoise,none,nude,worker,orange,none,white,beard,round,professor,none,None,None,4.626580668813468,2419
2419,pink,none,nude,cardigan,white,none,blue,confident,none,regular,worker,None,None,8.861194769386708,2420
2420,red,tennis,black,ninja,white,none,heart,smoking_pipe,pointy,rogue,none,None,None,32.88766466708079,2421
2421,turquoise,jetpack,black,plaid_shirt,blue,none,blue,party_horn,regular,retro_glasses,none,None,None,29.07179711002389,2422
2422,grey,none,nude,ghost,white,none,yellow,smile,none,regular,crazy,None,None,7.845436659410889,2423
2423,yellow,none,nude,ninja,purple,none,red,malicious,small,vegas_glasses,none,None,None,1.8026084984783155,2424
2424,green,tennis,nude,mechanic,blue,none,pink,walrus,small,big_eyes,none,None,None,18.56284848870909,2425
2425,turquoise,none,nude,read_or_die,pink,none,white,wow,none,regular,sherlock,None,None,7.484201330672074,2426
2426,red,none,black,grey_hoodie,purple,none,black,small_beard,round,manga,none,None,None,16.888101621165706,2427
2427,green,none,nude,read_or_die,pink,black_long,blue,moustache,pointy,monster,none,None,None,22.805508882750694,2428
2428,cream,black_cape,nude,read_or_die,dark_green,none,turquoise,tongue_out,small,hopeful,none,None,None,18.582536693209466,2429
2429,green,none,cyborg,robot,light_blue,black_long,pig,wow,none,cyclop,sheriff,None,None,48.5311465791465,2430
2430,turquoise,none,nude,ghost,black,ginger_short,turquoise,confident,small,retro_glasses,none,None,None,20.514887174201636,2431
2431,red,none,nude,read_or_die,light_green,none,white,wow,none,regular,sailor,None,None,7.295161746315968,2432
2432,turquoise,none,nude,cyclist,black,none,red,smile,small,angry,none,None,None,0.7165808744426658,2433
2433,red,none,alien,artist_in_me,purple,blond_long,yellow,malicious,none,cyborg,worker,None,None,47.15501925621399,2434
2434,cream,none,nude,ghost,light_green,none,green,smile,none,regular,spikes,None,None,6.829560574387637,2435
2435,turquoise,none,nude,policeman,silver,none,pink,beard,none,regular,pirate,None,None,11.005204895534844,2436
2436,dark_blue,none,black,ufo,png,blond_long,pig,walrus,zombie,big_eyes,none,None,None,41.69584887408487,2437
2437,green,none,black,ninja,orange,black_long,red,party_horn,zombie,vegas_glasses,none,None,None,34.075441315026964,2438
2438,cream,black_cape,nude,sailor,turquoise,none,red,big_smile,round,vegas_glasses,none,None,None,17.493898039888673,2439
2439,cream,none,zombie,skull,purple,black_long,heart,walrus,shrek,manga,none,None,None,42.384014466251635,2440
2440,dark_blue,skater,white,ghost,orange,none,heart,big_smile,pointy,hopeful,none,None,None,36.92126639614683,2441
2441,green,none,nude,chef,rainbow,ginger_short,black,smile,pointy,manga,none,None,None,21.86061580356162,2442
2442,red,none,nude,doctor,blue,none,yellow,smile,regular,80s_glasses,none,None,None,1.5770118269682478,2443
2443,rainbow,none,black,tattoo,light_green,none,pink,beard,zombie,vampire,none,None,None,21.787561337512457,2444
2444,yellow,none,nude,ninja,light_green,none,yellow,small_beard,small,vampire,none,None,None,5.015764965292504,2445
2445,purple,red_cape,nude,ghost,black,none,green,wow,regular,hopeful,none,None,None,15.347372385265768,2446
2446,dark_blue,none,artist,tie_and_dye,orange,blond_short,red,rabbit,bunny,vegas_glasses,none,None,None,40.3194915885016,2447
2447,red,tennis,nude,mechanic,light_blue,none,green,confident,pointy,professor,none,None,None,19.166669825235005,2448
2448,green,none,nude,grey_hoodie,purple,none,black,chewing_gum,pointy,monster,none,None,None,7.072391278982507,2449
2449,green,tennis,nude,ufo,black,none,black,moustache,regular,80s_glasses,none,None,None,18.30896058251208,2450
2450,red,none,nude,ghost,blue,none,green,malicious,none,regular,cook,None,None,7.614060942392582,2451
2451,yellow,none,nude,skull,rainbow,blond_short,whiskers,moustache,small,zombie,none,None,None,25.23947780016619,2452
2452,yellow,none,nude,plaid_shirt,pink,none,yellow,smile,none,regular,captain,None,None,7.709923249500916,2453
2453,red,skater,nude,thriller,pink,none,yellow,big_smile,small,pirate,none,None,None,19.341422480764997,2454
2454,orange,none,black,tattoo,yellow,blond_short,whiskers,sad,pointy,monster,none,None,None,36.09460345481635,2455
