,???,Chroma,Biome,Zone,Mode,Y Coordinate,X Coordinate,Level,Rarity score,Token Id
2989,53829,Hyper,80,Arc,Terrain,1,16,13,32.81339063568969,2989
2990,51278,Flow,51,Zerinia,Terrain,13,15,7,12.734720734302861,2990
2991,27970,Flow,50,Mecha,Terrain,5,21,13,2.526665144676902,2991
2992,44120,Pulse,63,Blossom,Terrain,5,12,16,31.691372831834446,2992
2993,43659,Pulse,62,Everglades,Terrain,15,5,8,31.433336192821333,2993
2994,44149,Flow,21,Arc,Terrain,32,24,13,5.329188816257067,2994
2995,52995,Pulse,59,Calyx,Terrain,10,18,8,31.94339112912053,2995
2996,45900,Pulse,86,Tetsu,Terrain,4,8,5,33.83971623993544,2996
2997,50547,Pulse,31,Zerinia,Terrain,9,13,7,31.421331602171314,2997
2998,52924,Flow,23,Dynacrypts,Terrain,26,34,13,6.013388735778938,2998
2999,51994,Pulse,90,Aria,Terrain,10,10,9,33.93574630586889,2999
3000,45314,Flow,35,Exduo,Terrain,44,25,14,5.335200494528981,3000
3001,51318,Pulse,56,Shiro,Terrain,19,3,14,21.837758757441737,3001
3002,37192,Flow,29,Holo,Terrain,7,35,14,2.514491603391164,3002
3003,51875,Hyper,67,[WEN],Terrain,24,19,11,42.00077383885909,3003
3004,37165,Pulse,46,Kairo,Terrain,0,1,3,31.631366224985225,3004
3005,42991,Flow,51,[DARK],Terrain,1,1,11,9.596045507991022,3005
3006,49747,Flow,46,Toad,Origin Daydream,19,12,6,67.64053251418514,3006
3007,41933,Pulse,57,Exduo,Origin Daydream,23,34,14,77.60665996854644,3007
3008,40355,Pulse,46,Intro Forest,Terrain,3,17,7,30.857231482521225,3008
3009,35668,Flow,58,Grove,Terrain,5,6,13,2.4066513274468253,3009
3010,46363,Flow,56,Grove,Terrain,33,15,13,4.170999812152347,3010
3011,33077,Flow,83,Dhampir,Terrain,3,10,9,15.18916576477368,3011
3012,34622,Flow,40,Bubble,Terrain,18,0,6,14.133005191314796,3012
3013,25269,Flow,65,[HYCA],Terrain,8,18,10,11.018358521880227,3013
3014,32177,Pulse,47,Hypermage,Terrain,16,11,13,19.54519615826775,3014
3015,22028,Pulse,1,Warp,Terrain,28,13,14,23.800163313736196,3015
3016,40532,Pulse,21,[SEP],Terrain,31,27,10,31.18125310639549,3016
3017,44463,Hyper,31,Mirage,Terrain,0,32,14,34.13362678116795,3017
3018,32880,Flow,55,pfpfpfpbbx80,Terrain,3,12,15,12.776738920941192,3018
3019,35235,Flow,36,Nightrose,Terrain,28,46,13,4.879089622219185,3019
3020,32702,Pulse,32,Radiant,Terrain,6,32,14,23.86615556270453,3020
3021,52512,Flow,48,Holo,Terraform,42,32,14,57.28914356870008,3021
3022,21355,Pulse,43,[NEON],Terrain,6,31,10,29.441009474860103,3022
3023,52366,Flow,55,Killscreen,Terrain,31,37,13,6.331510092586597,3023
3024,42759,Hyper,9,Holo,Terrain,17,6,14,31.193007019379394,3024
3025,42924,Pulse,69,Alto,Terrain,7,9,17,31.799314236826103,3025
3026,43729,Flow,72,Hyphae,Terrain,33,38,14,5.6832724734921,3026
3027,51501,Hyper,61,Arc,Terrain,45,44,13,35.0936610202288,3027
3028,31050,Flow,43,Arc,Origin Daydream,12,38,13,58.141445893164935,3028
3029,47816,Flow,49,Exduo,Terrain,25,34,14,4.819067876948603,3029
3030,19185,Pulse,43,[NEON],Terrain,19,29,10,30.083113698235724,3030
3031,32150,Hyper,70,Greysunn,Terrain,8,3,16,42.948928824990425,3031
3032,38190,Flow,46,Linosim,Terrain,4,19,15,12.75273276803224,3032
3033,21709,Flow,88,Aria,Origin Daydream,7,6,9,70.15473894253455,3033
3034,38328,Hyper,71,Hyphae,Terrain,34,21,14,34.667683632696644,3034
3035,42795,Flow,84,Aria,Terrain,6,13,9,15.447228443997178,3035
3036,31683,Flow,42,[NEON],Terrain,13,17,10,11.438442906583843,3036
3037,48125,Flow,47,Exduo,Terrain,42,18,14,4.110961113022616,3037
3038,50008,Pulse,47,Zerinia,Terrain,17,12,7,31.361302590044872,3038
3039,53237,Pulse,45,Holo,Terrain,40,36,14,21.675462743237834,3039
3040,39828,Flow,51,Kairo,Terrain,10,5,4,12.86663134941873,3040
3041,16953,Flow,54,Aetherking,Terrain,42,41,13,6.799637670550489,3041
3042,25059,Pulse,11,Alto,Terrain,8,15,17,32.30338595023739,3042
3043,48064,Pulse,56,Exduo,Terrain,36,18,14,22.659807710564753,3043
3044,51523,Flow,28,Dynacrypts,Terrain,36,46,13,6.217423789565875,3044
3045,35326,Flow,54,Kairo,Terrain,1,5,4,12.76460171249498,3045
3046,35106,Flow,58,Riso,Origin Daydream,34,20,14,59.203579406699305,3046
3047,36877,Flow,35,Hypermage,Terrain,6,12,13,1.2543141421724373,3047
3048,40044,Pulse,60,Exduo,Terrain,34,12,14,22.605827926953275,3048
3049,39966,Pulse,48,Linosim,Origin Daydream,16,3,15,85.82732036584972,3049
3050,49902,Flow,45,Zerinia,Terrain,3,23,7,12.842725112996483,3050
3051,38130,Flow,56,Hypermage,Terrain,28,44,13,3.546707792150483,3051
3052,19483,Pulse,69,Kairo,Terrain,3,6,2,32.597532033332435,3052
3053,48902,Pulse,56,Grove,Terrain,8,4,13,20.93760820451569,3053
3054,51772,Pulse,29,[YUNA],Terrain,23,0,10,29.356974917937467,3054
3055,39186,Flow,1,Promiselands,Terrain,23,22,8,14.52308082255007,3055
3056,43091,Flow,4,Ender,Terrain,20,15,6,13.472825351609732,3056
3057,46338,Flow,36,[BLOOD],Terrain,9,14,11,10.376187691178375,3057
3058,31895,Flow,57,Holo,Terrain,39,6,14,2.058404344992516,3058
3059,38844,Pulse,33,Royal,Terrain,9,13,5,33.52168631705666,3059
3060,30355,Flow,62,[HYCA],Terrain,11,29,10,11.528442521545298,3060
3061,49409,Flow,42,[CUR2],Origin Daydream,10,21,10,65.97230794713334,3061
3062,45414,Pulse,70,[SEP],Terrain,5,11,10,28.60083525547459,3062
3063,22947,Pulse,6,Grove,Terrain,7,18,13,21.84377528124408,3063
3064,51136,Flow,54,Greysunn,Terrain,8,4,16,12.914760531996073,3064
3065,13883,Pulse,24,Mecha,Terrain,23,10,13,21.939760537801085,3065
3066,33299,Flow,28,Nightrose,Terrain,8,17,13,2.922714916113763,3066
3067,39418,Flow,50,[NEON],Terrain,23,11,10,10.592292733260509,3067
3068,34594,Flow,51,[BOSS],Terrain,12,20,11,10.694271505072795,3068
3069,46845,Flow,52,Kairo,Terrain,8,13,4,13.136698617983347,3069
3070,30411,Flow,24,Kippsun,Terrain,3,14,8,13.382846329759943,3070
3071,46273,Flow,69,Linosim,Terrain,23,10,15,14.036978755995161,3071
3072,45462,Flow,5,Kairo,Terrain,7,3,3,14.397038369262244,3072
3073,31113,Flow,84,[CUR2],Terrain,2,23,10,11.234396955589016,3073
3074,53835,Hyper,65,[BLOOD],Terrain,7,29,11,41.06461980792105,3074
3075,26925,Flow,59,[DARK],Terrain,6,5,11,10.160160156902597,3075
3076,31920,Flow,45,Riso,Terrain,14,3,14,2.268628503045993,3076
3077,8280,Flow,23,[HOME],Terrain,28,0,11,12.068557679563263,3077
3078,18266,Pulse,49,Holo,Terrain,2,22,14,19.119032273311145,3078
3079,39457,Flow,58,Dhampir,Terrain,1,9,9,14.601063129503808,3079
3080,22602,Pulse,14,Kairo,Terrain,4,5,2,33.04159956396861,3080
3081,39137,Pulse,8,Venmon,Terrain,6,4,15,31.76339795453998,3081
3082,47736,Flow,37,Exduo,Terrain,22,34,14,4.795101084484918,3082
3083,35539,Pulse,27,[NEON],Terrain,26,16,10,30.695229153272802,3083
3084,39202,Flow,65,Hypermage,Terrain,8,15,13,1.5123453280659223,3084
3085,38787,Flow,46,Mecha,Terrain,41,8,13,3.420827020548288,3085
3086,45110,Flow,28,Ender,Terrain,0,13,6,12.86071474419732,3086
3087,51991,Flow,35,First Earth,Terrain,15,10,7,13.496892666578653,3087
3088,35987,Pulse,8,Hypermage,Origin Daydream,12,31,13,75.81845911788464,3088
3089,45335,Flow,42,[SEP],Terrain,28,6,10,11.438385382336605,3089
3090,37833,Flow,56,Nightrose,Terrain,16,28,13,3.4808021383868537,3090
3091,29255,Pulse,84,[MENU],Terrain,18,17,11,30.155112177068368,3091
3092,37307,Flow,57,Dynacrypts,Terrain,17,36,13,4.909157111710042,3092
3093,23448,Flow,84,Tetsu,Terrain,14,5,5,15.573261205700584,3093
3094,16453,Hyper,88,Alto,Terrain,0,2,18,44.37714331615084,3094
3095,52329,Flow,44,Arc,Terrain,34,35,13,4.747062736231515,3095
3096,36497,Flow,90,[SEP],Terrain,31,4,10,11.768454408816888,3096
3097,28348,Flow,72,Mirage,Terrain,4,43,14,4.297055587376622,3097
3098,32234,Flow,53,[BLOOD],Terrain,27,26,11,12.002481863126853,3098
3099,18405,Flow,69,Hypermage,Terrain,28,4,13,2.5925598994001886,3099
3100,38722,Pulse,57,Kairo,Terrain,1,6,4,31.283209470312766,3100
3101,29102,Flow,25,[DARK],Terrain,10,2,11,10.592268510320375,3101
3102,43287,Flow,32,Shiro,Terrain,37,39,14,6.343452310710259,3102
3103,48701,Flow,27,Akileaf,Terrain,9,15,8,13.472833225400349,3103
3104,47440,Flow,33,Mirage,Daydream,46,37,14,60.46371146600469,3104
3105,51771,Flow,47,[WEN],Terrain,11,4,11,9.986153234124593,3105
3106,52122,Flow,49,[MOON],Terrain,20,15,10,10.520225221718636,3106
3107,17290,Flow,2,Rocket,Terrain,4,13,6,13.532910678171481,3107
3108,43424,Flow,36,Holo,Terrain,26,17,14,2.5985067856527757,3108
3109,35333,Flow,32,Mould,Terrain,3,11,16,13.010780912496896,3109
3110,45353,Pulse,38,Arc,Terrain,38,34,13,23.728017084052475,3110
3111,28959,Flow,87,Tetsu,Terrain,7,9,5,15.603264507489076,3111
3112,22534,Pulse,3,Nightrose,Terrain,15,25,13,21.78969679488452,3112
3113,21290,Flow,8,Greysunn,Terrain,19,1,16,13.874968553348793,3113
3114,43678,Flow,32,Hyphae,Terrain,45,39,14,5.743277866733595,3114
3115,39653,Pulse,58,Hyphae,Terrain,32,41,14,23.836029943209688,3115
3116,38100,Flow,36,Shiro,Terrain,33,31,14,6.187452578356325,3116
3117,34578,Flow,57,Grove,Terrain,16,44,13,4.657086134790929,3117
3118,51733,Pulse,43,Alto,Terrain,13,13,17,31.211200697018533,3118
3119,13393,Hyper,50,Dynacrypts,Terraform,29,19,13,87.96928399308788,3119
3120,37368,Hyper,6,Hypermage,Terrain,14,19,13,31.73913082884887,3120
3121,38147,Flow,36,Mirage,Terrain,21,12,14,3.7629539283039444,3121
3122,34631,Flow,7,Arc,Terrain,0,41,13,3.8349136533642922,3122
3123,22430,Pulse,32,Angel,Terrain,9,1,6,31.31331753097705,3123
3124,46165,Flow,0,Xleph,Terrain,10,0,5,15.165187466989345,3124
3125,43925,Pulse,7,Exduo,Terraform,25,43,14,77.8526635604784,3125
3126,47887,Pulse,38,Holo,Terrain,39,33,14,22.179537484778418,3126
3127,40526,Hyper,50,Hypermage,Terraform,29,29,13,86.85305021396137,3127
3128,42392,Flow,39,Angel,Terrain,18,22,6,14.649105107978347,3128
3129,25974,Flow,4,[SEP],Terrain,24,26,10,12.662632030567945,3129
3130,45190,Flow,50,[WEN],Terrain,29,23,11,11.492427536118422,3130
3131,51760,Pulse,49,Treasure,Terrain,10,4,16,31.067272162902615,3131
3132,28751,Hyper,44,Avidana,Terrain,20,6,15,43.03894963332293,3132
3133,32060,Pulse,31,Kairo,Terrain,0,2,1,32.65156268611295,3133
3134,51833,Flow,43,Alto,Terrain,11,8,17,12.824658579091592,3134
3135,49312,Pulse,9,Wastelands,Terrain,14,8,9,33.58167233524447,3135
3136,47415,Pulse,83,Alto,Terrain,14,8,17,31.98532514672249,3136
3137,33688,Pulse,56,Mirage,Terrain,6,42,14,22.515839817312468,3137
3138,20625,Pulse,61,Kairo,Terrain,2,3,2,32.40547916792875,3138
3139,50210,Flow,47,Holo,Terrain,38,33,14,3.3066183931458513,3139
3140,43966,Flow,1,[HYCA],Terrain,16,22,10,11.570453441720433,3140
3141,15771,Flow,3,[HYCA],Terrain,12,29,10,11.68445739310593,3141
3142,47928,Pulse,23,Hyphae,Terrain,33,37,14,24.45413346234575,3142
3143,39691,Flow,70,[SEP],Terrain,12,0,10,10.328174776985936,3143
3144,27644,Pulse,50,Nightrose,Terrain,8,18,13,20.463439278371926,3144
3145,38418,Hyper,54,Mecha,Terrain,30,12,13,33.185426381866776,3145
3146,23135,Pulse,70,Mirage,Terrain,47,35,14,24.50214940558371,3146
3147,37733,Pulse,29,Kippsun,Terrain,6,13,8,31.823387000333526,3147
3148,33253,Hyper,13,Bubble,Terrain,13,9,6,43.597035042121576,3148
3149,26430,Pulse,53,Kairo,Terrain,11,13,4,31.481230422408128,3149
3150,42565,Flow,55,Mecha,Terrain,33,14,13,3.96694053725773,3150
3151,51655,Pulse,58,Hypermage,Terrain,46,12,13,20.823414118416572,3151
3152,46438,Flow,32,[YUNA],Terrain,5,17,10,10.694264843057454,3152
3153,20174,Flow,2,Nightrose,Terrain,17,3,13,2.66466555961205,3153
3154,32682,Flow,31,Holo,Terrain,9,14,14,0.8761667999278447,3154
3155,50943,Flow,38,Hyphae,Terrain,45,16,14,4.8371259335312535,3155
3156,32705,Flow,70,Nightrose,Terrain,13,46,13,3.8588986126404103,3156
3157,28674,Pulse,35,Nightrose,Terrain,17,21,13,21.579653084410484,3157
3158,35942,Hyper,66,Hyphae,Terrain,46,39,14,35.77184198951821,3158
3159,41814,Hyper,19,Muxtai X1,Terrain,8,13,12,45.32526863420667,3159
3160,48020,Flow,10,[MENU],Terrain,7,16,11,11.384399539194298,3160
3161,45328,Pulse,8,Alto,Terrain,8,5,17,31.775293550990767,3161
3162,26451,Pulse,53,[SEP],Terrain,19,22,10,29.21892303121788,3162
3163,33731,Flow,86,Wastelands,Terrain,2,14,9,15.219193290025865,3163
3164,51089,Flow,51,Mecha,Terrain,22,14,13,2.7547154349753398,3164
3165,41499,Flow,54,Kairo,Terrain,9,2,4,12.932640552900661,3165
3166,41663,Pulse,31,[MENU],Terrain,1,20,11,28.97294184495578,3166
3167,37344,Flow,49,Riso,Terrain,31,4,14,3.4508272935530373,3167
3168,26447,Pulse,27,Linosim,Terrain,22,11,15,32.07544283909306,3168
3169,36674,Pulse,0,Hyphae,Terrain,22,46,14,23.301958560194386,3169
3170,40124,Pulse,62,Holo,Terrain,34,25,14,21.693484465279393,3170
3171,51156,Flow,3,Avidana,Terrain,8,9,15,13.646923713944867,3171
3172,28261,Flow,65,Nightrose,Terrain,9,2,13,2.202568437986612,3172
3173,39140,Flow,25,Hyphae,Terrain,41,25,14,5.815326002698219,3173
3174,42422,Flow,7,Holo,Terrain,17,9,14,1.5063051861639651,3174
3175,40749,Flow,56,[DARK],Terrain,14,12,11,10.166191215071112,3175
3176,37592,Flow,47,Mirage,Terrain,33,22,14,4.615103066599062,3176
3177,48595,Pulse,52,Bubble,Daydream,2,22,6,85.92930338254038,3177
3178,50730,Flow,43,Ouallada,Terrain,4,21,16,12.968754245264089,3178
3179,45984,Flow,28,Mori,Terrain,20,7,6,14.012998641856807,3179
3180,36404,Flow,66,Mirage,Terrain,33,43,14,6.301435940425952,3180
3181,30903,Pulse,24,Riso,Terrain,42,25,14,24.034058764645422,3181
3182,22878,Flow,45,Hypermage,Terrain,31,46,13,3.4506922579654256,3182
3183,44917,Flow,32,Grove,Terraform,38,29,13,59.635622972024436,3183
3184,32561,Flow,70,Mecha,Terrain,41,1,13,4.092991467475131,3184
3185,41516,Pulse,31,[DARK],Terrain,29,30,11,30.87523080033268,3185
3186,39204,Flow,38,Hypermage,Terrain,45,9,13,2.850597141421376,3186
3187,37250,Flow,45,[MOON],Terrain,22,15,10,10.454228733761957,3187
3188,51677,Flow,36,Holo,Terrain,14,46,14,2.526501644150351,3188
3189,50498,Pulse,54,Mirage,Terrain,19,39,14,23.067930499865895,3189
3190,25517,Flow,11,Bubble,Terrain,21,3,6,14.10299946597575,3190
3191,50332,Flow,29,[SEP],Terrain,20,4,10,10.976293708333442,3191
3192,41082,Flow,40,Hypermage,Terrain,12,7,13,1.7884018725048019,3192
3193,25303,Flow,4,[MOON],Terrain,12,23,10,11.132372162363243,3193
3194,48442,Flow,29,Mirage,Terrain,36,47,14,6.337422463139014,3194
3195,39873,Hyper,54,[BLOOD],Terrain,21,1,11,39.9004439491366,3195
3196,52769,Pulse,84,[WEN],Terrain,14,13,11,29.422985330969553,3196
3197,37347,Pulse,51,Hyphae,Terrain,19,15,14,21.375624697220026,3197
3198,47386,Flow,50,First Earth,Terrain,14,17,7,13.292861244976194,3198
3199,24509,Pulse,6,Hypermage,Terrain,10,47,13,21.34551784741479,3199
3200,48435,Pulse,7,[MENU],Terrain,25,31,11,31.019246532530474,3200
3201,37354,Flow,65,Shiro,Terrain,22,3,14,3.8350147788775937,3201
3202,21092,Flow,72,Arc,Terrain,33,21,13,4.254969579018999,3202
3203,24741,Hyper,1,Mirage,Terrain,4,15,14,32.96347799317186,3203
3204,23239,Pulse,2,Palace,Terrain,8,8,12,33.19157550749679,3204
3205,49690,Pulse,4,Hyphae,Terrain,4,13,14,21.381639405977246,3205
3206,50199,Flow,44,Hyphae,Terrain,13,38,14,3.8289140822430916,3206
3207,37356,Pulse,28,Dynacrypts,Terrain,30,33,13,24.190157804587965,3207
3208,29815,Flow,59,[HOME],Terrain,2,15,11,10.748323349261025,3208
3209,19546,Flow,70,Holo,Terrain,20,29,14,2.610499266534285,3209
3210,45187,Flow,34,Hypermage,Terrain,16,40,13,3.2706791055848985,3210
3211,29953,Pulse,24,Palace,Terrain,14,14,12,33.40763210487667,3211
3212,44584,Flow,75,Hyphae,Terrain,1,5,14,3.1087906171132516,3212
3213,48242,Flow,16,[MENU],Terrain,8,17,11,11.450418432820864,3213
3214,17166,Flow,61,Arc,Terrain,32,45,13,5.4071711198076775,3214
3215,45600,Pulse,55,Mecha,Terrain,38,5,13,22.13777482709577,3215
3216,37788,Flow,89,[MENU],Terrain,14,1,11,10.736301195984655,3216
3217,51212,Pulse,36,[WEN],Terrain,29,12,11,30.065110141174145,3217
3218,42638,Flow,0,Dhampir,Terrain,8,14,9,15.273208802683463,3218
3219,34267,Flow,23,Nightrose,Terrain,24,30,13,4.777070277008354,3219
3220,50599,Pulse,66,Holo,Terrain,11,43,14,20.943352245241424,3220
3221,12959,Flow,87,Dhampir,Terrain,8,6,9,15.40519753869225,3221
3222,41313,Flow,48,Shiro,Terrain,36,4,14,4.2190339176216085,3222
3223,47108,Hyper,71,Hypermage,Terrain,21,42,13,33.11931182173657,3223
3224,28899,Flow,89,Wastelands,Terrain,10,4,9,15.345208493814935,3224
3225,29009,Flow,68,Mould,Terrain,14,21,16,14.138987199940528,3225
3226,41694,Flow,72,Shiro,Terrain,36,39,14,6.259435313141745,3226
3227,40065,Flow,2,Holo,Terrain,21,21,14,1.998398347172278,3227
3228,28622,Pulse,0,Bubble,Daydream,5,1,6,85.8333023799728,3228
3229,37973,Flow,34,Bubble,Terrain,5,5,6,13.070806895446932,3229
3230,22836,Flow,21,Cradle,Terrain,10,20,8,14.139006577873788,3230
3231,52957,Flow,46,Ouallada,Terrain,1,18,16,12.704704715942002,3231
3232,45026,Pulse,5,Palace,Terrain,7,1,12,33.03557577069261,3232
3233,31115,Flow,68,[CUR2],Terrain,12,19,10,11.246376112439844,3233
3234,34138,Pulse,25,[MOON],Terrain,5,27,10,30.13708258594821,3234
3235,45438,Flow,43,Alto,Terrain,10,4,17,12.716639059751492,3235
3236,36131,Flow,32,Treasure,Terrain,15,12,16,13.214832920666545,3236
3237,53356,Pulse,33,Palace,Terrain,3,1,12,32.627504454353925,3237
3238,24787,Flow,61,Arc,Terrain,47,4,13,3.900899240579065,3238
3239,29430,Flow,3,Mirage,Terrain,36,9,14,4.699121278429754,3239
3240,51726,Flow,27,Riso,Terrain,22,35,14,4.8491232583725195,3240
3241,50128,Flow,43,Linosim,Terrain,9,23,15,13.142799317890086,3241
3242,53504,Pulse,50,Kairo,Terrain,10,11,4,31.15118924738755,3242
3243,38821,Flow,1,Holo,Terraform,9,16,14,55.69304039072418,3243
3244,28291,Flow,60,Nightrose,Terrain,9,19,13,2.778673146323376,3244
3245,31835,Flow,41,Arc,Terrain,30,26,13,4.897088939507084,3245
3246,44465,Pulse,34,Mecha,Terrain,39,4,13,22.52185997225218,3246
3247,43750,Pulse,50,Exduo,Daydream,13,4,14,74.85245859618252,3247
3248,42523,Pulse,89,[YUNA],Terrain,19,7,10,29.57901473859792,3248
3249,46232,Flow,41,[HYCA],Terrain,4,3,10,10.394220312652944,3249
3250,37724,Flow,41,Mori,Terrain,5,20,6,14.079023589516842,3250
3251,42098,Flow,64,[BLOOD],Terrain,14,4,11,10.226170569411124,3251
3252,27558,Flow,87,[SUN],Terrain,11,6,10,11.564506557300298,3252
3253,52000,Pulse,47,[MENU],Terrain,16,25,11,29.747036620301543,3253
3254,21987,Hyper,53,Kairo,Terrain,1,7,4,42.45673333323801,3254
3255,36266,Pulse,51,[BOSS],Terrain,8,31,11,29.615044857734134,3255
3256,27499,Flow,53,Everglades,Terrain,14,5,8,12.80674888840993,3256
3257,40549,Hyper,4,Treasure,Terrain,17,8,16,43.639016293566755,3257
3258,51028,Pulse,49,Blushing,Terrain,23,14,15,31.733395257199344,3258
3259,47731,Flow,39,Ender,Terrain,3,8,6,12.878709821842428,3259
3260,41291,Flow,3,Kippsun,Terrain,19,4,8,13.814935306553355,3260
3261,29672,Flow,3,Alto,Terrain,6,3,17,13.04666570106034,3261
3262,27787,Flow,3,[WEN],Terrain,14,16,11,11.072355261968644,3262
3263,37900,Flow,3,Alto,Terrain,11,5,17,13.310729763701485,3263
3264,48495,Flow,11,Calyx,Terrain,11,15,8,13.808895162295387,3264
3265,36673,Flow,58,Holo,Terrain,12,46,14,2.1064081764986318,3265
3266,32069,Flow,3,Mori,Terrain,11,14,6,13.574914938556395,3266
3267,42227,Flow,39,Blossom,Terrain,13,0,16,13.61089843588884,3267
3268,50934,Flow,48,Promiselands,Terraform,4,1,8,66.51242188840223,3268
3269,45673,Pulse,44,[DARK],Terrain,30,4,11,29.15295863462548,3269
3270,18890,Flow,12,Everglades,Terrain,3,16,8,14.012952017042583,3270
3271,51417,Hyper,31,Treasure,Terrain,6,18,16,43.21895612918548,3271
3272,50945,Hyper,73,[YUNA],Daydream,23,31,10,96.82581171976922,3272
3273,52995,Flow,48,Hypermage,Terrain,38,24,13,3.2106519117758165,3273
3274,30078,Pulse,75,Hyphae,Terrain,26,9,14,22.887887673388942,3274
3275,53231,Flow,48,Holo,Terrain,20,25,14,1.8123038699387017,3275
3276,45745,Pulse,12,Jadeite,Terrain,18,11,7,32.68755223682442,3276
3277,39154,Pulse,64,Xleph,Terrain,4,1,5,33.071602868505785,3277
3278,49851,Flow,56,Ouallada,Terrain,0,19,16,13.166783066961601,3278
3279,38054,Hyper,1,[BLOOD],Terraform,10,14,11,94.34765962394121,3279
3280,53137,Flow,48,Hyphae,Terrain,0,3,14,1.8785147211773874,3280
3281,40073,Pulse,48,Mecha,Terrain,20,12,13,20.88358663546861,3281
3282,30847,Pulse,35,[BLOOD],Terrain,21,22,11,29.609008351419785,3282
3283,43006,Flow,53,Kairo,Terrain,0,6,4,12.740605250254223,3283
3284,27118,Flow,59,Arc,Terrain,47,22,13,4.471020120532949,3284
3285,40921,Flow,33,Kippsun,Terrain,17,16,8,14.223002987566218,3285
3286,47977,Flow,32,Holo,Terrain,18,5,14,1.2062364349135553,3286
3287,30965,Flow,31,Dynacrypts,Terrain,44,42,13,6.007392797234886,3287
3288,45342,Flow,56,Tetsu,Terrain,3,13,5,14.75711070224304,3288
3289,46390,Pulse,19,Cradle,Terrain,7,8,8,32.153466928210165,3289
3290,33150,Pulse,10,Cradle,Terrain,17,4,8,32.741565933128,3290
3291,21935,Flow,46,Hypermage,Terrain,10,9,13,0.6001393227815249,3291
3292,53800,Flow,3,Nightrose,Terrain,33,3,13,3.5828402534181856,3292
3293,52847,Pulse,54,[NEON],Terrain,10,23,10,29.152965295593702,3293
3294,52105,Flow,87,Aria,Terrain,10,15,9,15.597258881810847,3294
3295,29485,Pulse,57,[HYCA],Terrain,28,1,10,29.501009420086653,3295
3296,38279,Flow,68,Blushing,Terrain,21,12,15,14.103004309804614,3296
3297,39725,Pulse,27,Promiselands,Terrain,10,23,8,32.25546447010472,3297
3298,52398,Pulse,49,Treasure,Terrain,10,9,16,31.13928396406437,3298
3299,46861,Pulse,73,[WEN],Terrain,28,14,11,30.67720803410842,3299
3300,49379,Flow,0,[BOSS],Terrain,26,25,11,13.004735320354877,3300
3301,50562,Flow,86,Dhampir,Terrain,10,14,9,15.525250106553267,3301
3302,29225,Flow,30,[NOV],Terrain,10,1,10,11.264475949746075,3302
3303,48323,Flow,60,Mirage,Terraform,44,14,14,58.92759672924358,3303
3304,44432,Flow,60,Grove,Terrain,8,3,13,2.850755190268078,3304
3305,26639,Pulse,46,Pepo,Terrain,6,8,15,30.761232301019696,3305
3306,30802,Flow,6,Royal,Terrain,8,11,5,15.261209662927962,3306
3307,34877,Flow,41,Exduo,Terrain,3,35,14,4.23699569382872,3307
3308,42152,Hyper,51,Riso,Terrain,3,9,14,31.919273562257594,3308
3309,40358,Flow,50,Palace,Terrain,3,8,12,13.88091543973227,3309
3310,29981,Flow,43,Hypermage,Terrain,26,24,13,3.0186250826558254,3310
3311,45197,Pulse,65,[MOON],Terrain,13,23,10,29.344979408141324,3311
3312,49627,Flow,38,Exduo,Terraform,4,39,14,58.26146213067332,3312
3313,48843,Pulse,14,[SEP],Terrain,23,27,10,30.833198083123975,3313
3314,43744,Pulse,42,[SEP],Terrain,31,8,10,29.95105472271623,3314
3315,52351,Pulse,49,[BOSS],Terrain,24,22,11,30.101103327865893,3315
3316,31501,Pulse,23,Pepo,Terrain,5,14,15,31.87142050200938,3316
3317,52176,Hyper,14,Mt Zuka,Terrain,5,5,7,43.044911660614666,3317
3318,9939,Flow,51,Grove,Terrain,6,33,13,3.852939615048645,3318
3319,38859,Pulse,61,[HYCA],Terrain,8,31,10,29.927075210669717,3319
3320,52887,Pulse,46,[SUN],Terrain,6,7,10,28.50490812839801,3320
3321,42341,Flow,4,Palace,Terrain,9,2,12,14.733069423688708,3321
3322,52474,Flow,59,Hypermage,Terrain,16,19,13,2.2444588517047244,3322
3323,23855,Flow,64,Mould,Terrain,13,8,16,13.364854276579226,3323
3324,37403,Flow,88,Wastelands,Terrain,9,3,9,15.297179230734756,3324
3325,51085,Flow,48,Radiant,Terrain,25,26,14,5.761401929205081,3325
3326,53461,Flow,0,Alto,Terrain,0,5,19,14.289017638539534,3326
3327,46451,Flow,29,[MOON],Terrain,9,5,10,10.556225674480906,3327
3328,8495,Flow,26,[SEP],Terrain,19,20,10,11.504420623934685,3328
3329,44733,Flow,27,Nightrose,Terrain,10,5,13,2.244598131385374,3329
3330,49227,Flow,58,Hypermage,Terrain,34,33,13,3.9367773669962762,3330
3331,49139,Flow,66,Hypermage,Terrain,14,15,13,1.7283970822713755,3331
3332,30984,Pulse,42,[WEN],Terraform,18,24,11,84.87925135175803,3332
3333,49400,Pulse,53,[HYCA],Terrain,25,22,10,29.969063123606677,3333
3334,27911,Hyper,84,[HOME],Terrain,17,25,11,42.546883116187516,3334
3335,35575,Pulse,9,Exduo,Terrain,38,18,14,23.229922537794064,3335
3336,49576,Flow,62,Hypermage,Terrain,15,9,13,1.3202833780125707,3336
3337,29372,Flow,60,Greysunn,Terrain,16,16,16,14.253005079935448,3337
3338,44184,Flow,56,Kairo,Terrain,3,2,3,13.712890527281562,3338
