,Identity,Type,Hat,Face,Suit,Base,Back,Origin,Accessory,Mask,Rarity score,Token Id
1967,male,Hero,pompadour,ğŸ’ª,zone,alien,shotgun,saturn,None,None,38.51859694459477,1968
1968,male,Villain,sleek,ğŸ’ª,zone,graffiti,blades,jupiter,None,None,20.525492212809045,1969
1969,female,Hero,None,None,spectre,sherbet,None,jupiter,None,sly,60.273098872980476,1970
1970,female,Villain,None,ğŸ�š,cove,sherbet,acid launcher,saturn,None,None,24.52040537116034,1971
1971,male,Villain,sleek,ğŸ¦„,kendo,whiteout,None,jupiter,None,None,15.070133035207819,1972
1972,female,Villain,fringe,ğŸ¦„,haste,gold,bionic vertebrae,jupiter,None,None,29.786710013607966,1973
1973,female,Hero,leprechaun,ğŸ’�,zone,leopard,None,neptune,None,None,44.07388671643342,1974
1974,male,Hero,dreadlocks,ğŸ‘½,athena,graffiti,bionic vertebrae,jupiter,None,None,41.12439050053971,1975
1975,female,Hero,sleek,ğŸŒ�,shimmer,chrome,cape,jupiter,feather earring,None,68.64420523363005,1976
1976,female,Villain,acid washed,ğŸ’ª,shimmer,emerald,DAO broadsword,neptune,None,None,38.989004092776334,1977
1977,male,Villain,red waves,ğŸ¥‹,noxious,sherbet,cat tail,saturn,ice earring,None,49.696704572071155,1978
1978,male,Hero,classy,ğŸŒ�,spectre,galaxy,blades,jupiter,None,None,36.848489819505716,1979
1979,male,Hero,dreadlocks,ğŸ¤ ,array,galaxy,cape,saturn,None,None,40.51587915755633,1980
1980,female,Hero,sleek,â›½,warp,human,cape,uranus,None,None,43.821989876715776,1981
1981,mutant,Hero,None,None,lone,X,shotgun,uranus,None,surge,88.8826348507183,1982
1982,male,Villain,None,â˜€ï¸�,haste,human,None,saturn,glass earring,None,29.639224792363848,1983
1983,female,Villain,classy,ğŸ¦„,noxious,human,shotgun,jupiter,silver earring,None,46.72987457391246,1984
1984,female,Villain,sleek,ğŸ—¡ï¸�,charm,anatomy,None,saturn,silver earring,None,48.8656382126125,1985
1985,female,Villain,slick blonde,ğŸ¦„,shift,bones,bionic vertebrae,jupiter,None,None,30.98689750388829,1986
1986,female,Hero,sleek,â�±ï¸�,array,leopard,cape,mars,None,None,54.068750707305504,1987
1987,female,Villain,leprechaun,ğŸ�€,warp,leopard,DAO broadsword,saturn,None,None,30.928017058969026,1988
1988,female,Villain,fringe,ğŸ—¡ï¸�,noxious,snow leopard,staff,neptune,feather earring,None,62.846340392667855,1989
1989,male,Villain,hazel,â˜�ï¸�,sly,chrome,DAO broadsword,venus,None,None,33.62224970440689,1990
1990,male,Villain,sleek,â›½,haste,graffiti,cape,uranus,None,None,27.59639134228557,1991
1991,female,Villain,classy,âš¡,argot,bones,cat tail,saturn,None,None,30.285959323936417,1992
1992,male,Villain,fringe,ğŸ¥‹,prodigy,snake,shotgun,jupiter,None,None,20.559070785614633,1993
1993,male,Villain,classy,ğŸ§ ,kendo,graffiti,shotgun,jupiter,None,None,19.879238342324374,1994
1994,female,Villain,acid washed,ğŸ—¡ï¸�,DAO,anatomy,None,jupiter,None,None,22.13254493399544,1995
1995,male,Villain,fringe,ğŸ‘»,beam,snake,None,saturn,pearl earring,None,42.181583882436804,1996
1996,female,Hero,hazel,âš”ï¸�,rime,jelly,demon wings,jupiter,None,None,45.047497685533685,1997
1997,male,Villain,classy,ğŸ‘»,zone,snake,None,saturn,None,None,14.096407021602383,1998
1998,male,Hero,dreadlocks,ğŸ�š,argot,magma,demon wings,earth,None,None,50.510925683699845,1999
1999,female,Villain,classy,ğŸ�š,haste,snow leopard,None,jupiter,None,None,20.185372579517395,2000
2000,female,Villain,None,ğŸ‘�ï¸�,DAO,leopard,None,jupiter,None,None,11.96451554773024,2001
2001,female,Hero,None,ğŸ‘»,prodigy,symbols,None,earth,None,None,40.70044472405017,2002
2002,male,Villain,classy,ğŸ�±,lone,snake,None,venus,None,None,23.538534577448527,2003
2003,male,Hero,pompadour,â›½,warp,galaxy,cape,saturn,pearl earring,None,63.89477487963007,2004
2004,female,Villain,hazel,ğŸ’ª,charm,bubblegum,shotgun,venus,pearl earring,None,63.06873765942682,2005
2005,male,Villain,None,â›½,athena,graffiti,cape,jupiter,None,None,12.715921321091301,2006
2006,female,Villain,None,â�±ï¸�,prodigy,human,bionic vertebrae,jupiter,None,None,15.246207114376912,2007
2007,female,Villain,fox,âš”ï¸�,shard,bones,acid launcher,saturn,None,None,34.17178722941392,2008
2008,female,Villain,classy,âš”ï¸�,DAO,human,None,saturn,None,None,16.227925424695847,2009
2009,male,Hero,classy,â˜�ï¸�,haste,diamond,blades,saturn,None,None,40.84320723879292,2010
2010,male,Villain,red waves,ğŸ’�,athena,human,shotgun,jupiter,None,None,14.80988981415567,2011
2011,male,Villain,None,â˜€ï¸�,sly,alien,bionic vertebrae,saturn,gold earring,None,43.94414366944066,2012
2012,male,Hero,bleached,ğŸ�±,warp,chrome,acid launcher,uranus,None,None,47.87162583725245,2013
2013,male,Villain,fortune,ğŸŒ�,array,leopard,None,saturn,None,None,17.315220424334825,2014
2014,male,Villain,dreadlocks,â˜�ï¸�,rime,galaxy,blades,saturn,None,None,24.818411175555646,2015
2015,female,Villain,sleek,ğŸ—¡ï¸�,zone,galaxy,cat tail,saturn,None,None,29.08581087954539,2016
2016,male,Villain,None,ğŸ’�,spectre,human,None,jupiter,void earring,None,25.9465367575998,2017
2017,male,Villain,fringe,ğŸ‘»,haste,snake,shotgun,uranus,pearl earring,None,53.619862924332786,2018
2018,male,Hero,slick blonde,ğŸ�š,shimmer,emerald,None,uranus,None,None,40.01660872252692,2019
2019,female,Villain,fringe,ğŸ’¡,noxious,human,cat tail,saturn,None,None,24.025058827173307,2020
2020,male,Villain,None,ğŸ—¡ï¸�,warp,chrome,cape,saturn,glass earring,None,39.236007834613,2021
2021,male,Hero,None,None,spectre,graffiti,shotgun,jupiter,None,karat,60.31945155149826,2022
2022,female,Villain,None,â�±ï¸�,zone,emerald,None,jupiter,gold earring,None,38.19101509277753,2023
2023,male,Villain,None,ğŸ’�,lone,bubblegum,None,mercury,ice earring,None,43.70496396977203,2024
2024,male,Hero,hazel,ğŸ’ª,shift,snake,None,uranus,None,None,38.2751535758615,2025
2025,male,Hero,None,â�±ï¸�,charm,snake,None,jupiter,silver earring,None,49.18014258720516,2026
2026,male,Villain,hazel,â˜�ï¸�,aero,chrome,None,venus,None,None,23.48815615821763,2027
2027,female,Villain,None,ğŸ’�,DAO,alien,cat tail,jupiter,None,None,20.11838532079566,2028
2028,male,Villain,hazel,âš¡,aero,snow leopard,blades,jupiter,None,None,21.00389962800058,2029
2029,female,Hero,red waves,ğŸŒ�,zone,ruby,demon wings,saturn,None,None,45.907581921125924,2030
2030,female,Villain,fox,âš¡,warp,sherbet,None,uranus,ice earring,None,53.64484295782371,2031
2031,male,Villain,dreadlocks,â˜€ï¸�,ash,bubblegum,angel wings,saturn,None,None,27.512515087595375,2032
2032,female,Villain,fringe,ğŸ¦„,athena,symbols,cat tail,neptune,pearl earring,None,63.30787409812003,2033
2033,female,Villain,hazel,ğŸ’�,warp,leopard,demon wings,saturn,None,None,27.184862494998956,2034
2034,female,Villain,western,âš”ï¸�,kendo,whiteout,shotgun,venus,None,None,38.892450777306195,2035
2035,male,Villain,dreadlocks,ğŸ�±,shift,leopard,None,jupiter,None,None,14.524593270627605,2036
2036,male,Villain,None,ğŸŒ�,shift,human,cape,jupiter,None,None,7.873072265192466,2037
2037,male,Villain,None,None,sheath,alien,shotgun,saturn,None,alien,45.5586089015361,2038
2038,male,Hero,None,ğŸ�š,surge,leopard,cat tail,neptune,None,None,39.36632595956213,2039
2039,male,Villain,classy,ğŸ’¡,noxious,bones,cape,jupiter,feather earring,None,45.90347970871954,2040
2040,male,Villain,fringe,ğŸ’ª,shimmer,chrome,staff,jupiter,None,None,22.04877418918186,2041
2041,male,Hero,dreadlocks,ğŸ¤ ,noxious,human,cape,saturn,None,None,34.192184359058636,2042
2042,male,Hero,slick blonde,ğŸ‘�ï¸�,DAO,chrome,None,saturn,glass earring,None,59.07813253303764,2043
2043,male,Villain,aqua waves,ğŸ—¡ï¸�,prodigy,galaxy,None,jupiter,None,None,16.022775471587874,2044
2044,male,Villain,long blonde,â�±ï¸�,lone,emerald,demon wings,mercury,None,None,34.365050028882784,2045
2045,male,Villain,None,âš”ï¸�,cove,symbols,demon wings,jupiter,None,None,15.548644914048207,2046
2046,male,Villain,sleek,ğŸ‘�ï¸�,DAO,chrome,None,saturn,None,None,15.074234189599297,2047
2047,male,Villain,None,ğŸ’�,spectre,human,None,saturn,None,None,1.8465178867970486,2048
2048,female,Hero,None,ğŸ�š,argot,human,cape,neptune,None,None,39.126757412304386,2049
2049,male,Villain,acid washed,ğŸ’�,charm,snake,shotgun,saturn,None,None,23.076916981114984,2050
2050,female,Villain,hazel,ğŸ�š,kendo,whiteout,None,saturn,silver earring,None,47.7831234762049,2051
2051,female,Villain,None,âš”ï¸�,spectre,galaxy,cape,jupiter,gold earring,None,44.55237169251015,2052
2052,male,Villain,fringe,â˜�ï¸�,kendo,bones,shotgun,jupiter,None,None,19.8791961219778,2053
2053,male,Villain,None,ğŸ�±,warp,chrome,bionic vertebrae,saturn,pearl earring,None,40.85572547227498,2054
2054,female,Hero,classy,â˜€ï¸�,smog,leopard,blades,earth,None,None,54.47579533733398,2055
2055,male,Villain,leprechaun,ğŸ‘»,karat,whiteout,bionic vertebrae,uranus,None,None,32.577432125390814,2056
2056,male,Villain,slick blonde,â˜€ï¸�,molten,jelly,staff,saturn,None,None,26.74037294459198,2057
2057,male,Hero,headband blonde,ğŸ�±,prodigy,bones,blades,uranus,None,None,47.741517158117915,2058
2058,male,Hero,None,None,lone,magma,cat tail,uranus,None,molten,69.77240904217997,2059
2059,female,Villain,red waves,ğŸ’�,DAO,chrome,shield,saturn,None,None,29.29566828793348,2060
2060,female,Villain,None,None,sly,chrome,acid launcher,jupiter,None,shard,53.75765697059825,2061
2061,male,Hero,None,ğŸ’�,zone,gold,shotgun,jupiter,None,None,28.75404394809576,2062
2062,male,Hero,classy,ğŸ‘�ï¸�,warp,snake,DAO broadsword,jupiter,None,None,37.876549769024784,2063
2063,male,Hero,dreadlocks,ğŸ’�,shift,sherbet,DAO broadsword,jupiter,ice earring,None,66.57180301151465,2064
2064,male,Villain,mohawk,ğŸ�±,ash,leopard,bionic vertebrae,jupiter,None,None,24.86470954552934,2065
2065,male,Villain,pompadour,â�±ï¸�,athena,snake,blades,jupiter,None,None,21.750851240343287,2066
2066,female,Hero,fox,ğŸŒ�,zone,magma,shotgun,jupiter,None,None,42.97041557286838,2067
2067,male,Villain,headband blonde,ğŸ¥‹,kendo,chrome,bionic vertebrae,saturn,None,None,24.818411701144825,2068
2068,female,Villain,None,None,cove,alien,blades,saturn,None,alien,54.57974380583287,2069
2069,female,Villain,sleek,ğŸ’�,warp,human,None,saturn,None,None,15.397061144670149,2070
2070,male,Villain,hazel,ğŸ�±,matta,human,acid launcher,pluto,None,None,30.53388428492872,2071
2071,male,Villain,hazel,ğŸ‘�ï¸�,DAO,graffiti,cat tail,earth,None,None,31.89339615345107,2072
2072,female,Villain,red waves,ğŸ�­,zone,sherbet,None,neptune,None,None,28.158404347177253,2073
2073,female,Villain,headband red,ğŸ¤ ,prodigy,emerald,blades,saturn,None,None,31.8512628060892,2074
2074,female,Villain,None,â�„ï¸�,prodigy,human,None,saturn,None,None,9.992023373664823,2075
2075,male,Villain,red waves,ğŸ—¡ï¸�,aero,jelly,None,neptune,ice earring,None,47.76659112131426,2076
2076,male,Hero,None,â›½,prodigy,jelly,cape,uranus,None,None,36.903073857602045,2077
2077,male,Villain,red waves,ğŸ’¡,array,alien,blades,saturn,None,None,24.20157140036166,2078
2078,male,Villain,sleek,ğŸ’ª,sheath,leopard,None,saturn,None,None,14.457359595153555,2079
2079,male,Hero,None,ğŸ‘�ï¸�,spectre,magma,staff,jupiter,None,None,31.08296012315943,2080
2080,male,Villain,leprechaun,âš¡,cove,human,None,jupiter,None,None,10.407743646139044,2081
2081,male,Hero,headband red,âš¡,zone,bubblegum,None,saturn,None,None,33.90281249256835,2082
2082,female,Villain,mowhawk,ğŸ’�,shimmer,magma,None,jupiter,None,None,21.918560518746546,2083
2083,male,Hero,classy,ğŸ‘�ï¸�,sly,whiteout,cape,jupiter,None,None,38.107356193789236,2084
2084,male,Hero,fringe,â�±ï¸�,warp,chrome,None,neptune,None,None,36.62608304982564,2085
2085,male,Villain,classy,ğŸ’�,kendo,magma,shotgun,jupiter,None,None,18.25936135483999,2086
2086,male,Villain,headband red,ğŸ‘½,kendo,gold,demon wings,saturn,None,None,25.60317971007858,2087
2087,female,Villain,None,â›½,strobe,graffiti,None,jupiter,None,None,13.147969154147054,2088
2088,female,Hero,pompadour,ğŸŒ�,noxious,bubblegum,angel wings,jupiter,ice earring,None,72.73084986256045,2089
2089,male,Villain,classy,ğŸ’¡,prodigy,graffiti,shield,uranus,None,None,30.072211807372234,2090
2090,female,Villain,classy,ğŸ’�,synapse,jelly,shield,jupiter,None,None,29.157254930413913,2091
2091,female,Hero,classy,ğŸ’ª,rime,human,cape,jupiter,None,None,37.47340950903892,2092
2092,male,Villain,fringe,ğŸŒ�,noxious,leopard,acid launcher,neptune,None,None,30.017709012350018,2093
2093,male,Villain,sleek,â›½,zone,snake,bionic vertebrae,saturn,silver earring,None,48.526023509981236,2094
2094,male,Villain,None,ğŸ—¡ï¸�,beam,ruby,cat tail,jupiter,None,None,15.48147720125382,2095
2095,female,Villain,None,â˜�ï¸�,prodigy,alien,shotgun,earth,None,None,30.072125275048677,2096
2096,female,Villain,tribal,â�±ï¸�,lone,human,staff,jupiter,None,None,23.366210208313383,2097
2097,female,Villain,red waves,â›½,array,jelly,None,jupiter,gold earring,None,46.150868080053456,2098
2098,female,Hero,headband red,ğŸŒ�,kendo,graffiti,shotgun,saturn,None,None,45.81534186580988,2099
2099,male,Villain,dreadlocks,ğŸŒ�,aero,chrome,bionic vertebrae,saturn,None,None,23.286675716588107,2100
2100,female,Villain,sleek,ğŸ’ª,noxious,chrome,cat tail,uranus,None,None,33.85281553150103,2101
2101,male,Villain,None,ğŸ‘�ï¸�,lone,bones,cape,saturn,None,None,14.545579732079943,2102
2102,female,Villain,hazel,ğŸ�±,warp,galaxy,None,saturn,None,None,20.810564512929872,2103
2103,male,Villain,None,ğŸ—¡ï¸�,haste,sherbet,staff,jupiter,None,None,15.670341803046911,2104
2104,male,Hero,fox,ğŸ’�,surge,snake,blades,jupiter,None,None,39.92009656773824,2105
2105,female,Villain,None,ğŸ”«,lone,anatomy,staff,jupiter,None,None,22.497735312060072,2106
2106,female,Villain,None,â�„ï¸�,argot,diamond,None,saturn,None,None,16.970963210869837,2107
2107,female,Villain,sleek,â˜€ï¸�,array,diamond,blades,uranus,None,None,35.94670539829832,2108
2108,male,Hero,None,â›½,aero,galaxy,shotgun,uranus,None,None,36.32398083006396,2109
2109,female,Villain,tribal,ğŸ�š,surge,leopard,staff,uranus,None,None,37.56649267363872,2110
2110,female,Villain,None,âš¡,sheath,graffiti,None,jupiter,None,strobe,43.330694983550366,2111
2111,male,Villain,None,â˜�ï¸�,kendo,human,bionic vertebrae,saturn,None,None,10.827457396413562,2112
2112,female,Villain,None,None,charm,human,cape,saturn,None,molten,47.31259186452159,2113
2113,male,Villain,slick blonde,â˜€ï¸�,charm,human,cape,jupiter,None,None,15.607201377381259,2114
2114,female,Villain,leprechaun,âš”ï¸�,candy,diamond,demon wings,saturn,None,None,32.2372544674781,2115
2115,male,Villain,None,âš¡,lone,sherbet,None,saturn,None,None,7.835289109847987,2116
2116,male,Villain,None,ğŸ�­,spectre,human,blades,saturn,None,None,10.949109422209045,2117
2117,male,Villain,sleek,â›½,lone,leopard,blades,jupiter,None,None,19.740780131620667,2118
2118,male,Hero,slick blonde,â˜€ï¸�,athena,leopard,shield,saturn,None,None,42.194398608743086,2119
2119,male,Villain,hazel,ğŸ’�,aero,diamond,demon wings,saturn,None,None,22.900624431945428,2120
2120,male,Hero,fox,ğŸ’ª,noxious,galaxy,shotgun,jupiter,None,None,37.658407200776125,2121
2121,female,Hero,None,â˜�ï¸�,noxious,chrome,blades,neptune,None,None,43.771924319895476,2122
2122,male,Hero,None,ğŸ”«,DAO,bubblegum,angel wings,jupiter,None,None,34.51142355375148,2123
2123,female,Hero,None,ğŸ”«,spectre,ruby,None,saturn,None,None,32.26607656724126,2124
2124,male,Villain,long blonde,âš”ï¸�,DAO,leopard,None,saturn,silver earring,None,43.35233775507115,2125
2125,female,Villain,slick blonde,â˜€ï¸�,warp,bubblegum,demon wings,uranus,ice earring,None,61.34006454704354,2126
2126,female,Villain,fringe,ğŸ¦„,shift,galaxy,shotgun,jupiter,None,None,27.764054191503313,2127
2127,male,Hero,slick blonde,â˜€ï¸�,aero,galaxy,staff,uranus,None,None,47.766687111355196,2128
2128,male,Villain,None,ğŸ’ª,noxious,snow leopard,demon wings,jupiter,glass earring,warp,71.79907212934168,2129
2129,female,Villain,None,ğŸ‘»,spectre,magma,blades,jupiter,None,None,18.851017978485057,2130
2130,male,Villain,None,â›½,warp,bones,cape,saturn,None,None,13.446074679453151,2131
2131,female,Villain,western,â˜€ï¸�,spectre,gold,blades,saturn,None,None,30.059365391067733,2132
2132,female,Villain,fox,ğŸ’ª,noxious,gold,None,saturn,glass earring,None,49.17199089411,2133
2133,male,Hero,hazel,ğŸ’ª,prodigy,human,bionic vertebrae,uranus,feather earring,None,66.84854745693647,2134
2134,male,Villain,classy,ğŸ‘»,zone,human,shield,neptune,None,None,23.643360382414212,2135
2135,female,Hero,hazel,â�±ï¸�,kendo,snow leopard,cape,saturn,None,None,44.178816474782074,2136
2136,female,Hero,fringe,âš¡,strobe,snow leopard,shotgun,jupiter,None,None,44.485174955028725,2137
2137,female,Villain,None,ğŸ�€,beam,leopard,None,uranus,None,None,20.9198202028585,2138
2138,male,Villain,None,âš”ï¸�,sheath,magma,None,neptune,None,None,13.744065691147487,2139
2139,male,Villain,tribal,ğŸ’�,karat,jelly,None,jupiter,None,None,15.552691203365143,2140
2140,female,Villain,classy,â˜�ï¸�,kendo,jelly,acid launcher,jupiter,None,None,28.57395047088091,2141
2141,female,Villain,fortune,â˜�ï¸�,sheath,human,blades,uranus,None,None,30.932188924082453,2142
2142,male,Villain,acid washed,ğŸ�±,aero,magma,cape,neptune,None,None,28.98957202358623,2143
2143,female,Hero,red waves,ğŸ¥‹,smog,graffiti,DAO broadsword,jupiter,void earring,None,73.29721942252867,2144
2144,male,Villain,None,ğŸŒ�,sheath,magma,DAO broadsword,uranus,feather earring,None,48.0897757938658,2145
2145,male,Villain,fringe,ğŸ�š,None,ruby,None,jupiter,None,None,15.527526528061635,2146
2146,female,Villain,None,â�„ï¸�,prodigy,anatomy,cat tail,jupiter,None,None,21.381474738834864,2147
2147,female,Hero,None,ğŸ�š,aero,jelly,None,saturn,None,None,31.242159458855795,2148
2148,female,Hero,None,ğŸ’ª,athena,ruby,bionic vertebrae,neptune,None,None,46.64206065559813,2149
2149,male,Hero,fringe,âš¡,karat,anatomy,shield,uranus,None,None,48.48848037951035,2150
2150,mutant,Villain,classy,ğŸ’¡,strobe,X,bionic vertebrae,neptune,gold earring,None,77.56883366478192,2151
2151,male,Villain,None,ğŸ¦„,shimmer,graffiti,None,jupiter,None,None,7.839536441623035,2152
2152,female,Hero,hazel,ğŸ�š,shimmer,sherbet,shotgun,jupiter,None,None,42.77737383392167,2153
2153,female,Villain,sleek,ğŸ‘»,sly,jelly,cape,saturn,pearl earring,None,55.2644914805086,2154
2154,male,Villain,long blonde,âš”ï¸�,candy,galaxy,cat tail,jupiter,void earring,None,50.58215923303735,2155
2155,male,Hero,None,ğŸ‘�ï¸�,noxious,human,cape,saturn,void earring,None,51.81508274006957,2156
2156,female,Villain,tribal,â˜€ï¸�,noxious,graffiti,shotgun,jupiter,None,None,26.21977939998981,2157
2157,female,Villain,pompadour,ğŸ’�,shift,graffiti,staff,jupiter,None,None,29.421648374893977,2158
2158,male,Hero,hazel,ğŸ”«,warp,chrome,None,jupiter,None,None,29.794641668068255,2159
2159,male,Hero,tribal,ğŸ’�,kendo,chrome,shotgun,earth,void earring,None,72.5421087059769,2160
2160,female,Hero,hazel,â�±ï¸�,warp,human,cat tail,uranus,None,None,45.1312151518236,2161
2161,male,Hero,fringe,âš¡,lone,diamond,None,earth,None,None,41.695105490927816,2162
2162,female,Hero,None,ğŸ�š,lone,galaxy,staff,jupiter,None,None,37.922583251658594,2163
2163,male,Villain,slick blonde,ğŸ‘�ï¸�,haste,human,None,jupiter,None,None,9.845358120280459,2164
2164,male,Villain,classy,â›½,charm,symbols,None,jupiter,ice earring,None,39.38285992127754,2165
2165,male,Villain,pompadour,â›½,warp,bones,None,uranus,None,None,20.659756393482066,2166
2166,male,Villain,leprechaun,ğŸ�š,sheath,symbols,cape,earth,None,None,31.515767744231766,2167
2167,male,Hero,None,ğŸ’ª,zone,chrome,shotgun,saturn,None,None,29.635214367288775,2168
2168,male,Hero,tribal,â˜€ï¸�,array,magma,None,saturn,None,None,33.46638754021427,2169
2169,female,Hero,hazel,ğŸ‘»,lone,sherbet,shotgun,saturn,None,None,43.85992287607369,2170
2170,female,Hero,None,ğŸ�­,shimmer,gold,shield,uranus,None,None,47.942821373373185,2171
2171,male,Villain,None,ğŸ—¡ï¸�,aero,human,demon wings,jupiter,pearl earring,None,34.42308522438375,2172
2172,male,Hero,None,ğŸ’ª,smog,symbols,shotgun,jupiter,None,None,30.49555661500994,2173
2173,male,Villain,dreadlocks,ğŸ‘½,warp,gold,bionic vertebrae,jupiter,gold earring,None,49.28134627990172,2174
2174,male,Hero,fringe,ğŸ�š,zone,magma,cat tail,jupiter,None,None,37.25131614863443,2175
2175,male,Villain,long blonde,ğŸ¤ ,lone,human,cape,saturn,None,None,18.372662809851896,2176
2176,female,Villain,bleached,ğŸ‘»,aero,chrome,None,jupiter,None,None,20.575669075779803,2177
2177,male,Villain,classy,ğŸ’¡,sheath,jelly,None,jupiter,None,None,13.206824282676733,2178
2178,male,Villain,None,ğŸ—¡ï¸�,DAO,human,DAO broadsword,uranus,None,None,17.77699207782306,2179
2179,male,Villain,classy,ğŸ�š,array,bubblegum,blades,neptune,None,None,29.270703055807086,2180
2180,male,Hero,fringe,ğŸ’¡,shift,bubblegum,shotgun,mercury,None,None,49.73046882584479,2181
2181,male,Villain,classy,âš¡,spectre,chrome,staff,jupiter,None,None,20.26108979854083,2182
2182,male,Villain,fortune,â›½,athena,diamond,shotgun,jupiter,None,None,22.409742590522892,2183
2183,male,Villain,None,ğŸ‘�ï¸�,noxious,human,shotgun,jupiter,void earring,None,32.891417830865144,2184
2184,female,Villain,hazel,ğŸ¦„,spectre,symbols,shield,earth,None,None,39.45475345414992,2185
2185,male,Villain,None,ğŸ‘�ï¸�,aero,snake,None,jupiter,None,None,5.829254770606626,2186
2186,female,Villain,sleek,ğŸŒ�,zone,graffiti,None,saturn,None,None,21.158871160936926,2187
2187,female,Villain,western,ğŸ�š,prodigy,galaxy,demon wings,jupiter,None,None,29.081719222358256,2188
2188,male,Villain,pompadour,ğŸ—¡ï¸�,sheath,anatomy,staff,jupiter,None,None,22.787413212309254,2189
2189,female,Villain,pompadour,ğŸ�±,noxious,graffiti,cape,saturn,None,None,28.02838853437008,2190
2190,male,Villain,tribal,ğŸ‘�ï¸�,kendo,jelly,shotgun,neptune,None,None,28.12927305729121,2191
2191,male,Villain,red waves,ğŸ‘½,zone,jelly,None,saturn,None,None,16.089790160253713,2192
2192,female,Villain,fortune,ğŸ‘�ï¸�,haste,chrome,bionic vertebrae,jupiter,None,None,29.497160339555695,2193
2193,male,Villain,None,None,rime,human,cat tail,jupiter,None,argot,40.9977884120841,2194
2194,female,Villain,classy,ğŸ¥‹,candy,snow leopard,cat tail,saturn,None,None,31.087488128986003,2195
2195,female,Villain,fox,â�±ï¸�,zone,human,demon wings,saturn,silver earring,None,50.23345109807637,2196
2196,male,Villain,classy,ğŸ‘½,noxious,chrome,cat tail,jupiter,None,None,20.50865543905849,2197
2197,male,Hero,None,â›½,prodigy,alien,DAO broadsword,saturn,pearl earring,None,60.043305820517276,2198
2198,male,Villain,None,ğŸ’ª,noxious,emerald,shotgun,jupiter,None,None,12.434763385340625,2199
2199,female,Villain,classy,ğŸ�€,spectre,human,shotgun,jupiter,None,None,19.79078495701794,2200
2200,female,Villain,fox,ğŸ‘»,lone,snake,cat tail,jupiter,None,None,27.75148214766121,2201
2201,male,Villain,classy,ğŸ’¡,aero,symbols,cape,neptune,None,None,27.76001739007887,2202
2202,female,Villain,None,None,smog,alien,staff,uranus,None,alien,61.44838537106264,2203
2203,male,Villain,None,â˜�ï¸�,lone,whiteout,None,neptune,None,None,15.024025137444363,2204
2204,female,Villain,None,None,sheath,snake,cat tail,uranus,None,sly,58.54509361347156,2205
2205,male,Hero,None,â�±ï¸�,aero,human,angel wings,jupiter,None,None,27.0377809201153,2206
2206,female,Villain,sleek,â�„ï¸�,athena,anatomy,shield,uranus,None,None,38.204277236155164,2207
2207,male,Villain,dreadlocks,ğŸ¤ ,array,snow leopard,None,saturn,None,None,17.709657118402706,2208
2208,male,Villain,None,â˜€ï¸�,shift,graffiti,cat tail,neptune,glass earring,None,48.761129969654505,2209
2209,female,Hero,leprechaun,ğŸ’¡,rime,human,None,saturn,None,None,35.375343028614445,2210
2210,female,Villain,dreadlocks,ğŸ�€,spectre,human,cape,neptune,None,None,28.91368333194759,2211
2211,male,Hero,tribal,ğŸ’¡,noxious,jelly,None,jupiter,None,None,31.71659077552099,2212
2212,female,Hero,hazel,ğŸ—¡ï¸�,spectre,human,shotgun,uranus,None,None,44.02343654107792,2213
2213,female,Villain,None,ğŸ�€,shimmer,human,shield,jupiter,None,None,16.92480835526703,2214
2214,female,Villain,pompadour,ğŸ�š,rime,human,demon wings,saturn,None,None,24.801336427778356,2215
2215,female,Villain,None,âš”ï¸�,charm,human,None,saturn,pearl earring,None,35.61448052384916,2216
2216,male,Villain,red waves,ğŸ’¡,haste,bubblegum,demon wings,jupiter,None,None,22.392949606696288,2217
2217,male,Villain,None,ğŸ¥‹,athena,sherbet,cape,uranus,pearl earring,None,47.674434929356586,2218
2218,male,Villain,hazel,ğŸŒ�,kendo,alien,DAO broadsword,jupiter,None,None,21.9859213357047,2219
2219,female,Villain,classy,ğŸ’¡,prodigy,human,None,earth,None,None,25.250350309720382,2220
2220,female,Hero,classy,ğŸ‘½,sheath,jelly,cat tail,saturn,None,None,46.19295234052135,2221
2221,male,Villain,None,ğŸ—¡ï¸�,sheath,whiteout,None,uranus,None,None,14.377762819813933,2222
2222,female,Hero,mowhawk,â›½,zone,sherbet,demon wings,pluto,feather earring,None,82.62381648338678,2223
2223,female,Villain,classy,ğŸ‘�ï¸�,sheath,emerald,None,neptune,None,None,26.886914224230836,2224
2224,mutant,Villain,None,ğŸ�±,molten,X,shotgun,jupiter,None,strobe,65.58154312094344,2225
2225,male,Villain,None,âš¡,surge,symbols,staff,uranus,None,None,24.520673410267232,2226
2226,male,Villain,dreadlocks,ğŸ¤ ,None,ruby,cape,saturn,None,None,24.780627492912853,2227
2227,male,Villain,None,ğŸ‘»,aero,snake,None,neptune,None,None,13.639150707170774,2228
2228,male,Villain,pompadour,â˜€ï¸�,warp,human,cape,jupiter,None,None,13.903380059090372,2229
2229,male,Villain,fringe,ğŸ¤ ,array,bubblegum,None,uranus,None,None,22.644699765247417,2230
2230,male,Villain,fox,â›½,charm,graffiti,DAO broadsword,uranus,None,None,31.070964234619545,2231
2231,male,Villain,None,None,warp,alien,demon wings,jupiter,None,alien,44.84532292132617,2232
