,Background,Offhand,Mouth,Eyes,Clothing,Hair,Type,Ear,Neck,Headgear,Face,Special,Rarity score,Token Id
3023,Off White A,None,Smoking,Pierced Eyebrow,Azuki Track Jacket,Orange Pixie,Human,None,None,Purple Kanzashi,None,None,17.978258930244817,3023
3024,Off White C,Coin,Lipstick,Joyful,Rain Jacket,Purple Bun,Human,None,None,None,None,None,9.897325217279798,3024
3025,Off White C,Coin,Chuckle,Tired,White Yukata,Maroon Disheveled,Human,None,None,None,Bandaid,None,24.126842253016203,3025
3026,Off White A,Umbrella,420,Bored,White Hoodie,Black Fluffy,Human,None,None,None,None,None,11.183390524699607,3026
3027,Off White A,None,Closed,Determined,Red Hoodie,Maroon Ponytail,Human,None,None,None,Blush,None,16.720749247720953,3027
3028,Off White B,Monkey King Staff,Grin,Concerned,Light Kimono,Blonde Flowy,Human,Sword,Sneakers,None,None,None,44.969110917723484,3028
3029,Off White D,Bat,Relaxed,Careless,Red Hoodie,Indigo Disheveled,Human,None,None,None,None,None,8.560642091913751,3029
3030,Off White D,Floorsweeper,Wheat Straw,Daydreaming,Light Armor,Blonde Pixie,Human,None,None,None,None,None,9.994046598505788,3030
3031,Cool Gray,Bean Juice,Stubble,Bored,Beige Poncho,Purple Spiky,Human,Red Spiked Ring,Koi Tattoo,None,None,None,48.38710859410618,3031
3032,Cool Gray,Kanabo,Growl,Determined,Hoodie with Bag,Blonde Short Spiky,Red,None,Koi Tattoo,Sloth Headband,Kabuki Facepaint,None,76.71483315888969,3032
3033,Off White B,None,Chuckle,Pensive,White Layered Yukata,Blonde Short Spiky,Human,Dragon,None,Full Bandana,None,Water,56.24875249097469,3033
3034,Off White B,None,Bubble Gum,Determined,Black Hoodie,Powder Blue Pigtails,Human,None,None,None,None,Fire,23.911020034887745,3034
3035,Cool Gray,None,Smirk,Amethyst,Red Floral Kimono,Black Pigtails,Human,None,Chill Headphones,None,None,None,22.14171390131118,3035
3036,Off White B,Katana,Frown,Relaxed,Lavender Kimono with Bow,Green Flowy,Human,Yellow Fan,None,None,None,None,27.896589764598573,3036
3037,Off White D,None,Pout,Closed,Kimono with Straw Hat,Long Dreadlocks,Human,None,None,Straw Hat,Eye Patch,None,29.505591362947513,3037
3038,Off White C,None,Tactical Knife,Meditating,Red Hoodie,Silver Short Spiky,Blue,None,None,None,None,None,23.06260252167182,3038
3039,Cool Gray,None,Smoking,Indifferent,Black Blazer,Indigo Long,Human,None,Chain,None,Red Fang Face Paint,None,37.825556026915194,3039
3040,Off White D,Bean Juice,Relaxed,Pensive,Kung Fu Shirt,Brown Spiky,Human,Sword,Chill Headphones,Red Panda Baseball Cap,None,None,57.07757640060772,3040
3041,Off White A,Floorsweeper,Closed,Determined,Black Bomber,Pink Flowy,Human,None,None,Black Bucket Hat,Red Stripes Face Paint,None,36.90686361045034,3041
3042,Off White D,None,Bubble Gum,Calm,Sloth Hoodie,Long Dreadlocks,Human,None,None,Sloth Headband,None,None,18.143128924035466,3042
3043,Off White B,Banner,Smirk,Joyful,Turquoise Kimono with Bow,Silver Flowy,Human,None,None,None,None,None,9.25978496429746,3043
3044,Red,None,Relaxed,Daydreaming,Camo Hoodie,Green Pigtails,Human,None,None,Red Panda Baseball Cap,None,None,18.99168120755767,3044
3045,Dark Blue,None,Long Stubble,Curious,Red Hoodie,Maroon Fluffy,Human,None,None,None,Clear Glasses,None,22.069313587557442,3045
3046,Off White D,None,Toothpick,Ruby,Turquoise Kimono,Silver Bob,Blue,Corded Earbuds,Towel,None,None,None,56.5168071970255,3046
3047,Off White A,None,Chuckle,Curious,Vest,Black Disheveled,Human,None,None,None,None,None,3.8428620114426297,3047
3048,Off White A,None,Smile,Hopeful,Turquoise Kimono,Silver Half Bun,Blue,None,None,None,None,None,22.772393739023432,3048
3049,Off White A,None,Relaxed,Amethyst,Camo Hoodie,Teal Bangs,Human,None,None,None,Eye Scar,None,17.42642315216815,3049
3050,Red,None,Smoking,Determined,Tank Top,Teal Bangs,Human,None,None,Full Bandana,None,None,18.817989857684434,3050
3051,Red,Coin,Laughing,Determined,Light Kimono,Pink Pixie,Human,None,Contract Tattoo,None,None,None,27.793366584772254,3051
3052,Off White B,Red Bean,Pout,Bored,Hoodie with Bag,Brown Spiky,Red,None,None,None,None,None,29.70562013787156,3052
3053,Off White C,Bat,Toothpick,Relaxed,Blue Qipao,Purple Bangs,Human,None,None,None,None,None,10.075388764723822,3053
3054,Dark Blue,Hand Seal,Closed,Suspicious,Maroon Yukata,Maroon Disheveled,Human,Blue Fan,Golden Headphones,None,Kabuki Facepaint,None,61.789931541271756,3054
3055,Off White C,Skateboard,Grin,Joyful,Blue Bomber,Black Pigtails,Human,None,None,None,None,None,10.435954689272746,3055
3056,Red,None,Grin,Ruby,Red Panda Kimono,Blue Hairband,Human,None,None,Cowboy Hat,Kabuki Facepaint,None,34.63181187633296,3056
3057,Off White C,Golden Shuriken,Tongue Out,Daydreaming,White Hoodie,Maroon Half Bun,Human,None,None,None,Blush,None,25.659005375903376,3057
3058,Off White D,Shinai,Growl,Chill,Maroon Yukata,Maroon Short Spiky,Red,Square Stud,None,None,None,None,46.56910870157741,3058
3059,Off White D,Hand Seal,Smirk,Focused,Cat T-Shirt,Indigo Messy,Human,None,None,None,None,None,9.712661810722095,3059
3060,Off White A,Water Orb,Meh,Glowing,White Yukata,Long Dreadlocks,Human,Corded Earbuds,None,Pointy Straw Hat,None,None,43.05921647510208,3060
3061,Off White C,Banner,Grin,Concerned,Red Panda Hoodie,Blonde Bob,Human,None,None,Red Panda Baseball Cap,None,None,24.05430407527725,3061
3062,Off White A,Bat,Chewing,Amethyst,Rain Jacket,Silver Ponytail,Human,Small Hoop,None,None,None,None,27.944987394550775,3062
3063,Off White D,None,Scroll,Hopeful,Red Floral Kimono,Silver Hairband,Human,None,None,None,None,None,4.025335143863187,3063
3064,Red,Coin,Frown,Hopeful,Turquoise Kimono,Indigo Pixie,Human,None,None,None,Eye Scar,None,26.270129258843156,3064
3065,Off White B,None,Closed,Concerned,Azuki Track Jacket,Blue Hairband,Human,None,None,Frog Beanie,None,None,17.334110469543166,3065
3066,Off White C,Fishing Rod,Not Bad,White,Vegan Mink Coat,Blue Short Spiky,Human,None,None,Sloth Mask,None,Smoke,45.254886598439626,3066
3067,Off White C,Leather Katana,Sleep Bubble,Closed,Green Yukata,Blue Spiky,Human,None,None,Ayaigasa,Red Stripes Face Paint,None,35.88903945706183,3067
3068,Off White A,None,Bubble Gum,Indifferent,White Layered Yukata,Blue Short Spiky,Human,None,None,None,Bandaid,None,18.50143617951,3068
3069,Dark Purple,Red Bean,Closed,Closed,White T-Shirt,Black Disheveled,Human,None,Contract Tattoo,IKZ Baseball Cap,Eye Scar,None,54.98976129298006,3069
3070,Off White B,None,Pout,Suspicious,Maroon Yukata,Brown Samurai,Human,Square Stud,None,Cowboy Hat,Bandaid,None,50.26623734212067,3070
3071,Dark Blue,Zanbato,Wheat Straw,Closed,Shinto Robe,Black Swept Back,Human,None,None,None,None,None,10.693298318126653,3071
3072,Red,Bokken,Grass,Closed,Camo Tech Jacket,Indigo Ponytail,Human,None,None,Yellow Kanzashi,Ji Eyeband,None,38.53125850282482,3072
3073,Off White A,Katana,Smile,Closed,Turquoise Kimono with Bow,Blue Nightshade Flowy,Human,Pearl,Beads,IKZ Baseball Cap,None,None,55.64462327055799,3073
3074,Off White B,Banner,Smirk,Tired,Shinto Robe,Maroon Short Spiky,Red,None,None,Distressed Beanie,None,None,42.10067407416994,3074
3075,Off White C,Sakura Katana,Smirk,Pierced Eyebrow,Red Hoodie,Maroon Disheveled,Human,None,None,None,None,None,8.925610114961602,3075
3076,Off White D,None,Closed,Careless,White T-Shirt,Teal Messy,Human,None,Towel,Cat Mask,None,None,33.26882719036398,3076
3077,Cool Gray,Blue Bean,Pout,Chill,Maroon Yukata,Blue Samurai,Human,Ear Cuffs,None,IKZ Baseball Cap,None,None,44.975936108396816,3077
3078,Red,Fireball,Closed,Daydreaming,Hoodie,Green Pigtails,Human,Wireless Earbuds,Choker,Fur Bucket Hat,None,None,60.20522657993784,3078
3079,Red,Sake,Frown,Joyful,Red Panda Kimono,Maroon Half Bun,Human,None,Beads,None,None,None,29.105726652321707,3079
3080,Off White C,Shinai,Sleep Bubble,Closed,Kimono with Straw Hat,Green Spiky,Human,None,None,Straw Hat,None,None,22.35073355017441,3080
3081,Off White B,Red Bean,Growl,Determined,Tank Top,Blue Half Bun,Human,None,None,None,None,None,10.048982078607146,3081
3082,Off White A,Sake,Pout,Curious,Frog T-Shirt,Maroon Fluffy,Human,None,None,None,None,Smoke,31.130011556054804,3082
3083,Off White B,Sake,Toothpick,Relaxed,Cat Hoodie,Dreadlocks,Human,None,None,None,None,None,11.086647811427728,3083
3084,Off White A,Monk Staff,Not Bad,Focused,Bloody Bomber,Indigo Disheveled,Human,None,None,None,None,None,10.58984162533062,3084
3085,Off White C,None,Relaxed,Hopeful,Red Panda Kimono,Powder Blue Pigtails,Human,None,Towel,Chef Headband,None,None,33.257839524678616,3085
3086,Off White B,Lantern,Closed,Closed,Suit with Turtleneck,Brown Long,Human,None,None,Sloth Mask,Seer Eyeband,None,35.4164714422731,3086
3087,Off White B,None,420,Fire,Black Yukata,Green Spiky,Human,Stud,None,None,None,None,22.85827587318983,3087
3088,Off White C,Leather Katana,Toothpick,Joyful,Tank Top,Brown Blonde Flowy,Human,None,None,Red Panda Baseball Cap,None,None,24.02574119505998,3088
3089,Off White A,Hook Sword,Chuckle,Fire,Maroon Yukata,Maroon Fluffy,Red,None,None,None,None,None,30.002411407004985,3089
3090,Off White C,None,Grass,Tired,Red Panda Yukata,Teal Messy,Human,None,Tribal Tattoo,None,None,None,20.433625840371665,3090
3091,Red,Zanbato,Wheat Straw,Concerned,Alpine Jacket,Teal Bangs,Human,None,None,None,None,None,12.2122245589749,3091
3092,Off White D,Banner,Grin,Daydreaming,Blue Bikini,Silver Flowy,Human,None,None,Newsboy Cap,None,None,23.836690858792522,3092
3093,Off White A,Zanbato,Toothpick,Bored,Black Hoodie,Green Half Bun,Human,None,None,None,Red Fang Face Paint,None,24.81488465257228,3093
3094,Dark Blue,Gloves,Grin,Calm,Cloud Poncho,Maroon Bob,Human,None,None,None,None,Fox Fire,34.10851877400975,3094
3095,Off White D,Katana,Smile,Ruby,Fur Hoodie,Green Flowy,Human,None,None,Red Panda Mask,None,None,23.757541170063227,3095
3096,Red,Zanbato,Laughing,Joyful,Black Qipao,Blonde Hairband,Human,None,None,None,None,None,12.06054130938739,3096
3097,Off White C,Lantern,Wheat Straw,Determined,Blue Kimono,Orange Samurai,Human,None,None,Sloth Beanie,Black Glasses,None,37.55749451604898,3097
3098,Red,None,Not Bad,Curious,Suit with Turtleneck,Teal Long,Human,None,None,None,None,None,5.687379891933644,3098
3099,Off White D,Kanabo,Grass,Determined,Maroon Yukata,Indigo Messy,Human,None,None,None,None,None,9.217991149412258,3099
3100,Off White C,Fishing Rod,Relaxed,Closed,Red Panda Yukata,Teal Messy,Human,None,None,Cowboy Hat,Red Bandana,None,35.689083024978366,3100
3101,Off White D,None,Relaxed,Closed,Vest,Silver Short Spiky,Human,None,None,IKZ Baseball Cap,Seer Eyeband,Earth,48.84613593354708,3101
3102,Off White C,Banner,Pout,Focused,Fur Hoodie,Green Fluffy,Human,None,None,None,Bandaid,None,24.093851106365243,3102
3103,Cool Gray,None,Not Bad,Focused,Kimono with Straw Hat,Silver Half Bun,Red,None,None,None,None,None,25.878601092987637,3103
3104,Off White D,Fireball,Chewing,Fire,Red Panda Kimono,Powder Blue Pigtails,Human,None,None,None,None,None,11.271338046701244,3104
3105,Off White B,Leather Katana,Lipstick,Determined,Azuki Tech Jacket,Blonde Pixie,Human,None,None,Frog Baseball Cap,None,None,23.31347403018633,3105
3106,Off White A,Bat,Chewing,Calm,Blue Qipao,Blue Bun,Human,None,None,None,Blue Sunglasses,None,24.731332422400232,3106
3107,Off White C,Bat,Smirk,Daydreaming,Black Bomber,Brown Flowy,Human,None,None,None,None,None,8.949802117316262,3107
3108,Red,Floorsweeper,Relaxed,Relaxed,Denim Jacket,Green Flowy,Human,None,None,None,Clear Glasses,None,25.918397890678552,3108
3109,Off White A,Bean Juice,Meh,Indifferent,White Yukata,Orange Samurai,Human,None,None,Cat Baseball Cap,None,None,24.421437964642532,3109
3110,Off White C,Katana,Sleep Bubble,Closed,Shinto Robe,Brown Samurai,Human,Wireless Earbuds,None,None,None,None,25.500632338384204,3110
3111,Cool Gray,None,Chuckle,Closed,White Layered Yukata,Teal Long,Human,None,None,Distressed Beanie,Eye Patch,None,32.569902649524785,3111
3112,Off White A,Katana,Meh,Focused,Kimono with Straw Hat,Blonde Long,Human,None,None,Cowboy Hat,None,None,24.082901032115934,3112
3113,Red,Kanabo,Smile,Joyful,Denim Jacket,Pink Flowy,Human,None,None,None,None,None,12.513418593828288,3113
3114,Off White D,Bat,Scroll,Closed,Dress Shirt,Magenta Pigtails,Human,None,None,None,None,None,7.443977738748983,3114
3115,Dark Purple,Hand Wrap,Chewing,Relaxed,Black Bomber,Brown Blonde Flowy,Human,None,Cat Headphones,None,None,None,30.835730021864798,3115
3116,Off White A,Sakura Katana,Bubble Gum,Relaxed,Frog T-Shirt,Blonde Pixie,Human,Stud,None,None,None,None,28.173600152338068,3116
3117,Off White B,Katana,Closed,Hopeful,Pink Oversized Kimono,Blonde Bun,Human,None,None,None,None,None,9.253153442774547,3117
3118,Off White C,Zanbato,Chewing,Daydreaming,Azuki Tech Jacket,Blue Half Bun,Human,None,None,None,Bandaid,None,24.199354049130125,3118
3119,Dark Blue,Water Orb,Laughing,Determined,Fur Hoodie,Black Bangs,Human,None,None,None,None,Fox Fire,33.244628167698494,3119
3120,Off White A,Bat,Growl,Focused,Red Hoodie,Blue Nightshade Half Bun,Human,None,None,Sloth Baseball Cap,None,None,24.35546600087456,3120
3121,Red,Zanbato,Pout,Suspicious,Red Kimono,Blue Samurai,Human,None,Chain,IKZ Baseball Cap,None,None,42.564669159963,3121
3122,Off White D,Leather Katana,Grass,Calm,White Qipao with Fur,Indigo Pixie,Human,Chiyogami,None,None,Eye Scar,None,41.825999073043846,3122
3123,Off White A,Sakura Katana,Wheat Straw,Pensive,Kimono with Jacket,Blonde Messy,Human,None,None,None,Red Fang Face Paint,None,24.56868151268359,3123
3124,Off White B,Hand Wrap,Not Bad,Determined,Suit with Turtleneck,Silver Long,Blue,Corded Earbuds,None,Sloth Headband,Bandaid,None,74.90378509115668,3124
3125,Off White C,Floorsweeper,Closed,Determined,Archer,Orange Samurai,Human,None,None,None,None,None,8.347423725485688,3125
3126,Off White C,None,Wheat Straw,Joyful,Turquoise Kimono with Bow,Indigo Ponytail,Human,None,Chill Headphones,None,Reading Glasses,None,34.23817434913645,3126
3127,Off White B,Bat,Not Bad,Pierced Eyebrow,Vest,Powder Blue Swept Back,Human,None,None,None,None,None,10.262250580870703,3127
3128,Off White A,Sake,Lipstick,Closed,Cat Hoodie,Green Pigtails,Human,None,None,Black Bucket Hat,None,None,22.155113041348113,3128
3129,Off White C,Bat,Closed,Chill,Fur Hoodie,Brown Samurai,Human,None,Koi Tattoo,None,Red Stripes Face Paint,None,39.489479927994005,3129
3130,Dark Purple,Talisman,Pout,Suspicious,Red Panda Yukata,Indigo Long,Human,Chiyogami,None,None,None,None,31.750129602788167,3130
3131,Cool Gray,Banner,Stubble,Curious,Denim Jacket,Powder Blue Swept Back,Human,None,None,None,None,None,13.711543198405456,3131
3132,Off White A,Lantern,Relaxed,Concerned,Turquoise Kimono,Silver Dreadlocks,Red,None,None,Purple Kanzashi,None,None,41.77317647929474,3132
3133,Off White C,Hook Sword,Wheat Straw,Joyful,Hoodie,Silver Bob,Human,None,Choker,Purple Kanzashi,Eye Scar,None,55.4029224738596,3133
3134,Off White A,None,Relaxed,Meditating,White T-Shirt,Powder Blue Swept Back,Human,Ethereum,None,None,None,None,20.94133811818661,3134
3135,Off White A,Monkey King Staff,Pout,Focused,Bumblebee Jacket,Blue Samurai,Human,Blue Fan,None,None,None,None,28.53192367969242,3135
3136,Off White D,None,Tactical Knife,Ruby,Light Kimono,Green Ponytail,Human,None,None,Distressed Beanie,None,None,17.611128997759824,3136
3137,Off White A,None,Smile,Pierced Eyebrow,Sloth Kimono,Pink Hairband,Human,None,Beads,None,None,None,20.980972659538306,3137
3138,Off White D,Bean Juice,Relaxed,White,Light Kimono,Powder Blue Disheveled,Human,None,None,None,None,None,8.894836733310713,3138
3139,Off White C,None,Not Bad,Closed,Green Yukata,Orange Samurai,Human,None,None,Chef Headband,Eye Patch,None,29.208802729864082,3139
3140,Dark Blue,Golden Fan,Meh,White,Yellow Jumpsuit,Spirit Spiky,Spirit,None,None,None,None,Fireflies,54.53224804692096,3140
3141,Off White C,None,Grass,Meditating,Camo Hoodie,Brown Spiky,Red,None,None,Distressed Beanie,Round Blue Sunglasses,None,50.89695040613294,3141
3142,Off White D,None,Closed,Calm,Turquoise Kimono with Bow,Blonde Bob,Human,None,None,None,None,None,2.5633301498106045,3142
3143,Dark Blue,Fan,Frown,Amethyst,Turquoise Kimono,Teal Bangs,Human,None,None,Red Panda Mask,Bandaid,None,41.72736353814844,3143
3144,Off White D,None,Closed,Pierced Eyebrow,Yellow Bikini,Purple Bun,Human,None,None,None,Red Fang Face Paint,None,17.215393304445822,3144
3145,Red,Sakura Katana,Grass,Meditating,Red Hoodie,Blonde Short Spiky,Human,None,None,IKZ Baseball Cap,None,None,25.454592086896593,3145
3146,Red,Sakura Katana,Smile,Striking,Blue Kimono with Bow,Maroon Ponytail,Human,None,None,None,None,None,11.552706554701512,3146
3147,Off White D,None,Lipstick,Closed,Turquoise Kimono with Bow,Silver Bun,Red,Sword,None,None,Seer Eyeband,None,52.215536154888596,3147
3148,Off White A,Skateboard,Pout,Tired,Hoshi Jacket,Magenta Long,Human,Wireless Earbuds,None,None,Red Stripes Face Paint,None,42.71185313852375,3148
3149,Off White A,None,Smirk,Bored,Red Kimono,Powder Blue Swept Back,Human,None,Chain,None,Eye Scar,None,34.343664316364695,3149
3150,Off White B,Banner,Wheat Straw,Closed,Black Yukata,Silver Disheveled,Blue,None,Sloth Headphones,None,Eye Patch,None,57.66864021401077,3150
3151,Off White D,Katana,Not Bad,Closed,Blue Bomber,Blonde Swept Back,Human,None,Beads,Cat Headband,None,None,37.616836938392964,3151
3152,Dark Purple,None,Smirk,Determined,Hawaiian Shirt,Blue Hairband,Human,None,None,Frog Headband,None,None,19.59622282741144,3152
3153,Cool Gray,Golden Bean,Pout,Chill,Sloth Yukata,Spirit Fluffy,Spirit,None,None,Cowboy Hat,None,None,47.7607149753431,3153
3154,Dark Purple,None,Bubble Gum,Closed,Denim Jacket,Blonde Bun,Human,None,None,None,Ji Eyeband,None,19.367588964002124,3154
3155,Off White D,None,Grass,Tired,Azuki Track Jacket,Green Half Bun,Human,None,None,None,Eye Scar,None,17.861711155110118,3155
3156,Off White D,None,Surprised,Daydreaming,Tank Top with Jacket,Black Bangs,Human,None,None,None,None,Sakura,24.73100746516797,3156
3157,Off White C,Zanbato,Growl,Glowing,Fur Hoodie,Blue Spiky,Human,None,None,None,None,None,10.497498161646792,3157
3158,Off White B,Umbrella,Chuckle,Indifferent,Black Hoodie,Silver Long,Blue,None,None,None,Blue Sunglasses,None,44.05692843516461,3158
3159,Off White A,Leather Katana,Wheat Straw,Indifferent,Shinto Robe,Brown Messy,Human,Dragon,None,None,None,None,27.995547158412474,3159
3160,Off White D,None,Wheat Straw,Careless,White Layered Yukata,Brown Long,Human,None,Beads,None,Bandaid,None,34.46678314809195,3160
3161,Off White C,Guitar,Closed,Concerned,Turquoise Kimono with Bow,Dreadlocks,Human,None,None,None,Blush,None,23.979519551367055,3161
3162,Dark Purple,None,Tongue Out,Daydreaming,Frog Kimono,Pink Hairband,Human,None,None,None,Kabuki Facepaint,Butterfly,42.518259789270374,3162
3163,Dark Purple,None,Grass,Determined,Turquoise Kimono,Blonde Bun,Human,Dragon,None,None,None,Butterfly,44.13802592070572,3163
3164,Red,None,420,Amethyst,Bloody Bomber,Brown Bangs,Human,None,None,None,None,None,6.2589763243029255,3164
3165,Off White C,Bokken,Pout,Curious,Green Yukata,Brown Samurai,Human,None,None,Frog Baseball Cap,None,None,24.30712114363724,3165
3166,Dark Blue,Lantern,Grin,Amethyst,Lavender Kimono with Bow,Teal Bob,Human,None,None,Broken Straw Hat,None,None,26.89667765649358,3166
3167,Off White A,None,Closed,Indifferent,Blue Kimono,Brown Dreadlocks,Human,None,None,None,Kabuki Facepaint,None,17.65507768650079,3167
3168,Cool Gray,None,Relaxed,Concerned,Frog T-Shirt,Brown Ponytail,Human,None,Tribal Tattoo,None,Red Fang Face Paint,None,36.86061273397727,3168
3169,Off White A,Fishing Rod,Frown,Pierced Eyebrow,Hoodie,Water,Blue,None,Choker,None,Round Blue Sunglasses,Water,81.30098526713496,3169
3170,Off White A,Lightning Orb,Smoking,Closed,Black Hoodie,Black Disheveled,Human,None,None,None,Ji Eyeband,None,22.781486637820777,3170
3171,Off White C,None,Closed,Determined,Red Hoodie,Orange Short Spiky,Human,None,None,Newsboy Cap,None,None,15.843640019545843,3171
3172,Dark Purple,None,Smoking,Tired,Suit with Turtleneck,Brown Spiky,Human,Wu,None,Distressed Beanie,None,None,38.559735204829856,3172
3173,Dark Purple,None,Grin,Determined,Red Ninja Top,Pink Pixie,Human,None,Towel,None,None,None,22.770417619712997,3173
3174,Off White A,Sake,Toothpick,Closed,Hoshi Jacket,Blonde Messy,Human,None,None,Azuki Cap,None,None,22.280412475093268,3174
3175,Off White C,Hand Wrap,Closed,Closed,Brown Yukata,Blonde Swept Back,Human,None,None,None,None,None,6.852602404938331,3175
3176,Off White D,Fan,Gaiter,Chill,White Layered Yukata,Silver Swept Back,Human,None,Cat Headphones,Full Bandana,None,None,41.401913981214925,3176
3177,Off White B,Banner,Relaxed,Daydreaming,Rain Jacket,Pink Bangs,Human,None,None,None,None,None,9.20040142253011,3177
3178,Off White D,None,Relaxed,Careless,Cat Yukata,Blue Spiky,Human,None,None,None,None,None,2.7238343198550363,3178
3179,Off White C,Gloves,Meh,Pierced Eyebrow,Black Bomber,Buzzcut,Blue,None,None,None,None,None,29.3473612540681,3179
3180,Off White D,Golden Guitar,Closed,Careless,White Blazer,Indigo Fluffy,Human,None,None,None,Reading Glasses,None,24.183984284306025,3180
3181,Dark Blue,None,Pout,Curious,Kimono with Straw Hat,Long Dreadlocks,Human,None,None,None,None,None,6.8701734418254725,3181
3182,Red,Lantern,Grin,Amethyst,Frog Kimono,Maroon Bob,Red,None,None,None,None,None,30.791542995730364,3182
3183,Red,Water Orb,Closed,Striking,Archer,Water,Spirit,Blue Tassel,None,None,None,None,49.3430370829659,3183
3184,Off White D,None,Sleep Bubble,Closed,Straw Poncho,Maroon Fluffy,Human,None,None,None,Blue Sunglasses,None,16.478960525916765,3184
3185,Off White C,Bat,Face Mask,Amethyst,Azuki Track Jacket,Teal Bob,Human,None,None,Beret,Blush,None,38.898358097389945,3185
3186,Off White C,Bat,Meh,Chill,Cat Kigurumi,Blonde Long,Human,None,None,None,Red Fang Face Paint,None,24.22133817785604,3186
3187,Off White D,None,Tactical Knife,Pensive,Green Yukata,Orange Samurai,Human,None,None,Cat Beanie,None,None,18.288228148177694,3187
3188,Off White C,Bokken,Chewing,Joyful,Blue Kimono with Bow,Purple Bun,Human,None,Chill Headphones,None,None,None,26.410678850138353,3188
3189,Cool Gray,Shuriken,Grin,Ruby,Bandage Top,Black Hairband,Human,None,None,Red Panda Beanie,None,None,28.01339830318875,3189
3190,Off White B,None,Lipstick,Concerned,Vegan Mink Coat,Silver Hairband,Blue,None,None,Purple Kanzashi,None,None,37.01428245841303,3190
3191,Cool Gray,None,Relaxed,Tired,Brown Yukata,Blonde Swept Back,Human,None,Zen Headphones,Full Bandana,None,None,36.42539465556555,3191
3192,Off White C,None,Closed,Striking,Red Floral Kimono,Magenta Flowy,Human,None,Chill Headphones,None,None,None,18.62879726287673,3192
3193,Dark Blue,Golden Monkey King Staff,Growl,Bored,Camo Hoodie,Black Disheveled,Human,None,None,None,None,Fox Fire,34.29316524927265,3193
3194,Dark Blue,Lightning Orb,420,Lightning,Black Yukata,Silver Dreadlocks,Blue,None,None,None,None,Lightning,54.086088688297565,3194
3195,Off White D,None,Pout,Bored,Fur Hoodie,Indigo Swept Back,Human,Ear Cuffs,None,None,None,None,21.431582709730435,3195
3196,Red,Golden Ticket,Chuckle,Determined,Black Kimono,Blonde Short Spiky,Human,Sakura,None,None,None,None,29.593665969870237,3196
3197,Off White C,Red Bean,Smirk,Indifferent,Rain Jacket,Indigo Long,Human,Frog,None,Frog Headband,None,None,41.74253324331215,3197
3198,Off White A,Sakura Katana,Frown,Joyful,Light Armor,Brown Ponytail,Human,None,None,None,None,None,9.952274987259322,3198
3199,Red,Lantern,Smirk,Closed,Kimono with Straw Hat,Green Fluffy,Human,None,None,Ayaigasa,None,None,22.665068582827768,3199
3200,Off White B,None,Smirk,Careless,Camo Tech Jacket,Gray Samurai,Human,None,None,None,None,None,3.477915973025384,3200
3201,Off White A,None,Wheat Straw,Closed,Black T-Shirt,Maroon Fluffy,Human,None,Beads,None,None,None,18.20901227186334,3201
3202,Off White C,None,Wheat Straw,Striking,Hoshi Jacket,Maroon Bun,Human,Yin Yang,None,None,None,None,21.389822312881034,3202
3203,Off White D,Lantern,420,Pierced Eyebrow,White T-Shirt,Blonde Swept Back,Human,Red Spiked Ring,None,None,None,None,28.043904773446794,3203
3204,Off White B,None,Bubble Gum,Joyful,Red Floral Kimono,Purple Half Bun,Human,None,None,Black Bucket Hat,None,None,18.349767224337917,3204
3205,Red,None,Whistling,Calm,Hoodie,Green Ombre Bangs,Human,None,Choker,None,None,None,22.6824456896477,3205
3206,Off White C,Monkey King Staff,Grin,Concerned,White Qipao with Fur,Blonde Flowy,Human,None,None,Purple Kanzashi,None,None,24.351084349558416,3206
3207,Off White A,None,Meh,Red,Plated Samurai Armor,Black Fluffy,Human,None,None,IKZ Baseball Cap,Red Fang Face Paint,None,32.780965044080375,3207
3208,Off White D,Fishing Rod,Lipstick,Calm,Cat Hoodie,Pink Bangs,Human,None,None,Sandogasa,Reading Glasses,None,39.06103824720489,3208
3209,Off White C,Bat,Closed,Pierced Eyebrow,Hoodie,Blonde Bob,Human,None,Choker,None,None,None,25.680823499196737,3209
3210,Cool Gray,None,Tongue Out,Determined,Azuki Sweater,Teal Bun,Human,None,None,None,None,None,6.456851100671929,3210
3211,Cool Gray,Golden Zanbato,Grass,Tired,Suikan,Indigo Swept Back,Human,Square Stud,None,Cat Baseball Cap,None,Fireflies,66.4293724045406,3211
3212,Off White A,Lantern,Whistling,Determined,Bloody Bomber,Blue Bun,Human,None,None,None,None,None,9.404866819518912,3212
3213,Off White C,Floorsweeper,Growl,Suspicious,White T-Shirt,Maroon Fluffy,Red,None,None,None,Red Stripes Face Paint,None,43.234866600295504,3213
3214,Dark Blue,Fan,Smirk,Closed,Black T-Shirt,Powder Blue Swept Back,Human,None,None,Horns,Ji Eyeband,None,38.80386172414206,3214
3215,Off White C,Floorsweeper,Not Bad,Focused,Matsuri Happi,Blue Short Spiky,Human,Chill,None,None,Kabuki Facepaint,None,42.46567308567328,3215
3216,Off White D,None,Not Bad,Focused,Bloody Bomber,Green Spiky,Human,None,Cat Headphones,None,None,None,20.475395030429315,3216
3217,Off White A,Floorsweeper,Bubble Gum,Chill,Black Kimono,Brown Long,Human,Corded Earbuds,None,None,Blue Sunglasses,None,42.65910705325823,3217
3218,Off White A,Katana,Laughing,Striking,Lavender Kimono with Bow,Blue Bun,Human,None,None,None,None,None,9.761017442339918,3218
