,Head,Mouth,Eyes,Skin,Species,Background,Weapon,Clothing,Fur,Rarity score,Token Id
1131,BROWN HAIR,BUBBLE GUM,SQUINTING,None,GORILLA,GRANITE,None,None,BROWN,20.14991662204356,1131
1132,HALO,SNARLING,SCARED,None,GORILLA,MILITARY GREEN,None,GREEN GENERAL'S SUIT,BLUE,38.02745679122608,1132
1133,BLACK & GREEN HAT,ANGRY MOUTH,SKEPTICAL,BLACK,ZOMBIE,PURPLE,None,GREEN KING'S ROBE,None,31.881033872780783,1133
1134,BLACK HAT,CIGAR,SCARED,None,GORILLA,MILITARY GREEN,None,I HEART ZOMBIES BLACK T SHIRT,RED,36.76950119260148,1134
1135,BLUE NINJA HEADBAND,EVIL LAUGH,SHOCKED,None,GORILLA,PURPLE,None,MINT KING'S ROBE,BROWN,33.75878251680108,1135
1136,BLACK BEANIE,RED JOKER,SKEPTICAL,LIGHT BLUE,ZOMBIE,MINT,None,GOLD CHAIN,None,30.136960710226685,1136
1137,BLACK NINJA HEADBAND,BLACK BANDANA,BULLET HOLE,None,GORILLA,DARK GREY,DUAL KATANA,None,BLACK,73.53750548331247,1137
1138,BLACK FRKS HAT,RED BANDANA,SHOCKED,None,GORILLA,PURPLE,WOODEN RIFLE,MJ BULLS JERSEY,PINK,84.21059802016988,1138
1139,STITCHES,SALIVATING,BLACK HEARTS,PINK,ZOMBIE,MUSTARD YELLOW,GREEN RPG,BLACK T SHIRT,None,79.66603965861141,1139
1140,AIR POD,SALIVATING,RED X + EYE PATCH,BLACK + TATTED,ZOMBIE,GREY,AK97 RED,GOLD CHAIN,None,77.56986658836053,1140
1141,AIR POD,JOINT,GREEN X,BLUE,ZOMBIE,GREY,AK97,GOLD CHAIN,None,73.26830618561885,1141
1142,BLACK HAIR,BULLET,SQUINTING,None,GORILLA,MUSTARD YELLOW,None,BULLETPROOF GREEN VEST,BLACK,38.24540230085384,1142
1143,SILVER CROWN + CROSS EARRING,FROWN,SHOCKED BLUE + RED,None,GORILLA,OLIVE.GREEN,None,None,BLUE,20.174986702117955,1143
1144,None,WHISTLE,CLOSED,None,GORILLA,GRANITE,None,None,BROWN,6.900741876127227,1144
1145,KING OF THE RATS,ZOMBIE HAND,BABA VOSS,None,GORILLA,DEEP BLUE,None,BLACK COWBOY SHIRT,BLACK,42.505629851239426,1145
1146,RED COWBOY HAT,DUMB DROOL,RED X,GREY,ZOMBIE,MUSTARD YELLOW,None,None,None,16.116937562970925,1146
1147,YELLOW SNAKES,SALIVATING,CRAZY + SCAR,GREEN,ZOMBIE,DARK GREY,AK97 RED,BLACK KING'S ROBE,None,80.18600526797897,1147
1148,RED BRA,STITCHED MOUTH,BLACK HEARTS,LIGHT BLUE,ZOMBIE,GRANITE,RED SNIPER + BATTLE AXE,GREY TRENCH COAT,None,82.11473441594384,1148
1149,BROWN HAIR,SAVAGE + SILVER PILL,GREEN X,None,GORILLA,WHITE,AUG,DOUBLE STRAP,BROWN,83.17941454295539,1149
1150,BLACK COWBOY HAT,JOINT,CRAZY + SCAR,BLUE,ZOMBIE,WHITE,GREEN SNIPER,None,None,62.8962492446584,1150
1151,BLACK BEANIE,CRAZY BLUE PILL,GREEN X,BLACK,ZOMBIE,GREY,None,SILVER CROSS,None,29.088777311988075,1151
1152,None,TASTY,ANGRY,None,GORILLA,MINT,None,BLUE VEST + T SHIRT,RED,24.45987843781785,1152
1153,BLACK HALO,TONGUE OUT,RED HEARTS,WHITE,ZOMBIE,DEEP BLUE,None,BLACK T SHIRT,None,32.96283720764059,1153
1154,RED & WHITE HEADBAND,CRAZY,SKEPTICAL,GREY,ZOMBIE,OLIVE.GREEN,BLACK SAW GUN,TOOTH NECKLACE,None,81.32644745917786,1154
1155,GOLD CROWN,TONGUE,SHOCKED,None,GORILLA,GRANITE,None,BULLETPROOF GREEN VEST,BLUE,36.03149277667351,1155
1156,BLACK COWBOY HAT,CIGARETTE,MELTING,BURNT,ZOMBIE,MILITARY GREEN,GREEN RPG,YELLOW & RED SCARF,None,77.8973324422563,1156
1157,PURPLE HAT,JOINT,BLACK HEARTS,BLACK,ZOMBIE,HEADQUARTERS,AK97,None,None,67.43244397484952,1157
1158,None,SNARLING,SHOCKED,None,GORILLA,MINT,KATANA,None,GOLD + TATTED,59.69361784271802,1158
1159,STITCHES,GAS MASK,BTC,BLUE,ZOMBIE,PURPLE,AK97 RED,BLACK T SHIRT,None,76.84847066445873,1159
1160,BLUE FRKS HAT,PEARLY WHITES,SQUINTING + SCAR,None,GORILLA,MINT,None,BULLETPROOF GREEN VEST,RED,38.72345809805981,1160
1161,PURPLE HAT,CRAZY SILVER PILL,RED HEARTS,GREY,ZOMBIE,MINT,None,BLACK T SHIRT,None,32.929317904480854,1161
1162,BLACK HAT,SAVAGE,SQUINTING,None,GORILLA,PURPLE,AUG,BLOODY CUT OFF BLACK TUX,GREY,85.42627312971241,1162
1163,BLACK ARMY HELMET,CIGARETTE,BTC,PINK,ZOMBIE,MILITARY GREEN,None,GOLD CROSS,None,24.602414992211656,1163
1164,BLACK COWBOY HAT,SALIVATING,CRAZY + SCAR,WHITE,ZOMBIE,DARK GREY,None,RED HOODIE,None,30.438639490366963,1164
1165,None,GRASS,CRAZY GREEN,None,GORILLA,BABY BLUE,KATANA,None,HALF HALF,62.26804964108077,1165
1166,None,FROWN,ANGRY,None,GORILLA,TAN,None,None,BROWN,6.414318200758097,1166
1167,None,MEMPO MASK,SHOCKED,None,GORILLA,PURPLE,BRUEN + BARBED WIRE BASEBALL BAT,GOLD CHAIN,BLUE,72.04451559894562,1167
1168,None,DUMB DROOL,MELTING,WHITE,ZOMBIE,HEADQUARTERS,AK97 RED,None,None,59.86982127856669,1168
1169,I HEART ZMBS TRUCKER HAT,MULTICOLORED,SQUINTING,None,GORILLA,MINT,None,DOUBLE STRAP,BLUE,36.85334097105525,1169
1170,RED & WHITE HEADBAND,GREEN JOKER,CRAZY + SCAR,RED,ZOMBIE,GRANITE,SILVER SAW GUN,BLACK KING'S ROBE,None,83.92604912782296,1170
1171,MONKEY HAT,GOLD GRENADE,CLOSED,None,GORILLA,MINT,None,MINT KING'S ROBE,BLACK + TATTED,39.612425420906064,1171
1172,None,GOLD GRENADE,ANGRY,None,GORILLA,DARK GREY,None,GREEN VEST + T SHIRT,BLUE,24.34247407702898,1172
1173,RED BRA,SALIVATING,RED X + EYE PATCH,WHITE + TATTED,ZOMBIE,OLIVE.GREEN,AK97,RED & WHITE SCARF,None,81.18390927542471,1173
1174,SILVER HAIR,BLACK BANDANA,BULLET HOLE,None,GORILLA,MINT,None,I HEART ZOMBIES BLACK T SHIRT,GREY,40.31687344265792,1174
1175,BLACK NINJA HEADBAND,STITCHED MOUTH,BLACK HEARTS,BLACK,ZOMBIE,DEEP BLUE,None,GREEN BULLET STRAP,None,31.4536985782228,1175
1176,None,CRAZY SILVER PILL,MELTING,BLUE,ZOMBIE,MILITARY GREEN,None,None,None,6.4989220463553865,1176
1177,RED HAT,WHISTLE,SCARED,None,GORILLA,DEEP BLUE,None,GREEN VEST + T SHIRT,GREY,34.10266297867995,1177
1178,AIR POD,CRAZY,RED DRAGON,BLACK,ZOMBIE,MINT,BLACK WIDOW,GREY TRENCH COAT,None,79.88429460838937,1178
1179,BLACK HAT + SNOWBOARD GOGGLES,BLACK BANDANA,SHOCKED BLUE + RED,None,GORILLA,GRANITE,BLACK RIFLE,ROMAN ARMOR GOLD DOG TAGS,BLACK,89.61078722212125,1179
1180,None,TONGUE OUT,BLACK HEARTS,WHITE,ZOMBIE,MINT,AK97,YELLOW T SHIRT,None,67.91069514327765,1180
1181,STITCHES + KNIFE THROUGH HEAD,DUMB DROOL,BLACK HEARTS,WHITE + TATTED,ZOMBIE,MUSTARD YELLOW,AK97 RED,GREY TRENCH COAT,None,82.7771451382652,1181
1182,MONKEY HAT,TONGUE,GREEN X,None,GORILLA,WHITE,AUG + KATANA,DOUBLE STRAP,WHITE,87.04521806145185,1182
1183,GREEN ARMY HELMET,JOINT,RED X + EYE PATCH,GREEN,ZOMBIE,MINT,None,None,None,15.303240038429431,1183
1184,DEVIL HORNS,CRAZY SILVER PILL,SKEPTICAL,GREEN,ZOMBIE,ORANGE,None,SILVER CROSS,None,33.55825963739482,1184
1185,None,BLACK BANDANA,SHOCKED,None,GORILLA,MUSTARD YELLOW,ANGEL WINGS,ORANGE PRISON JUMPSUIT,BLACK + TATTED,77.13422038402061,1185
1186,ORANGE CONSTRUCTION HELMET,ROAR,MEAN RED + BLUE,None,GORILLA,MINT,BLACK RIFLE,BLUE KING'S ROBE,BLUE,89.87073145931312,1186
1187,RED HAT,SNARLING,GREEN X,None,GORILLA,PURPLE,AUG,None,WHITE,68.76628148110746,1187
1188,SILVER CROWN,FROWN,SQUINTING + SCAR,None,GORILLA,GREY,None,GOLD CHAIN,BLUE,35.11796023445461,1188
1189,GREEN FRKS HAT,TONGUE OUT,CRAZY + SCAR,BLUE,ZOMBIE,GREY,None,RED HOODIE,None,29.641884014902704,1189
1190,NEON GREEN BEANIE,RED WHITE AND BLUE GRENADE,SQUINTING + SCAR,None,GORILLA,BABY BLUE,M45,None,BLACK,73.03405507164452,1190
1191,AIR POD,LAUGHING,BTC,BLACK + TATTED,ZOMBIE,DEEP BLUE,None,YELLOW & RED SCARF,None,29.36517804489573,1191
1192,BROWN HAIR,FROWN,SHOCKED BLUE + RED,None,GORILLA,MINT,None,None,RED,18.18742156748689,1192
1193,STITCHES,JOINT,CRAZY + EYE PATCH,LIGHT BLUE,ZOMBIE,DARK GREY,AK97,None,None,61.85646979293584,1193
1194,BLUE BEANIE,ROAR,SQUINTING,None,GORILLA,ORANGE,None,BLUE VEST + T SHIRT,GREY,37.12162876962308,1194
1195,BLACK HAT,THONG,SQUINTING,None,GORILLA,TAN,None,None,GOLD ROBOT,26.833824249765858,1195
1196,BLACK ARMY HELMET,DUMB DROOL,GREEN MELTING,BURNT,ZOMBIE,ORANGE,None,None,None,18.364243125080097,1196
1197,HEADSET,FROWN,SLEEPY,None,GORILLA,PURPLE,None,JEAN OVERALLS,BROWN,34.82389036357381,1197
1198,ORANGE CONSTRUCTION HELMET,BLACK BANDANA,MEAN RED + BLUE,None,GORILLA,WATERFALL,None,None,WHITE,32.03262172524431,1198
1199,HEADSET,CIGARETTE,BULLET HOLE,None,GORILLA,MINT,BLACK ANGEL WINGS,MJ BULLS JERSEY,PINK,87.04543022105047,1199
1200,RED HAT,RED BANDANA,BULLET HOLE,None,GORILLA,DEEP BLUE,BRUEN,SILVER DOG TAGS,BLUE,85.82038683575598,1200
1201,BLACK ARMY HELMET,TONGUE OUT,MELTING,GOLD ROBOT,ZOMBIE,DARK GREY,GREEN RPG + SNIPER,GREEN BULLET STRAP,None,84.26148287050229,1201
1202,BLACK FRKS HAT,TASTY,SLEEPY,None,GORILLA,DEEP BLUE,WOODEN RIFLE,BLACK COWBOY SHIRT,BLACK,86.4412047053554,1202
1203,None,BUBBLE GUM,GLOWING,None,GORILLA,GRANITE,None,BULLETPROOF GREEN VEST,RED,27.71379637900764,1203
1204,None,GAS MASK,BLACK HEARTS,WHITE,ZOMBIE,TAN,RED SNIPER,BLACK T SHIRT,None,68.98404840621417,1204
1205,BLUE FRKS HAT,ROAR,SCARED,None,GORILLA,MILITARY GREEN,None,GREEN GENERAL'S SUIT,BLACK,38.30421141677303,1205
1206,BLACK FRKS HAT,CIGAR,BORED,None,GORILLA,BABY BLUE,None,BULLETPROOF GREEN VEST,GREY,36.300044737705356,1206
1207,BLUE NINJA HEADBAND,EVIL LAUGH,BLUE DRAGON,None,GORILLA,MINT,ANGEL WINGS,BLOODY CUT OFF BLACK TUX,BLUE,88.73046787776535,1207
1208,BLACK HAT + SNOWBOARD GOGGLES,FROWN,SQUINTING,None,GORILLA,PURPLE,None,NEON GREEN COP VEST,PINK,36.60172267421985,1208
1209,BROWN HAIR,TONGUE,GREEN X,None,GORILLA,DARK GREY,M45,GOLD CHAIN,RED,81.50275230770632,1209
1210,None,GREEN GRENADE,SHOCKED,None,GORILLA,TAN,None,I HEART ZOMBIES RED T SHIRT,GREY,24.342529431873526,1210
1211,GREEN BERET HAT + GLASSES + HEADSET,WHISTLE,SQUINTING,None,GORILLA,MILITARY GREEN,KATANA,GREEN VEST + T SHIRT,HALF HALF,87.03636465896642,1211
1212,None,ZOMBIE HAND,GREEN X,None,GORILLA,BABY BLUE,AUG,NEON GREEN COP VEST,BROWN,73.10121025040552,1212
1213,BLACK HAIR,BUBBLE GUM,SHOCKED BLUE + RED,None,GORILLA,ORANGE,None,DOUBLE STRAP,GREY,35.595286416727184,1213
1214,BLACK ARMY HELMET,GAS MASK,GREEN MELTING,BLACK,ZOMBIE,ORANGE,None,GOLD CROSS,None,30.639811510774077,1214
1215,BLACK COWBOY HAT,LAUGHING,RED X + EYE PATCH,WHITE + TATTED,ZOMBIE,ORANGE,GREEN RPG + SNIPER,BLACK T SHIRT,None,81.9637990028495,1215
1216,BLACK BEANIE,CIGARETTE,RED HEARTS,BLUE,ZOMBIE,MILITARY GREEN,None,BLACK TUX,None,27.344706659834966,1216
1217,RED VISOR,RED WHITE AND BLUE GRENADE,ANGRY,None,GORILLA,TAN,None,BLACK OVERALLS,BLUE,36.93719920037928,1217
1218,BLACK ARMY HELMET,BLOODY,RED HEARTS,BLACK + TATTED,ZOMBIE,MUSTARD YELLOW,AK97,BLACK HOODIE,None,81.19233584924265,1218
1219,RED VISOR,MEMPO MASK,SQUINTING,None,GORILLA,DEEP BLUE,None,GREEN VEST + T SHIRT,RED,37.448774307074046,1219
1220,AIR POD,GREEN JOKER,CRAZY + SCAR,LIGHT BLUE,ZOMBIE,DARK GREY,GREEN RPG,BLACK HOODIE,None,78.25726270260394,1220
1221,BLUE NINJA HEADBAND,SNARLING,SHOCKED,None,GORILLA,BABY BLUE,None,None,WHITE,21.038792539376495,1221
1222,RED VISOR,ONE GOLD,SCARED,None,GORILLA,ORANGE,None,SILVER DOG TAGS,WHITE,39.23497283320331,1222
1223,BROWN HAIR,RED BANDANA,CLOSED,None,GORILLA,DARK GREY,AUG + KATANA,I HEART ZOMBIES BLACK T SHIRT,BLUE,84.34448574462931,1223
1224,BLACK FRKS HAT,GAS MASK,CRAZY + SCAR,PINK,ZOMBIE,MILITARY GREEN,AK97,PRISON SHIRT + BOW TIE,None,79.27221189908025,1224
1225,None,RED ROSE,MELTING,PINK,ZOMBIE,MUSTARD YELLOW,None,KHAKI TRENCH COAT,None,23.546506118601087,1225
1226,BROWN HAIR,SAVAGE + GOLD PILL,CLOSED,None,GORILLA,DARK GREY,WOODEN RIFLE,KHAKI OVERALLS,BLACK,85.37593337574498,1226
1227,BLACK BEANIE,LAUGHING,ROBOT,PINK,ZOMBIE,MILITARY GREEN,BLACK WIDOW,None,None,66.2171428681458,1227
1228,RED HAIR,SALIVATING,RED X,PINK,ZOMBIE,MILITARY GREEN,GREEN SNIPER,None,None,64.6325113563175,1228
1229,BLACK COWBOY HAT,BLOODY,BLUE DRAGON,BLACK,ZOMBIE,TAN,None,GREY TRENCH COAT,None,33.07210516185893,1229
1230,BLACK COWBOY HAT,JOINT,CRAZY + SCAR,LIGHT BLUE,ZOMBIE,DARK GREY,None,GREEN BULLET STRAP,None,29.02134286163377,1230
1231,HEADSET,SAVAGE,SHOCKED BLUE + RED,None,GORILLA,TAN,None,GOLD CHAIN,RED,35.77198798847066,1231
1232,BLUE BEANIE,SAVAGE + RED PILL,ANGRY,None,GORILLA,MILITARY GREEN,None,GOLD DOG TAGS,WHITE,40.40912889424952,1232
1233,AIR POD,STITCHED MOUTH,CRAZY + EYE PATCH,GOLD,ZOMBIE,PURPLE,RED SNIPER,None,None,67.92788289836419,1233
1234,WHITE HAIR + AIR POD,BLOODY,BLACK BLEEDING,GREY,ZOMBIE,PURPLE,AK97,GOLD CHAIN,None,81.46100351396015,1234
1235,BLACK HAT + SNOWBOARD GOGGLES,MULTICOLORED,CLOSED,None,GORILLA,JUNGLE NIGHT,M45,MJ BULLS JERSEY + DOG TAGS,PINK,92.11751290680492,1235
1236,PINK BRAIN,ANGRY MOUTH,BLACK HEARTS,GREEN,ZOMBIE,DEEP BLUE,BLACK DEVIL WINGS,SILVER CROSS,None,79.20485631321706,1236
1237,RED HAIR,GREEN JOKER,BLUE DRAGON,RED,ZOMBIE,WHITE,GREEN SNIPER,BLACK HOODIE,None,84.4711888121991,1237
1238,None,DUMB DROOL,MEAN,LIGHT BLUE,ZOMBIE,TAN,None,None,None,5.182244547118306,1238
1239,TIE DYE CONSTRUCTION HELMET,RED WHITE AND BLUE GRENADE,ANGRY,None,GORILLA,MUSTARD YELLOW,SPEAR,None,GOLD,75.8936756180731,1239
1240,BLACK HAT,FROWN,GREEN X,None,GORILLA,ORANGE,AUG,JEAN OVERALLS,BLACK,82.50020517118655,1240
1241,BROWN HAIR,WHISTLE,SCARED,None,GORILLA,GRANITE,M45,CUT OFF BLACK TUX,WHITE + TATTED,86.70093091759014,1241
1242,BLUE BEANIE,ZOMBIE HAND,SQUINTING + SCAR,None,GORILLA,DARK GREY,AUG,RED KING'S ROBE,LIGHT BROWN,89.11596549016619,1242
1243,RED HAT,GRASS,BLOODSHOT,None,GORILLA,PURPLE,None,NEON GREEN COP VEST,BLACK + TATTED,39.10083521271412,1243
1244,BLACK COWBOY HAT,CRAZY BLUE PILL,MELTING,BLACK + TATTED,ZOMBIE,BABY BLUE,None,BLACK TRENCH COAT,None,34.296242889372955,1244
1245,BLACK FRKS HAT,ANGRY MOUTH,BTC,BLACK,ZOMBIE,PURPLE,None,GREY TRENCH COAT,None,27.62106629558334,1245
1246,GREEN BERET HAT,EVIL LAUGH,SHOCKED BLUE + RED,None,GORILLA,BABY BLUE,None,None,WHITE + TATTED,24.5610225771203,1246
1247,None,ONE GOLD,SLEEPY,None,GORILLA,TREEHOUSE,M45,SILVER DOG TAGS,GOLD,82.11469665680255,1247
1248,SILVER CROWN + CROSS EARRING,EVIL LAUGH,SLEEPY,None,GORILLA,PURPLE,SPEAR,BULLETPROOF BLACK VEST,LIGHT BROWN,87.49756897773169,1248
1249,GREEN BERET HAT + GLASSES + HEADSET,BUBBLE GUM,SCARED,None,GORILLA,MINT,M45,CUT OFF BLACK TUX,LIGHT BROWN,87.01959537112131,1249
1250,BLACK FRKS HAT,RED BANDANA,ANGRY,None,GORILLA,PURPLE,AUG,I HEART ZOMBIES BLACK T SHIRT,BLUE,82.29869269137293,1250
1251,SURGEON'S CAP,RED BANDANA,ANGRY,None,GORILLA,TAN,BRUEN,MINT KING'S ROBE,WHITE + TATTED,87.51433240301051,1251
1252,GREEN BRAIN,GREEN JOKER,RED X + EYE PATCH,GREEN,ZOMBIE,MILITARY GREEN,None,GREY TRENCH COAT,None,32.69454271516651,1252
1253,RED COWBOY HAT,CRAZY RED PILL,BLACK HEARTS,BLACK,ZOMBIE,TAN,RED SNIPER,ZOBE LM JERSEY,None,82.57592195619853,1253
1254,WHITE HALO,DUMB DROOL,BLUE DRAGON,GREEN,ZOMBIE,WHITE,None,BLACK TUX,None,34.70723743936874,1254
1255,HEADSET,SAVAGE + GOLD PILL,SQUINTING,None,GORILLA,MILITARY GREEN,AUG,BLOODY WHITE COAT,BLUE,85.90431886167352,1255
1256,None,SALIVATING,CRAZY + SCAR,BLACK,ZOMBIE,DEEP BLUE,GREEN RPG,BLACK TUX,None,67.96932897881473,1256
1257,RED COWBOY HAT,RED ROSE,CRAZY + EYE PATCH,PINK,ZOMBIE,BABY BLUE,None,GOLD CHAIN,None,31.73031313899348,1257
1258,BLACK HAT,CHROME,CRAZY GREEN,None,GORILLA,DARK GREY,SPEAR,BLACK OVERALLS,WHITE,92.88953703637539,1258
1259,ORANGE CONSTRUCTION HELMET,CIGAR,ANGRY,None,GORILLA,ORANGE,None,BLACK OVERALLS,BLUE,35.72109472775509,1259
1260,BLACK BRA,GAS MASK,WHITE GLOWING,WHITE,ZOMBIE,OLIVE.GREEN,BLACK WIDOW,PRISON SHIRT,None,84.43757810203685,1260
1261,BLACK HAIR,EVIL LAUGH,CLOSED,None,GORILLA,MINT,BLACK ANGEL WINGS,MINT KING'S ROBE,BLUE,84.95666571997039,1261
1262,NEON GREEN BEANIE,EVIL LAUGH,RED X,None,GORILLA,GRANITE,None,KHAKI OVERALLS,BLACK + TATTED,39.42822228607183,1262
1263,GREEN FRKS HAT,TONGUE OUT,GREEN MELTING,BLACK + TATTED,ZOMBIE,GREY,None,RED HOODIE,None,34.363356144846854,1263
1264,None,TONGUE OUT,BTC,HALF HALF,ZOMBIE,MILITARY GREEN,RED DEVIL WINGS,BLACK TRENCH COAT,None,69.96524853305995,1264
1265,RED HAT,BLACK BANDANA,GREEN X,None,GORILLA,WHITE,WOODEN RIFLE,None,BLACK,70.45175687238209,1265
1266,BLACK NINJA HEADBAND + CROSS EARRING,RED JOKER,BTC,BLACK,ZOMBIE,MINT,None,None,None,16.863128534331373,1266
1267,STITCHES,GAS MASK,BTC,BLUE,ZOMBIE,DEEP BLUE,None,BLACK T SHIRT,None,29.15548466804816,1267
1268,GREEN FRKS HAT,SALIVATING,RED X + EYE PATCH,PINK,ZOMBIE,MINT,None,BLACK TUX,None,31.294006157499215,1268
1269,BLACK FRKS HAT,RED WHITE AND BLUE GRENADE,CLOSED,None,GORILLA,TAN,None,BULLETPROOF GREEN VEST,BLACK + TATTED,38.27926628396892,1269
1270,DEVIL HORNS,DEAD ROSE,BTC,GREY,ZOMBIE,DESTROYED CITY,None,SILVER CROSS,None,37.78428273315916,1270
1271,DEVIL HORNS,ANGRY MOUTH,CRAZY + EYE PATCH,BURNT,ZOMBIE,BABY BLUE,None,KHAKI TRENCH COAT,None,32.35904270244294,1271
1272,KNIFE THROUGH HEAD,ANGRY MOUTH,BTC,BURNT,ZOMBIE,PURPLE,RED SNIPER,ZOBE LM JERSEY,None,81.94702047830727,1272
1273,BLACK ARMY HELMET,JOINT,3D GLASSES,GREY,ZOMBIE,BABY BLUE,None,None,None,13.39948533163252,1273
1274,BLACK BEANIE,JOINT,BLACK HEARTS,RED,ZOMBIE,MUSTARD YELLOW,None,TOOTH NECKLACE,None,30.002424744236805,1274
1275,BLACK NINJA HEADBAND + CROSS EARRING,JOINT,CRAZY + SCAR,GREEN,ZOMBIE,PURPLE,RED SNIPER,GREEN KING'S ROBE,None,80.84850488522649,1275
1276,BLACK NINJA HEADBAND,MEMPO MASK,CLOSED,None,GORILLA,GRANITE,None,GREEN VEST + T SHIRT,BLACK,34.8828646788076,1276
1277,BLACK COWBOY HAT,ANGRY MOUTH,BTC,LIGHT BLUE,ZOMBIE,GREY,None,TOOTH NECKLACE,None,27.134427091510773,1277
1278,BLUE NINJA HEADBAND,GRASS,SQUINTING,None,GORILLA,PURPLE,None,GREEN VEST + T SHIRT,WHITE,35.679248633353296,1278
1279,None,MEMPO MASK,BORED,None,GORILLA,GREY,BARBED WIRE BASEBALL BAT,DOUBLE STRAP,BLUE,76.228559260525,1279
1280,BLACK CROWN,GREEN JOKER,CRAZY + EYE PATCH,BLACK,ZOMBIE,DARK GREY,None,RED HOODIE,None,32.95455151486086,1280
1281,GREEN BERET HAT + GLASSES + HEADSET,RED WHITE AND BLUE GRENADE,SHOCKED,None,GORILLA,TAN,None,MINT KING'S ROBE,BLACK,37.44877346866042,1281
1282,HEADSET,CIGAR,SLEEPY,None,GORILLA,BABY BLUE,AUG,BULLETPROOF GREEN VEST,BLACK + TATTED,87.10336805768446,1282
1283,PURPLE HAT,ANGRY MOUTH,SKEPTICAL,GREEN,ZOMBIE,BABY BLUE,None,PRISON SHIRT,None,30.706933982282596,1283
1284,GREEN FRKS HAT,JOINT,BTC,GREEN,ZOMBIE,OLIVE.GREEN,GREEN SNIPER,None,None,61.72232380804221,1284
1285,GREEN FRKS HAT,CRAZY SILVER PILL,HUSTLER,RED,ZOMBIE,WHITE,None,None,None,21.79417745974644,1285
1286,ORANGE CONSTRUCTION HELMET,CIGAR,CLOSED,None,GORILLA,MUSTARD YELLOW,None,NEON GREEN COP VEST,RED,35.754714671449925,1286
1287,HEADSET,SAVAGE + GOLD PILL,SHOCKED,None,GORILLA,DARK GREY,None,KHAKI OVERALLS,RED,36.065054026016625,1287
1288,BLONDE HAIR,MEMPO MASK,MEAN RED + BLUE,None,GORILLA,MUSTARD YELLOW,WOODEN RIFLE,MJ BULLS JERSEY,GREY,90.038400111073,1288
1289,BLACK COWBOY HAT,GAS MASK,BTC,PINK,ZOMBIE,PURPLE,None,BLACK HOODIE,None,28.375588226613065,1289
1290,KNIFE IN HEAD,CIGARETTE,BTC,BLACK,ZOMBIE,JUNGLE NIGHT,None,BLACK TRENCH COAT,None,31.822462098838756,1290
1291,SURGEON'S CAP,SAVAGE + SILVER PILL,BORED,None,GORILLA,MILITARY GREEN,None,BULLETPROOF GREEN VEST,LIGHT BROWN,38.93313721219611,1291
1292,None,LAUGHING,RED X,GREEN,ZOMBIE,MUSTARD YELLOW,None,KHAKI TRENCH COAT,None,18.875652175245616,1292
1293,NEON GREEN BEANIE,SAVAGE + GOLD PILL,SHOCKED BLUE + RED,None,GORILLA,DARK GREY,None,JEAN OVERALLS,BLUE,37.77581166757476,1293
1294,BLACK FRKS HAT,TONGUE OUT,MEAN,LIGHT BLUE,ZOMBIE,WHITE,GREEN RPG + SNIPER,YELLOW & RED SCARF,None,80.55518641165213,1294
1295,KING OF THE RATS,PEARLY WHITES,GLOWING,None,GORILLA,GREY,None,JEAN OVERALLS,GREY,40.065192247116876,1295
1296,None,STITCHED MOUTH,3D GLASSES,RED,ZOMBIE,MILITARY GREEN,None,BLACK TRENCH COAT,None,20.946812178665173,1296
1297,ORANGE CONSTRUCTION HELMET,GRASS,SCARED,None,GORILLA,WHITE,WOODEN RIFLE,GREEN VEST + T SHIRT,WHITE,86.08863018537153,1297
1298,GREEN FRKS HAT,CRAZY BLUE PILL,CRAZY + EYE PATCH,BLUE,ZOMBIE,MILITARY GREEN,AK97,SILVER CROSS,None,76.93233476342269,1298
1299,WHITE HALO,DUMB DROOL,GREEN X,GREY,ZOMBIE,OLIVE.GREEN,AK97,GREEN BULLET STRAP,None,79.07109437872298,1299
1300,AIR POD,GAS MASK,GREEN X,BURNT,ZOMBIE,HEADQUARTERS,None,BLACK HOODIE,None,35.050720381874726,1300
1301,BLACK HAIR,ZOMBIE HAND,GREEN X,None,GORILLA,OLIVE.GREEN,None,None,BLACK + TATTED,24.335227484939256,1301
1302,None,LAUGHING,RED X + EYE PATCH,WHITE,ZOMBIE,DEEP BLUE,GREEN SNIPER,None,None,53.73189870130749,1302
1303,BLUE BEANIE,SNARLING,CLOSED,None,GORILLA,TREEHOUSE,None,GOLD CHAIN,BLACK,40.77779933066343,1303
1304,BLACK COWBOY HAT,SALIVATING,ROBOT + LASERS,HALF HALF,ZOMBIE,MILITARY GREEN,None,GREEN BULLET STRAP,None,35.545839002347286,1304
1305,BLONDE HAIR,SAVAGE + EYE BALL,CRAZY GREEN,None,GORILLA,OLIVE.GREEN,None,BULLETPROOF GREEN VEST,RED,41.25605052887534,1305
1306,GREEN FRKS HAT,JOINT,RED DRAGON,GREY,ZOMBIE,GREY,None,None,None,15.622058788547466,1306
1307,BLACK COWBOY HAT,SEVERED GORILLA ARM,BTC,BLUE,ZOMBIE,GREY,None,BLACK TRENCH COAT,None,30.212156694998406,1307
1308,BLACK ARMY HELMET,JOINT,CRAZY + EYE PATCH,RED,ZOMBIE,GRANITE,RED SNIPER,TOOTH NECKLACE,None,78.5256301666606,1308
1309,RED HAIR,CIGARETTE,SKEPTICAL,GREEN,ZOMBIE,BABY BLUE,GREEN RPG + SNIPER,KHAKI TRENCH COAT,None,77.42773426083471,1309
