,tier,face,shirt,hats,body,Rarity score,Token Id
2078,classy_1,zombie,sweater pink,top hat,blue cat skin,59.422269426076355,2078
2079,cool_2,angry cute,buttondown black flannel,cupcake,blue cat skin,5.308048363757127,2079
2080,classy_2,ninja blue,costume frog,helm biker,blue cat skin,69.5039247968049,2080
2081,classy_2,glossy,knight leather,knight black,blue cat skin,70.63456188686652,2081
2082,wild_1,glasses funny,chain,headband blue,blue cat skin,31.909779773448466,2082
2083,wild_1,three eyes,tanktop sailor black,headband blue,blue cat skin,31.156020662585753,2083
2084,cool_2,angry scar,hoodie purple,beret green,blue cat skin,3.077972898715273,2084
2085,wild_1,dizzy,robe red,bucket hat blue,blue cat skin,33.79429260657171,2085
2086,classy_1,rich,knight,cupcake,blue cat skin,60.14460601416205,2086
2087,cool_2,glossy,chain,headband red,blue cat skin,6.59574447441633,2087
2088,wild_2,double face,tanktop sailor blue,cowboy brown,blue cat skin,50.502695731978555,2088
2089,exotic_1,ditto,costume gorilla,horns,blue cat skin,76.85308164141405,2089
2090,wild_2,unamused,robe white,visor green,blue cat skin,50.628313317087105,2090
2091,cool_1,glasses,tshirt yellow,piercings,blue cat skin,21.984751572327784,2091
2092,cool_2,glasses funny,tshirt pink,flower pink,blue cat skin,2.8581350274019126,2092
2093,classy_1,uwu,astro black,sunhat white,blue cat skin,61.08685927756642,2093
2094,cool_2,ditto,buttondown green,hat white,blue cat skin,0.0627725416316987,2094
2095,wild_2,owo,monk,flower pink,blue cat skin,49.46633881456828,2095
2096,cool_2,happy,buttondown green,ninja red,blue cat skin,6.6271197136823305,2096
2097,cool_2,mononoke,robe red,arrowhead,blue cat skin,3.140805333025053,2097
2098,wild_1,mononoke,tanktop sailor red,arrowhead,blue cat skin,32.28666720934959,2098
2099,wild_1,uwu,overalls yellow,apple,blue cat skin,32.38090955519213,2099
2100,cool_1,derp,bandana red,apple,blue cat skin,20.57145678581008,2100
2101,cool_1,face face,shirt white,hat visor yellow,blue cat skin,22.927036359688408,2101
2102,wild_1,sunglasses heart,tanktop sailor blue,headband blue,blue cat skin,31.438697273831018,2102
2103,cool_2,angry,buttondown green,pirate red,blue cat skin,5.3080073837910575,2103
2104,cool_2,beard tan,toga,candle,blue cat skin,6.250263799660287,2104
2105,wild_1,beard pirate,work blue,afro black,blue cat skin,32.286708187238474,2105
2106,cool_1,happy cute,work red,mohawk purple,blue cat skin,22.20458628632953,2106
2107,classy_1,tired,cowboy brown,hat visor blue,blue cat skin,61.181098474406056,2107
2108,exotic_1,sunglasses squad,nurse,afro rainbow unicorn,blue cat skin,78.64325440574589,2108
2109,cool_2,ninja black,bandana red,cowboy brown,blue cat skin,5.370836666328366,2109
2110,wild_2,three eyes,shirt white,pirate black,blue cat skin,49.529092446257536,2110
2111,cool_1,beard brown,buttondown blue flannel,antlers,blue cat skin,21.639270896186954,2111
2112,wild_1,angry,buttondown green,visor green,blue cat skin,31.627147294634135,2112
2113,classy_2,three eyes,ninja black,horns,blue cat skin,68.46732516521854,2113
2114,classy_2,three eyes,tanktop tattoo,costume frog,blue cat skin,67.74506107620843,2114
2115,classy_2,sunglasses heart,monk,ninja red,blue cat skin,68.87571077405234,2115
2116,cool_2,three eyes,robe red,mohawk green,blue cat skin,1.6960754194100192,2116
2117,cool_1,tired,tshirt pink,bucket hat tan,blue cat skin,21.48223393868908,2117
2118,wild_1,zombie,tanktop orange,unicorn horn,blue cat skin,32.63216364573756,2118
2119,classy_2,pixel,deepsea bronze,halo,blue cat skin,69.78656357985656,2119
2120,cool_1,hearts,buttondown green,beret green,blue cat skin,20.91695952712779,2120
2121,cool_1,shocked,buttondown blue flannel,hat visor yellow,blue cat skin,22.236002506946384,2121
2122,classy_1,unamused,epaulette white,bucket hat white,blue cat skin,60.490146581596186,2122
2123,wild_1,sunglasses cowboy,winter blue,ninja red,blue cat skin,36.84062863290134,2123
2124,wild_1,grin,tshirt blue,pirate red,blue cat skin,35.08184686946744,2124
2125,exotic_1,angry scar,viking brown,afro rainbow unicorn,blue cat skin,77.48121055592397,2125
2126,cool_1,beard tan,tshirt yellow,apple,blue cat skin,22.267440789970546,2126
2127,cool_1,smirk,buttondown tan,candle,blue cat skin,22.393023704197113,2127
2128,classy_1,beard brown,pirate black,pirate black,blue cat skin,61.118139951195175,2128
2129,cool_1,ninja blue,bandana red,flower pink,blue cat skin,21.356628959978032,2129
2130,wild_1,beard pirate,chain,beret red,blue cat skin,31.97264688417937,2130
2131,cool_1,glasses,buttondown blue flannel,hat white,blue cat skin,20.88550548316409,2131
2132,cool_2,beard pirate,work blue,mohawk green,blue cat skin,1.5704137011781443,2132
2133,cool_1,sunglasses cowboy,buttondown green,beret green,blue cat skin,21.45088391844961,2133
2134,cool_1,shocked,buttondown blue flannel,beanie red,blue cat skin,22.675700310595627,2134
2135,cool_2,ditto,bandana red,beanie red,blue cat skin,1.413398806779969,2135
2136,cool_1,derp,tshirt pink,flower red,blue cat skin,21.356666789556414,2136
2137,cool_2,glossy,overalls blue,hat black,blue cat skin,6.68997736701864,2137
2138,cool_1,dizzy,tanktop pink,headband blue,blue cat skin,21.57645106965946,2138
2139,wild_1,uwu,tanktop tattoo,wreath flowers,blue cat skin,35.99266500023533,2139
2140,cool_2,angry cute,buttondown green,beret pink,blue cat skin,4.931142013759205,2140
2141,wild_1,angry scar,winter red,mohawk green,blue cat skin,31.68994505736954,2141
2142,wild_1,sunglasses heart,sweater orange,hat skull,blue cat skin,32.53786771145427,2142
2143,cool_1,smirk,tshirt red,flower red,blue cat skin,21.953347962955178,2143
2144,classy_2,tvface bobross,hoodie black,tvhead white,blue cat skin,74.8744903753886,2144
2145,wild_1,shocked,overalls yellow,beret red,blue cat skin,33.57441690983432,2145
2146,cool_1,tired,tshirt green,candle,blue cat skin,22.173233116394766,2146
2147,wild_1,mummy,tshirt green,hat visor blue,blue cat skin,32.25529512393324,2147
2148,classy_2,mummy,overalls pink,bow,blue cat skin,67.49375024891174,2148
2149,cool_1,hearts,work blue,mohawk green,blue cat skin,21.262370853195943,2149
2150,cool_2,sunglasses blue,tanktop sailor red,wreath,blue cat skin,5.622090754796617,2150
2151,cool_2,tired,work red,bucket hat white,blue cat skin,6.4072818423689695,2151
2152,wild_1,stunned,shirt white,bow,blue cat skin,33.85707145244075,2152
2153,cool_1,owo,tshirt yellow,beret green,blue cat skin,21.356676242796652,2153
2154,classy_1,ninja blue,lederhosen,bucket hat blue,blue cat skin,61.180994452066614,2154
2155,cool_2,pixel,robe red,mullet brown,blue cat skin,6.627157540491142,2155
2156,wild_2,dizzy,tiger,flower pink,blue cat skin,49.717608665360856,2156
2157,exotic_2,tvface nosignal,deepsea bronze,tvhead purple,blue cat skin,95.50876383733849,2157
2158,wild_2,grin,sweater green chain,mullet blonde,blue cat skin,52.8582658463851,2158
2159,cool_1,grin,buttondown green,beanie red,blue cat skin,21.513643852299026,2159
2160,classy_1,grin,ninja red,halo fire,blue cat skin,60.08185553701484,2160
2161,exotic_1,pixel,astro black,halo fire,blue cat skin,77.48120109852937,2161
2162,wild_1,unamused,shirt white,helm bronze,blue cat skin,34.23390215020583,2162
2163,wild_1,mummy,robe red,helm army,blue cat skin,32.161065383795794,2163
2164,wild_1,ninja red,shirt white,helm bronze,blue cat skin,34.86209095462425,2164
2165,cool_1,derp,buttondown green,flower blue,blue cat skin,21.419489765779204,2165
2166,cool_2,beard tan,overalls flannel,headband blue,blue cat skin,5.779121408749547,2166
2167,cool_1,shocked,bandana green,candle,blue cat skin,22.016208770141137,2167
2168,cool_1,ninja black,tanktop orange,arrowhead,blue cat skin,22.927036356226445,2168
2169,cool_1,happy cute,robe blue,hat white,blue cat skin,20.66557619867835,2169
2170,cool_2,mononoke,bandana green,mohawk purple,blue cat skin,2.575439506214207,2170
2171,cool_2,grin,tanktop sailor blue,candle,blue cat skin,5.49648577470078,2171
2172,classy_2,sunglasses cowboy,tiger,ninja black,blue cat skin,69.53529373252594,2172
2173,cool_2,stunned,bandana green,afro black,blue cat skin,6.030375495140619,2173
2174,cool_1,unamused,robe blue,wreath,blue cat skin,21.042539287504706,2174
2175,classy_1,ninja black,ninja black,pirate black,blue cat skin,61.74631299605884,2175
2176,wild_2,dizzy,overalls yellow,pirate red,blue cat skin,51.82180490940495,2176
2177,exotic_2,ditto,combat black,afro rainbow unicorn,blue cat skin,87.90829616612506,2177
2178,cool_2,happy,robe blue,beret pink,blue cat skin,5.684904276394385,2178
2179,classy_1,smirk,tiger,ninja red,blue cat skin,61.8092652150324,2179
2180,cool_1,uwu,bandana red,beanie red,blue cat skin,21.482199265037526,2180
2181,classy_2,three eyes,pirate red,astro,blue cat skin,68.7814211426216,2181
2182,wild_1,grin,viking brown,hat white,blue cat skin,32.00406625241434,2182
2183,cool_1,beard brown,sweater orange,candle,blue cat skin,22.173220506535305,2183
2184,wild_1,uwu,overalls yellow,bucket hat green,blue cat skin,32.16108744966507,2184
2185,wild_1,sunglasses heart,labcoat,wreath,blue cat skin,32.06682618834093,2185
2186,wild_1,beard brown,bandana green,helm bronze,blue cat skin,34.10831923667166,2186
2187,classy_2,beard pirate,viking navy,bucket hat blue,blue cat skin,67.96487057603039,2187
2188,classy_2,glossy,epaulette red,ninja black,blue cat skin,69.78656673301383,2188
2189,wild_2,ninja black,hoodie black,bucket hat blue,blue cat skin,52.764064475661876,2189
2190,wild_1,ninja blue,hoodie purple,halo,blue cat skin,33.95128858341112,2190
2191,classy_2,sunglasses pixel,nurse,cowboy black,blue cat skin,69.18973425307222,2191
2192,wild_2,ninja red,combat black,beret green,blue cat skin,49.403509532030974,2192
2193,wild_1,sunglasses squad,bandana red,afro black,blue cat skin,33.07185514584186,2193
2194,cool_2,owo,robe red,wreath flowers,blue cat skin,6.752756212887677,2194
2195,classy_2,face face,viking brown,crown black,blue cat skin,69.97497577731284,2195
2196,wild_1,dizzy,shirt bowtie,mullet blonde,blue cat skin,35.67864782683758,2196
2197,exotic_2,angry scar,mononoke,deepsea bronze,blue cat skin,89.51004727906799,2197
2198,cool_1,beard brown,tanktop pink,mohawk green,blue cat skin,21.513662763626254,2198
2199,cool_2,dizzy,robe blue,afro brown,blue cat skin,5.370887100227066,2199
2200,wild_1,glossy,hoodie black,afro black,blue cat skin,36.558005610789216,2200
2201,wild_2,face face,robe red,knight black,blue cat skin,51.09951875383318,2201
2202,cool_1,grin,buttondown tan,beanie red,blue cat skin,22.612905702402266,2202
2203,cool_2,beard pirate,tshirt green,hat visor yellow,blue cat skin,2.1042971111491093,2203
2204,classy_2,glossy,cowboy black,afro rainbow unicorn,blue cat skin,70.41471456092813,2204
2205,wild_1,double face,shirt yellow,bucket hat white,blue cat skin,32.663573558655116,2205
2206,exotic_2,zombie,deepsea orange,crown fire,blue cat skin,88.44218273271525,2206
2207,classy_2,mummy,toga,astro cheeks,blue cat skin,67.39963398920074,2207
2208,wild_1,tired,tanktop orange,horns,blue cat skin,34.39101791101662,2208
2209,cool_2,ninja blue,buttondown blue flannel,beanie blue,blue cat skin,6.658573756261246,2209
2210,classy_2,beard tan,ninja black,costume dragon,blue cat skin,70.76017947405225,2210
2211,cool_2,dizzy,tshirt blue,headband blue,blue cat skin,4.74271720990544,2211
2212,exotic_1,glossy,combat green,afro rainbow unicorn,blue cat skin,78.8316918201515,2212
2213,cool_1,angry cute,hoodie purple,mohawk purple,blue cat skin,21.388054634527514,2213
2214,wild_2,sunglasses cowboy,costume frog,mohawk purple,blue cat skin,49.84324516387381,2214
2215,wild_1,happy cute,tshirt pink,knight red,blue cat skin,33.91989443143311,2215
2216,wild_1,sunglasses heart,overalls flannel,flower red,blue cat skin,31.313010337957405,2216
2217,cool_2,derp,overalls blue,hat black,blue cat skin,5.684901125314306,2217
2218,wild_1,grin,buttondown black flannel,knight red,blue cat skin,33.16608803844417,2218
2219,cool_1,owo,robe red,beret green,blue cat skin,21.419527593972802,2219
2220,cool_1,ninja blue,tanktop white,mohawk purple,blue cat skin,21.513681680492624,2220
2221,exotic_1,sunglasses heart,costume hotdog,helm silver,blue cat skin,77.29271009706778,2221
2222,wild_1,ditto,tshirt white,candle,blue cat skin,31.37584592542444,2222
2223,cool_1,beard tan,tanktop pink,hat white,blue cat skin,21.702103333266308,2223
2224,wild_1,double face,bandana green,pirate red,blue cat skin,32.443707319312324,2224
2225,wild_2,sunglasses pixel,toga,sushi,blue cat skin,51.79036347322354,2225
2226,exotic_1,tvface nosignal,deepsea bronze,tvhead grey,blue cat skin,83.98243213520414,2226
2227,cool_1,dizzy,bandana purple,apple,blue cat skin,21.136810004838647,2227
2228,cool_2,zombie,buttondown blue flannel,hat white,blue cat skin,1.162097437570276,2228
2229,classy_2,owo,overalls pink,visor purple,blue cat skin,68.59307514415792,2229
2230,cool_2,sunglasses cool,shirt yellow,sushi,blue cat skin,7.318103127678903,2230
2231,wild_1,beard brown,pirate red,headband red,blue cat skin,33.60579214771553,2231
2232,classy_1,double face,tshirt metal,helm biker,blue cat skin,60.050363666242326,2232
2233,cool_2,beard pirate,robe red,piercings,blue cat skin,2.2613876577801215,2233
2234,cool_2,glasses,overalls flannel,antlers,blue cat skin,4.774051468512979,2234
2235,cool_1,ninja black,tshirt red,candle,blue cat skin,22.11039122469039,2235
2236,wild_2,rich,viking brown,flower red,blue cat skin,48.4926441149825,2236
2237,cool_2,beard tan,buttondown tan,cupcake,blue cat skin,7.443739628269035,2237
2238,cool_1,tired,sweater orange,mohawk green,blue cat skin,21.92196011452211,2238
2239,wild_1,ninja black,tshirt blue,cowboy brown,blue cat skin,34.83055495280559,2239
2240,classy_2,angry scar,overalls yellow,visor green,blue cat skin,67.46229620356326,2240
2241,cool_2,owo,bandana purple,afro brown,blue cat skin,5.590658778086972,2241
2242,classy_2,glasses funny,wetsuit,cowboy black,blue cat skin,68.40456207682708,2242
2243,classy_2,ditto,astro,knight red,blue cat skin,67.52520114041057,2243
2244,cool_2,ditto,tshirt red,candle,blue cat skin,1.6960628081657725,2244
2245,classy_1,owo,wetsuit,helm biker,blue cat skin,61.149606605018334,2245
2246,cool_2,glossy,labcoat,mohawk green,blue cat skin,5.653525885355913,2246
2247,cool_2,rich,work blue,beanie orange,blue cat skin,3.517746355982136,2247
2248,cool_1,derp,tanktop pink,headband red,blue cat skin,21.73357628924963,2248
2249,cool_1,smirk,bandana red,wreath,blue cat skin,21.890487157846394,2249
2250,cool_1,dizzy,bandana red,beanie red,blue cat skin,21.387966374512395,2250
2251,cool_2,face face,work blue,bucket hat white,blue cat skin,7.0668458874381805,2251
2252,exotic_1,grin,astro orange,crown black,blue cat skin,77.952274142137,2252
2253,wild_1,sunglasses pixel,sweater orange,afro black,blue cat skin,33.57433810513662,2253
2254,wild_1,zombie,buttondown green,sushi,blue cat skin,31.784162187647524,2254
2255,cool_2,ninja blue,work red,beret pink,blue cat skin,5.841963299761531,2255
2256,cool_2,mononoke,tshirt pink,headband blue,blue cat skin,2.3556205483052524,2256
2257,wild_1,angry scar,buttondown green,sushi,blue cat skin,32.757825362584654,2257
2258,wild_2,stunned,tanktop sailor blue,visor green,blue cat skin,50.659789428304855,2258
2259,cool_1,pixel,bandana red,piercings,blue cat skin,21.544993874615674,2259
2260,cool_1,happy,robe blue,flower blue,blue cat skin,21.890534442049802,2260
2261,cool_1,unamused,shirt yellow,beret red,blue cat skin,21.63930557191569,2261
2262,cool_2,sunglasses squad,tshirt yellow,flower red,blue cat skin,3.3292900330188635,2262
2263,wild_1,shocked,baseball red,afro brown,blue cat skin,35.99265239106826,2263
2264,cool_2,mummy,buttondown black flannel,bucket hat tan,blue cat skin,1.2877717656616117,2264
2265,cool_2,uwu,tshirt yellow,sunhat tan,blue cat skin,5.810515556573202,2265
2266,wild_1,face face,shirt bowtie,ninja blue,blue cat skin,36.11831411068492,2266
2267,wild_1,uwu,tshirt pink,cowboy black,blue cat skin,33.22893938685075,2267
2268,cool_1,face face,tshirt pink,piercings,blue cat skin,22.58152731344097,2268
2269,cool_1,ninja black,hoodie purple,headband red,blue cat skin,22.42452502959465,2269
2270,cool_1,happy cute,tshirt green,hat white,blue cat skin,21.639261439484752,2270
2271,classy_2,mononoke,mononoke,hat visor blue,blue cat skin,68.6245039690951,2271
2272,wild_1,angry,overalls yellow,mohawk green,blue cat skin,31.9726248183101,2272
2273,cool_2,angry scar,tshirt green,antlers,blue cat skin,2.889529178687532,2273
2274,cool_2,beard pirate,tshirt red,flower red,blue cat skin,1.9158470889612096,2274
2275,cool_1,stunned,bandana red,antlers,blue cat skin,20.38294371778684,2275
2276,wild_2,mononoke,overalls pink,wreath,blue cat skin,48.93233561854876,2276
2277,exotic_1,ninja blue,epaulette white,knight black,blue cat skin,78.17217505720852,2277
2278,wild_1,hearts,shirt white,visor green,blue cat skin,33.040448383312,2278
2279,classy_2,sunglasses pixel,knight leather,halo,blue cat skin,69.22112525189296,2279
2280,wild_1,sunglasses squad,hoodie black,headband red,blue cat skin,32.82057268865179,2280
2281,classy_1,uwu,ninja red,tvhead purple,blue cat skin,60.364516385243384,2281
2282,wild_2,angry,robe white,helm silver,blue cat skin,52.63839960773471,2282
2283,cool_1,uwu,shirt white,beanie orange,blue cat skin,23.366740467574985,2283
2284,classy_2,rich,costume hotdog,ninja blue,blue cat skin,68.21619086002927,2284
2285,cool_2,shocked,tshirt red,cupcake,blue cat skin,6.564303041004484,2285
2286,wild_1,glasses funny,tanktop sailor red,piercings,blue cat skin,32.09817620996519,2286
2287,cool_2,stunned,hoodie black,arrowhead,blue cat skin,5.559248861707456,2287
2288,exotic_2,skeleton,skeleton,skeleton,blue cat skin,100.0,2288
2289,cool_2,angry scar,robe red,hat visor yellow,blue cat skin,2.889592225907658,2289
2290,cool_2,uwu,bandana purple,sunhat tan,blue cat skin,5.590617796736117,2290
2291,cool_2,sunglasses squad,overalls blue,flower red,blue cat skin,2.6696755498965956,2291
2292,cool_1,wink,bandana green,flower pink,blue cat skin,22.45596961754854,2292
2293,classy_1,angry scar,baseball red,knight blue,blue cat skin,60.77276960301591,2293
2294,cool_1,angry,robe blue,hat visor yellow,blue cat skin,20.69700817746517,2294
2295,cool_2,dizzy,tshirt green,ninja blue,blue cat skin,6.501536801532944,2295
2296,classy_1,three eyes,overalls flannel,cowboy black,blue cat skin,58.762733749728966,2296
2297,wild_1,mummy,labcoat,flower red,blue cat skin,30.998933271189177,2297
2298,wild_1,hearts,bandana green,visor green,blue cat skin,32.28668297098152,2298
2299,wild_2,glasses funny,gown purple,antlers,blue cat skin,48.555504922860855,2299
2300,wild_1,unamused,overalls blue,visor green,blue cat skin,31.250203119212184,2300
2301,exotic_2,ditto,epaulette red,astro cheeks,blue cat skin,87.59424431838336,2301
2302,wild_2,angry scar,tanktop orange,astro,blue cat skin,50.314242557325784,2302
2303,cool_1,beard tan,bandana green,beret green,blue cat skin,22.424543943691447,2303
2304,classy_2,wink,pirate red,visor purple,blue cat skin,70.13203795106766,2304
2305,wild_1,beard brown,tanktop tattoo,ninja red,blue cat skin,35.992671305857456,2305
2306,cool_1,shocked,sweater orange,bucket hat green,blue cat skin,22.04764389723847,2306
2307,wild_2,angry scar,overalls pink,bucket hat green,blue cat skin,48.147122463722354,2307
2308,wild_1,double face,tanktop white,ninja blue,blue cat skin,32.50650507997055,2308
2309,wild_1,sunglasses squad,tshirt green,beanie black,blue cat skin,33.88845929948903,2309
2310,classy_1,unamused,gown white,helm biker,blue cat skin,61.11820299426094,2310
2311,cool_2,dizzy,buttondown tan,beret black,blue cat skin,6.470158407724899,2311
2312,classy_2,face face,gown purple,astro cheeks,blue cat skin,70.10064379978205,2312
2313,classy_2,sunglasses cowboy,gown black,cowboy black,blue cat skin,69.56668788519636,2313
2314,classy_1,mononoke,winter red,knight blue,blue cat skin,60.176009623534654,2314
2315,cool_2,sunglasses heart,bandana green,bucket hat tan,blue cat skin,1.94730113500209,2315
2316,classy_1,sunglasses yellow,shirt bowtie,deepsea bronze,blue cat skin,61.49514401791042,2316
2317,wild_1,ninja blue,tanktop pink,prince,blue cat skin,33.57439484258026,2317
2318,cool_2,angry,work blue,sunhat tan,blue cat skin,5.622119122826047,2318
2319,wild_2,mononoke,tanktop tattoo,sunhat tan,blue cat skin,50.502629533678345,2319
2320,cool_2,double face,tshirt green,mohawk purple,blue cat skin,2.826734572571348,2320
2321,wild_1,happy,overalls flannel,cowboy brown,blue cat skin,34.861964867800324,2321
2322,wild_1,uwu,bandana purple,pirate black,blue cat skin,33.51162230025617,2322
2323,wild_1,beard brown,robe white,hat skull,blue cat skin,35.42728971602989,2323
2324,wild_2,angry scar,pirate black,bucket hat tan,blue cat skin,48.55548285699158,2324
2325,exotic_1,tvface bobross,epaulette white,tvhead grey,blue cat skin,83.91962807030858,2325
2326,cool_1,glossy,buttondown green,flower blue,blue cat skin,22.424480897163715,2326
2327,cool_2,glasses funny,tanktop pink,hat visor yellow,blue cat skin,2.6382593306645266,2327
2328,wild_1,sunglasses cool,overalls blue,bucket hat blue,blue cat skin,33.88844669170674,2328
2329,wild_1,angry,bandana red,nurse,blue cat skin,32.789238428659466,2329
2330,cool_1,stunned,bandana red,headband red,blue cat skin,20.854117634038627,2330
2331,classy_2,pixel,mononoke,halo,blue cat skin,69.88079647176649,2331
2332,cool_2,angry scar,buttondown blue flannel,bucket hat green,blue cat skin,2.6382940063932585,2332
2333,wild_2,wink,knight leather,hat black,blue cat skin,53.29797941235868,2333
2334,wild_2,mummy,shirt yellow,dutch,blue cat skin,49.15222077129596,2334
2335,classy_1,sunglasses heart,lederhosen,beret black,blue cat skin,59.70486092561701,2335
2336,exotic_1,glasses,astro orange,tvhead purple,blue cat skin,77.6382128376931,2336
2337,cool_2,angry cute,tshirt green,hat visor blue,blue cat skin,5.9989813431626064,2337
2338,cool_2,sunglasses cool,buttondown tan,pirate red,blue cat skin,7.4123139544119425,2338
2339,cool_2,glasses,tshirt blue,arrowhead,blue cat skin,5.433678558725136,2339
2340,classy_2,beard pirate,overalls flannel,costume frog,blue cat skin,67.58806824975669,2340
2341,wild_2,zombie,overalls yellow,apple,blue cat skin,47.39338857188617,2341
2342,classy_2,beard brown,astro,deepsea orange,blue cat skin,69.84940547294572,2342
2343,classy_1,mummy,cowboy black,cowboy brown,blue cat skin,58.95108920835681,2343
2344,cool_2,shocked,robe red,wreath flowers,blue cat skin,7.443723867329495,2344
2345,cool_1,tired,bandana green,bucket hat green,blue cat skin,21.32530100491544,2345
2346,cool_1,sunglasses blue,work blue,flower blue,blue cat skin,22.047599769654287,2346
2347,wild_1,sunglasses cool,shirt bowtie,cupcake,blue cat skin,36.08688843682783,2347
2348,cool_2,mononoke,overalls blue,beret red,blue cat skin,2.5126984836920174,2348
2349,classy_1,pixel,pirate black,tvhead grey,blue cat skin,61.02401108162469,2349
2350,classy_2,sunglasses cool,overalls pink,crown fire,blue cat skin,69.88076810304466,2350
2351,exotic_1,double face,monk,visor green,blue cat skin,75.84803692158879,2351
2352,classy_2,mononoke,lederhosen,pirate black,blue cat skin,68.78147473106235,2352
2353,cool_2,happy,overalls flannel,beret red,blue cat skin,5.967577733097606,2353
2354,wild_1,beard pirate,sweater orange,ninja red,blue cat skin,33.10329027778594,2354
2355,wild_1,ditto,labcoat,piercings,blue cat skin,31.124547706602435,2355
2356,wild_1,three eyes,tshirt white,piercings,blue cat skin,32.09821403538922,2356
2357,wild_1,sunglasses heart,tanktop orange,hat black,blue cat skin,33.197469580562725,2357
2358,wild_2,sunglasses cool,nurse,beanie black,blue cat skin,53.8946921090213,2358
2359,cool_2,rich,tanktop white,bucket hat green,blue cat skin,1.884509676504021,2359
2360,wild_2,sunglasses cool,robe white,pirate black,blue cat skin,53.17233030467865,2360
2361,wild_1,glasses,tanktop sailor black,beret pink,blue cat skin,35.364485651134316,2361
2362,classy_1,hearts,winter red,halo fire,blue cat skin,59.95617490607095,2362
2363,cool_2,sunglasses blue,tshirt blue,beret green,blue cat skin,4.648424425317443,2363
2364,classy_1,sunglasses pixel,sweater black,top hat,blue cat skin,60.86698988645115,2364
2365,cool_2,wink,ninja blue,apple,blue cat skin,5.339319575836932,2365
2366,cool_1,happy cute,bandana green,antlers,blue cat skin,21.921931747185074,2366
2367,classy_2,uwu,costume dragon,cowboy black,blue cat skin,69.22121351467764,2367
2368,classy_1,angry scar,viking navy,mohawk red,blue cat skin,60.050363666242326,2368
2369,classy_2,three eyes,chain,halo fire,blue cat skin,67.46235609624134,2369
2370,wild_1,shocked,buttondown blue flannel,bucket hat blue,blue cat skin,34.42242782462657,2370
2371,cool_2,wink,hoodie black,apple,blue cat skin,5.684825471004291,2371
2372,wild_1,beard pirate,tanktop tattoo,flower red,blue cat skin,30.84196566307159,2372
2373,cool_1,shocked,buttondown tan,flower blue,blue cat skin,23.178296749624426,2373
2374,cool_1,unamused,robe red,hat visor yellow,blue cat skin,21.105362267189463,2374
2375,classy_1,mummy,overalls pink,afro black,blue cat skin,59.29660140360714,2375
2376,classy_2,angry scar,cowboy black,visor green,blue cat skin,67.99622690189199,2376
2377,cool_2,uwu,tshirt red,helm army,blue cat skin,6.470104823438513,2377
2378,classy_2,beard pirate,hoodie red,cowboy black,blue cat skin,67.68216244429082,2378
2379,cool_1,sunglasses yellow,tshirt yellow,mohawk green,blue cat skin,21.8590898547883,2379
2380,wild_1,sunglasses yellow,winter blue,sunhat black,blue cat skin,36.4009434356496,2380
2381,cool_1,pixel,work blue,hat visor yellow,blue cat skin,21.827648416529705,2381
2382,exotic_1,mummy,wetsuit,costume gorilla,blue cat skin,76.41333970464149,2382
2383,exotic_1,pixel,astro orange,costume gorilla,blue cat skin,77.8894921438031,2383
2384,cool_1,uwu,tshirt pink,headband blue,blue cat skin,21.45082087538384,2384
2385,cool_2,smirk,buttondown blue flannel,pirate red,blue cat skin,6.595722407854668,2385
2386,cool_2,beard brown,winter blue,beret red,blue cat skin,6.250307930706437,2386
2387,cool_1,hearts,bandana green,candle,blue cat skin,21.482240244311203,2387
2388,cool_2,pixel,tshirt metal,beret green,blue cat skin,5.465022276112054,2388
2389,exotic_1,unamused,astro black,costume frog,blue cat skin,77.63821914262283,2389
2390,wild_1,glasses funny,tshirt white,flower pink,blue cat skin,32.6635451892409,2390
2391,wild_2,rich,shirt bowtie,bucket hat white,blue cat skin,51.162206188607016,2391
2392,wild_2,beard brown,overalls pink,mullet blonde,blue cat skin,52.29295991017516,2392
2393,cool_1,grin,overalls blue,headband blue,blue cat skin,20.885499177541966,2393
2394,classy_1,sunglasses pixel,cowboy black,mullet brown,blue cat skin,60.74129979811267,2394
2395,classy_2,mummy,robe king,sunhat black,blue cat skin,67.90212009819079,2395
2396,wild_1,ninja red,tanktop white,goggles seaweed,blue cat skin,33.85707460352082,2396
2397,cool_1,uwu,tanktop pink,antlers,blue cat skin,21.545088441637702,2397
2398,cool_2,ditto,buttondown blue flannel,headband blue,blue cat skin,1.6646119166669364,2398
2399,cool_1,ninja red,tshirt yellow,wreath,blue cat skin,22.330288987297045,2399
2400,classy_1,sunglasses cool,overalls pink,halo,blue cat skin,61.683556213981895,2400
2401,cool_1,pixel,bandana green,bucket hat tan,blue cat skin,21.419436180108033,2401
2402,cool_1,happy cute,buttondown tan,hat white,blue cat skin,21.827698852505584,2402
2403,classy_1,glasses,gown white,prince,blue cat skin,61.33806608252365,2403
2404,wild_1,hearts,tshirt white,beanie black,blue cat skin,35.992642935750844,2404
2405,cool_1,angry cute,buttondown black flannel,mohawk green,blue cat skin,20.508551847577973,2405
2406,cool_2,smirk,robe red,mohawk red,blue cat skin,6.25022597146669,2406
2407,classy_2,ditto,tshirt metal,astro fishbowl,blue cat skin,67.77649935854019,2407
2408,classy_1,wink,shirt bowtie,crown fire,blue cat skin,61.24389308259942,2408
2409,cool_2,angry cute,sweater orange,helm army,blue cat skin,6.281733604563529,2409
