,Mouth,Clothes,Eyes,Hat,Earring,Fur,Background,Rarity score,Token Id
1518,10,33,2,0,0,3,1,33.97571370779971,1519
1519,12,16,3,0,1,6,2,74.7185302082482,1520
1520,12,2,10,0,2,8,1,76.55065842133419,1521
1521,2,0,9,5,6,0,0,74.26895213580642,1522
1522,3,0,4,0,0,1,2,18.146046771279362,1523
1523,1,0,19,5,0,0,4,27.171211228732695,1524
1524,0,0,3,2,2,11,1,64.23652457245423,1525
1525,4,15,8,13,6,2,2,88.50353425535287,1526
1526,2,38,8,0,2,11,1,75.42686811707941,1527
1527,9,19,9,11,1,9,4,89.74310174866444,1528
1528,2,24,4,1,2,3,7,82.79612785730151,1529
1529,10,31,22,4,0,9,2,53.489878548866784,1530
1530,3,33,5,19,4,13,6,91.30953128158234,1531
1531,0,27,9,0,0,5,0,24.1605684472833,1532
1532,27,29,8,35,0,4,1,52.039101448718995,1533
1533,2,8,0,6,1,2,0,72.40279935081982,1534
1534,5,33,7,3,0,2,2,44.0018785599318,1535
1535,2,17,9,24,0,2,4,43.08237048539736,1536
1536,5,26,10,0,0,4,0,35.35162328051108,1537
1537,1,25,2,3,1,11,6,79.10465449923078,1538
1538,22,2,12,8,0,10,4,51.67811517678861,1539
1539,22,0,13,16,2,2,3,76.57105982868924,1540
1540,0,5,0,1,0,13,4,28.247350933492122,1541
1541,13,4,7,18,0,3,2,49.00813040161617,1542
1542,12,2,4,0,0,5,2,35.39925738925801,1543
1543,0,15,8,0,0,10,5,25.60456874276509,1544
1544,21,38,3,0,0,6,0,36.83650956556392,1545
1545,0,11,0,8,5,14,6,74.15326529417726,1546
1546,9,0,1,19,1,9,6,75.96480065773488,1547
1547,9,20,15,21,2,10,2,92.576342955504,1548
1548,7,30,12,13,0,7,4,51.42606403604694,1549
1549,0,37,3,9,0,1,2,31.067308122856574,1550
1550,4,0,3,0,0,10,4,23.540761398417732,1551
1551,1,5,0,0,2,1,1,54.57847126285312,1552
1552,2,18,0,18,2,0,1,73.22691157269377,1553
1553,1,24,5,12,0,4,3,41.36592623819943,1554
1554,1,33,0,18,0,7,0,34.418438255301226,1555
1555,4,4,1,8,0,1,7,39.05693705832508,1556
1556,8,43,1,35,0,5,4,48.30662953530159,1557
1557,0,0,0,20,1,1,6,52.39212425913502,1558
1558,12,0,6,4,0,3,4,37.1838439866398,1559
1559,6,3,2,2,0,9,2,46.50842766201025,1560
1560,1,8,0,1,1,0,6,64.77450300296111,1561
1561,0,10,16,27,3,4,7,79.94927567942985,1562
1562,7,2,3,16,0,7,0,47.18954934696021,1563
1563,2,0,13,27,0,8,5,38.607368302563884,1564
1564,0,17,15,4,0,13,6,39.46561050305814,1565
1565,11,12,8,1,0,12,3,49.185185658090084,1566
1566,3,25,0,4,0,4,5,38.04882857748212,1567
1567,0,25,3,1,0,8,0,33.85995373429494,1568
1568,4,11,1,0,6,11,7,77.12956012519342,1569
1569,10,24,1,2,0,0,0,40.9368599996874,1570
1570,3,1,2,8,2,8,2,84.33532468268629,1571
1571,5,29,6,20,0,11,1,50.567872031100336,1572
1572,5,6,8,0,0,17,1,38.54614401527183,1573
1573,14,6,17,1,4,5,4,90.36967413566968,1574
1574,1,9,15,2,0,1,5,36.557190578440554,1575
1575,4,0,5,22,2,1,5,72.10988659798092,1576
1576,7,0,7,0,0,7,3,25.958791115654595,1577
1577,16,0,1,8,2,1,4,70.87714108366329,1578
1578,4,11,15,0,5,1,3,74.28944173583035,1579
1579,9,20,0,1,3,14,7,82.75528059156588,1580
1580,17,35,14,4,0,4,7,50.765375303033636,1581
1581,0,17,5,8,0,6,0,36.53682359168116,1582
1582,0,27,10,6,0,14,3,40.0105493011849,1583
1583,0,33,9,4,0,3,7,35.91015656137804,1584
1584,0,3,5,0,0,3,5,22.348679585107718,1585
1585,15,23,0,22,0,3,7,41.54302237394985,1586
1586,4,12,0,13,0,3,0,38.53926323670722,1587
1587,21,2,3,0,0,1,0,29.841243336813033,1588
1588,0,4,13,1,0,6,2,36.20985615258815,1589
1589,18,32,15,11,4,5,5,94.00660751561514,1590
1590,8,4,0,25,3,14,4,85.57496961343325,1591
1591,22,12,20,3,2,3,6,90.54678317063103,1592
1592,8,19,6,6,0,8,0,49.743723958129685,1593
1593,5,22,18,5,0,1,3,44.3697255357833,1594
1594,3,19,9,20,0,5,0,47.08735158967636,1595
1595,0,34,11,1,0,7,1,36.79561855613787,1596
1596,0,34,4,36,0,12,2,40.698504443391705,1597
1597,0,35,1,16,0,0,6,30.059186724651894,1598
1598,2,22,7,5,0,10,1,47.298511725086136,1599
1599,10,0,17,2,0,9,7,39.97647310228027,1600
1600,0,3,4,7,3,1,5,72.38917833598352,1601
1601,1,32,17,21,0,2,7,39.92877732586401,1602
1602,0,3,17,0,0,2,5,21.102214824530208,1603
1603,3,27,22,0,0,0,7,31.85059388021609,1604
1604,0,0,0,2,0,1,0,11.654727939178548,1605
1605,0,24,8,0,0,8,3,25.461544513733774,1606
1606,0,17,4,16,1,9,0,76.25095165837624,1607
1607,1,13,8,0,0,7,6,29.064763794549677,1608
1608,23,24,17,14,0,16,1,55.59453603032377,1609
1609,2,0,17,19,0,12,2,39.956093926511016,1610
1610,23,34,5,12,0,0,0,45.929482220601855,1611
1611,3,0,10,26,4,14,6,81.71322927376563,1612
1612,12,0,0,30,1,0,5,65.72131047487304,1613
1613,3,34,22,24,0,3,2,50.22052685178859,1614
1614,14,4,0,12,0,6,2,41.84957979879888,1615
1615,0,8,1,0,0,1,4,16.157092617423434,1616
1616,8,15,13,3,1,5,7,87.82250290855043,1617
1617,2,40,2,3,0,11,2,46.46072614598488,1618
1618,14,10,6,20,0,0,6,44.79199346134593,1619
1619,1,7,8,0,0,1,2,23.76548517836593,1620
1620,2,0,4,1,0,1,7,27.94084728262694,1621
1621,6,0,9,1,0,3,4,35.28346370699631,1622
1622,12,0,0,7,3,0,0,66.59311488885876,1623
1623,0,6,2,10,3,2,0,71.95330229848025,1624
1624,7,34,9,21,3,5,4,91.84081536021004,1625
1625,1,30,1,5,0,6,4,39.097815160761314,1626
1626,8,33,13,30,0,1,5,47.12824761909389,1627
1627,0,17,2,1,2,0,0,66.91997262304179,1628
1628,0,25,3,5,0,1,1,29.875325266319606,1629
1629,1,20,2,8,0,13,7,40.930063113281356,1630
1630,8,13,4,2,0,11,7,48.95359974003498,1631
1631,9,14,21,3,0,6,3,51.3716230005016,1632
1632,1,0,1,6,0,1,1,22.539413931867397,1633
1633,9,0,15,0,4,0,6,63.848293405482046,1634
1634,0,9,7,31,0,8,1,38.471212663906144,1635
1635,15,22,11,5,0,5,3,49.98214548110383,1636
1636,1,29,0,0,0,17,4,24.153770133378593,1637
1637,0,33,0,10,0,1,5,24.21501951776212,1638
1638,8,42,8,0,0,13,7,39.4588308331594,1639
1639,1,6,9,0,0,4,4,28.11118596628074,1640
1640,20,9,1,16,0,10,5,49.21927834951728,1641
1641,4,12,0,0,0,0,3,21.497262234981378,1642
1642,3,0,6,11,0,5,2,36.01229408572424,1643
1643,3,16,6,0,0,5,2,33.77134758905965,1644
1644,8,7,1,5,4,1,1,82.79611997316908,1645
1645,5,10,2,0,0,5,4,32.606634724928895,1646
1646,0,0,1,3,0,9,6,23.438527778709993,1647
1647,9,39,0,0,0,3,3,28.090714292282808,1648
1648,0,20,0,8,0,10,4,29.85491311137352,1649
1649,1,13,14,16,0,0,1,37.30644386748453,1650
1650,25,10,0,27,1,2,2,78.38955914417123,1651
1651,0,19,8,16,4,3,1,78.62117015727073,1652
1652,18,26,13,9,0,10,2,53.27193013407637,1653
1653,32,30,0,0,0,15,5,33.30143121480271,1654
1654,1,22,4,12,0,2,1,37.26557939233813,1655
1655,21,20,2,1,0,2,7,41.97893712382486,1656
1656,4,11,3,17,0,0,5,40.991328277529895,1657
1657,8,3,1,25,0,12,1,48.65396324112694,1658
1658,3,10,6,0,0,2,4,29.507416630441213,1659
1659,0,2,6,0,0,1,7,17.914394162834,1660
1660,12,0,6,34,0,7,2,40.94366978912557,1661
1661,0,33,8,16,2,13,2,79.7244909443334,1662
1662,7,12,20,0,0,0,0,33.23329601958061,1663
1663,21,9,9,0,0,2,5,33.74415432470662,1664
1664,2,20,14,0,0,0,0,29.126044730065477,1665
1665,3,0,0,26,0,2,7,24.4057911615409,1666
1666,1,10,9,21,1,0,4,76.11470925222825,1667
1667,15,0,3,0,0,11,7,25.795282303861384,1668
1668,6,21,7,15,0,2,3,45.00995406705682,1669
1669,10,10,3,1,1,12,1,86.17425264836636,1670
1670,4,0,1,12,4,8,0,76.97969742300795,1671
1671,1,21,6,2,0,2,4,36.22340044155482,1672
1672,0,20,19,17,0,5,1,38.675598861520335,1673
1673,5,42,2,1,0,0,1,39.97643438049195,1674
1674,32,6,4,20,0,2,0,46.63102037615662,1675
1675,0,20,3,23,0,14,2,38.716471942054476,1676
1676,10,25,14,18,0,4,7,50.438441566146885,1677
1677,0,3,5,26,0,8,4,37.77642478446954,1678
1678,5,18,3,3,0,5,4,45.14616061787747,1679
1679,27,6,1,10,6,1,5,86.9711314482755,1680
1680,24,0,3,25,0,8,7,39.43839070387956,1681
1681,0,6,6,6,0,2,4,32.204758165237166,1682
1682,11,0,11,7,0,3,4,38.07613441716381,1683
1683,1,20,2,19,5,1,1,78.21247663912243,1684
1684,4,20,0,3,0,8,5,39.608593148343715,1685
1685,9,10,17,1,0,2,7,44.356065082679905,1686
1686,10,39,2,0,0,0,7,30.20224395182966,1687
1687,15,0,7,1,0,16,4,39.72447932173754,1688
1688,4,14,9,0,0,2,2,31.32610882528472,1689
1689,20,34,8,0,0,11,3,39.7313034579467,1690
1690,1,4,5,1,2,10,4,79.39073021132717,1691
1691,1,15,8,8,0,8,7,41.89723470453639,1692
1692,1,19,0,29,1,1,3,68.22084830508408,1693
1693,0,4,0,14,3,1,2,65.55099832099532,1694
1694,8,34,14,0,0,5,6,37.45632235581274,1695
1695,9,23,8,7,1,2,0,83.81089126199196,1696
1696,1,1,22,0,0,3,5,29.323560911581563,1697
1697,9,3,17,0,4,14,4,81.8767552944237,1698
1698,2,1,10,3,4,2,4,82.94596475164859,1699
1699,6,0,4,21,1,0,4,72.36875828789783,1700
1700,14,1,16,31,0,1,4,45.80685652686923,1701
1701,3,10,3,1,6,9,3,87.74757800754081,1702
1702,4,10,9,0,2,0,0,69.26295984954425,1703
1703,6,11,15,0,0,15,2,40.26255455548697,1704
1704,1,34,3,0,0,0,1,22.355528094969497,1705
1705,1,10,0,34,0,5,6,33.79180133484802,1706
1706,2,16,0,18,1,0,1,72.61391502988162,1707
1707,8,27,1,0,2,5,3,73.42442990296382,1708
1708,4,39,14,6,3,10,3,92.03829210482375,1709
1709,15,4,0,0,1,9,0,68.03024444958012,1710
1710,17,2,18,11,3,13,2,95.31424709915481,1711
1711,25,0,15,23,4,3,1,82.83023918891345,1712
1712,14,15,8,0,0,11,6,38.035280699434445,1713
1713,11,18,21,10,0,10,3,53.22422934053455,1714
1714,1,10,13,25,1,0,1,77.13632474385194,1715
1715,2,43,0,0,6,16,5,73.3768294859148,1716
1716,2,11,10,1,0,2,7,40.12627701130926,1717
1717,0,31,6,6,2,0,0,71.34713849003201,1718
1718,5,1,0,4,0,5,6,37.93987695336142,1719
1719,3,5,16,0,5,2,5,74.32352796680254,1720
1720,2,4,22,16,2,10,1,89.72950224525042,1721
1721,8,0,4,22,1,6,1,78.25334255036523,1722
1722,1,3,1,20,0,9,1,39.465660696558714,1723
1723,25,26,1,20,0,4,6,48.23845993217574,1724
1724,14,27,8,10,3,2,5,87.87016426846522,1725
1725,0,29,10,15,0,1,6,32.913126898759415,1726
1726,3,2,0,27,2,7,4,78.83221270295573,1727
1727,17,26,20,9,0,2,7,48.47684919136005,1728
1728,19,1,16,30,0,11,1,53.06757548704856,1729
1729,5,8,13,15,0,7,2,50.30225436953327,1730
1730,2,15,8,13,1,1,1,80.71882425904458,1731
1731,26,13,8,11,0,3,7,49.723284554608725,1732
1732,11,12,15,0,0,1,4,32.722462827786245,1733
1733,0,15,0,9,3,11,0,71.19052192332971,1734
1734,0,16,5,0,1,9,5,63.80065929141271,1735
1735,2,15,18,21,5,1,0,86.81451416400266,1736
1736,16,39,20,2,0,10,0,53.21743890762342,1737
1737,6,26,0,25,1,8,5,81.86305397623691,1738
1738,14,19,3,3,0,5,2,47.107808207521074,1739
1739,11,2,3,2,4,13,2,90.24028238922922,1740
1740,2,29,0,5,0,3,5,37.45623487102488,1741
1741,20,33,9,3,0,12,5,52.16167982032503,1742
1742,7,0,5,2,4,14,2,81.86305182256996,1743
1743,0,3,2,22,0,3,0,33.83267728702909,1744
1744,5,13,15,23,1,13,1,90.88048869519467,1745
1745,8,0,0,7,2,4,2,69.58989932030826,1746
1746,1,12,8,4,0,11,4,42.3876578955975,1747
1747,12,25,22,0,0,9,6,40.37157358142723,1748
1748,1,3,1,10,0,2,2,34.30945579707292,1749
1749,8,0,10,21,1,7,6,79.1387256777345,1750
1750,1,43,0,0,2,2,2,57.24156451432641,1751
1751,0,16,7,0,0,13,5,26.1562951043396,1752
1752,0,19,2,28,0,1,1,31.142243782375008,1753
1753,19,0,8,1,1,1,3,71.51738252520198,1754
1754,22,37,5,15,0,1,7,45.87496446314458,1755
1755,0,36,8,0,5,10,6,69.60360351055141,1756
1756,0,37,8,35,2,10,7,79.71090362911039,1757
1757,0,22,2,2,1,13,3,74.88196588625517,1758
1758,8,0,0,7,0,14,0,32.23208337318251,1759
1759,11,42,1,1,4,5,7,86.96432954583567,1760
1760,4,5,1,9,6,4,1,88.00637727810319,1761
1761,0,9,7,33,2,2,3,73.33597002734807,1762
1762,13,33,0,1,2,3,5,78.51893009798823,1763
1763,1,38,6,9,2,5,7,80.69159513677126,1764
1764,0,31,21,5,0,2,1,35.18141080111343,1765
1765,0,11,2,12,1,13,0,75.54262378870915,1766
1766,19,10,15,0,0,3,1,37.59254539861006,1767
1767,26,33,2,33,0,1,4,45.187042305846425,1768
1768,0,0,19,11,0,11,7,29.677814832464488,1769
1769,9,16,1,35,0,3,7,46.63103328260056,1770
1770,5,0,20,0,0,5,7,26.135834181753935,1771
1771,2,32,11,31,0,3,2,48.224841787348716,1772
1772,9,3,4,2,2,12,2,89.02794903681776,1773
1773,0,10,6,0,0,16,3,26.551389129309282,1774
1774,1,33,2,11,1,10,5,80.36466928906641,1775
1775,10,3,1,27,0,8,3,47.91151759208482,1776
1776,1,43,2,32,1,3,5,79.66996601881304,1777
1777,0,1,7,14,2,9,5,76.70049029555331,1778
1778,0,10,3,12,0,11,2,37.07493610852954,1779
1779,0,1,4,3,0,4,3,34.33667990590544,1780
1780,16,6,1,11,0,0,5,42.428481500611035,1781
1781,14,5,3,2,0,5,1,45.84091766020407,1782
1782,10,13,0,2,0,7,3,40.73247810340235,1783
1783,8,25,12,7,0,3,3,49.178407418828876,1784
1784,9,0,1,0,0,5,3,22.396399020471957,1785
1785,2,20,0,13,1,4,1,76.95243245018379,1786
1786,1,5,3,8,3,1,2,76.24408092197814,1787
1787,11,27,3,9,0,14,3,50.424852099986374,1788
1788,0,36,0,21,1,6,6,69.37196883509213,1789
1789,1,22,7,2,0,7,0,40.80062261080145,1790
1790,0,25,15,23,0,3,0,38.02166757091414,1791
1791,1,2,18,5,3,8,6,83.9403374995774,1792
1792,3,2,0,0,1,2,7,59.448416885923905,1793
1793,6,0,2,1,5,9,1,78.26011505233737,1794
1794,8,25,0,0,0,11,7,29.739050597610046,1795
1795,24,26,12,20,2,3,0,90.69661576037362,1796
1796,4,37,16,15,1,2,5,84.72356732314486,1797
1797,9,16,0,4,0,2,7,36.38691714867119,1798
1798,14,18,4,0,0,10,1,37.592582684984336,1799
1799,0,17,2,31,1,4,0,74.03058008371283,1800
1800,9,5,0,6,0,4,7,39.84022711442078,1801
1801,2,4,9,11,2,2,0,81.65871366724588,1802
1802,15,33,5,1,0,1,4,43.007406864510024,1803
1803,11,13,8,7,5,11,3,93.95892536184866,1804
1804,5,15,4,13,0,11,4,49.423556990975456,1805
1805,3,5,7,9,1,1,1,79.9968696397086,1806
1806,3,12,1,0,0,0,4,25.999616877201003,1807
1807,0,0,0,18,0,6,0,18.575257865559482,1808
1808,9,0,4,8,0,8,7,38.566529644536004,1809
1809,0,0,6,9,0,10,1,27.075863417134087,1810
1810,4,24,4,4,3,7,4,89.50474117292316,1811
1811,4,16,20,18,0,14,5,53.094807478921744,1812
1812,3,0,6,2,0,2,5,30.821981437839213,1813
1813,0,38,5,0,0,9,4,25.400281504653393,1814
1814,25,23,0,16,1,1,2,77.1023123634177,1815
1815,22,32,1,0,1,2,7,69.96454245803518,1816
1816,6,0,0,17,0,15,1,32.858699494871004,1817
1817,14,20,22,24,0,3,5,51.998226218066165,1818
1818,6,14,9,28,1,10,2,90.95543080056558,1819
1819,4,35,13,0,1,3,3,74.52782382217505,1820
1820,18,36,3,12,0,4,0,48.74931822761223,1821
1821,2,4,0,13,0,1,1,33.02210362147277,1822
1822,0,0,14,27,0,0,6,22.825501835839567,1823
1823,25,0,2,13,3,1,0,74.46650631348842,1824
1824,3,0,13,30,0,14,5,40.75295695010341,1825
1825,3,2,9,16,0,3,1,45.46631038080689,1826
1826,1,29,4,3,1,4,5,79.43158393151303,1827
1827,4,7,2,1,5,0,1,81.52930256291364,1828
1828,0,1,4,13,1,0,3,69.780584198098,1829
1829,8,3,16,0,2,2,7,72.38920199643269,1830
1830,25,21,3,14,4,1,7,86.05850557693843,1831
1831,1,0,12,20,0,5,4,31.516856797287147,1832
1832,3,21,6,1,3,16,2,89.42297493611962,1833
1833,2,18,4,13,0,3,6,45.39814866563469,1834
1834,27,0,2,21,0,3,6,37.497193278039866,1835
1835,1,35,14,3,0,8,4,42.93252570828259,1836
1836,11,0,17,1,0,4,5,37.851321717150185,1837
1837,0,6,13,5,1,12,4,78.00135378653864,1838
1838,11,40,0,0,0,3,5,28.567489225255176,1839
1839,24,7,4,4,0,8,7,49.92079140661586,1840
1840,8,13,6,1,0,11,4,48.333756836797384,1841
1841,5,35,6,0,0,17,7,38.968372508708605,1842
1842,6,12,2,8,0,1,0,41.4613120638418,1843
1843,3,42,6,1,0,6,6,45.908977562241155,1844
1844,0,23,8,20,4,2,1,75.6925359670976,1845
1845,0,19,11,5,6,0,4,76.44851372387544,1846
1846,0,38,0,15,0,2,4,25.475174132047197,1847
1847,11,17,6,18,5,3,2,92.5286851794843,1848
1848,7,19,11,18,0,10,1,51.80754994580066,1849
1849,0,37,14,0,0,13,4,27.579899018053183,1850
1850,0,30,3,9,0,12,3,37.265625285874286,1851
1851,0,3,2,18,0,4,4,34.227707489843645,1852
1852,24,42,2,10,0,1,7,44.267555739322454,1853
1853,6,5,0,3,0,5,5,39.34296329803973,1854
1854,0,0,0,0,0,5,0,4.3390638285784755,1855
1855,1,11,8,0,0,2,4,24.310404623923336,1856
1856,0,0,11,8,1,0,3,60.64708548690522,1857
1857,4,2,3,4,0,13,6,46.52885990033405,1858
1858,21,8,10,2,4,0,2,87.15503019530209,1859
1859,1,0,5,12,0,17,3,33.88720579835512,1860
1860,0,22,1,14,1,2,4,69.40601850149125,1861
1861,4,16,0,3,0,0,7,33.5466058769442,1862
1862,0,5,0,8,1,14,0,69.39241039460008,1863
1863,16,22,2,1,0,6,4,46.36536757737865,1864
1864,5,3,12,2,0,2,2,43.64086504024536,1865
1865,2,1,5,21,0,10,4,47.182715900484666,1866
1866,11,5,2,5,0,5,7,45.88179074537827,1867
1867,2,6,2,3,0,0,0,38.19866689782665,1868
1868,3,18,8,2,0,0,1,40.800588906684574,1869
1869,0,15,1,24,0,7,1,35.365297355036,1870
1870,4,4,13,3,3,2,4,84.97555178236698,1871
1871,2,30,7,0,0,5,3,33.54659655480475,1872
1872,3,0,3,12,0,11,1,35.76713017444912,1873
1873,9,21,19,29,0,16,6,55.09729444634735,1874
1874,0,19,15,0,2,0,5,60.21122666017743,1875
1875,0,15,17,22,6,5,6,82.7961701644861,1876
1876,0,10,2,21,1,8,0,74.96368336674634,1877
1877,4,0,4,0,0,2,2,19.93743813947258,1878
1878,3,22,5,20,0,9,7,47.911512574140424,1879
1879,1,41,0,31,0,4,5,34.95650201256188,1880
1880,13,39,0,35,0,4,1,43.02108667946288,1881
1881,3,4,3,26,0,1,4,40.41916538394488,1882
1882,10,17,1,9,3,1,1,82.97319530687946,1883
1883,16,16,4,36,0,9,7,51.63723277711739,1884
1884,23,24,9,0,0,0,6,33.28782525803024,1885
1885,7,23,0,19,0,2,4,37.34733774296216,1886
1886,1,17,6,33,0,1,5,37.4903332966023,1887
1887,1,2,8,0,1,2,3,62.67675569193869,1888
1888,20,14,9,3,0,3,0,48.65393312650049,1889
1889,0,40,11,0,0,11,1,27.17805831191465,1890
1890,0,35,1,9,3,2,0,71.90563735494337,1891
1891,17,0,16,36,0,1,3,37.11576616444502,1892
1892,1,19,2,1,0,5,4,36.89774102160142,1893
1893,1,0,12,0,0,13,4,20.516466042811437,1894
1894,3,12,0,9,0,8,4,38.98878968391911,1895
1895,5,42,0,0,4,11,2,72.02141238951434,1896
1896,23,0,18,12,0,1,2,36.91827293549707,1897
1897,1,3,20,3,0,1,5,37.5175975552677,1898
1898,8,9,8,1,4,1,0,84.05612687423223,1899
1899,1,32,0,13,0,9,7,34.69769916124329,1900
1900,13,0,3,25,0,3,1,37.0476610949036,1901
1901,0,16,13,0,0,13,4,27.17120119284391,1902
1902,1,3,9,7,0,4,5,40.39192765341788,1903
1903,2,13,4,18,0,6,3,46.77403026660528,1904
1904,3,20,15,18,0,1,4,43.40248582704877,1905
1905,2,13,15,0,0,5,2,34.56829307212601,1906
1906,0,27,18,0,2,9,1,66.55230132109874,1907
1907,21,23,5,7,0,0,6,44.94183680413843,1908
1908,0,12,10,3,0,16,1,39.13873269737048,1909
1909,11,29,13,0,0,8,0,38.78452466961429,1910
1910,3,0,8,2,0,2,1,30.897008878698124,1911
1911,0,38,1,0,0,0,4,17.022154645428206,1912
1912,23,37,3,9,2,15,3,91.60242968997026,1913
1913,0,25,7,6,0,17,4,40.085484956336224,1914
1914,13,7,0,18,0,2,0,37.28602382021768,1915
1915,0,24,18,11,0,2,2,35.43340171164691,1916
1916,29,1,2,10,0,0,4,42.69417230483503,1917
1917,1,40,4,6,0,8,7,42.33993056995958,1918
1918,1,4,0,16,3,0,1,69.5353887351447,1919
1919,1,11,1,18,2,7,1,79.0365888623611,1920
1920,17,7,11,18,0,7,7,51.630406493928405,1921
1921,0,7,13,2,0,0,1,31.544108866942683,1922
1922,0,5,3,12,0,8,4,35.84204432049821,1923
1923,8,30,0,0,0,6,2,29.691410031137565,1924
1924,1,13,1,3,0,1,1,32.69519784813849,1925
1925,28,21,9,24,0,0,3,46.8217848412275,1926
1926,0,0,0,23,2,9,6,59.09421673888836,1927
1927,0,0,2,35,0,4,6,24.746317941250208,1928
1928,0,0,6,18,0,8,7,27.055375249794768,1929
1929,7,5,0,9,2,0,7,74.69806642220392,1930
1930,1,0,0,1,0,0,3,15.26474481182502,1931
1931,1,5,5,18,0,12,0,42.85082543460921,1932
1932,16,9,0,0,0,9,5,29.752722522152748,1933
1933,1,4,11,20,0,16,4,44.92825020894249,1934
1934,0,42,20,0,0,8,5,28.369990970583924,1935
1935,12,33,1,12,0,2,1,43.23226975829718,1936
1936,0,0,15,14,2,4,5,66.9472591048317,1937
1937,0,6,3,24,0,7,1,36.250777997486544,1938
1938,6,0,21,13,2,2,0,76.1828322476592,1939
1939,1,14,8,20,0,1,0,36.918226326710396,1940
1940,7,0,11,4,2,2,4,74.04421615825062,1941
1941,11,0,0,10,0,5,1,29.87534821752303,1942
1942,1,2,12,1,0,14,0,41.48173569527667,1943
1943,4,10,0,6,0,0,6,33.96892830006601,1944
1944,11,0,8,0,0,1,5,21.088580901612307,1945
1945,30,13,0,4,2,13,1,83.46362064601219,1946
1946,0,43,2,27,0,0,5,31.952789484788287,1947
1947,10,0,12,1,3,5,7,78.37593884717843,1948
1948,1,36,7,30,3,8,5,85.67026795660779,1949
1949,1,0,12,5,0,11,2,32.75651893840016,1950
1950,13,14,4,4,0,1,2,44.28795427625882,1951
1951,0,10,0,0,3,3,2,56.812502570183455,1952
1952,0,15,6,36,0,2,0,33.66243684558018,1953
1953,0,16,18,1,0,12,6,38.10336640698991,1954
1954,0,33,1,4,0,1,6,29.03746725899312,1955
1955,1,15,17,23,0,16,3,46.440303948053455,1956
1956,9,11,2,22,0,7,7,48.17716895394754,1957
1957,4,21,5,24,0,1,6,43.19130561194603,1958
1958,0,13,12,1,0,1,3,30.488292410438184,1959
1959,7,25,5,12,2,0,2,84.29448100002688,1960
1960,3,31,22,2,0,9,3,49.689242770294975,1961
1961,9,0,20,0,0,13,3,29.95028816990934,1962
1962,22,16,0,5,4,13,1,85.85419968690537,1963
1963,16,0,1,17,4,2,2,75.02499585653327,1964
1964,8,25,7,1,0,8,4,48.17031183828861,1965
1965,15,2,4,22,0,7,4,50.20688432634888,1966
1966,1,2,3,7,0,14,7,40.671231580703285,1967
1967,1,1,14,0,0,2,3,24.255879691442903,1968
1968,4,10,0,13,0,9,1,40.51453685708443,1969
1969,0,8,11,1,0,1,3,30.447449446441098,1970
1970,1,23,12,0,0,6,3,29.89575392538839,1971
1971,3,38,9,19,1,6,3,87.59769594760003,1972
1972,5,22,3,0,4,12,4,77.50414661988253,1973
1973,12,25,2,16,1,5,7,86.24919690740424,1974
1974,0,11,1,19,0,12,1,36.16902179466117,1975
1975,12,11,4,11,0,0,5,44.30156238424176,1976
1976,22,11,11,4,0,12,2,52.76106251568159,1977
1977,10,28,13,2,0,2,3,46.10653173992316,1978
1978,14,27,1,6,0,0,1,41.985782050200996,1979
1979,9,3,18,7,1,4,3,88.3264402811848,1980
1980,11,17,2,4,0,5,6,46.20869149885755,1981
1981,6,1,9,0,0,14,2,38.137479891722926,1982
1982,20,8,0,34,0,4,2,43.27990243790777,1983
1983,29,17,11,29,0,2,5,48.361081326762765,1984
1984,2,18,0,2,0,8,0,37.762805202727264,1985
1985,1,3,1,9,0,12,1,39.526933030644464,1986
1986,0,5,12,0,0,9,7,25.25037147188005,1987
1987,0,5,2,20,4,0,4,72.17805261393636,1988
1988,17,25,17,0,0,7,7,39.785753097515055,1989
1989,0,4,5,2,0,16,1,37.756047759091906,1990
1990,16,19,2,0,0,2,6,31.094560913630943,1991
1991,28,0,15,1,2,1,4,73.63556565789737,1992
1992,12,0,8,16,0,8,7,39.77213423075037,1993
1993,5,16,12,21,0,2,2,46.12018143397185,1994
1994,10,21,2,1,0,8,4,46.26316623237851,1995
1995,0,15,14,1,0,9,2,36.85011981984432,1996
1996,0,29,3,31,2,5,6,75.80825148944034,1997
1997,1,0,10,17,0,1,6,26.129032993336388,1998
1998,5,19,12,0,0,2,3,32.23881859041803,1999
1999,13,27,0,7,0,7,3,42.37400461506077,2000
2000,4,12,3,25,0,6,7,46.92390659075817,2001
2001,1,12,7,2,0,2,7,35.835167839850946,2002
2002,0,35,12,6,0,0,5,33.27416049813881,2003
2003,1,18,13,9,0,1,4,37.25196124805699,2004
2004,14,23,0,1,0,3,1,38.28722284724133,2005
2005,4,3,8,1,0,1,7,39.87426315325712,2006
2006,7,21,8,9,0,2,5,45.180231799383584,2007
2007,9,43,12,0,0,1,2,33.71011254421409,2008
2008,3,8,2,25,1,9,6,85.21393817208792,2009
2009,28,9,0,0,4,6,4,71.91250808970379,2010
2010,2,0,10,23,0,9,5,37.80366681018443,2011
2011,1,0,3,4,0,6,7,28.57431406211235,2012
2012,7,7,9,10,5,2,3,88.31964554762689,2013
2013,17,5,11,0,0,1,7,32.742880723160276,2014
2014,3,15,2,22,0,3,7,44.19259427169266,2015
2015,1,36,14,3,0,13,6,44.07003597855135,2016
