,character,nose,mouth,eyes,earrings,neck,whiskers,hat,burned,Rarity score,Token Id
1147,Stuart,Dark,Frown,Bandit Mask,None,Black Necklace,No Whiskers,Halo,Not Burned,65.519573644577,1147
1148,Stuart,Tiny,Frown,Closed,None,Plain,Whiskers,Construction Hat,Burned,21.451050307569627,1148
1149,Simon,Tiny,Big Frown,Looking Left,None,Plain,Whiskers,No Hat,Burned,2.215686879788111,1149
1150,Stuart,Normal,Big Frown,Closed,None,Plain,Big Whiskers,Halo,Not Burned,46.07000199769537,1150
1151,Reepicheep,Tiny,Small Smile,Crazy,Bar,Plain,Tiny Whiskers,Construction Hat,Not Burned,70.21703374023795,1151
1152,Templeton,Tiny,Straight,Looking Left,None,Plain,Tiny Whiskers,No Hat,Not Burned,18.92829414659855,1152
1153,Simon,Dark,Smile,Looking Right,None,Red Necklace,Big Whiskers,No Hat,Not Burned,45.213443795930466,1153
1154,Simon,Normal,Straight,3D Glasses,Flower,Plain,Tiny Whiskers,No Hat,Not Burned,56.77762346883838,1154
1155,Common,Normal,Small Smile,Looking Up,None,Fancy,Whiskers,No Hat,Not Burned,31.393336398593185,1155
1156,Stuart,Big,Frown,Looking Right,Bar,Plain,Whiskers,Soldier,Not Burned,60.680344062469075,1156
1157,Simon,Tiny,Smile,Crosseyed,None,Black Necklace,Big Whiskers,No Hat,Burned,35.072293564067344,1157
1158,Common,Big,Small Smile,Closed,None,Plain,Tiny Whiskers,No Hat,Burned,11.443079631744494,1158
1159,Matthias,Big,Big Smile,Looking Right,None,Plain,Tiny Whiskers,Construction Hat,Burned,23.5615212345331,1159
1160,Templeton,No Nose,Big Smile,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,12.661277256050083,1160
1161,Reepicheep,Normal,Big Frown,Looking Up,None,Black Necklace,Whiskers,Cheese,Not Burned,48.68625023146086,1161
1162,Reepicheep,Dark,Big Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Burned,7.8612131748824785,1162
1163,Stuart,No Nose,Big Frown,Looking Left,None,Plain,Tiny Whiskers,No Hat,Burned,6.791410291338417,1163
1164,Jerry,Big,Straight,Looking Up,None,Plain,Whiskers,Cheese,Not Burned,28.668361074350575,1164
1165,Common,Tiny,Straight,Looking Left,None,Red Necklace,Whiskers,No Hat,Not Burned,31.017441503604037,1165
1166,Reepicheep,Tiny,Small Smile,Looking Left,None,Black Necklace,No Whiskers,No Hat,Not Burned,45.10136347184001,1166
1167,Stuart,Normal,Small Smile,Sunglasses,None,Plain,Big Whiskers,Karate Kid,Not Burned,43.525754390604696,1167
1168,Simon,Normal,Big Smile,Looking Left,None,Plain,No Whiskers,Soldier,Not Burned,44.28832712194893,1168
1169,Matthias,Dark,Big Frown,Looking Right,None,Plain,Whiskers,No Hat,Not Burned,13.113093847170381,1169
1170,Stuart,Tiny,Straight,Looking Right,None,Plain,Big Whiskers,Elvis,Burned,30.486323990477487,1170
1171,Common,Normal,Smile,Looking Right,None,Plain,Whiskers,No Hat,Burned,0.4446218156321166,1171
1172,Alvin,Big,Big Smile,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,13.738349025747429,1172
1173,Matthias,No Nose,Smile,Looking Up,None,Plain,No Whiskers,No Hat,Not Burned,26.52896316007925,1173
1174,Simon,Normal,Frown,Crosseyed,None,Plain,Whiskers,Motorcycle Helmet,Not Burned,30.797085544970436,1174
1175,Common,Normal,Smile,Closed,None,Plain,Tiny Whiskers,Construction Hat,Burned,27.031214454549506,1175
1176,Reepicheep,Big,Small Frown,Looking Right,None,Black Necklace,Whiskers,Karate Kid,Not Burned,45.36866428165292,1176
1177,Matthias,Dark,Big Frown,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,13.091417324344548,1177
1178,Reepicheep,Tiny,Smile,Looking Left,None,Black Necklace,Whiskers,Elvis,Not Burned,48.122515252872766,1178
1179,Alvin,Tiny,Big Smile,Looking Left,None,Plain,No Whiskers,No Hat,Burned,17.377726747233307,1179
1180,Stuart,Normal,Small Smile,Crosseyed,None,Plain,Tiny Whiskers,Elvis,Burned,23.680814417000107,1180
1181,Simon,Normal,Frown,Crosseyed,None,Plain,Whiskers,No Hat,Burned,2.6168620081047056,1181
1182,Jerry,Big,Small Frown,Looking Left,Flower,Fancy,Whiskers,Elvis,Not Burned,79.55463918372232,1182
1183,Templeton,Dark,Small Smile,Bandit Mask,None,Plain,Big Whiskers,No Hat,Burned,19.080069241575575,1183
1184,Jerry,Dark,Small Smile,Crosseyed,None,Plain,Whiskers,Karate Kid,Burned,15.881353180602098,1184
1185,Reepicheep,Tiny,Big Smile,Looking Up,None,Plain,Big Whiskers,No Hat,Not Burned,25.07969602529933,1185
1186,Jerry,Big,Small Frown,Looking Right,None,Fancy,Whiskers,No Hat,Not Burned,31.660835642689193,1186
1187,Matthias,Normal,Smile,Bandit Mask,None,Plain,Whiskers,Cheese,Not Burned,34.3858915677403,1187
1188,Reepicheep,Dark,Small Frown,Crosseyed,None,Plain,Big Whiskers,No Hat,Burned,15.024744371827559,1188
1189,Matthias,Tiny,Straight,Looking Left,None,Plain,Big Whiskers,Karate Kid,Burned,30.012804488127042,1189
1190,Reepicheep,Big,Big Smile,Looking Left,None,Red Necklace,Tiny Whiskers,Construction Hat,Not Burned,52.545855951200494,1190
1191,Alvin,Normal,Frown,Looking Up,None,Red Necklace,Tiny Whiskers,No Hat,Not Burned,39.832133681256025,1191
1192,Alvin,Normal,Straight,Looking Up,None,Plain,Whiskers,Construction Hat,Burned,18.946315268016427,1192
1193,Stuart,Dark,Smile,Sunglasses,None,Plain,Big Whiskers,Karate Kid,Burned,33.23314211232257,1193
1194,Alvin,No Nose,Big Frown,Looking Right,None,Plain,Whiskers,Halo,Not Burned,31.075389077766367,1194
1195,Common,Normal,Frown,Looking Right,None,Plain,Whiskers,No Hat,Burned,0.6325641988317237,1195
1196,Common,Normal,Big Smile,Looking Right,None,Plain,Whiskers,No Hat,Burned,0.6253325435796333,1196
1197,Matthias,No Nose,Big Frown,Looking Left,None,Plain,Handlebar,No Hat,Not Burned,28.99029418027055,1197
1198,Jerry,Tiny,Straight,Looking Right,None,Red Necklace,Tiny Whiskers,No Hat,Not Burned,37.64557874657514,1198
1199,Reepicheep,Normal,Straight,Looking Right,None,Fancy,No Whiskers,No Hat,Not Burned,46.0229570315557,1199
1200,Templeton,Dark,Small Smile,Bandit Mask,None,Plain,Big Whiskers,Halo,Not Burned,46.52536337957161,1200
1201,Jerry,Normal,Frown,Crosseyed,None,Gold Chain,Whiskers,No Hat,Not Burned,34.422026707206335,1201
1202,Common,Big,Big Frown,Looking Left,None,Red Necklace,Tiny Whiskers,Construction Hat,Burned,40.97405754035038,1202
1203,Simon,No Nose,Straight,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Burned,8.978062830552638,1203
1204,Simon,Dark,Frown,Bandit Mask,Stud,Plain,Whiskers,No Hat,Not Burned,48.20183248828255,1204
1205,Stuart,Normal,Small Smile,Looking Up,None,Black Necklace,Tiny Whiskers,No Hat,Burned,26.1923766181771,1205
1206,Templeton,Big,Big Frown,Looking Up,None,Red Necklace,Tiny Whiskers,No Hat,Burned,27.110379478002354,1206
1207,Templeton,No Nose,Big Smile,Looking Right,None,Plain,Whiskers,Halo,Not Burned,29.640558855138632,1207
1208,Jerry,Big,Frown,Looking Left,None,Plain,Whiskers,Cheese,Burned,18.122312709248533,1208
1209,Simon,No Nose,Big Smile,Closed,None,Plain,Whiskers,Karate Kid,Not Burned,32.32950351693608,1209
1210,Reepicheep,No Nose,Smile,Looking Left,None,Black Necklace,Tiny Whiskers,No Hat,Burned,27.11767077934168,1210
1211,Common,Dark,Big Smile,Looking Right,None,Red Necklace,No Whiskers,No Hat,Burned,33.9592048724074,1211
1212,Irradiated,Tiny,Smile,Bandit Mask,None,Red Necklace,Whiskers,Cheese,Not Burned,57.5765405839382,1212
1213,Alvin,No Nose,Big Smile,Looking Right,Flower,Plain,Whiskers,No Hat,Burned,35.191386524395284,1213
1214,Matthias,Big,Small Frown,Crazy,None,Plain,Whiskers,Halo,Not Burned,34.67869347342619,1214
1215,Jerry,Big,Small Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Burned,6.708183919363971,1215
1216,Alvin,No Nose,Smile,Looking Right,None,Plain,Whiskers,Soldier,Not Burned,32.27168968316053,1216
1217,Jerry,Tiny,Frown,Looking Right,None,Plain,Tiny Whiskers,Soldier,Not Burned,36.10612540357644,1217
1218,Stuart,Big,Frown,Looking Left,None,Plain,No Whiskers,No Hat,Burned,13.821252961756795,1218
1219,Common,Tiny,Smile,Looking Left,None,Plain,No Whiskers,No Hat,Burned,14.164606673513408,1219
1220,Matthias,No Nose,Big Smile,Looking Left,None,Plain,Whiskers,No Hat,Burned,2.7397813294159796,1220
1221,Common,Big,Frown,Looking Right,None,Plain,Tiny Whiskers,Motorcycle Helmet,Not Burned,34.54120169447198,1221
1222,Stuart,Tiny,Big Smile,Bandit Mask,Stud,Gold Chain,Whiskers,No Hat,Not Burned,69.12573866818809,1222
1223,Jerry,Tiny,Small Frown,Looking Right,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.956026591293778,1223
1224,Reepicheep,Dark,Small Frown,Looking Up,None,Plain,Tiny Whiskers,No Hat,Not Burned,18.303023421712957,1224
1225,Stuart,Normal,Frown,Bandit Mask,Jim Dangles,Fancy,Whiskers,No Hat,Not Burned,68.09580621627028,1225
1226,Reepicheep,Dark,Small Frown,Looking Right,None,Plain,Whiskers,Cheese,Burned,19.141524370458367,1226
1227,Simon,No Nose,Small Smile,Closed,None,Plain,Tiny Whiskers,No Hat,Not Burned,24.06050351763773,1227
1228,Alvin,No Nose,Small Smile,Looking Left,None,Plain,Tiny Whiskers,Elvis,Not Burned,36.83612262623339,1228
1229,Reepicheep,Big,Small Frown,Looking Up,None,Plain,Big Whiskers,No Hat,Not Burned,24.43639442617176,1229
1230,Templeton,Tiny,Smile,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,12.55285920930472,1230
1231,Common,Dark,Big Smile,Looking Up,None,Plain,Whiskers,Soldier,Not Burned,29.449040952218102,1231
1232,Templeton,Big,Small Smile,Looking Right,None,Red Necklace,Whiskers,Halo,Not Burned,48.541668483757,1232
1233,Jerry,Normal,Small Frown,Looking Up,None,Plain,Whiskers,Karate Kid,Not Burned,25.805952520989887,1233
1234,Stuart,Tiny,Small Smile,Looking Left,None,Plain,Handlebar,No Hat,Not Burned,27.266320360335566,1234
1235,Templeton,No Nose,Smile,Crosseyed,None,Plain,Big Whiskers,Elvis,Burned,31.863306044488816,1235
1236,Common,No Nose,Big Frown,Crosseyed,None,Red Necklace,Tiny Whiskers,No Hat,Burned,26.727299209612955,1236
1237,Jerry,Normal,Smile,Looking Up,None,Plain,Tiny Whiskers,Karate Kid,Burned,21.262849456681707,1237
1238,Jerry,Normal,Big Smile,Bandit Mask,None,Plain,Whiskers,No Hat,Not Burned,15.689995045467919,1238
1239,Reepicheep,Normal,Smile,Closed,None,Plain,Whiskers,No Hat,Burned,6.55299599498638,1239
1240,Matthias,Tiny,Small Smile,Crosseyed,None,Plain,Whiskers,No Hat,Burned,3.1120226123773813,1240
1241,Reepicheep,Tiny,Small Smile,Bandit Mask,None,Plain,Whiskers,No Hat,Not Burned,16.188833468741283,1241
1242,Jerry,Dark,Small Frown,Looking Left,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.92716323580627,1242
1243,Stuart,Dark,Straight,Crosseyed,None,Plain,Whiskers,No Hat,Burned,1.4602384413646967,1243
1244,Matthias,Tiny,Smile,Crosseyed,None,Plain,Whiskers,Cheese,Burned,20.47519928442269,1244
1245,Jerry,Normal,Straight,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,11.663701993031037,1245
1246,Matthias,Tiny,Straight,Crosseyed,None,Black Necklace,Big Whiskers,Karate Kid,Burned,49.97281510817935,1246
1247,Jerry,Big,Straight,Looking Up,None,Plain,No Whiskers,Bane,Not Burned,43.06677374830824,1247
1248,Reepicheep,Big,Big Frown,Looking Up,None,Red Necklace,Whiskers,No Hat,Burned,20.482062592248738,1248
1249,Stuart,No Nose,Small Frown,Looking Right,None,Black Necklace,No Whiskers,Construction Hat,Not Burned,59.63994957761898,1249
1250,Common,Dark,Big Frown,Crosseyed,None,Black Necklace,Whiskers,Elvis,Not Burned,47.64907527633889,1250
1251,Jerry,Normal,Big Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,0.8782983502338857,1251
1252,Simon,Big,Small Frown,Looking Left,None,Plain,Tiny Whiskers,Elvis,Not Burned,34.93876045104815,1252
1253,Jerry,Dark,Small Frown,Looking Up,None,Gold Chain,Big Whiskers,No Hat,Burned,36.575809504261485,1253
1254,Stuart,Tiny,Small Frown,Looking Up,None,Black Necklace,Big Whiskers,Construction Hat,Not Burned,59.05449795140956,1254
1255,Common,Tiny,Big Smile,Looking Up,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.439217661153155,1255
1256,Matthias,Big,Smile,Looking Right,None,Red Necklace,Tiny Whiskers,Cheese,Not Burned,55.62851383370315,1256
1257,Stuart,Dark,Smile,Looking Left,None,Plain,Whiskers,Karate Kid,Not Burned,25.49873792440451,1257
1258,Matthias,Dark,Frown,Sunglasses,None,Plain,Tiny Whiskers,No Hat,Not Burned,24.765304715496754,1258
1259,Alvin,Big,Big Frown,Looking Up,None,Plain,Whiskers,No Hat,Not Burned,13.521470626511178,1259
1260,Templeton,Tiny,Small Smile,Looking Left,Stud,Plain,No Whiskers,No Hat,Not Burned,57.27992029964556,1260
1261,Stuart,Dark,Small Frown,Looking Up,None,Gold Chain,Tiny Whiskers,Cheese,Not Burned,57.31987671714804,1261
1262,Common,Big,Straight,Looking Left,None,Fancy,Whiskers,No Hat,Not Burned,31.23795615214403,1262
1263,Simon,No Nose,Smile,Looking Up,None,Red Necklace,Whiskers,No Hat,Not Burned,32.23902451966563,1263
1264,Stuart,Dark,Straight,Looking Right,Jim Dangles,Plain,Whiskers,No Hat,Not Burned,43.87232688906145,1264
1265,Jerry,Big,Straight,Looking Right,None,Plain,Whiskers,No Hat,Not Burned,11.298643918484292,1265
1266,Matthias,Big,Small Smile,Looking Up,None,Plain,Whiskers,No Hat,Not Burned,12.516717568865152,1266
1267,Simon,Dark,Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Not Burned,18.856018817530927,1267
1268,Common,Big,Big Frown,Looking Left,None,Gold Chain,Whiskers,No Hat,Not Burned,32.896878348858664,1268
1269,Stuart,Tiny,Smile,Looking Right,None,Plain,No Whiskers,Construction Hat,Not Burned,40.02014582316837,1269
1270,Alvin,Dark,Small Frown,Looking Right,None,Red Necklace,Whiskers,Construction Hat,Burned,38.72988035920051,1270
1271,Matthias,No Nose,Frown,Looking Right,None,Black Necklace,Whiskers,No Hat,Burned,22.29285277222745,1271
1272,Stuart,No Nose,Straight,Crosseyed,None,Red Necklace,No Whiskers,No Hat,Burned,34.49047639633744,1272
1273,Reepicheep,No Nose,Big Frown,Closed,None,Red Necklace,Whiskers,Halo,Not Burned,53.749412059660074,1273
1274,Stuart,Tiny,Small Smile,Looking Left,None,Plain,Whiskers,No Hat,Burned,0.8132868503650124,1274
1275,Matthias,Normal,Small Frown,Looking Up,None,Plain,Tiny Whiskers,No Hat,Burned,8.656373712019342,1275
1276,Common,Dark,Frown,Crosseyed,None,Fancy,Whiskers,No Hat,Not Burned,32.22821481541311,1276
1277,Simon,Dark,Straight,Looking Up,Bar,Red Necklace,Tiny Whiskers,No Hat,Not Burned,70.39042824315844,1277
1278,Stuart,No Nose,Small Frown,Bandit Mask,None,Plain,Tiny Whiskers,No Hat,Burned,11.088900669667492,1278
1279,Stuart,Dark,Straight,Crosseyed,None,Black Necklace,Whiskers,No Hat,Burned,20.984437134623057,1279
1280,Common,Big,Small Frown,Looking Up,None,Black Necklace,Big Whiskers,Elvis,Burned,49.148953508850326,1280
1281,Simon,No Nose,Straight,Looking Right,None,Black Necklace,Whiskers,Construction Hat,Burned,37.21561942236835,1281
1282,Jerry,Normal,Big Frown,Looking Up,None,Fancy,No Whiskers,No Hat,Burned,34.826544949290664,1282
1283,Alvin,Big,Small Smile,Looking Up,None,Black Necklace,Whiskers,Karate Kid,Not Burned,47.35636482968214,1283
1284,Reepicheep,No Nose,Frown,Crosseyed,None,Fancy,Whiskers,No Hat,Not Burned,33.045070313011514,1284
1285,Matthias,Normal,Big Smile,Looking Up,None,Plain,Whiskers,No Hat,Burned,2.5518150874926766,1285
1286,Common,Big,Big Smile,Looking Right,None,Plain,No Whiskers,No Hat,Burned,13.734508180451293,1286
1287,Templeton,Tiny,Frown,Looking Up,Bar,Plain,Whiskers,Elvis,Not Burned,60.998417173956966,1287
1288,Jerry,Dark,Small Frown,Looking Right,Stud,Red Necklace,Whiskers,No Hat,Burned,52.13335934538201,1288
1289,Stuart,Big,Smile,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.17901043142096,1289
1290,Simon,Normal,Small Frown,Looking Right,None,Plain,Whiskers,Karate Kid,Burned,16.430767263054253,1290
1291,Jerry,Dark,Big Smile,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Burned,7.886480039883145,1291
1292,Simon,Tiny,Smile,Looking Up,None,Plain,Whiskers,Elvis,Not Burned,29.27192960640547,1292
1293,Alvin,No Nose,Big Frown,Crosseyed,None,Black Necklace,No Whiskers,No Hat,Burned,37.06372904950946,1293
1294,Stuart,Dark,Smile,Looking Left,None,Plain,Tiny Whiskers,No Hat,Burned,6.878131576128322,1294
1295,Stuart,Normal,Big Frown,Crazy,None,Gold Chain,Big Whiskers,Karate Kid,Not Burned,65.56663848499083,1295
1296,Stuart,Dark,Small Smile,Crosseyed,None,Plain,No Whiskers,Cheese,Not Burned,42.633084550782975,1296
1297,Common,Big,Frown,Looking Left,None,Red Necklace,Tiny Whiskers,No Hat,Burned,25.939446593110304,1297
1298,Common,Tiny,Big Frown,Looking Up,None,Plain,Tiny Whiskers,No Hat,Burned,6.747993256070595,1298
1299,Reepicheep,No Nose,Big Smile,Looking Left,None,Plain,Tiny Whiskers,Karate Kid,Burned,22.021879201010172,1299
1300,Stuart,Normal,Small Smile,Looking Right,None,Plain,Big Whiskers,No Hat,Burned,13.4633856944538,1300
1301,Stuart,Big,Straight,Crosseyed,Flower,Plain,No Whiskers,Cheese,Not Burned,73.58142212725807,1301
1302,Templeton,Normal,Smile,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,12.307083114365135,1302
1303,Alvin,Big,Straight,Crazy,None,Plain,Big Whiskers,No Hat,Not Burned,31.755104505609015,1303
1304,Jerry,No Nose,Straight,Looking Right,None,Plain,Whiskers,No Hat,Burned,1.3698928396011614,1304
1305,Jerry,Dark,Big Smile,Looking Up,None,Plain,Whiskers,No Hat,Not Burned,11.808280479498206,1305
1306,Stuart,Normal,Small Smile,Closed,None,Plain,Whiskers,Motorcycle Helmet,Not Burned,33.995588683256635,1306
1307,Common,Normal,Small Smile,Looking Right,None,Black Necklace,Whiskers,Construction Hat,Not Burned,45.74449663473518,1307
1308,Stuart,Normal,Small Smile,Looking Up,None,Plain,Whiskers,No Hat,Burned,0.5530250387202176,1308
1309,Jerry,No Nose,Small Frown,Looking Left,None,Plain,No Whiskers,No Hat,Burned,14.753723106427637,1309
1310,Stuart,Big,Straight,Crosseyed,None,Plain,No Whiskers,Halo,Not Burned,41.77653503246588,1310
1311,Reepicheep,Normal,Small Frown,Looking Left,None,Plain,Whiskers,Soldier,Not Burned,30.095958555904158,1311
1312,Simon,Dark,Smile,Bandit Mask,None,Plain,Whiskers,No Hat,Not Burned,16.824910634877792,1312
1313,Stuart,Normal,Frown,Crosseyed,None,Plain,Whiskers,No Hat,Not Burned,11.638427171164789,1313
1314,Stuart,Dark,Frown,Looking Up,None,Plain,Big Whiskers,No Hat,Not Burned,24.299074343483287,1314
1315,Jerry,Big,Smile,Looking Left,None,Fancy,No Whiskers,No Hat,Not Burned,44.96408928946147,1315
1316,Reepicheep,Big,Straight,Crosseyed,None,Plain,Whiskers,No Hat,Not Burned,12.104679959968758,1316
1317,Reepicheep,Dark,Big Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.5072252079230581,1317
1318,Templeton,Normal,Straight,Looking Left,None,Fancy,Tiny Whiskers,Construction Hat,Burned,43.89060210343185,1318
1319,Alvin,Big,Big Smile,Looking Up,None,Fancy,Whiskers,No Hat,Burned,23.68794595673027,1319
1320,Stuart,Big,Smile,Looking Left,None,Plain,Tiny Whiskers,No Hat,Burned,6.2528471220716435,1320
1321,Simon,Big,Big Smile,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.7710990562027962,1321
1322,Common,No Nose,Straight,Crosseyed,Bar,Plain,Big Whiskers,No Hat,Not Burned,56.36918379324448,1322
1323,Jerry,Dark,Smile,Crosseyed,Flower,Plain,Tiny Whiskers,No Hat,Not Burned,49.553367310976945,1323
1324,Templeton,Big,Big Frown,Looking Right,None,Plain,Whiskers,Motorcycle Helmet,Not Burned,29.611654291279816,1324
1325,Alvin,No Nose,Small Frown,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,14.287719010988045,1325
1326,Simon,Dark,Small Smile,Crosseyed,None,Plain,Big Whiskers,Elvis,Not Burned,42.633138049841776,1326
1327,Common,Normal,Big Smile,Looking Up,None,Black Necklace,Tiny Whiskers,No Hat,Not Burned,36.71679763026292,1327
1328,Common,No Nose,Frown,Looking Up,None,Plain,No Whiskers,No Hat,Burned,14.265809703314487,1328
1329,Templeton,Normal,Small Frown,Looking Left,None,Plain,Big Whiskers,No Hat,Not Burned,25.35079103682978,1329
1330,Stuart,No Nose,Small Frown,Looking Right,None,Plain,Whiskers,Cheese,Burned,18.295844917029743,1330
1331,Simon,Tiny,Straight,Sunglasses,None,Plain,Big Whiskers,No Hat,Not Burned,31.209302811249984,1331
1332,Common,Tiny,Big Frown,Looking Left,None,Plain,Big Whiskers,Construction Hat,Not Burned,39.25398852893423,1332
1333,Simon,Normal,Small Frown,Bandit Mask,None,Plain,Whiskers,No Hat,Not Burned,16.75622673918203,1333
1334,Jerry,Big,Big Smile,Bandit Mask,None,Plain,Whiskers,No Hat,Not Burned,15.30328864417077,1334
1335,Common,Dark,Big Frown,Looking Left,None,Black Necklace,Whiskers,No Hat,Burned,20.163992734456546,1335
1336,Stuart,Dark,Small Smile,Crosseyed,None,Plain,Big Whiskers,No Hat,Not Burned,24.606261467526977,1336
1337,Stuart,Normal,Frown,Looking Up,None,Black Necklace,Handlebar,Halo,Not Burned,63.62958047836729,1337
1338,Templeton,Normal,Small Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.9734906420816285,1338
1339,Matthias,Normal,Small Smile,Looking Up,None,Black Necklace,Tiny Whiskers,No Hat,Burned,28.05368354673438,1339
1340,Common,Tiny,Big Smile,Looking Left,None,Plain,Whiskers,No Hat,Burned,0.849411140033845,1340
1341,Reepicheep,No Nose,Straight,Looking Left,None,Plain,Tiny Whiskers,Halo,Burned,24.81214436676324,1341
1342,Stuart,Tiny,Small Frown,Looking Up,None,Plain,Whiskers,Karate Kid,Not Burned,25.661396086698424,1342
1343,Jerry,Normal,Big Smile,Crosseyed,None,Plain,No Whiskers,Elvis,Burned,31.58861020616269,1343
1344,Matthias,Normal,Big Smile,Looking Up,None,Plain,Big Whiskers,Karate Kid,Not Burned,40.161124205812044,1344
1345,Reepicheep,Normal,Straight,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.550589097114507,1345
1346,Common,Normal,Big Smile,Crosseyed,None,Black Necklace,Whiskers,No Hat,Not Burned,31.0536258039749,1346
1347,Matthias,Big,Big Frown,Looking Up,None,Plain,No Whiskers,Halo,Not Burned,42.90414125072445,1347
1348,Matthias,Normal,Small Smile,Looking Left,None,Plain,Big Whiskers,Construction Hat,Not Burned,41.03571364715573,1348
1349,Simon,Big,Small Smile,Bandit Mask,None,Plain,Whiskers,No Hat,Not Burned,16.243029839900274,1349
1350,Matthias,Dark,Big Frown,Crosseyed,None,Plain,Tiny Whiskers,No Hat,Not Burned,19.643952403548262,1350
1351,Templeton,Big,Frown,Looking Right,None,Red Necklace,Whiskers,No Hat,Not Burned,31.72946134233347,1351
1352,Jerry,Big,Big Frown,Looking Left,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.11034749822812,1352
1353,Reepicheep,No Nose,Straight,Looking Up,None,Plain,Tiny Whiskers,No Hat,Not Burned,18.328280888556638,1353
1354,Simon,Normal,Big Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,1.9554044568579037,1354
1355,Stuart,Dark,Small Smile,Looking Left,None,Plain,Whiskers,No Hat,Burned,0.8060501404046374,1355
1356,Stuart,Tiny,Small Frown,Looking Right,None,Plain,Tiny Whiskers,No Hat,Burned,7.076897038405308,1356
1357,Stuart,No Nose,Small Frown,Bandit Mask,None,Gold Chain,No Whiskers,No Hat,Not Burned,51.34993884123236,1357
1358,Common,Big,Big Frown,Looking Up,None,Gold Chain,Whiskers,No Hat,Burned,22.394047488249587,1358
1359,Jerry,Dark,Smile,Looking Right,None,Plain,Tiny Whiskers,No Hat,Not Burned,17.778925360914464,1359
1360,Reepicheep,Normal,Small Smile,Looking Right,None,Plain,Whiskers,Karate Kid,Burned,15.617561030505072,1360
1361,Simon,Dark,Straight,Looking Left,None,Plain,Tiny Whiskers,No Hat,Not Burned,19.094587835143802,1361
1362,Stuart,Normal,Big Frown,Crosseyed,None,Plain,Whiskers,No Hat,Burned,0.9397672305096068,1362
1363,Reepicheep,Normal,Smile,Bandit Mask,None,Plain,Whiskers,No Hat,Not Burned,15.8996587728002,1363
1364,Jerry,Normal,Small Smile,Bandit Mask,Flower,Black Necklace,Tiny Whiskers,No Hat,Not Burned,72.54778945318702,1364
1365,Simon,Normal,Small Smile,Crosseyed,None,Plain,Whiskers,Elvis,Not Burned,29.52129097645722,1365
1366,Templeton,No Nose,Small Frown,Closed,None,Plain,Whiskers,Halo,Not Burned,34.85573144446184,1366
1367,Templeton,Tiny,Frown,Looking Up,None,Plain,Tiny Whiskers,No Hat,Not Burned,18.841571776628367,1367
1368,Reepicheep,Dark,Big Frown,Looking Left,None,Plain,Whiskers,No Hat,Burned,1.521694656711336,1368
1369,Jerry,Big,Big Smile,Looking Right,None,Plain,Whiskers,No Hat,Not Burned,11.219139104525135,1369
1370,Templeton,No Nose,Big Frown,Looking Left,None,Plain,Whiskers,Construction Hat,Burned,17.215104010736614,1370
1371,Common,Dark,Smile,Looking Up,None,Fancy,Whiskers,No Hat,Not Burned,31.58853790365005,1371
1372,Matthias,Dark,Big Frown,Looking Left,None,Red Necklace,Whiskers,Karate Kid,Burned,36.44934574373268,1372
1373,Jerry,No Nose,Frown,Looking Right,None,Plain,Tiny Whiskers,Elvis,Burned,23.973592824646158,1373
1374,Jerry,Big,Big Smile,Crosseyed,None,Plain,Whiskers,No Hat,Not Burned,11.63479598338831,1374
1375,Common,Dark,Frown,Looking Up,None,Plain,Whiskers,No Hat,Burned,0.8349608548217098,1375
1376,Simon,Big,Small Smile,Looking Up,Stud,Fancy,Whiskers,Construction Hat,Burned,68.51854220839004,1376
1377,Reepicheep,Big,Big Smile,Looking Up,None,Red Necklace,Whiskers,No Hat,Not Burned,31.172912840536597,1377
1378,Alvin,Normal,Straight,Closed,None,Plain,No Whiskers,No Hat,Not Burned,32.947706323883935,1378
1379,Alvin,Dark,Small Frown,Looking Left,None,Plain,Whiskers,No Hat,Not Burned,14.352768107977376,1379
1380,Common,No Nose,Frown,Closed,None,Plain,Whiskers,No Hat,Burned,6.032542875362879,1380
1381,Simon,Dark,Small Frown,Bandit Mask,None,Red Necklace,Tiny Whiskers,Karate Kid,Burned,46.46743750460256,1381
