,S-Karrots,Top,Item,Shirt,Face,Fur,Faction,Claimed,Rarity score,Token Id
601,0,Tuft Seafoam,None,Track Suit Yellow,Big Eyes,OG Seafoam,Rogue Jumpers,None,13.625249637907894,601
602,0,Tuft Black,Bolt Cutter Red,Varsity Jacket Purple,OG,OG Green,Rogue Jumpers,None,14.343361704452443,602
603,0,Bucket Hat Black,Sledgehammer Metal,Cyphersuit Black,Big Eyes,Cypher Seafoam,Cypher Buns,None,25.096307445188692,603
604,0,Poofball Yellow,Katana,Varsity Jacket Red,OG,OG Onyx,Rogue Jumpers,None,14.26693887371523,604
605,4011.53,Bucket Hat Purple,Flamethrower Red,Cypher Suit Orange,OG,Cypher Yellow,Cypher Buns,None,52.60754684812466,605
606,0,Balaclava Black,Molotov Cocktail,Cypher Suit White,OG,Cypher Green,Cypher Buns,None,17.0772836442351,606
607,0,Bowler Hat Black,Spray Paint White,Big Logo Tee Red,Hypnotized,Paintbomb Onyx,Punk Bunnis,None,30.177462693354578,607
608,0,Captain Hat White,Molotov Cocktail,Varsity Jacket Red,Big Eyes,OG Blue,Rogue Jumpers,None,22.952769805707053,608
609,0,Hockey Mask Black,None,Cypher Suit Red,OG,Cypher Gold,Cypher Buns,None,7.703690215179043,609
610,0,Beanie Gray,Brass Knuckles,Torn Tee Gray,Green Mutant Eyes,Mutant Fiend Gray,Mutant,None,32.78906559660776,610
611,0,Half Shaved White,Paint Sprayer,Hoodie White,OG,OG White,Hare Raisers,None,12.031854036214538,611
612,0,Poofball Brown,Skateboard AMGI,Small Logo Tee Brown,Hypnotized,Bar Fight Blue,Hare Raisers,None,23.96091481902216,612
613,0,Bowler Hat White,Spray Paint Yellow,Robe Blue,Big Eyes,OG Yellow,Playboyz,None,25.15741568953029,613
614,0,Spikey Blue,None,Cyphersuit Black,OG,Femme Red,Cypher Buns,None,7.586675056374323,614
615,0,Half Shaved Pink,Microphone,Big Logo Tee Gray,OG Gold Teeth,Polkadot Pink,Punk Bunnis,None,32.61615839804382,615
616,0,Poofball Red,Boxing Gloves Red,Track Suit Blue,OG,Paintbomb White,Rogue Jumpers,None,15.31559599702953,616
617,4357.28,Spikey Yellow,None,Hoodie Gray,Big Eyes,Bar Fight Blue,Hare Raisers,None,47.39958395852339,617
618,0,Hockey Mask Black,None,Robe Blue,Decayed Teeth,OG Onyx,Playboyz,None,18.640500993875225,618
619,0,Fez Red,Cigarette,Shirtless,OG,OG Green,Punk Bunnis,None,18.187412272967933,619
620,0,Poofball Black,None,Robe White,Hypnotized,Tatted Purple,Playboyz,None,17.275853047627816,620
621,0,Half Shaved White,Grenade Launcher,Robe Pink Leopard,Hypnotized,OG Orange,Playboyz,None,27.112495484830745,621
622,0,Bucket Hat Red,Fiat Bag,Tee Purple,Stoner Gold Teeth,Polkadot Blue,Bunners,None,30.34534448766394,622
623,0,Bowler Hat Black,Vapebox,Cypher Suit Silver,Big Eyes,Cypher Onyx,Cypher Buns,None,25.81425449445173,623
624,1017.54,Fez Red,Spray Paint Purple,Cypher Suit Purple,Hypnotized,Cypher Orange,Cypher Buns,None,65.73214088778724,624
625,0,Half Shaved Pink,Extinguisher Red,Hoodie Black,OG,OG Gray,Hare Raisers,None,10.534847118273031,625
626,0,Pompadour White,Boxing Gloves Red,Track Suit Blue,OG,Femme Red,Rogue Jumpers,None,15.738179295161093,626
627,0,Balaclava Red,Molotov Cocktail,Military Vest Red,OG,Tatted Blue,Hare Raisers,None,12.373002273092109,627
628,0,Ponytail Brown,None,Suit Gray,Decayed Teeth,Femme Green,Playboyz,None,19.755487160650407,628
629,0,Pompadour Red,None,Varsity Jacket Blue,OG,OG Gray,Rogue Jumpers,None,3.788309831083489,629
630,0,Hockey Mask Gold,Extinguisher Red,Torn Tee Black,Green Mutant Eyes,Mutant Lizard Seafoam,Mutant,None,33.79713898596523,630
631,0,Bandana Black,Acme Bomb,Robe White,OG Gold Teeth,OG Gray,Playboyz,None,26.389509274754268,631
632,0,Tuft Blue,Katana,Torn Tee Blue,Mutant Ghoul Eyes,Mutant Lizard Blue,Mutant,None,33.02835339222591,632
633,0,Bandana Blue,Carrot Dagger,Varsity Jacket Red,OG,OG Gray,Rogue Jumpers,None,13.161987487334596,633
634,0,Ponytail Seafoam,Brass Knuckles,Flannel Purple,Stoner Gold Teeth,OG White,Bunners,None,27.025764573479904,634
635,0,Dad Hat Blue,Skateboard Defer,WAGMI Tee Gray,Big Eyes,OG Green,Hare Raisers,None,20.804276081696155,635
636,0,Tuft Brown,Boxing Gloves Red,Varsity Jacket Purple,Hypnotized,Tatted Purple,Rogue Jumpers,None,26.9951795092073,636
637,2551.31,Poofball Yellow,None,Cypher Suit Blue,OG,Cypher Gray,Cypher Buns,None,43.31122016165478,637
638,0,Spikey Blue,Paintball Gun Pink,Military Vest Seafoam,Dead Eyes,Bar Fight Gray,Hare Raisers,None,29.240759217719148,638
639,0,Samurai Helmet Red,BTC Bag,Robe Pink Leopard,Blue Laser Eyes,Paintbomb Onyx,Playboyz,None,32.99810637996629,639
640,0,Beanie Blue,None,Track Suit Blue,Decayed Teeth,Polkadot Seafoam,Rogue Jumpers,None,19.892870977972965,640
641,804.21,Bucket Hat White,Fiat Bag,Shirtless,Hypnotized,Bar Fight Seafoam,Punk Bunnis,None,66.80118445351813,641
642,0,Beanie Pink,Carrot Dagger,Tee Seafoam,Stoner Gold Teeth,Bar Fight Gray,Bunners,None,28.125524388484934,642
643,3486.78,Balaclava Green,Spray Paint Blue,Punk Jacket Orange,Decayed Teeth,OG Blue,Punk Bunnis,None,68.7510039424136,643
644,0,Bowler Hat Black,None,WAGMI Tee Gray,OG,OG Gray,Hare Raisers,None,0.6619685053069069,644
645,1608.38,Beanie Black,Acme Bomb,Robe Red,Blue Laser Eyes,OG Green,Playboyz,None,67.34596990372066,645
646,3244.76,Samurai Helmet Red,Paintball Gun Red,Cypher Suit Red,Big Eyes,Cypher Onyx,Cypher Buns,None,62.687823609917395,646
647,0,Hockey Mask Bloody,Acme Bomb,Track Suit Blue,OG,OG Onyx,Rogue Jumpers,None,14.643663773177662,647
648,0,Pompadour Black,Skateboard Defer,Punk Jacket Red,Decayed Teeth,Femme Orange,Punk Bunnis,None,33.028632998483076,648
649,6258.38,Tuft Red,Spray Paint Yellow,Punk Jacket Orange,Decayed Teeth,OG Green,Punk Bunnis,None,68.36410158594526,649
650,0,Ponytail Brown,Boxing Gloves Red,Varsity Jacket Pink,Decayed Teeth,Paintbomb White,Rogue Jumpers,None,28.95535060986007,650
651,0,Balaclava Black,Whiskey Glass,Hawaiian Orange,OG,OG Gray,Playboyz,None,12.301431805717677,651
652,0,Bandana Japan,None,Small Logo Tee Black,OG,OG Gray,Hare Raisers,None,0.616142198132695,652
653,0,HockeyMask Defer,Katana,Cypher Suit Seafoam,Big Eyes,Cypher Yellow,Cypher Buns,None,24.963978261560722,653
654,0,Fez Red,Bolt Cutter Red,Cypher Suit Purple,Big Eyes,Cypher Brown,Cypher Buns,None,23.48234895602274,654
655,7160.69,Beanie Purple,Extinguisher Defer,Suit Black,Big Eyes,Tatted Purple,Playboyz,None,59.541493516562994,655
656,0,Bandana Japan,None,Track Suit Yellow,OG,OG Gray,Rogue Jumpers,None,3.2230319510989336,656
657,0,Half Shaved Yellow,Cigar,Hawaiian Orange,OG,OG Red,Playboyz,None,14.618258820276028,657
658,0,Ponytail Seafoam,Molotov Cocktail,WAGMI Tee Gray,OG,Femme Onyx,Hare Raisers,None,12.765008528865035,658
659,0,Bucket Hat Blue,None,Military Vest White,Big Eyes,Paintbomb Onyx,Hare Raisers,None,11.553077331360523,659
660,7171.32,Pompadour Yellow,Molotov Cocktail,Varsity Jacket Purple,OG,OG Orange,Rogue Jumpers,None,51.447070658172734,660
661,0,Bowler Hat Black,Chainsaw,Punk Jacket Black,OG,Polkadot Brown,Punk Bunnis,None,17.11815901870388,661
662,0,Poofball Yellow,Sherlock Pipe,Suit Black,OG,Femme White,Playboyz,None,15.38704899007127,662
663,0,Half Shaved Yellow,Skateboard AMGI,Robe Black,Hypnotized,OG Brown,Playboyz,None,26.31313457237605,663
664,0,Pompadour Gray,None,Hoodie Pink,Big Eyes,Paintbomb White,Hare Raisers,None,11.415594962462077,664
665,0,Dad Hat White,Skateboard AMGI,Torn Flannel Brown,Green Mutant Eyes,Mutant Lizard Green,Mutant,None,33.13019492242424,665
666,0,Samurai Helmet Gold,Skateboard Defer,WAGMI Tee White,OG,Polkadot Gold,Hare Raisers,None,14.56743117191073,666
667,2456.91,Balaclava Orange,None,Track Suit Blue,OG,OG Red,Rogue Jumpers,None,41.101834745517564,667
668,0,Half Shaved Yellow,Skateboard AMGI,Suit Silver,Decayed Teeth,Paintbomb Yellow,Playboyz,None,29.78038747798847,668
669,0,Pompadour Red,Skateboard Defer,Small Logo Tee Gray,Big Eyes,Paintbomb Onyx,Hare Raisers,None,21.053743617660956,669
670,0,Half Shaved Brown,Extinguisher Defer,Robe Red,OG Gold Teeth,Femme Silver,Playboyz,None,30.931011047783663,670
671,0,Dad Hat White,Spray Paint Seafoam,Hawaiian Orange,Hypnotized,Tatted Orange,Playboyz,None,27.95755608283625,671
672,0,Bandana Blue,Kitchen Knife,Military Vest Black,OG,OG Red,Hare Raisers,None,11.868907706550587,672
673,0,Bandana Red,Vapebox,Varsity Jacket Red,OG,Bar Fight Blue,Rogue Jumpers,None,16.28321629228689,673
674,0,Ponytail Blue,Sledgehammer Red,Track Suit Blue,Big Eyes,OG Green,Rogue Jumpers,None,24.459811508328556,674
675,0,Balaclava Black,None,Small Logo Tee Gray,Hypnotized,Paintbomb White,Hare Raisers,None,14.826802857519933,675
676,0,Spikey Yellow,Skateboard AMGI,Varsity Jacket Purple,OG,OG Onyx,Rogue Jumpers,None,14.592786841257045,676
677,0,Half Shaved Purple,None,Hoodie Gray,Decayed Teeth,Bar Fight Green,Hare Raisers,None,17.32681937079871,677
678,2291.68,Half Shaved Seafoam,Spray Paint Blue,Big Logo Tee Black,Dead Eyes,Tatted Pink,Punk Bunnis,None,70.71089031766192,678
679,0,Bandana White,Acme Bomb,Varsity Jacket Pink,OG,Tatted Blue,Rogue Jumpers,None,15.504213141881928,679
680,0,Green Plumber Hat,Bolt Cutter Red,Suit Gray,OG,OG Gray,Playboyz,None,11.56847213412813,680
681,1689.49,Captain Hat White,None,Small Logo Tee Brown,OG,OG Gray,Hare Raisers,None,36.57050294933227,681
682,0,Bucket Hat Blue,Brass Knuckles,Small Logo Tee Brown,Big Eyes,Bar Fight Gray,Hare Raisers,None,19.546683584835243,682
683,0,Beanie Black,Brass Knuckles,Cypher Suit Gray,OG,Cypher Green,Cypher Buns,None,16.608857421833314,683
684,0,Bucket Hat Purple,Paintball Gun Pink,Punk Jacket Orange,Blue Laser Eyes,Tatted Pink,Punk Bunnis,None,35.30442820540243,684
685,9.98,Half Shaved Pink,Whiskey Glass,Suit Black,OG,OG Red,Playboyz,None,49.909414670677364,685
686,0,Poofball Seafoam,None,Small Logo Tee Brown,OG,Femme Purple,Hare Raisers,None,2.785307689034685,686
687,0,Dad Hat Brown,None,Cypher Suit White,OG,Cypher Red,Cypher Buns,None,7.408305824968473,687
688,0,Hockey Mask White,Chainsaw,Suit White,Big Eyes,Paintbomb Blue,Playboyz,None,24.006720499348663,688
689,0,Bucket Hat Purple,Brass Knuckles,Tee Blue,Stoner Gold Teeth,Paintbomb Onyx,Bunners,None,28.237515290731857,689
690,0,Ponytail Pink,Sherlock Pipe,Hawaiian Orange,Decayed Teeth,Paintbomb Brown,Playboyz,None,28.950312019725576,690
691,0,Ponytail Black,Carrot Dagger,Robe White,OG,Femme Red,Playboyz,None,15.64176999179323,691
692,0,Hockey Mask Pink,Cigar,Suit Black,OG,OG Gray,Playboyz,None,13.044847971141262,692
693,0,Tuft Red,None,Small Logo Tee Brown,OG,OG Gray,Hare Raisers,None,0.5397531705701202,693
694,0,Spikey Yellow,Chainsaw,Shirtless,OG,OG Orange,Punk Bunnis,None,17.240368054723568,694
695,6667.42,Bowler Hat Black,Acme Bomb,Varsity Jacket Pink,OG,Bar Fight Gray,Rogue Jumpers,None,51.385952680237445,695
696,0,Tuft Red,Chainsaw,Suit White,Big Eyes,OG Purple,Playboyz,None,22.820414263889855,696
697,1524.73,Balaclava Black,Grenade Launcher,Military Vest Red,OG,OG Orange,Hare Raisers,None,48.636878841752804,697
698,0,Poofball Seafoam,Microphone,Punk Jacket Black,OG,Femme Gray,Punk Bunnis,None,17.84611563063733,698
699,74.86,Fez Red,Bolt Cutter Red,Cypher Suit Blue,OG,Cypher Brown,Cypher Buns,None,51.92540793336288,699
700,0,Pompadour Red,Fiat Bag,Varsity Jacket Purple,Decayed Teeth,Femme Red,Rogue Jumpers,None,30.1621624317862,700
701,0,Bandana Red,Spray Paint Red,Robe Blue,Hypnotized,Tatted Pink,Playboyz,None,28.385278238375523,701
702,0,Half Shaved Brown,None,Robe Blue,Big Eyes,Femme Yellow,Playboyz,None,13.849423389265672,702
703,0,Balaclava Red,Cigar,Hawaiian Orange,OG,OG Gray,Playboyz,None,12.999057765660071,703
704,0,Samurai Helmet Red,Paintball Gun Red,Hoodie Pink,Hypnotized,Bar Fight Blue,Hare Raisers,None,26.05349531440736,704
705,0,Bandana Blue,None,Cypher Suit Pink,OG,Cypher Brown,Cypher Buns,None,7.535645703445755,705
706,0,Balaclava Black,Spray Paint Purple,Hoodie Gray,Decayed Teeth,OG Silver,Hare Raisers,None,28.110445857382597,706
707,0,Bowler Hat White,Spray Paint Orange,Hoodie Gray,OG,Paintbomb Blue,Hare Raisers,None,15.203939723346865,707
708,0,Balaclava Pink,Whiskey Glass,Hawaiian Orange,Decayed Teeth,Bar Fight Brown,Playboyz,None,28.222186948759465,708
709,0,Poofball Blue,Boxing Gloves Red,Varsity Jacket Purple,OG,OG Seafoam,Rogue Jumpers,None,15.473490563178306,709
710,0,Ponytail Seafoam,Flamethrower Red,Varsity Jacket Red,OG,Femme Purple,Rogue Jumpers,None,14.796417762114508,710
711,2457.51,Tuft Pink,None,Military Vest Brown,Hypnotized,Tatted Purple,Hare Raisers,None,51.477400203982285,711
712,5714.48,Balaclava Black,Boxing Gloves Red,Varsity Jacket Gold,Decayed Teeth,Paintbomb Brown,Rogue Jumpers,None,65.609824731258,712
713,0,Pompadour Red,Flamethrower Red,Robe Brown Leopard,OG,Femme Onyx,Playboyz,None,15.127546684425546,713
714,1958.24,Balaclava Orange,Molotov Cocktail,Punk Jacket Black,Big Eyes,OG Red,Punk Bunnis,None,60.37646146115052,714
715,0,Poofball Brown,None,Varsity Jacket Red,Big Eyes,Tatted Purple,Rogue Jumpers,None,13.94097000687424,715
716,0,HockeyMask Defer,None,Cypher Suit Pink,OG,Cypher Pink,Cypher Buns,None,7.7036970918960685,716
717,0,Half Shaved Black,Boxing Gloves Red,Varsity Jacket Blue,OG,OG Red,Rogue Jumpers,None,14.455138306130374,717
718,5714.48,Tuft Seafoam,Skateboard Defer,Military Vest Purple,Hypnotized,Bar Fight Blue,Hare Raisers,None,61.28781614040689,718
719,0,Half Shaved White,Sledgehammer Metal,Cypher Suit Gray,OG,Femme Red,Cypher Buns,None,17.316663694765474,719
720,2258.89,Bucket Hat Purple,Kitchen Knife,Cypher Suit Yellow,OG,Cypher Brown,Cypher Buns,None,53.238909660972055,720
721,0,Half Shaved Purple,Kitchen Knife,Torn Flannel Black,Mutant Ghoul Eyes,Mutant Lizard Purple,Mutant,None,33.216743634700386,721
722,0,Ponytail Seafoam,Skateboard Defer,Punk Jacket Black,Big Eyes,Femme Gray,Punk Bunnis,None,25.590149506335873,722
723,0,Half Shaved Purple,None,Big Logo Tee Red,Big Eyes,Paintbomb Brown,Punk Bunnis,None,15.936916019442677,723
724,0,Poofball Seafoam,None,Cypher Suit Pink,OG,Femme Blue,Cypher Buns,None,7.250527013705294,724
725,0,Tuft Red,Whiskey Glass,Suit Black,OG,OG Gray,Playboyz,None,12.092647700303976,725
726,0,Captain Hat Black,Flamethrower Red,Cypher Suit Purple,Big Eyes,Cypher Pink,Cypher Buns,None,23.93545428884779,726
727,0,Bucket Hat Black,Extinguisher Gray,Varsity Jacket Pink,Big Eyes,Paintbomb Onyx,Rogue Jumpers,None,24.24600543389398,727
728,0,Bandana Blue,Spray Paint Orange,Punk Jacket Black,Big Eyes,Paintbomb Onyx,Punk Bunnis,None,26.06364354233038,728
729,0,Half Shaved Purple,Bolt Cutter Red,Suit White,Big Eyes,OG Onyx,Playboyz,None,20.722754495710813,729
730,0,Bandana Blue,Bolt Cutter Red,Cyphersuit Black,OG,Cypher Pink,Cypher Buns,None,15.952079917580189,730
731,0,Pompadour Gray,None,Cypher Suit Silver,Big Eyes,Femme Gray,Cypher Buns,None,15.27500825805285,731
732,0,Tuft Blue,Spray Paint White,Hoodie White,Dead Eyes,OG Purple,Hare Raisers,None,28.80793315573287,732
733,0,Ponytail Purple,Extinguisher Defer,Hoodie Blue,OG,Femme Red,Hare Raisers,None,14.949360828092997,733
734,4592.14,Beanie Gray,Grenade Launcher,Suit Gray,OG,OG Gray,Playboyz,None,48.99316463259565,734
735,4823.80,Pompadour White,Spiked Bat,Shirtless,Big Eyes,Tatted Blue,Punk Bunnis,None,61.91394957975525,735
736,0,Captain Hat Black,Fiat Bag,Puffer Jacket Black,Stoner Gold Teeth,Bar Fight Brown,Bunners,None,28.563309405001323,736
737,4847.75,Bandana Japan,Sherlock Pipe,Robe Black,Big Eyes,OG Seafoam,Playboyz,None,60.02517989560589,737
738,0,Poofball Blue,Sherlock Pipe,Robe Brown Leopard,Hypnotized,OG Red,Playboyz,None,26.903693049212833,738
739,0,Pompadour Orange,Paint Sprayer,Hawaiian Orange,Hypnotized,Bar Fight Yellow,Playboyz,None,27.72337104686112,739
740,0,Bucket Hat Blue,Skateboard Defer,Torn Flannel Blue,Mutant Ghoul Eyes,Mutant Lizard Blue,Mutant,None,33.71568329670289,740
741,0,HockeyMask Defer,None,Punk Jacket Black,OG,OG Gray,Punk Bunnis,None,5.52957837441284,741
742,5193.25,Tuft Brown,Cigarette,Torn Tee Red,Mutant Ghoul Eyes,Mutant Lizard Green,Mutant,None,70.0438093326889,742
743,5587.09,Bowler Hat Brown,Bolt Cutter Red,Varsity Jacket Red,Big Eyes,OG Pink,Rogue Jumpers,None,58.548786265855256,743
744,0,Half Shaved Black,Sherlock Pipe,Hawaiian Orange,Hypnotized,OG Seafoam,Playboyz,None,27.214145070843543,744
745,0,Bucket Hat Blue,Spray Paint Red,Hoodie White,Red Laser Eyes,OG White,Hare Raisers,None,28.31407448150729,745
746,0,Half Shaved White,Boxing Gloves Red,Varsity Jacket Pink,Decayed Teeth,Polkadot Brown,Rogue Jumpers,None,28.558239297175668,746
747,0,Tuft Blue,Molotov Cocktail,Small Logo Tee Black,OG,Bar Fight Gray,Hare Raisers,None,12.291502462544065,747
748,0,Samurai Helmet Red,Molotov Cocktail,Small Logo Tee Purple,Decayed Teeth,Paintbomb Onyx,Hare Raisers,None,27.15836190112839,748
749,0,Bandana Purple,Extinguisher Gray,Hoodie Blue,Big Eyes,Bar Fight Yellow,Hare Raisers,None,22.326650705202937,749
750,0,Poofball Black,Katana,Punk Jacket Black,Green Laser Eyes,Femme Blue,Punk Bunnis,None,33.54277437762049,750
751,0,Half Shaved Pink,Spray Paint White,Small Logo Tee Black,OG Gold Teeth,Femme Onyx,Hare Raisers,None,27.519789403666483,751
752,4235.28,Half Shaved Yellow,Skateboard AMGI,Varsity Jacket Seafoam,Hypnotized,Polkadot Pink,Rogue Jumpers,None,63.914692410286754,752
753,1849.86,Tuft Seafoam,Chainsaw,Big Logo Tee Red,Big Eyes,Polkadot Blue,Punk Bunnis,None,62.27540573212637,753
754,0,Tuft Purple,Brass Knuckles,Military Vest Red,OG,OG Gray,Hare Raisers,None,9.934010921174737,754
755,0,Balaclava Green,Spray Paint Defer,Varsity Jacket Pink,OG Gold Teeth,Tatted Orange,Rogue Jumpers,None,31.648842359392184,755
756,0,Tuft Seafoam,Whiskey Glass,Hawaiian Orange,OG,OG Gray,Playboyz,None,12.240339037203475,756
757,0,Green Plumber Hat,None,Torn Tee Brown,Green Mutant Eyes,Mutant Fiend Seafoam,Mutant,None,23.731710494087043,757
758,0,Tuft Blue,Flamethrower Defer,Varsity Jacket Seafoam,Green Laser Eyes,OG Onyx,Rogue Jumpers,None,32.10710602797234,758
759,0,Dad Hat Blue,None,Military Vest Brown,Hypnotized,Tatted Pink,Hare Raisers,None,15.636385335320604,759
760,3223.67,Green Plumber Hat,None,Suit White,Decayed Teeth,OG White,Playboyz,None,54.37431832980588,760
761,0,Poofball Brown,None,Cypher Suit Purple,OG,Femme Purple,Cypher Buns,None,7.469524663265246,761
762,0,Poofball Black,None,Robe White,Hypnotized,Femme Purple,Playboyz,None,17.535526685788987,762
763,4818.98,Half Shaved Blue,Paintball Gun Green,Small Logo Tee Gray,Decayed Teeth,Paintbomb Yellow,Hare Raisers,None,64.54597100415288,763
764,0,Spikey Yellow,None,Cypher Suit Gray,OG,Cypher Gray,Cypher Buns,None,7.40324432348488,764
765,0,Half Shaved White,Fiat Bag,Track Suit Yellow,Hypnotized,Paintbomb Onyx,Rogue Jumpers,None,27.687723331711815,765
766,0,Hockey Mask Gold,None,Necklace Gold,OG,OG Onyx,Hare Raisers,None,3.024733015243566,766
767,5451.92,Captain Hat Black,Boxing Gloves Red,Track Suit Yellow,OG,OG Gray,Rogue Jumpers,None,48.66187701636153,767
768,0,Balaclava Blue,Bolt Cutter Red,Cypher Suit Blue,OG,Cypher Brown,Cypher Buns,None,15.97752611792763,768
769,0,Green Plumber Hat,Spiked Bat,Cypher Suit Gray,OG,Cypher Pink,Cypher Buns,None,17.69846385012763,769
770,1426.12,Tuft Blue,Bolt Cutter Red,Shirtless,Big Eyes,OG Seafoam,Punk Bunnis,None,60.46304626681663,770
771,994.98,Beanie Purple,None,Military Vest Blue,Big Eyes,Bar Fight Orange,Hare Raisers,None,47.64394472741474,771
772,0,Hockey Mask Pink,None,Cypher Suit Pink,OG,Cypher Seafoam,Cypher Buns,None,7.535630231011009,772
773,0,Poofball Seafoam,None,Robe Black,Big Eyes,Polkadot Brown,Playboyz,None,12.810743168322796,773
774,0,Poofball Seafoam,Grenade Launcher,Torn Flannel Blue,Mutant Ghoul Eyes,Mutant Fiend Red,Mutant,None,32.682143649579295,774
775,0,Bandana Blue,None,Torn Flannel Red,Mutant Ghoul Eyes,Mutant Fiend Purple,Mutant,None,23.77755055773083,775
776,0,Ponytail Seafoam,Whiskey Glass,Suit White,Big Eyes,Femme Red,Playboyz,None,22.927187234072093,776
777,0,Half Shaved Red,Bong ,WAGMI Hoodie Blue,Stoner Gold Teeth,Femme Yellow,Bunners,None,29.02657843532717,777
778,0,Poofball Seafoam,Spray Paint Pink,Military Vest Purple,OG Gold Teeth,OG Orange,Hare Raisers,None,26.796864498275934,778
779,0,Half Shaved Red,Grenade Launcher,Cypher Suit Gold,OG,Femme Brown,Cypher Buns,None,17.454138611089697,779
780,0,Balaclava Red,Boxing Gloves Red,Varsity Jacket Red,Decayed Teeth,Paintbomb Brown,Rogue Jumpers,None,28.598939925679662,780
781,0,Pompadour Blue,Paintball Gun Blue,Suit Silver,Dead Eyes,Paintbomb Onyx,Playboyz,None,32.875915683435956,781
782,5990.30,Hockey Mask Black,None,Cypher Suit Yellow,OG,Cypher Green,Cypher Buns,None,43.906909481574125,782
783,0,Beanie Red,Extinguisher Red,Punk Jacket Black,OG,OG Brown,Punk Bunnis,None,17.357479477567257,783
784,0,Tuft Yellow,None,WAGMI Tee Gray,OG,OG Gray,Hare Raisers,None,0.712890128656494,784
785,0,Tuft Yellow,Extinguisher Gray,Tee Blue,Stoner Gold Teeth,Bar Fight Brown,Bunners,None,29.01649838666438,785
786,0,Poofball Black,Molotov Cocktail,Cypher Suit Yellow,Big Eyes,Femme Pink,Cypher Buns,None,24.73998156173925,786
787,0,Pompadour Blue,Extinguisher Red,Cypher Suit Blue,OG Gold Teeth,Femme Onyx,Cypher Buns,None,31.28740912533401,787
788,0,Poofball Yellow,Extinguisher Red,Torn Tee Brown,Green Mutant Eyes,Mutant Fiend Green,Mutant,None,33.058925274725496,788
789,0,Pompadour Black,Carrot Dagger,Military Vest Blue,Dead Eyes,OG Yellow,Hare Raisers,None,29.480014359020085,789
790,0,Poofball Brown,Flamethrower Red,Torn Tee Gray,Green Mutant Eyes,Mutant Fiend Red,Mutant,None,32.35631630843879,790
791,0,Pompadour White,Chainsaw,Hawaiian Orange,Hypnotized,OG Green,Playboyz,None,26.715268435116784,791
792,0,Tuft Red,None,WAGMI Tee Gray,OG,OG Gray,Hare Raisers,None,0.646688293389834,792
793,265.31,Dad Hat Brown,None,Cypher Suit Pink,OG,Cypher Purple,Cypher Buns,None,43.728681793724796,793
794,0,Fez Red,None,Shirtless,OG,OG Gray,Punk Bunnis,None,5.646715585302496,794
795,0,Beanie Red,None,Military Vest White,OG,Bar Fight Pink,Hare Raisers,None,3.966712289360378,795
796,0,Half Shaved Pink,None,Military Vest Orange,Hypnotized,Polkadot Pink,Hare Raisers,None,15.626210177725886,796
797,1715.47,Ponytail Black,Flamethrower Red,Puffer Jacket Red,Stoner Gold Teeth,Bar Fight Brown,Bunners,None,63.400340202418924,797
798,0,Bandana White,Sherlock Pipe,Suit Black,Decayed Teeth,OG Red,Playboyz,None,28.003315926983248,798
799,0,Tuft Black,Bolt Cutter Red,Cypher Suit Gray,OG,Cypher Gray,Cypher Buns,None,15.697471798243129,799
800,0,Bandana Japan,Acme Bomb,Small Logo Tee Purple,Big Eyes,Tatted Purple,Hare Raisers,None,20.773782693443057,800
801,0,Bandana Black,None,Small Logo Tee Gray,Big Eyes,Bar Fight Brown,Hare Raisers,None,11.018425205896735,801
802,0,Tuft Purple,None,Hawaiian Orange,OG,Bar Fight Orange,Playboyz,None,5.580806566814238,802
803,0,Pompadour Orange,None,WAGMI Hoodie Red,Stoner Gold Teeth,Tatted Purple,Bunners,None,19.205649942379416,803
804,0,Balaclava Orange,Bolt Cutter Red,Hoodie Black,OG,OG Onyx,Hare Raisers,None,10.738565122934371,804
805,0,Tuft Red,Katana,Suit Gray,OG Gold Teeth,Paintbomb Onyx,Playboyz,None,28.756988613623925,805
806,0,Tuft Purple,Katana,Torn Tee Gray,Green Mutant Eyes,Mutant Lizard Red,Mutant,None,33.053825378922994,806
807,0,Half Shaved White,Spray Paint Blue,Big Logo Tee Black,Dead Eyes,Femme Onyx,Punk Bunnis,None,33.80242337811089,807
808,0,Beanie Purple,Flamethrower Red,Cypher Suit Purple,Big Eyes,Cypher Gray,Cypher Buns,None,23.864175475734463,808
809,3271.50,Ponytail Brown,Spiked Bat,Varsity Jacket Pink,OG,Femme Purple,Rogue Jumpers,None,52.81654864398673,809
810,0,Hockey Mask Pink,None,Big Logo Tee Black,OG,OG Gray,Punk Bunnis,None,5.488822165154184,810
811,0,Balaclava Black,Whiskey Glass,Robe White,Dead Eyes,OG Onyx,Playboyz,None,29.62240296482026,811
812,0,Samurai Helmet Red,Chainsaw,Military Vest Black,Dead Eyes,Bar Fight Pink,Hare Raisers,None,28.75194028150341,812
813,5186.73,Balaclava Orange,Boxing Gloves Red,Track Suit Yellow,OG,OG Red,Rogue Jumpers,None,50.23002238146549,813
814,0,Tuft Seafoam,None,Varsity Jacket Blue,Big Eyes,Bar Fight Gray,Rogue Jumpers,None,13.472559828389674,814
815,0,Balaclava Red,Paint Sprayer,Big Logo Tee Blue,OG,Tatted Blue,Punk Bunnis,None,17.545925299546468,815
816,4722.55,Tuft Seafoam,Skateboard Defer,Torn Flannel Black,Mutant Ghoul Eyes,Mutant Lizard Green,Mutant,None,69.78417923718854,816
