,Credit Yield,Credits,Cool,Tech Skill,Attractiveness,Intelligence,Strength,Eyes,Ability,Race,Gender,Class,Status,Rarity score,Token Id
511,Low,443,97,86,86,92,55,Scar,None,Human,Male,Officer,First Citizen,3.9659071115960205,512
512,Low,290,73,28,29,18,44,Angry,None,Human,Male,Chat Support,First Citizen,2.4630071260083186,513
513,Low,297,92,41,78,90,28,Sad,None,Android,Male,Cook,First Citizen,19.92661543463755,514
514,Low,298,98,34,30,48,55,Bloodshot,None,Human,Male,Driver,First Citizen,1.542053196667324,515
515,Low,438,87,85,86,82,61,Focused,None,Human,Male,Developer,First Citizen,3.9662733769880782,516
516,Low,439,79,49,35,17,61,Sad,None,Human,Male,Punk,First Citizen,4.346600976207645,517
517,Low,299,77,47,97,95,55,Grumpy,None,Human,Female,Worker,First Citizen,1.3019741343191653,518
518,Low,297,21,52,40,24,45,Suspicious,None,Mutant,Male,Worker,First Citizen,22.149138546999495,519
519,Low,291,83,50,96,77,48,Demon Eyes,None,Human,Male,Assistant,First Citizen,5.507970212720944,520
520,Mid,587,28,23,39,64,24,Bloodshot,None,Android,Male,Mercenary,First Citizen,43.44970540154799,521
521,Low,441,95,96,16,57,83,Angry,None,Android,Female,Developer,First Citizen,21.00887815528623,522
522,Mid,581,52,96,65,51,60,Cyborg,None,Human,Male,Club Owner,First Citizen,26.752773379498713,523
523,Low,298,99,70,28,17,18,Scar,None,Android,Male,Driver,First Citizen,19.285822033894487,524
524,Low,291,73,14,72,23,32,Focused,None,Mutant,Male,Cook,First Citizen,21.929427082053845,525
525,Mid,872,77,50,51,57,71,Alien,None,Human,Female,Tech Weapon Dealer,First Citizen,26.814469427517174,526
526,Low,293,50,22,53,25,88,Suspicious,None,Android,Female,Driver,First Citizen,18.184348793224714,527
527,Low,294,46,96,94,83,80,Demon Eyes,None,Human,Female,Driver,First Citizen,3.145405973213146,528
528,Low,293,78,89,16,66,25,Cyborg,None,Android,Female,Builder,First Citizen,20.90821740556446,529
529,Low,439,22,47,36,24,29,Sad,None,Mutant,Female,Developer,First Citizen,22.249700276597604,530
530,Mid,581,40,72,86,45,99,Glowing,None,Human,Female,Club Owner,First Citizen,26.65342785201108,531
531,Mid,580,66,66,34,75,12,Bloodshot,None,Human,Female,Samurai,First Citizen,23.74986117150228,532
532,Low,436,12,59,99,50,98,Demon Eyes,None,Mutant,Female,Chef,First Citizen,25.29399008258028,533
533,Low,296,37,71,75,36,54,Grumpy,None,Human,Female,Grunt,First Citizen,1.0017324095463258,534
534,Low,441,96,68,92,87,58,Paranoid,None,Mutant,Male,Club Promoter,First Citizen,23.531692308259018,535
535,Low,292,22,18,17,89,30,Robot,None,Human,Male,Assistant,First Citizen,4.286309302831716,536
536,Mid,585,24,19,50,97,70,Bloodshot,None,Human,Female,Cyberstreet Trader,First Citizen,23.149021551808776,537
537,Low,298,40,93,69,77,45,Focused,None,Human,Female,Assistant,First Citizen,0.9015659324182775,538
538,Low,437,38,25,86,59,58,Tired,None,Human,Male,Developer,First Citizen,4.40643751036844,539
539,Low,442,17,70,43,74,83,Grumpy,Revive,Ape,Female,Nerd,First Citizen,61.04340013148645,540
540,High,1457,86,75,70,76,95,Bloodshot,None,Android,Female,Market Whale,First Citizen,50.51715784221445,541
541,Low,440,47,86,86,49,63,Grumpy,None,Human,Female,Corporate,First Citizen,3.4255968736284346,542
542,Mid,876,75,54,70,78,97,Scar,None,Human,Male,Cyber Ninja,First Citizen,25.972572039010622,543
543,Low,291,35,25,96,97,14,Focused,None,Mutant,Male,Builder,First Citizen,21.588598615630207,544
544,Low,295,71,56,55,72,68,Sad,None,Human,Female,Driver,First Citizen,0.08006573634571622,545
545,Low,296,33,55,15,23,37,Tired,Weapon Check,Ape,Male,Worker,First Citizen,59.66198340489153,546
546,Mid,873,98,97,72,88,67,Angry,Dense,Ape,Female,NFT Artist,First Citizen,82.19288866885096,547
547,Low,292,60,25,19,72,82,Focused,None,Human,Male,Builder,First Citizen,2.082699694174226,548
548,Low,298,54,10,25,96,34,Paranoid,None,Human,Male,Grunt,First Citizen,2.1830836609551576,549
549,Mid,589,34,32,22,46,27,Angry,None,Human,Female,Cyberstreet Trader,First Citizen,24.27069438469801,550
550,Low,292,61,62,22,69,24,Grumpy,None,Android,Male,Bartender,First Citizen,20.547258939934228,551
551,Low,439,97,35,18,38,94,Cyborg,None,Android,Female,Officer,First Citizen,22.29007918398931,552
552,Low,439,43,19,15,45,90,Skeptical,Dense,Human,Female,Developer,First Citizen,38.785235782903946,553
553,Low,438,94,21,88,38,82,Focused,None,Human,Female,Chef,First Citizen,2.845025721479102,554
554,Low,439,59,16,90,50,50,Angry,None,Human,Male,Club Promoter,First Citizen,4.286497153125271,555
555,Low,297,24,44,14,30,13,Skeptical,None,Human,Female,Chat Support,First Citizen,0.3002221213776779,556
556,Mid,586,59,85,80,95,74,Paranoid,None,Albino,Female,Samurai,First Citizen,45.792415714559745,557
557,Low,290,87,73,24,17,34,Grumpy,None,Human,Female,Bartender,First Citizen,0.9815626031814471,558
558,Low,294,70,63,16,14,57,Robot,None,Human,Female,Assistant,First Citizen,2.8046666372254383,559
559,Low,297,67,65,11,91,56,Paranoid,None,Human,Male,Grunt,First Citizen,2.2635943761384567,560
560,Mid,581,22,21,54,60,34,Paranoid,None,Human,Female,Cyberstreet Trader,First Citizen,23.269140155573325,561
561,Mid,879,50,77,95,60,84,Sad,None,Human,Female,Tech Weapon Dealer,First Citizen,24.771387584586037,562
562,Low,295,50,12,61,85,33,Scar,None,Human,Male,Cook,First Citizen,2.423409544701027,563
563,Low,294,35,76,28,60,69,Glowing,Weapon Check,Ape,Male,Assistant,First Citizen,61.843613441137656,564
564,Low,439,53,74,21,95,11,Sad,None,Android,Female,Scavenger,First Citizen,20.6077778972848,565
565,Mid,879,82,98,98,91,99,Suspicious,Shield,Demon,Female,Architect,First Citizen,83.93390980538297,566
566,Low,440,88,98,90,33,61,Sad,None,Android,Female,Corporate,First Citizen,20.88841362247514,567
567,Mid,582,29,33,72,23,17,Skeptical,Ghost Walk,Ape,Female,Tech Runner,First Citizen,81.49205121412218,568
568,Low,294,56,35,90,18,99,Grumpy,None,Android,Female,Driver,First Citizen,18.605193694944166,569
569,Low,299,68,71,41,68,41,Grumpy,None,Human,Male,Worker,First Citizen,2.74351463142024,570
570,Mid,581,41,62,10,95,23,Glowing,None,Android,Male,Tech Runner,First Citizen,45.631384600043695,571
571,Low,435,97,85,73,75,89,Tired,None,Human,Female,Corporate,First Citizen,3.145742349744438,572
572,Mid,587,23,40,42,80,46,Alien,None,Android,Female,Mercenary,First Citizen,43.71001306569487,573
573,Low,294,60,22,26,10,44,Skeptical,None,Human,Female,Chat Support,First Citizen,0.6209402579072758,574
574,Low,291,75,30,59,84,56,Suspicious,None,Human,Female,Builder,First Citizen,0.7216702636882409,575
575,Mid,878,51,77,79,63,92,Demon Eyes,None,Human,Male,Cyber Ninja,First Citizen,29.516664977817932,576
576,Mid,589,50,35,81,41,97,Angry,None,Human,Male,Tech Runner,First Citizen,25.0910275697565,577
577,Mid,584,87,58,54,86,89,Bloodshot,None,Human,Female,Samurai,First Citizen,23.910536701760346,578
578,Low,297,52,69,82,69,21,Tired,None,Human,Female,Assistant,First Citizen,1.1820140858456796,579
579,Low,437,20,68,63,31,36,Bloodshot,None,Android,Male,Punk,First Citizen,22.289614697341342,580
580,Mid,585,18,50,36,38,43,Tired,None,Albino,Female,Samurai,First Citizen,46.47290587812653,581
581,Low,291,96,55,47,50,25,Alien,None,Human,Male,Bartender,First Citizen,4.206134583499925,582
582,Mid,588,49,88,99,21,74,Bloodshot,None,Human,Male,Mercenary,First Citizen,25.131248346664194,583
583,Low,295,39,24,27,53,16,Glowing,None,Android,Female,Builder,First Citizen,22.349985281951447,584
584,Low,293,31,77,65,45,86,Bloodshot,None,Android,Male,Grunt,First Citizen,19.98638300560201,585
585,Low,435,68,85,68,76,72,Suspicious,None,Albino,Male,Officer,First Citizen,25.814051896176366,586
586,Low,295,55,49,84,66,53,Grumpy,None,Human,Female,Grunt,First Citizen,1.101690993809885,587
587,Low,439,75,64,55,35,66,Alien,None,Human,Female,Corporate,First Citizen,4.547546364826308,588
588,Low,292,78,15,35,45,51,Grumpy,None,Human,Female,Grunt,First Citizen,1.3623054976972908,589
589,Low,296,87,68,39,53,20,Sad,None,Mutant,Female,Worker,First Citizen,20.527356100234194,590
590,Mid,589,65,41,55,81,63,Suspicious,None,Mutant,Female,Samurai,First Citizen,42.98957901785945,591
591,Low,293,78,26,69,91,37,Focused,None,Human,Female,Cook,First Citizen,1.1422182884384176,592
592,High,1456,80,84,82,89,71,Scar,None,Human,Female,Market Whale,First Citizen,32.381049005931715,593
593,Low,297,30,79,55,84,70,Sad,None,Human,Male,Worker,First Citizen,2.1029487489457597,594
594,Low,297,91,85,33,61,99,Alien,None,Human,Female,Assistant,First Citizen,2.564825392961949,595
595,Mid,586,17,10,15,95,60,Paranoid,None,Mutant,Female,Tech Runner,First Citizen,43.209408842380824,596
596,Mid,872,96,85,78,79,50,Sad,None,Human,Female,Cyber Ninja,First Citizen,24.471214998843948,597
597,Low,297,61,45,43,65,63,Suspicious,Hard Gut,Human,Male,Assistant,First Citizen,37.242867058146025,598
598,Low,299,78,14,29,43,84,Skeptical,None,Human,Male,Worker,First Citizen,2.7039563810796063,599
599,Low,443,90,59,82,29,92,Sad,None,Human,Male,Nerd,First Citizen,4.666913413882906,600
600,Mid,588,56,43,32,47,18,Robot,Locksmith,Ape,Male,Club Owner,First Citizen,84.29348472236481,601
601,Low,439,60,96,66,60,54,Skeptical,None,Android,Female,Developer,First Citizen,20.106887038175696,602
602,Mid,586,94,25,86,18,18,Scar,None,Human,Female,Samurai,First Citizen,24.010742707917217,603
603,Low,290,49,90,14,37,55,Robot,None,Human,Male,Chat Support,First Citizen,4.085561199610485,604
604,Low,297,29,36,43,82,31,Robot,None,Human,Female,Cook,First Citizen,2.6644375423928954,605
605,Low,299,66,91,44,33,92,Alien,None,Human,Male,Chat Support,First Citizen,3.344640865082208,606
606,Low,293,17,21,66,89,50,Bloodshot,None,Human,Male,Grunt,First Citizen,1.86256368193837,607
607,Low,442,99,65,97,76,40,Paranoid,Weapon Check,Ape,Female,Officer,First Citizen,59.38183204065295,608
608,Low,435,80,31,25,65,89,Grumpy,None,Human,Female,Scavenger,First Citizen,3.706242393195238,609
609,Mid,585,80,53,72,77,54,Skeptical,None,Human,Female,Mercenary,First Citizen,24.090313849631293,610
610,Low,297,62,19,78,82,37,Cyborg,Locksmith,Ape,Male,Cook,First Citizen,61.66332200722241,611
611,Low,290,84,66,79,80,29,Grumpy,None,Human,Male,Grunt,First Citizen,2.103057695262436,612
612,Low,443,44,84,71,22,54,Angry,None,Mutant,Female,Nerd,First Citizen,22.851024257188165,613
613,Mid,875,60,74,89,60,64,Grumpy,None,Mutant,Female,Architect,First Citizen,44.551297250893775,614
614,Low,296,61,17,56,81,54,Angry,None,Human,Male,Chat Support,First Citizen,1.8224512503047148,615
615,Low,298,46,93,10,50,72,Skeptical,None,Human,Female,Cook,First Citizen,1.0819960397352786,616
616,Mid,580,65,81,23,44,89,Scar,None,Human,Male,Samurai,First Citizen,25.572045272360423,617
617,Low,436,19,40,41,14,66,Scar,None,Android,Male,Nerd,First Citizen,22.770246414494288,618
618,Low,293,46,64,30,91,84,Focused,None,Human,Male,Bartender,First Citizen,2.4434901619516425,619
619,Low,437,81,98,84,41,43,Focused,None,Human,Female,Chef,First Citizen,2.7247490242463988,620
620,Low,291,38,53,97,74,98,Alien,None,Android,Male,Bartender,First Citizen,21.668872230544636,621
621,Low,293,66,52,88,78,58,Angry,None,Human,Male,Driver,First Citizen,2.0228828878766767,622
622,Low,290,69,11,73,53,28,Sad,None,Android,Male,Cook,First Citizen,20.026475123282005,623
623,Low,441,93,17,55,34,31,Cyborg,None,Albino,Female,Punk,First Citizen,27.39636465891901,624
624,Mid,580,91,61,29,16,64,Sad,None,Human,Male,Samurai,First Citizen,25.431737244303005,625
625,Low,436,39,63,32,68,42,Suspicious,None,Albino,Female,Corporate,First Citizen,25.313892753940237,626
626,Low,444,16,72,68,35,45,Bloodshot,None,Human,Male,Chef,First Citizen,4.426340350068475,627
627,Low,298,66,26,52,71,21,Tired,None,Android,Male,Builder,First Citizen,19.886197100986163,628
628,Low,298,65,36,61,43,87,Sad,None,Human,Female,Bartender,First Citizen,0.7812003389341752,629
629,Low,444,67,86,54,65,17,Cyborg,None,Human,Female,Nerd,First Citizen,5.328637940772569,630
630,Low,291,68,59,88,52,13,Paranoid,None,Human,Female,Builder,First Citizen,0.6215436376451708,631
631,Low,296,32,36,15,74,53,Alien,None,Mutant,Female,Bartender,First Citizen,22.30963582353359,632
632,Low,440,24,38,22,56,32,Skeptical,None,Human,Male,Developer,First Citizen,4.647119622867527,633
633,Low,290,68,87,42,43,18,Tired,None,Mutant,Male,Bartender,First Citizen,21.868779743878545,634
634,Mid,583,81,79,20,92,40,Paranoid,None,Human,Female,Samurai,First Citizen,23.77033762000137,635
635,Low,441,40,79,10,11,26,Tired,Weapon Check,Ape,Female,Officer,First Citizen,60.06242107039026,636
636,Mid,872,91,61,53,95,64,Grumpy,None,Human,Female,Assassin,First Citizen,25.51262394533253,637
637,Low,299,96,49,82,36,33,Sad,None,Human,Female,Assistant,First Citizen,0.7412071388457531,638
638,Low,293,85,40,96,52,65,Scar,None,Human,Male,Bartender,First Citizen,2.523724094121168,639
639,Mid,580,71,56,44,16,61,Scar,None,Android,Male,Samurai,First Citizen,42.908979370101804,640
640,Low,296,65,70,67,22,20,Robot,None,Android,Female,Grunt,First Citizen,20.687863434905502,641
641,Low,292,81,80,91,20,74,Focused,None,Human,Female,Chat Support,First Citizen,0.20059969403017297,642
642,Low,438,18,34,70,11,25,Focused,None,Human,Male,Scavenger,First Citizen,5.0875406576093996,643
643,Low,293,55,96,91,16,78,Suspicious,None,Human,Female,Builder,First Citizen,0.40136759095910646,644
644,Low,298,63,92,96,86,12,Cyborg,None,Android,Female,Driver,First Citizen,20.367303670447612,645
645,Mid,581,60,12,66,28,91,Angry,None,Android,Female,Tech Runner,First Citizen,41.62781771640148,646
646,Low,291,85,73,34,21,48,Angry,None,Human,Female,Chat Support,First Citizen,0.9016649158360682,647
647,Low,294,19,21,84,94,71,Grumpy,None,Human,Male,Builder,First Citizen,2.282814807418586,648
648,Low,298,68,70,91,79,40,Tired,None,Human,Female,Grunt,First Citizen,0.3205104925101068,649
649,Low,290,62,57,33,58,67,Scar,None,Human,Female,Driver,First Citizen,0.7614261366717265,650
650,Mid,586,92,64,33,10,58,Suspicious,None,Human,Male,Cyberstreet Trader,First Citizen,24.910785737376,651
651,Low,298,32,13,18,23,62,Skeptical,None,Human,Female,Driver,First Citizen,0.44055972276762273,652
652,High,1459,87,93,87,86,90,Paranoid,Dead Eye,Demon,Male,Celebrity,First Citizen,92.85707725031016,653
653,Low,291,13,19,25,53,47,Scar,None,Human,Female,Driver,First Citizen,0.9215972044187816,654
654,Low,290,73,45,39,90,52,Bloodshot,None,Android,Female,Worker,First Citizen,18.805209780807573,655
655,Low,441,69,38,22,93,11,Focused,None,Albino,Female,Scavenger,First Citizen,25.75443259514677,656
656,Low,444,62,22,27,69,68,Paranoid,None,Human,Female,Chef,First Citizen,3.10547197104671,657
657,Low,292,96,94,21,51,21,Alien,None,Albino,Male,Chat Support,First Citizen,25.533752335068204,658
658,Low,293,78,95,47,40,41,Alien,None,Human,Male,Assistant,First Citizen,4.306350156796039,659
659,Mid,588,66,92,64,83,28,Sad,None,Android,Male,Tech Runner,First Citizen,42.50852172771248,660
660,Low,292,20,43,59,99,15,Tired,None,Albino,Female,Builder,First Citizen,23.631591591776754,661
661,Mid,584,79,42,27,44,56,Scar,Revive,Android,Female,Samurai,First Citizen,78.1909917429073,662
662,Low,299,34,76,63,84,34,Paranoid,None,Mutant,Female,Bartender,First Citizen,19.906791813767956,663
663,Low,294,45,64,30,41,33,Bloodshot,None,Mutant,Male,Worker,First Citizen,21.86872039183932,664
664,Low,298,70,22,43,36,47,Suspicious,Locksmith,Ape,Male,Driver,First Citizen,58.40048752741941,665
665,Mid,877,75,66,51,80,60,Suspicious,None,Mutant,Female,Architect,First Citizen,44.0310177574052,666
666,Mid,583,69,40,21,55,81,Tired,None,Human,Female,Mercenary,First Citizen,24.551063150717848,667
667,Low,438,99,45,25,66,82,Paranoid,None,Human,Female,Chef,First Citizen,2.865324092052175,668
668,Low,293,56,45,85,74,97,Paranoid,None,Human,Male,Bartender,First Citizen,2.2436620214377716,669
669,High,1452,79,78,92,72,82,Focused,None,Human,Male,Slayer,First Citizen,33.941422889795966,670
670,Low,297,22,81,91,72,66,Grumpy,None,Human,Female,Cook,First Citizen,0.821530025598556,671
671,Low,291,13,66,54,15,74,Scar,None,Human,Male,Bartender,First Citizen,2.1628841639740224,672
672,Low,444,23,47,32,13,13,Robot,None,Human,Male,Club Promoter,First Citizen,6.349343550455878,673
673,Mid,871,87,58,79,76,68,Suspicious,None,Human,Male,NFT Artist,First Citizen,25.89270418861264,674
674,Low,290,77,78,21,35,63,Angry,None,Human,Female,Chat Support,First Citizen,0.32075775332063766,675
675,Low,442,75,90,28,74,14,Scar,None,Human,Male,Punk,First Citizen,4.547071732388321,676
676,Low,442,13,26,38,52,79,Bloodshot,None,Android,Female,Chef,First Citizen,21.108520471689168,677
677,Mid,581,98,26,35,96,97,Robot,None,Human,Female,Club Owner,First Citizen,25.732354713042614,678
678,Low,299,48,42,91,29,55,Tired,None,Human,Female,Bartender,First Citizen,1.1617947583780361,679
679,Low,298,88,80,77,73,70,Robot,None,Android,Male,Cook,First Citizen,21.36850183914092,680
680,Low,297,73,59,47,16,40,Paranoid,None,Android,Male,Builder,First Citizen,19.846203410063882,681
681,Mid,581,93,53,25,46,62,Alien,None,Mutant,Female,Cyberstreet Trader,First Citizen,44.210360021463984,682
682,Low,439,51,20,22,52,31,Skeptical,None,Human,Female,Developer,First Citizen,3.124880216078635,683
683,Low,440,55,41,56,37,62,Scar,None,Human,Male,Nerd,First Citizen,4.506712443034011,684
684,Low,291,94,95,17,46,49,Alien,None,Android,Female,Bartender,First Citizen,20.607965725478252,685
685,Low,298,85,48,49,93,11,Tired,None,Android,Female,Chat Support,First Citizen,18.544773604019408,686
686,Low,437,34,38,20,97,86,Skeptical,None,Android,Female,Developer,First Citizen,20.547773094198448,687
687,Low,298,90,62,57,55,96,Paranoid,None,Android,Male,Cook,First Citizen,19.766493609462643,688
688,Low,441,33,58,44,88,96,Skeptical,None,Human,Female,Scavenger,First Citizen,3.4661637996720036,689
689,Low,444,33,33,78,66,70,Bloodshot,Weapon Check,Ape,Male,Developer,First Citizen,61.063263347211084,690
690,Low,297,37,23,38,48,12,Scar,None,Mutant,Male,Chat Support,First Citizen,21.48832370511945,691
691,Low,440,20,72,66,29,52,Scar,None,Mutant,Male,Corporate,First Citizen,24.43271415417265,692
692,Low,291,51,75,47,25,22,Suspicious,None,Albino,Female,Cook,First Citizen,23.050961292707083,693
693,Low,293,44,56,39,66,51,Tired,None,Human,Male,Chat Support,First Citizen,2.4030618214382033,694
694,High,1457,98,82,76,84,78,Angry,None,Mutant,Female,Slayer,First Citizen,52.35883921606307,695
695,Mid,586,42,74,74,13,71,Grumpy,None,Human,Male,Mercenary,First Citizen,25.591720747653824,696
696,Low,297,64,61,88,15,36,Grumpy,None,Human,Male,Cook,First Citizen,2.4830881243763447,697
697,Low,439,63,91,27,80,81,Grumpy,None,Android,Female,Developer,First Citizen,20.387572262459866,698
698,Mid,583,16,63,39,48,30,Grumpy,None,Mutant,Male,Cyberstreet Trader,First Citizen,45.17124837057588,699
699,Low,296,77,41,61,30,58,Robot,None,Android,Male,Builder,First Citizen,21.728679271804886,700
700,Low,294,48,23,29,67,96,Skeptical,Dead Eye,Ape,Male,Builder,First Citizen,59.06127221027766,701
701,Low,442,56,42,29,81,64,Focused,None,Human,Male,Punk,First Citizen,4.627226628727947,702
702,Low,296,48,89,67,14,30,Bloodshot,None,Android,Female,Worker,First Citizen,18.60485731099147,703
703,Low,299,64,61,44,22,52,Scar,None,Albino,Male,Cook,First Citizen,24.512394168901075,704
704,Low,298,80,79,47,25,63,Sad,None,Human,Female,Cook,First Citizen,0.20039192536025277,705
705,Low,294,72,29,35,68,17,Bloodshot,None,Android,Female,Assistant,First Citizen,18.64493963414912,706
706,Low,444,49,33,46,45,55,Alien,None,Human,Female,Corporate,First Citizen,5.328766548962161,707
707,Mid,582,56,20,57,25,83,Suspicious,None,Android,Male,Cyberstreet Trader,First Citizen,43.06943741800075,708
708,Low,292,27,53,89,84,62,Focused,None,Human,Female,Builder,First Citizen,0.5613407578244424,709
709,Low,294,19,47,61,97,29,Tired,None,Human,Male,Assistant,First Citizen,2.463066771110984,710
710,Low,298,25,53,53,89,94,Focused,None,Android,Male,Driver,First Citizen,18.805002276135447,711
711,Low,436,72,36,38,22,29,Grumpy,None,Human,Male,Nerd,First Citizen,4.766723676827031,712
712,Mid,580,23,82,44,29,86,Suspicious,None,Human,Female,Mercenary,First Citizen,23.71000614677916,713
713,Low,438,58,83,61,66,54,Focused,None,Human,Female,Corporate,First Citizen,3.3657402674298966,714
714,Low,299,95,64,79,44,49,Paranoid,Athele,Ape,Male,Grunt,First Citizen,59.72186962127434,715
715,Low,439,41,68,87,66,25,Sad,None,Mutant,Female,Developer,First Citizen,22.450022799403406,716
716,Low,441,20,11,80,76,22,Bloodshot,None,Mutant,Female,Punk,First Citizen,22.270028118153462,717
717,Mid,584,91,55,69,58,86,Focused,None,Human,Female,Mercenary,First Citizen,24.07051002994551,718
718,High,1455,70,75,88,71,78,Suspicious,None,Human,Male,Slayer,First Citizen,33.72126670280794,719
719,Low,296,40,81,70,94,29,Paranoid,None,Human,Male,Assistant,First Citizen,2.3036175013194184,720
720,High,1457,84,70,83,84,73,Sad,None,Human,Female,Market Whale,First Citizen,32.26064394948205,721
721,Low,290,65,98,56,41,35,Alien,None,Human,Female,Worker,First Citizen,3.1049874929570964,722
722,Low,290,60,49,31,89,46,Focused,None,Android,Female,Cook,First Citizen,18.584697430710204,723
723,Low,295,59,71,22,34,77,Focused,None,Human,Female,Chat Support,First Citizen,1.0616481042056845,724
724,Low,293,29,13,61,14,56,Grumpy,None,Human,Male,Bartender,First Citizen,2.7236911352557795,725
725,Mid,589,40,61,25,90,14,Bloodshot,None,Android,Female,Mercenary,First Citizen,41.66795944300116,726
726,Mid,870,86,81,55,56,88,Robot,None,Android,Male,Architect,First Citizen,45.952448694831354,727
727,Low,298,41,27,50,78,77,Robot,None,Mutant,Male,Cook,First Citizen,23.390781288583135,728
728,Mid,589,52,22,21,35,17,Paranoid,Athele,Ape,Male,Tech Runner,First Citizen,81.9321956929781,729
729,Low,299,46,58,76,83,15,Scar,None,Human,Male,Bartender,First Citizen,2.202827989673745,730
730,Low,436,83,76,65,89,77,Glowing,None,Mutant,Male,Corporate,First Citizen,26.33475646456781,731
731,Low,439,79,36,55,25,31,Suspicious,None,Human,Female,Club Promoter,First Citizen,2.68401350671055,732
732,Low,291,98,37,64,50,32,Paranoid,None,Android,Male,Driver,First Citizen,20.287336741502923,733
733,High,1450,88,76,90,98,95,Sad,Athele,Ape,Female,Market Whale,First Citizen,89.45628634702628,734
734,Low,298,56,68,56,87,16,Skeptical,None,Human,Male,Chat Support,First Citizen,1.6219505836737302,735
735,Low,290,63,14,11,39,35,Grumpy,None,Human,Male,Driver,First Citizen,2.6834605199172814,736
736,Low,444,10,85,35,81,48,Suspicious,None,Human,Female,Club Promoter,First Citizen,2.584144133825469,737
737,Low,293,36,16,32,62,23,Demon Eyes,None,Android,Male,Builder,First Citizen,23.110501491989385,738
738,Mid,875,90,91,77,88,92,Demon Eyes,None,Human,Male,Tech Weapon Dealer,First Citizen,28.99615839825277,739
739,Low,441,73,35,16,19,43,Paranoid,Weapon Check,Ape,Female,Corporate,First Citizen,60.30265812372918,740
740,Low,292,58,16,89,68,40,Angry,Ghost Walk,Ghost,Female,Assistant,First Citizen,60.703184780571775,741
741,Mid,581,70,45,34,43,57,Skeptical,None,Human,Male,Tech Runner,First Citizen,24.930945339236054,742
742,High,1453,88,93,87,92,98,Scar,Dead Eye,Demon,Female,CEO,First Citizen,91.53728552191909,743
743,Mid,874,57,55,52,63,91,Skeptical,None,Android,Male,Tech Weapon Dealer,First Citizen,44.331091498894516,744
744,Low,299,95,89,66,92,76,Alien,None,Human,Female,Chat Support,First Citizen,2.1638534133808025,745
745,Low,295,59,34,22,19,22,Paranoid,None,Human,Male,Chat Support,First Citizen,2.303202044903891,746
746,Low,293,57,80,16,70,82,Bloodshot,None,Android,Female,Builder,First Citizen,18.284989844312996,747
747,Low,443,96,19,94,80,55,Robot,None,Human,Female,Chef,First Citizen,4.908030249220778,748
748,Mid,588,47,95,18,83,70,Focused,None,Mutant,Female,Tech Runner,First Citizen,42.52904744799525,749
749,Low,298,24,78,90,43,93,Laser Eyes,None,Android,Female,Assistant,First Citizen,21.769147251118298,750
750,Low,443,93,78,62,69,39,Sad,None,Android,Female,Punk,First Citizen,20.788039508566662,751
751,Low,290,34,78,40,68,50,Scar,None,Albino,Male,Chat Support,First Citizen,23.891286242910294,752
752,High,1454,90,93,85,99,98,Sad,Weapon Check,Demon,Female,Celebrity,First Citizen,91.17696988429536,753
753,Low,442,39,83,58,33,48,Suspicious,None,Human,Female,Punk,First Citizen,3.105135682368807,754
754,Low,291,21,84,54,58,40,Paranoid,None,Albino,Female,Worker,First Citizen,23.1311357410573,755
755,Mid,586,67,97,25,38,70,Focused,None,Human,Male,Cyberstreet Trader,First Citizen,24.670707019238804,756
756,Low,295,81,16,21,31,76,Scar,None,Human,Male,Chat Support,First Citizen,2.0226454801756466,757
757,Low,441,85,97,43,37,45,Sad,None,Human,Female,Punk,First Citizen,2.864572464169534,758
758,Low,297,12,43,52,71,22,Angry,None,Android,Female,Chat Support,First Citizen,18.805565892587047,759
759,Low,296,85,19,33,10,81,Alien,None,Android,Female,Chat Support,First Citizen,19.826548058101615,760
760,Mid,585,46,13,43,28,30,Skeptical,None,Mutant,Male,Mercenary,First Citizen,45.05160458259632,761
761,Low,295,85,87,50,99,63,Angry,None,Human,Female,Driver,First Citizen,0.6413967074339114,762
762,High,1451,88,82,87,80,80,Focused,Dead Eye,Demon,Male,CEO,First Citizen,92.81720216831917,763
763,Low,293,49,30,24,83,50,Paranoid,Hard Gut,Ape,Female,Grunt,First Citizen,58.00046472515259,764
764,Low,298,74,12,29,98,39,Angry,Weapon Check,Mutant,Female,Chat Support,First Citizen,55.218450083722956,765
765,Low,290,46,81,50,87,11,Bloodshot,None,Human,Male,Cook,First Citizen,2.0627179649389658,766
766,Mid,584,95,64,31,70,87,Glowing,None,Mutant,Female,Tech Runner,First Citizen,46.292604745091374,767
767,Low,297,51,84,71,89,54,Scar,None,Human,Male,Cook,First Citizen,1.882713115926534,768
768,Low,298,67,41,77,79,89,Tired,None,Human,Male,Builder,First Citizen,1.9823851226722138,769
769,Low,298,56,10,16,41,34,Bloodshot,None,Mutant,Female,Driver,First Citizen,19.686022555270593,770
770,Low,295,86,70,95,48,24,Robot,Weapon Check,Ape,Female,Grunt,First Citizen,59.842037511519486,771
771,Mid,872,76,76,96,57,60,Paranoid,None,Android,Female,Cyber Ninja,First Citizen,42.6496108983979,772
772,Low,294,71,12,11,88,53,Scar,None,Mutant,Male,Builder,First Citizen,21.56868612084637,773
773,Mid,588,14,83,54,89,29,Cyborg,None,Human,Female,Cyberstreet Trader,First Citizen,25.59199761104488,774
774,Low,298,72,97,94,61,16,Bloodshot,None,Human,Female,Chat Support,First Citizen,0.06036114203011527,775
