,Head,Stage,Type,Weapon,Mutation,Shoes,Element,Size,Pose,Rarity score,Token Id
2184,None,5,Fries,Black Sword,None,None,None,None,None,17.113870536467545,2184
2185,White Headband,5,Green,Wobbly Sausage,None,None,None,None,None,17.75979314159035,2185
2186,Green Cap,5,Lava,None,None,None,Flower,None,None,20.084733795977957,2186
2187,None,5,Green,None,None,None,Lightning,None,None,16.299003123555273,2187
2188,Protection,5,Aqua,Sakura,None,None,None,None,None,18.272199062251065,2188
2189,Purple Emo,5,Purple,Chainsaw,None,None,None,None,None,17.934245919791426,2189
2190,Black Pirate,5,Russet,None,None,Boxing,None,None,None,25.74541697741603,2190
2191,None,5,Russet,None,Banana,None,Blue Force,None,None,39.9280246472258,2191
2192,Spaceman,5,Green,None,None,Basketball,Blue Force,None,None,41.63682791677694,2192
2193,Flower,5,Fries,None,None,None,Sun,None,None,21.56476311383936,2193
2194,None,5,Purple,Magic Potion,Eggplant,None,None,None,None,40.45121912818811,2194
2195,Blue Punk,5,Russet,Umbrella,None,None,None,None,None,16.1735037046326,2195
2196,None,5,Green,Memory Pen,None,None,None,None,None,14.870736904048263,2196
2197,Wizard,5,Pink,None,None,None,None,None,None,4.540967442308149,2197
2198,Sailor,5,Red,None,None,None,Water,None,None,18.667472601124,2198
2199,Pink Punk,5,Pink,None,None,None,Wind,None,None,19.2343900025184,2199
2200,Rocker,5,Russet,None,None,Roman,None,None,None,25.726326806610334,2200
2201,Your Future,5,Green,None,None,None,Sound,None,None,19.081734074798135,2201
2202,Brown Pirate,5,Russet,Lollipop,None,None,Brick,None,None,30.910198509465392,2202
2203,Black Cap,5,Aqua,None,None,Casual,Red Force,None,None,42.078342408064536,2203
2204,Golden Cowboy,5,Rainbow,None,None,None,Flower,None,None,21.485705839240264,2204
2205,Sheriff,5,Aqua,Life Donut,None,None,None,None,None,17.98873286275682,2205
2206,Black Headband,5,Red,Flag,None,None,None,None,None,17.23374694472509,2206
2207,Green Cap,5,Russet,Nunchaku,None,None,None,None,None,16.127159700618048,2207
2208,Brown Topper,5,Pink,Handbag,None,None,None,None,None,17.874272817226476,2208
2209,Sheriff,5,Hash Brown,Long Cat,None,None,None,None,None,19.87756694562662,2209
2210,Karen,5,Green,None,None,None,None,None,None,4.527327165317456,2210
2211,Pink Balaclava,5,Red,Pirate Gun,None,None,None,None,None,17.492684258704124,2211
2212,Red Pirate,5,Purple,None,None,None,Fire,None,None,19.17713721277697,2212
2213,Spiky,5,Russet,None,None,Roman,None,None,None,25.772661812286135,2213
2214,None,5,Fries,Cricket,None,None,Thunder,None,None,31.850512167347006,2214
2215,Gat,5,Russet,Sakura,None,None,Flower,None,None,30.60493682357318,2215
2216,None,5,Russet,Spiked Club,None,None,None,None,None,13.319861145000084,2216
2217,Wizard,5,Purple,None,None,Roman,Flower,None,None,41.721313543603465,2217
2218,Purple Bandana,5,Purple,Shield,None,None,None,None,None,18.05417412618775,2218
2219,Purple Bandana,5,Aqua,Flag,None,None,None,None,None,18.193153785799808,2219
2220,Red Pirate,5,Gold,None,None,None,Coin,None,None,22.396046455442068,2220
2221,Yellow Bob,5,Lava,Magic Wand,None,None,None,None,None,19.160747736904494,2221
2222,Black Cap,5,Purple,Arm Cannon,None,None,None,None,None,17.615344774922825,2222
2223,Sailor,5,Green,Walkie Talkie,None,None,None,None,None,17.547197650677703,2223
2224,Red Cap,5,Russet,None,None,None,Plasma,None,None,17.904328204349053,2224
2225,Helmet,5,Lava,None,None,None,Yellow Force,None,None,20.161045944955372,2225
2226,Straw Hat,5,Red,Pirate Gun,None,None,None,None,None,17.421816822542574,2226
2227,None,5,Russet,None,Banana,None,Golden Water,None,None,40.68842283180547,2227
2228,None,5,Purple,None,None,None,None,None,None,1.5890855500211027,2228
2229,Black Pirate,5,Rainbow,None,None,School,None,None,None,29.746442180304715,2229
2230,Musketeer,5,Purple,Flag,None,None,None,None,None,17.691656924021185,2230
2231,Bow,5,Fries,None,None,None,None,None,None,6.683390378934127,2231
2232,Cloak,5,Russet,Blaster,None,None,None,None,None,16.369742697616733,2232
2233,Blue Punk,5,Lava,None,None,None,None,None,None,5.533108002087491,2233
2234,Red Pirate,5,Aqua,Hook Hand,None,None,None,None,None,18.02961797413384,2234
2235,Reindeer,5,Green,None,None,None,Gas,None,None,19.318867450350886,2235
2236,Tam,5,Green,None,None,None,None,None,None,4.562761564986109,2236
2237,None,5,Red,None,None,Gym Socks,Lightning,None,None,39.004234873063936,2237
2238,White Cap,5,Pink,None,None,None,Potato,None,None,19.520583603567783,2238
2239,Pork Pie,5,Zombie,Axe,None,None,None,None,None,19.872127684727623,2239
2240,Steve,5,Chip,None,None,None,None,None,None,6.102800795149001,2240
2241,Pork Pie,5,Green,None,None,Roman,None,None,None,27.13539053167353,2241
2242,Straw Hat,5,Lava,None,None,None,Poop,None,None,20.31368905814626,2242
2243,Green Cap,5,Green,None,None,None,None,None,None,4.341975962722593,2243
2244,Bow,5,Green,Whip,None,None,None,None,None,17.890627953249165,2244
2245,Sombrero,5,Purple,None,None,None,Water,None,None,19.193488258123416,2245
2246,None,5,Purple,None,None,None,Missile,None,None,16.30990154903757,2246
2247,Over 9000,5,Green,None,None,None,Yellow Force,None,None,18.942721695400103,2247
2248,Tam,5,Green,None,None,None,Brick,None,None,19.234366281252594,2248
2249,Beanie,5,Zombie,None,None,None,Gas,None,None,21.512949856761267,2249
2250,Sheriff,5,Russet,Telephone,None,None,None,None,None,16.217112945870383,2250
2251,White Headband,5,Russet,None,None,None,Earth,None,None,17.60722881695857,2251
2252,Santa,5,Aqua,Tachi Sword,None,None,None,None,None,18.24767017697775,2252
2253,Pork Pie,5,Lava,Tachi Sword,None,None,None,None,None,18.92907107279923,2253
2254,Red Pirate,5,Purple,None,None,None,Ticket,None,None,19.321593759829415,2254
2255,None,5,Purple,Lollipop,Eggplant,None,None,None,None,40.423963386702525,2255
2256,Robin Hood,5,Russet,Pirate Sword,None,None,None,None,None,16.03721927237447,2256
2257,Monkey,5,Chip,Nunchaku,None,None,None,None,None,19.48510449957168,2257
2258,Purple Emo,5,Red,Flowers,None,None,None,None,None,17.661678689671,2258
2259,Tiger,5,Red,None,None,None,Fire,None,None,19.08721532613045,2259
2260,Your Future,5,Purple,None,None,None,Missile,None,None,19.114446526763643,2260
2261,Tattoo,5,Green,Hook Hand,Pickle,None,None,None,None,43.34007797247483,2261
2262,None,5,Red,None,None,None,Lightning,None,None,16.007381170883175,2262
2263,None,5,Robot,Mecha Weapon,Unit-00,None,None,None,None,43.519989362296776,2263
2264,None,5,Russet,None,None,None,Ticket,None,None,14.906253911127445,2264
2265,None,5,Fries,Throwing Bat,None,None,Star,None,None,32.00314055621997,2265
2266,Green Cap,5,Green,Golden Flip Flops,None,None,None,None,None,17.838840872084518,2266
2267,Black Pirate,5,Zombie,None,None,None,Thunder,None,None,21.31125742559632,2267
2268,Black Balaclava,5,Rainbow,Pan,None,None,None,None,None,20.24283254178324,2268
2269,None,5,Red,Notebook,None,None,Earth,None,None,29.329499378444503,2269
2270,Purple Bandana,5,Lava,None,None,Geta,None,None,None,28.980555387585593,2270
2271,Black Headband,5,Rainbow,Flowers,None,Boxing,Thunder,None,None,57.73487653964624,2271
2272,None,5,Russet,None,Banana,Geta,None,None,None,48.67602652560303,2272
2273,Karen,5,Russet,None,None,None,Wood,None,None,17.656288769662826,2273
2274,Black Headband,5,Red,Doll,None,None,None,None,None,17.410918397604533,2274
2275,None,5,Green,Shotgun,None,None,Earth,None,None,29.58569347622757,2275
2276,Black Headband,5,Red,None,None,Roman,Blue Force,None,None,41.25255912486638,2276
2277,Shogun,5,Russet,None,None,None,Blood,None,None,17.879796319387594,2277
2278,Crown,5,Russet,Holy Book,None,None,None,None,None,16.274346102905703,2278
2279,White Cap,5,Pink,None,None,None,Red Force,None,None,19.008166504043462,2279
2280,Pigsy,5,Pink,None,None,Basketball,Fire,None,None,42.35906402788469,2280
2281,Fez,5,Red,Guandao,None,None,None,None,None,17.465427426835163,2281
2282,Purple Bandana,5,Aqua,Whip,None,Boxing,None,None,None,41.39707156557167,2282
2283,Afro,5,Chip,Sakura,None,None,None,None,None,19.35973021639759,2283
2284,Pork Pie,5,Hash Brown,Flag,None,None,None,None,None,19.70584811291369,2284
2285,Pink Balaclava,5,Russet,Sakura,None,None,None,None,None,16.31250790425044,2285
2286,Brown Topper,5,Aqua,Water Sword,None,None,None,None,None,18.048697511176908,2286
2287,Pork Pie,5,Red,Power Sword,None,None,None,None,None,17.397291209447417,2287
2288,None,5,Russet,Monk Spade,Banana,None,Yellow Force,None,None,53.22171889193912,2288
2289,Halo,5,Russet,Magic Wand,None,None,None,None,None,16.247092270966775,2289
2290,Cowboy,5,Red,None,None,None,Wood,None,None,18.7901200285696,2290
2291,Black Topper,5,Purple,Memory Pen,None,None,None,None,None,17.770701927982422,2291
2292,Black Headband,5,Red,Black Light Sword,None,None,Wind,None,None,32.073968466331934,2292
2293,Bowl,5,Pink,Holy Book,None,None,None,None,None,17.904255141466756,2293
2294,Sandy,5,Russet,None,None,Clogs,None,None,None,26.17333345336635,2294
2295,Yellow Bob,5,Russet,None,None,Roman,Yellow Force,None,None,40.19785684377266,2295
2296,None,5,Purple,Katana Sword,Eggplant,None,None,None,None,40.53298280773481,2296
2297,None,5,Aqua,Flag,None,None,None,None,None,15.170541606305338,2297
2298,Your Future,5,Hash Brown,Umbrella,None,None,None,None,None,19.975690667951422,2298
2299,Musketeer,5,Red,Pan,None,None,None,None,None,17.4136422544915,2299
2300,Tattoo,5,Lava,None,None,None,None,None,None,5.770247648962287,2300
2301,Clown,5,Russet,None,None,None,Wood,None,None,17.7353310467283,2301
2302,None,5,Rainbow,None,Donut,None,Fire,None,None,44.11957530920612,2302
2303,Brown Pirate,5,Purple,None,None,None,Brick,None,None,19.185307963851272,2303
2304,Black Emo,5,Russet,Folding Chair,None,None,None,None,None,16.47877384333928,2304
2305,None,5,Russet,None,Banana,None,Flower,None,None,40.00705983543871,2305
2306,Golden Reindeer,5,Russet,Heart,None,None,None,None,None,16.541462075733005,2306
2307,White Headband,5,Zombie,None,None,None,None,None,None,6.729706023547223,2307
2308,White Headband,5,Chip,Chainsaw,None,None,None,None,None,19.354274868851533,2308
2309,Poop,5,Rainbow,Folding Chair,None,None,Lightning,None,None,35.08560532228275,2309
2310,Purple Bandana,5,Pink,None,None,School,Wood,None,None,42.683387527962886,2310
2311,Party,5,Hash Brown,None,None,None,None,None,None,6.6642781201094845,2311
2312,Beret,5,Aqua,None,None,None,Golden Water,None,None,19.883074903762267,2312
2313,None,5,Fries,Black Sword,None,Socks & Sandals,None,None,None,40.43233860204531,2313
2314,Brown Topper,5,Aqua,None,None,None,Coin,None,None,19.635039831698048,2314
2315,White Cap,5,Chip,Chainsaw,None,None,None,None,None,19.305213552366798,2315
2316,None,5,Red,None,None,None,Red Force,None,None,15.65849497499948,2316
2317,Musketeer,5,Hash Brown,Monk Staff,None,None,None,None,None,19.962059116446632,2317
2318,Green Punk,5,Lava,None,None,Socks & Sandals,None,None,None,28.836101567066073,2318
2319,None,5,Rainbow,Life Donut,None,None,None,None,None,17.143915576105282,2319
2320,Afro,5,Pink,None,None,None,None,None,None,4.60910720436407,2320
2321,Glasses,5,Hash Brown,None,None,None,Wood,None,None,21.409368060478425,2321
2322,Beanie,5,Purple,Cleaver,None,None,None,None,None,17.757078010975427,2322
2323,Black Headband,5,Aqua,Magic Wand,None,None,None,None,None,17.969656325039058,2323
2324,Santa,5,Red,Sakura,None,None,Flower,None,None,32.03853761223854,2324
2325,Sombrero,5,Green,Parrot,None,None,None,None,None,17.691655561147794,2325
2326,Tripitaka,5,Russet,None,None,None,Wood,None,None,17.61812887768333,2326
2327,Gat,5,Rainbow,None,Donut,Casual,Blue Force,None,None,69.61019876164009,2327
2328,Robin Hood,5,Green,Red Light Sword,None,None,None,None,None,17.63714135164369,2328
2329,None,5,Red,None,None,Roman,None,None,None,24.137426658348762,2329
2330,Tripitaka,5,Russet,Walkie Talkie,None,None,None,None,None,16.296157404246863,2330
2331,Brown Topper,5,Rotten,None,None,None,Blood,None,None,21.766454181042405,2331
2332,Halo,5,Aqua,Holy Book,None,None,None,None,None,18.133191591241214,2332
2333,Sailor,5,Hash Brown,Black Light Sword,None,None,None,None,None,19.7521869359291,2333
2334,Brown Pirate,5,Pink,None,None,None,Brick,None,None,19.37338465845462,2334
2335,Pork Pie,5,Pink,Cricket,None,None,None,None,None,17.808857456372355,2335
2336,Egg,5,Pink,Black Sword,None,None,None,None,None,17.961494297757415,2336
2337,Gat,5,Purple,None,None,None,Water,None,None,19.100816610985092,2337
2338,Poop,5,Pink,Pirate Sword,None,None,None,None,None,18.114128139756698,2338
2339,Protection,5,Lava,Power Pole,None,None,None,None,None,19.17982645587279,2339
2340,Pigsy,5,Pink,Microphone,None,None,Yellow Force,None,None,32.33288614808864,2340
2341,Trucker,5,Russet,None,None,None,Potato,None,None,17.792572384571855,2341
2342,Karen,5,Russet,Memory Pen,None,None,None,None,None,16.30705501038446,2342
2343,Spinner,5,Aqua,None,None,None,None,None,None,4.903482190915589,2343
2344,None,5,Red,Light Disc,None,None,None,None,None,14.595438457149633,2344
2345,Cloak,5,Red,None,None,None,Moon,None,None,19.062687803730526,2345
2346,Black Headband,5,Pink,Monster Ball,None,None,None,None,None,17.855194370445833,2346
2347,Halo,5,Hash Brown,None,None,None,Yellow Force,None,None,20.93238317937222,2347
2348,Pink Bob,5,Red,None,None,None,None,None,None,4.249316040455945,2348
2349,None,5,Russet,Monster Ball,None,None,Wood,None,None,28.043080083860026,2349
2350,Green Punk,5,Pink,None,None,Basketball,None,None,None,27.407939490812254,2350
2351,Crown,5,Pink,None,None,Basketball,None,None,None,27.62053225549434,2351
2352,Party,5,Red,Hook Hand,None,None,None,None,None,17.49268562218224,2352
2353,Wizard,5,Chip,None,Blue Chip,None,None,None,None,31.441591808276044,2353
2354,Musketeer,5,Rainbow,Microphone,Donut,None,Wood,None,None,60.19551004611275,2354
2355,White Headband,5,Chip,None,None,None,Red Force,None,None,20.436360206192465,2355
2356,Protection,5,Lava,None,None,Clogs,Blue Force,None,None,43.47370723951916,2356
2357,Straw Hat,5,Aqua,None,None,Chucks,None,None,None,27.710476230945947,2357
2358,None,5,Red,Cricket,Tomato,None,None,None,None,40.099639887652366,2358
2359,None,5,Fries,Long Cat,None,None,None,None,None,17.132950618913956,2359
2360,Brown Topper,5,Pink,None,None,School,None,None,None,27.69413145559114,2360
2361,Yellow Bob,5,Pink,Chainsaw,None,None,Red Force,None,None,32.50187376166493,2361
2362,None,5,Purple,Machete,Eggplant,None,Plasma,None,None,55.420962469036326,2362
2363,Sheriff,5,Lava,Dagger,None,None,None,None,None,18.95905148815805,2363
2364,Mask,5,Green,Balloons,None,Gym Socks,None,None,None,40.98828261175716,2364
2365,Purple Emo,5,Red,None,None,None,Potato,None,None,19.193518252404502,2365
2366,Spaceman,5,Fries,Shotgun,None,None,None,None,None,19.844858581011355,2366
2367,Spiky,5,Pink,Monk Staff,None,None,None,None,None,18.06779613364809,2367
2368,Black Headband,5,Red,None,None,None,Missile,None,None,18.683818738203207,2368
2369,Spiky,5,Aqua,None,None,None,Brick,None,None,19.460594961452347,2369
2370,Pink Punk,5,Purple,Suitcase,None,Roman,None,None,None,40.598550839012205,2370
2371,None,5,Russet,Monk Staff,None,Gym Socks,None,None,None,36.39882015361698,2371
2372,Brown Pirate,5,Pink,None,None,None,Earth,None,None,19.433350670473768,2372
2373,Spaceman,5,Green,None,Pickle,None,Earth,None,None,44.569221839239184,2373
2374,Black Topper,5,Russet,3310,None,None,None,None,None,16.266175079764693,2374
2375,Halo,5,Lava,None,None,Chucks,None,None,None,28.62895269779028,2375
2376,None,5,Ghost,None,None,None,None,None,None,4.5819485313692505,2376
2377,Pink Bob,5,Hash Brown,None,None,None,None,None,None,6.724244677471501,2377
2378,Blue Punk,5,Rainbow,None,None,None,Red Force,None,None,20.97329528413273,2378
2379,Sandy,5,Rainbow,Magic Wand,None,None,Brick,None,None,34.77762278046165,2379
2380,Blue Punk,5,Gold,None,None,None,None,None,None,7.272134896854768,2380
2381,Gat,5,Chip,None,None,None,Red Force,None,None,20.308252523296407,2381
2382,None,5,Pink,None,None,None,Star,None,None,16.647886320960282,2382
2383,Skull,5,Aqua,Hook Hand,None,None,None,None,None,17.958752174000896,2383
2384,Pink Balaclava,5,Pink,Flowers,None,None,None,None,None,18.1032308059277,2384
2385,Scar,5,Aqua,Lollipop,None,None,None,None,None,18.182252089106917,2385
2386,Black Balaclava,5,Rotten,None,None,None,Gas,None,None,22.178004613266044,2386
2387,None,5,Rotten,Sakura,None,None,Blue Force,None,None,31.937796630383346,2387
2388,Sandy,5,Pink,Arm Cannon,None,None,None,None,None,18.0378127186616,2388
2389,Spinner,5,Hash Brown,None,None,None,None,None,None,6.7324222452711915,2389
2390,Musketeer,5,Lava,Doll,None,None,Thunder,None,None,33.840048784613614,2390
2391,Black Pirate,5,Aqua,Hook Hand,None,None,None,None,None,17.901504019552902,2391
2392,Robin Hood,5,Aqua,Key Sword,None,None,None,None,None,18.097760736422156,2392
2393,Afro,5,Russet,Axe,None,None,None,None,None,16.143517290381283,2393
2394,Pink Punk,5,Lava,None,None,None,None,None,None,5.52220548786408,2394
2395,Red Cap,5,Red,Flag,None,None,Brick,None,None,32.12029801990945,2395
2396,Flower,5,Green,Cricket,None,None,None,None,None,17.77887513316011,2396
2397,Black Topper,5,Green,Wobbly Sausage,None,None,None,None,None,17.74071196882104,2397
2398,Sailor,5,Purple,Cricket,None,None,None,None,None,17.56355524001763,2398
2399,Halo,5,Pink,Life Donut,None,None,None,None,None,17.969670502078987,2399
2400,Your Future,5,Zombie,Bomb,None,None,None,None,None,20.01658695849441,2400
2401,Cloak,5,Lava,None,None,None,Moon,None,None,20.610782173851856,2401
2402,Wizard,5,Pink,None,None,Casual,Water,None,None,42.40539794281429,2402
2403,Beanie,5,Russet,None,None,None,Earth,None,None,17.449140990770402,2403
2404,Santa,5,Lava,Shield,None,None,None,None,None,19.171651342357897,2404
2405,Crown,5,Aqua,Machete,None,None,None,None,None,18.16045278549029,2405
2406,Your Future,5,Pink,Fire Sword,None,None,None,None,None,18.02691429378403,2406
2407,Poop,5,Purple,None,None,None,Blue Force,None,None,19.03813137767478,2407
2408,Black Headband,5,Green,None,Pickle,None,None,None,None,29.77905620773948,2408
2409,Bunny,5,Aqua,None,None,Flip Flops,None,None,None,28.20107957569093,2409
2410,Clown,5,Pink,Long Cat,None,None,None,None,None,18.204073476993184,2410
2411,White Headband,5,Purple,Scythe,None,None,None,None,None,17.825220772840435,2411
2412,Party,5,Hash Brown,Flowers,None,None,Wind,None,None,34.78577090397952,2412
2413,Cowboy,5,Lava,Pipe,None,None,None,None,None,19.02446275863829,2413
2414,Sailor,5,Russet,Spiked Club,None,None,None,None,None,15.969072692927963,2414
2415,Helmet,5,Russet,Guandao,None,None,None,None,None,16.35884481868676,2415
2416,Black Pirate,5,Chip,None,None,None,None,None,None,5.854757543365058,2416
2417,None,5,Red,Pipe,None,None,Wood,None,None,29.288616447713284,2417
2418,Black Pirate,5,Pink,Suitcase,None,None,None,None,None,17.88245202075241,2418
2419,Halo,5,Hash Brown,None,None,None,None,None,None,6.6152176221228345,2419
2420,Scar,5,Russet,None,None,None,None,None,None,2.968241663603173,2420
2421,Black Pirate,5,Rainbow,None,None,None,None,None,None,6.536198794619291,2421
2422,Purple Emo,5,Chip,None,None,None,Gas,None,None,21.120483050140397,2422
2423,Gat,5,Purple,None,None,None,Fire,None,None,19.09809466334242,2423
2424,Crown,5,Red,None,Tomato,None,Love,None,None,44.64829083387213,2424
2425,Black Topper,5,Green,None,None,None,Poop,None,None,19.04357581896819,2425
2426,Cowboy,5,Aqua,Salted Fish,None,None,None,None,None,18.179527142199415,2426
2427,Green Punk,5,Lava,Umbrella,None,None,Blue Force,None,None,33.3658242958872,2427
2428,Monkey,5,Chip,Monk Rake,None,None,Water,None,None,34.306113151916215,2428
2429,None,5,Fries,Sakura,None,None,Blue Force,None,None,31.545266840470926,2429
2430,Black Headband,5,Chip,Shotgun,None,None,None,None,None,19.17438474014474,2430
2431,Beret,5,Pink,None,None,None,None,None,None,4.592756159138569,2431
2432,Golden Spiky,5,Russet,None,None,None,Moon,None,None,18.051507517300365,2432
2433,Pink Punk,5,Rotten,None,Diamond,None,Star,None,None,47.27001434535735,2433
2434,Green Punk,5,Zombie,None,None,None,Thunder,None,None,21.32761201542952,2434
2435,Halo,5,Russet,None,None,None,Blue Force,None,None,17.29377947466549,2435
2436,Robin Hood,5,Russet,None,None,None,Water,None,None,17.506379329349123,2436
2437,Flower,5,Russet,Pan,None,None,None,None,None,16.2361886654529,2437
2438,Red Pirate,5,Hash Brown,None,None,None,Gas,None,None,21.496586268710256,2438
2439,Your Future,5,Red,None,None,Geta,None,None,None,27.214450530326168,2439
2440,Red Bandana,5,Lava,None,None,None,Brick,None,None,20.490848513724483,2440
2441,Afro,5,Russet,None,None,None,Missile,None,None,17.55270669986193,2441
2442,Beanie,5,Russet,Microphone,None,None,None,None,None,16.050843734059132,2442
2443,None,5,Pink,Flowers,None,None,None,None,None,15.16237221895104,2443
2444,None,5,Lava,None,None,Flip Flops,Water,None,None,40.911988447483644,2444
2445,None,5,Fries,Power Pole,None,None,Flower,None,None,31.629747288414862,2445
2446,Sheriff,5,Russet,None,None,Chucks,Lightning,None,None,40.475858970658265,2446
2447,Over 9000,5,Lava,Machete,None,Socks & Sandals,Blue Force,None,None,56.939092215157686,2447
2448,Fedora,5,Purple,None,None,None,Fire,None,None,19.34340178887147,2448
2449,Beanie,5,Purple,Machete,None,None,None,None,None,17.639878023180984,2449
2450,Beret,5,Green,None,None,None,Potato,None,None,19.277983702028678,2450
2451,None,5,Aqua,Throwing Star,None,None,Sound,None,None,29.997227277489312,2451
2452,White Cap,5,Rotten,None,None,None,Gas,None,None,21.927252501584498,2452
2453,Brown Topper,5,Russet,None,None,School,Gas,None,None,40.857418900191824,2453
2454,Sheriff,5,Green,Light Disc,None,None,None,None,None,17.669850531672935,2454
2455,Brown Topper,5,Red,Sheriff Gun,None,None,None,None,None,17.312790857698225,2455
2456,Soldier,5,Green,Folding Chair,None,None,Water,None,None,32.75532628260664,2456
2457,Spinner,5,Aqua,None,None,None,Red Force,None,None,19.307961663888843,2457
2458,Soldier,5,Russet,Water Sword,None,None,None,None,None,16.435166784138172,2458
2459,Brown Topper,5,Green,None,None,None,Yellow Force,None,None,18.569316703086162,2459
2460,Purple Emo,5,Russet,None,None,None,Lightning,None,None,17.776218884940608,2460
2461,Blue Punk,5,Rainbow,None,None,Chucks,Lightning,None,None,44.26135080406992,2461
2462,None,5,Russet,Life Donut,None,None,None,None,None,13.306235046682085,2462
2463,Afro,5,Lava,None,None,None,Plasma,None,None,20.613506030134097,2463
2464,Soldier,5,Zombie,None,None,None,None,None,None,6.846909828620803,2464
2465,Blue Headband,5,Purple,None,None,None,Ticket,None,None,19.359755560629896,2465
2466,Wizard,5,Red,None,None,None,Wind,None,None,18.75469026407344,2466
2467,Pink Bob,5,Pink,None,None,None,Wind,None,None,19.509670454311813,2467
2468,None,5,Green,Plant,Pickle,None,None,None,None,40.492113238569075,2468
2469,Sailor,5,Chip,Bo'oh'o'wa'er,None,None,None,None,None,19.171657884234833,2469
2470,None,0,Russet,None,None,None,None,None,None,26.94454526611966,2470
2471,None,5,Pink,Shotgun,Peach,None,None,None,None,40.60655583336952,2471
2472,Soldier,5,Pink,None,None,None,None,None,None,4.769925976352243,2472
2473,Brown Topper,5,Lava,Sakura,None,None,None,None,None,18.880008665628758,2473
2474,Mountie,5,Russet,None,Banana,None,None,None,None,28.555364406909284,2474
2475,Trucker,5,Russet,Chainsaw,None,None,None,None,None,16.198025228019084,2475
2476,Green Cap,5,Russet,None,None,None,Yellow Force,None,None,17.11387952972659,2476
2477,Dreads,5,Green,None,None,None,Yellow Force,None,None,18.79008921675799,2477
2478,Karen,5,Green,None,None,None,Red Force,None,None,18.931827633628316,2478
2479,Pink Punk,5,Rotten,Shotgun,None,None,None,None,None,20.188315060766183,2479
2480,Sailor,5,Purple,Throwing Star,None,None,None,None,None,17.604441442443218,2480
2481,Pink Balaclava,5,Russet,Umbrella,None,None,Star,None,None,31.253611361246474,2481
2482,Golden Musketeer,5,Pink,None,None,Casual,None,None,None,28.03754485331982,2482
2483,Skipper,5,Aqua,None,None,Casual,None,None,None,27.874012315283352,2483
2484,Monkey,5,Russet,Black Light Sword,None,None,Red Force,None,None,30.776652382958975,2484
2485,Black Cap,5,Pink,Parrot,None,None,None,None,None,17.757069011669113,2485
2486,Tam,5,Red,Power Pole,None,None,None,None,None,17.64804522928475,2486
2487,Blue Headband,5,Russet,Handbag,None,None,None,None,None,16.255268474985986,2487
2488,Rocker,5,Russet,None,None,Gym Socks,Water,None,None,40.60395356611161,2488
2489,Skipper,5,Russet,None,None,None,Wind,None,None,17.609957854058536,2489
2490,Cowboy,5,Lava,Guandao,None,None,Poop,None,None,33.62201076080523,2490
2491,Beanie,5,Russet,Parrot,None,None,None,None,None,16.02358226659437,2491
2492,Pigsy,5,Pink,Champagne,None,None,None,None,None,18.040536302030514,2492
2493,Bowl,5,Green,None,None,None,None,None,None,4.325623281710376,2493
2494,Pork Pie,5,Aqua,None,None,None,Potato,None,None,19.52329219188246,2494
2495,Pink Punk,5,Chip,Champagne,None,None,None,None,None,19.23434557116474,2495
2496,None,5,Red,None,Tomato,None,Ticket,None,None,41.680408799459876,2496
2497,Brown Pirate,5,Purple,None,None,None,None,None,None,4.513706519823418,2497
2498,Sheriff,5,Russet,None,None,None,Sun,None,None,17.672652085163346,2498
2499,Bow,5,Green,None,None,Boxing,Yellow Force,None,None,41.82488361580078,2499
2500,Blue Punk,5,Rainbow,None,None,None,Earth,None,None,21.300366361879913,2500
2501,Poop,5,Robot,Hook Hand,None,None,Missile,None,None,35.40718288265569,2501
2502,None,5,Rotten,Chainsaw,Diamond,None,None,None,None,43.00216844885756,2502
2503,Gat,5,Russet,Holy Book,None,None,None,None,None,16.09445651954178,2503
2504,None,5,Green,Trident,None,None,None,None,None,14.977039285100386,2504
2505,Black Headband,5,Purple,Cold Wallet,None,None,None,None,None,17.55810943585083,2505
2506,Mask,5,Red,None,None,Roman,Wood,None,None,41.857600429360254,2506
2507,Wizard,5,Russet,None,None,None,Potato,None,None,17.680825017367233,2507
2508,Tattoo,5,Aqua,None,None,Basketball,Blue Force,None,None,42.19006878204809,2508
2509,Pink Punk,5,Aqua,Notebook,None,None,None,None,None,17.96420206829968,2509
2510,Red Pirate,5,Chip,Pirate Sword,None,None,None,None,None,19.277958901687896,2510
2511,Shogun,5,Aqua,Guitar,None,None,None,None,None,18.231316677225557,2511
2512,Tam,5,Pink,Flowers,None,None,None,None,None,18.179544318685597,2512
2513,Pork Pie,5,Russet,Green Light Sword,None,None,Yellow Force,None,None,30.3678203540122,2513
2514,Blue Headband,5,Red,None,None,None,Blue Force,None,None,18.525734456501798,2514
2515,Red Pirate,5,Red,None,None,None,None,None,None,4.080324336203411,2515
2516,Red Bandana,5,Chip,Monk Spade,None,Roman,None,None,None,42.440899956774366,2516
2517,Beanie,5,Russet,None,None,None,Poop,None,None,17.359191290609548,2517
2518,Brown Topper,5,Purple,Parrot,None,None,None,None,None,17.60171458671473,2518
2519,Purple Emo,5,Hash Brown,None,None,None,Sound,None,None,21.482957716470295,2519
2520,Tattoo,5,Purple,None,None,None,Brick,None,None,19.228921839959185,2520
2521,Karen,5,Pink,Magic Wand,None,None,None,None,None,18.119582396858906,2521
2522,Bow,5,Russet,None,None,None,Blood,None,None,17.817106451025733,2522
