,Ethnicity,Tatoos,Neck Accessories,Head Accessories,Hair,Color Eyes,Clothes,Body Accessories,Earings,Nose Accessories,Rarity score,Token Id
2571,1,Yddre,Gl J0sh1,Yoona-939,Mahogany,None,Br  Kn1-ght,V0l-T4n,None,None,26.040450098594093,2571
2572,2,THO,None,Loop HT-X,M1ley,None,Gr Flowpow 0,N0v4,Pyram1d,None,36.85831902338532,2572
2573,4,Yddre,Gyraphe,Light Tb2,Brado,None,Blue Kroko,None,Ona Jenta,Silver Innoza,58.300384785226335,2573
2574,1,Yddre,70 Blue,Tiger,Mahogany,None,Coco-Dk,None,None,None,19.586888294369178,2574
2575,4,Ciblo,Damondy,None,Macca,None,Ivor snake,None,None,None,17.632130471815135,2575
2576,4,None,Goldy Flewer,Silver Liner Kb2,Brado,None,Black Aredeko,Dark Padm3,Ring Hysteria ,None,37.23115604934076,2576
2577,3,THO,Sh4ggy Gl,Neo,Dk Motok-0,Pk M3rm4id,Str4w-Pur,Pk Priam,Ring Hysteria ,None,58.62301001257425,2577
2578,3,THO,Glody Cora,Sonmi-451,Br Leia,None,Zh0ra Dk,None,Ring Hysteria ,None,35.361764856157926,2578
2579,1,None,None,Yoona-939,Dk F4la,Sapphire,Tq 1ungle,V0l-T4n,None,None,28.698944865357213,2579
2580,3,None,Sh4ggy Gl,None,Dk Motok-0,Esmerald,Kiya-T4 Rd,None,None,None,24.782233095275632,2580
2581,2,Ohm,None,P-43cock Dark,Xtail,None,SG1,Nek_Gl7,None,None,21.04540012228948,2581
2582,3,THO,C3d-Gl,Atlas,Dk Leia,None,Kiya-T4 Bl,Pk J4w,None,None,27.747218246902843,2582
2583,2,None,Double 50X-TS Goldy,Nebula,Brown Tifa ,None,Dk Flowpow 0,N0v4,None,None,22.876611160424773,2583
2584,1,None,Gl J0sh1,M0-Nonok3,Dk Mkia-Wa,None,Gr PSLV,3mr0s,None,None,21.117409503959035,2584
2585,3,Mothered,Sh4ggy Gl,None,Dk Leia,Pk M3rm4id,Mam3-Shib0r1,None,None,None,31.635640051853976,2585
2586,4,None,Gyraphe,Light Tb2,Blond shorty 0,None,Black Aredeko,None,None,None,15.106466879162936,2586
2587,3,Ohm,None,None,Dk Leia,Pk M3rm4id,X-0c Bitum,None,None,None,23.2678742655288,2587
2588,2,None,Double 50X-TS Silver,Loop HT-X,Xtail,None,Pandora Dk,Smakras,Pyram1d,None,39.564413841271154,2588
2589,1,THO,Gl J0sh1,Tiger Chain,Mahogany,Sapphire,M3b Gr,3mr0s,None,None,42.53363933687618,2589
2590,1,Ohm,Big J0sh1,M0-Nonok3,Mahogany,None,Coco-Br,Maua,None,None,29.121696624434044,2590
2591,3,Yddre,Sh4ggy Sl,None,Pk Motok-0,Esmerald,Str4w-Pur,Pk J4w,None,None,37.51112443653271,2591
2592,4,THO,Gyraphe,Purple Hk-Tk,Tiger king,Sunny,Red kroko,Silver Nek-T2,Ona Jenta,Goldy Innoza,83.33475612711054,2592
2593,3,None,Sh4ggy Gl,None,Dk Motok-0,1R-1cent,X-0c Bitum,Pk J4w,None,None,32.3719371205652,2593
2594,1,None,None,Yoona-939,Mahogany,None,Coco-Dk,3mr0s,None,None,13.021634331999374,2594
2595,4,None,Perly,Silver Liner Kb2,Macca,None,Sun snake,Goldy Nek-T2,None,None,22.27721935701436,2595
2596,1,Mothered,70 Blue,None,Gi Mkia-Wa,None,Or PSLV,V0l-T4n,None,None,23.465670005646743,2596
2597,1,Ohm,P3X-774,Tiger Chain,Dk Mkia-Wa,Sapphire,Wh 1ungle,None,None,None,37.33899735726548,2597
2598,4,None,Gyraphe,Purple Hk-Tk,Brado,None,Black Aredeko,Goldy Nek-T2,None,None,21.929910833978923,2598
2599,4,None,None,Silver Liner Kb2,Macca,None,Blue Kroko,None,None,None,5.907311674666018,2599
2600,3,THO,Glody Cora,Neo,Dk Leia,Fire,Zh0ra Gr,None,None,None,36.20600946849654,2600
2601,4,None,None,Light Tb2,Macca,Sunny,1nKa,Purple Padm3,None,None,31.43958321530248,2601
2602,2,Ohm,None,P-43cock Dark,Blond Tifa,None,buildy pink gold,M3tr0 Tw1,None,None,21.801251870957504,2602
2603,2,None,None,Metropolis Noisa,M1ley,None,Dk Flowpow,N0v4,None,None,14.080178719522893,2603
2604,4,None,Goldy Flewer,Silver Liner Kb2,Macca,None,Vintegio,Dark Padm3,Ona Jenta,None,38.200627931841105,2604
2605,1,Ohm,Big J0sh1,None,Gi Mkia-Wa,None,M3b Rd,None,None,None,16.370136625906667,2605
2606,1,Yddre,U-4yeb,L3x4,lanu,None,Wh 1ungle,None,None,None,20.373304552738293,2606
2607,3,Ohm,Sh4ggy Gl,Atlas,Br Leia,None,X-0c Bitum Gr,Pk Priam,None,None,28.21372953714895,2607
2608,2,None,Diamond Perly,Nebula,M1ley,None,Pandora Bl,N0v4,Galactic Diamond,None,40.59522201578467,2608
2609,1,Ohm,Dk J0sh1,Yoona-939,Dk F4la,None,Wh 1ungle,None,None,None,21.590063544177248,2609
2610,1,THO,Sl J0sh1,Tiger Chain,Dk Mkia-Wa,None,Dk 1ungle,V0l-T4n,None,None,26.55443301753515,2610
2611,1,Yddre,70 Blue,Tiger Chain,lanu,None,Coco-Br,V0l-T4n,None,None,25.943189751836666,2611
2612,2,None,Double 50X-TS Goldy,None,Xtail,None,Dk Paiesly,Neckilver,None,None,16.32286945579417,2612
2613,2,None,None,None,M1ley,None,buildy yellow silver,Clavi Tw1,None,None,8.732243425726589,2613
2614,3,None,Sh4ggy Sl,None,Pk Motok-0,None,Str4w-Pur,Pk Priam,None,None,15.014308741902804,2614
2615,1,None,D4isy,M0-Nonok3,Mahogany,None,Leeloo Bl,3mr0s,None,None,20.764497577293774,2615
2616,3,Ohm,Sh4ggy Gl,None,Br Leia,None,Str4w-J4p,B3cky,Ring Hysteria ,None,37.578230722498944,2616
2617,1,None,70 Purple,Tiger,lanu,None,Ye  Kn1-ght,V0l-T4n,None,None,20.706140558521245,2617
2618,2,None,None,Teal'c,Blond Tifa,None,buildy pink gold,N0v4,None,None,14.352502307113147,2618
2619,4,None,Damondy,Goldy Liner Kb2,Double line,None,Vintegio,Silver Nek-T2,Geometria,None,40.148297556600646,2619
2620,3,Ohm,None,None,Pk Motok-0,Pk M3rm4id,Kiya-T4 Rd,Pk J4w,Ring Hysteria ,None,45.96972815371632,2620
2621,1,Yddre,None,M0-Nonok3,Dk Mkia-Wa,None,Wh 1ungle,V0l-T4n,None,None,18.18103664139605,2621
2622,3,Yddre,Glody Cora,None,Br Leia,None,Str4w-1r1,Pk J4w,None,None,20.626302283072057,2622
2623,3,Yddre,C3d-Gl,None,Dk Motok-0,None,P13N-FU Wh,B3cky,3-Ncke,None,39.23686600513124,2623
2624,1,Ciblo,Dk J0sh1,Tiger Chain,lanu,Fire,Gr PSLV,V0l-T4n,None,None,45.889495898977145,2624
2625,3,None,Sh4ggy Gl,None,Leia,None,X-0c Bitum Gr,Pk J4w,None,None,14.955945467546849,2625
2626,1,Ciblo,D4isy,Ch4n1,lanu,None,Leeloo Wt,Maua,None,None,32.00010300591088,2626
2627,1,None,None,Yoona-939,Dk Mkia-Wa,None,Cameron,Maua,None,None,14.583327576457677,2627
2628,2,THO,Double 50X-TS Goldy,None,Blond shorty,None,Pandora Wh,N0v4,None,None,22.09620132711304,2628
2629,4,None,Gyraphe,Silver Liner Kb2,Grand line,None,Amy Snake,Purple Padm3,None,None,20.951885353844713,2629
2630,1,None,70 Purple,None,lanu,None,M3b Rd,None,None,None,8.454414613836507,2630
2631,1,None,Sl J0sh1,None,Dk Mkia-Wa,None,Coco-Dk,None,None,None,8.276559362554545,2631
2632,4,Mothered,Perly,None,Grand line,None,Pryzo Red,Goldy Nek-T2,Geometria,None,42.62646512872209,2632
2633,1,None,70 Purple,Kida,lanu,None,Coco-Dk,None,None,None,14.713761801724367,2633
2634,4,None,Green River Cubo,Dark Tb2,Brado,None,Vintegio Br,None,Ona Jenta,Silver Innoza,52.88645915656418,2634
2635,4,Mothered,None,Light Tb2,Tiger king,Ruby,Kruel,Purple Padm3,Ring Hysteria ,Silver Innoza,76.95530488071893,2635
2636,1,None,Gl J0sh1,Yoona-939,Mahogany,None,Cameron Light,3mr0s,None,None,20.814513592157187,2636
2637,2,None,Goldy Perly,None,Fr33zy,None,Gr Flowpow 0,None,None,None,8.79648368874218,2637
2638,3,Ohm,Sh4ggy Gl,Sonmi-451,Br Leia,1R-1cent,Zh0ra Gr,None,None,None,37.73936054617519,2638
2639,2,Ohm,Double 50X-TS Silver,P-43cock Blue,M1ley,None,Dk Flowpow 0,Nek_Gl7,None,None,28.930197107693157,2639
2640,2,None,None,Ltt Loop  HT-X,Blond Tifa,Sapphire,Rorschach,Nek_Gl7,None,None,30.151947678926927,2640
2641,3,Mothered,Sh4ggy Gl,Sonmi-451,Pk Motok-0,None,Str4w-1r1,None,None,None,21.63521400809066,2641
2642,3,THO,None,Atlas,Leia,Mahubiri,X-0c Bitum Gr,Abydoss,None,None,37.30329902261465,2642
2643,1,None,70 Blue,Yoona-939,Dk Mkia-Wa,None,M3b Pr,3mr0s,None,None,21.49534351104837,2643
2644,4,H3art,Brown River Cubo,Silver Liner Kb2,Brado,None,Vintegio,Silver Nek-T2,None,None,29.641983497378142,2644
2645,3,None,Sh4ggy Gl,Neo,Leia,None,Str4w-J4p,Pk J4w,None,None,20.993322143768527,2645
2646,1,Yddre,Dk J0sh1,Tiger,Dk Mkia-Wa,None,M3b Pr,V0l-T4n,None,None,26.637881525765717,2646
2647,3,Yddre,None,None,Dk Motok-0,Mahubiri,Str4w-1r1,Pk J4w,None,None,29.346278137392762,2647
2648,1,Angel3,Dk J0sh1,M0-Nonok3,Pr F4la,Sapphire,Gr PSLV,V0l-T4n,None,None,46.122915844819325,2648
2649,4,None,None,Silver Liner Kb2,Double line,None,Sun snake,Purple Padm3,Ona Jenta,None,30.28336111280778,2649
2650,1,None,None,Tiger Chain,lanu,None,Rd PSLV,None,None,None,6.264815504898266,2650
2651,2,Yddre,Double 50X-TS Goldy,Nebula,M1ley,None,Dk Paiesly,Neckilver,None,None,28.15527717996477,2651
2652,1,Yddre,Sl J0sh1,None,Dk F4la,None,Leeloo Bl,V0l-T4n,None,None,20.123187273005655,2652
2653,3,Ohm,Sh4ggy Gl,None,Dk Leia,Pk M3rm4id,Str4w-1r1,Abydoss,None,None,38.36937719968297,2653
2654,3,None,None,Atlas,Dk Leia,None,Mam3-Shib0r1,B3cky,None,None,13.758734321814481,2654
2655,2,Yddre,None,Nebula,Xtail,None,Pandora Br,Smakras,None,None,20.070401769420457,2655
2656,4,None,Damondy,Goldy Liner Kb2,Brado,Sunny,Kruel,Purple Padm3,None,None,39.279123719228814,2656
2657,3,Ohm,Glody Cora,None,Dk Motok-0,None,P13N-FU Gr,B3cky,None,None,22.61834952236507,2657
2658,4,Yddre,Brown River Cubo,blue jewels,Skrill,None,Vintegio,Silver Nek-T2,None,None,27.197370970645267,2658
2659,3,Yddre,None,Sonmi-451,Br Leia,None,Kiya-T4 Rd,Pk J4w,None,None,18.237098448731746,2659
2660,3,Ohm,C3d-Gl,None,Leia,None,X-0c Bitum Gr,None,None,None,15.295042442312711,2660
2661,1,None,P3X-774,M0-Nonok3,Dk F4la,None,Cameron Light,None,None,None,14.980506681687237,2661
2662,2,None,None,None,Fr33zy,None,Gr Flowpow,Plav4,None,None,8.204254809669193,2662
2663,3,Yddre,Sh4ggy Sl,Neo,Dk Leia,Pk M3rm4id,Zh0ra Gr,None,Ring Hysteria ,None,50.72021550892497,2663
2664,2,None,None,Teal'c,Xtail,Sapphire,Pandora Bl,Neckilver,Pyram1d,None,46.45579820352258,2664
2665,3,THO,Sh4ggy Sl,None,Pk Motok-0,Pk M3rm4id,Zh0ra Gr,Pk J4w,Ring Hysteria ,None,52.62825560298195,2665
2666,2,Yddre,None,Nebula,Brown Tifa ,None,buildy pink,N0v4,None,None,20.712278950492756,2666
2667,4,None,Goldy Flewer,Dark Tb2,Blond shorty 0,None,White Aredeko,None,Ona Jenta,Silver Innoza,53.50882542060452,2667
2668,3,THO,Sh4ggy Sl,None,Dk Motok-0,Pk M3rm4id,P13N-FU Dk,B3cky,None,None,37.3805588495188,2668
2669,3,None,Glody Cora,None,Leia,None,Str4w-J4p,None,None,None,8.343728591919014,2669
2670,3,Yddre,Sh4ggy Gl,None,Leia,Mahubiri,Kiya-T4 Rd,Pk Priam,None,None,36.65806988199161,2670
2671,2,THO,None,Ltt Loop  HT-X,Fr33zy,Sapphire,Mono White,Plav4,None,None,35.92216742194784,2671
2672,3,Ciblo,None,Arkosmel,Dk Leia,None,X-0c Bitum Bl,Pk J4w,Ring Hysteria ,None,38.15085734915417,2672
2673,3,Yddre,Sh4ggy Sl,None,Dk Leia,Mahubiri,Mam3-Shib0r1,B3cky,3-Ncke,None,54.4226472073798,2673
2674,3,Yddre,None,Neo,Dk Leia,Pk M3rm4id,X-0c Bitum Bl,Pk Priam,Ring Hysteria ,None,50.40621724465198,2674
2675,3,Yddre,None,None,Dk Leia,Pk M3rm4id,Kiya-T4 Rd,None,None,None,21.603683404842606,2675
2676,1,None,Sl J0sh1,Tiger Chain,Dk F4la,None,Bl PSLV,3mr0s,None,None,21.26190980122744,2676
2677,2,None,None,P-43cock Dark,Blond Tifa,Sapphire,Mono White,M3tr0 Tw1,None,None,30.51875554677879,2677
2678,4,Fl3wy,Perly,Goldy Liner Kb2,Shorty Blue,None,Pryzo Red,None,None,None,25.70842817377141,2678
2679,4,Fl3wy,Goldy Flewer,blue jewels,Brado,None,1nKa,None,Ring Hysteria ,None,39.57029388392166,2679
2680,2,None,None,None,M1ley,None,Mono White,Smakras,Galactic Diamond,None,26.129654278786674,2680
2681,1,None,Sl J0sh1,Yoona-939,lanu,None,Tq 1ungle,V0l-T4n,None,None,20.053109717463542,2681
2682,1,None,D4isy,M0-Nonok3,lanu,None,Dk  Kn1-ght,V0l-T4n,None,None,20.597773465682558,2682
2683,1,None,70 Purple,L3x4,Dk F4la,None,Tq 1ungle,V0l-T4n,None,None,21.350817881872448,2683
2684,2,Ohm,Double 50X-TS Goldy,Meronym,Xtail,None,Pk Paiesly,Smakras,None,None,29.863806853429846,2684
2685,3,Ohm,Sh4ggy Gl,None,Dk Motok-0,None,Mam3-000,B3cky Br,None,None,22.509986495441268,2685
2686,4,Mothered,None,None,Double line,Emerald,Black Aredeko,None,Ring Hysteria ,None,41.75110147183461,2686
2687,4,None,None,Silver Liner Kb2,Grand line,None,Blue Kroko,Silver Nek-T2,Ona Jenta,Silver Innoza,51.32548530522231,2687
2688,3,THO,Sh4ggy Gl,None,Dk Leia,None,X-0c Bitum Bl,B3cky Br,Ring Hysteria ,None,36.655987851227586,2688
2689,2,Mothered,Goldy Perly,None,Fr33zy,None,Dk Flowpow 0,Smakras,Pyram1d,None,41.21481094697494,2689
2690,4,H3art,Green River Cubo,Silver Liner Kb2,Skrill,None,Black Aredeko,Silver Nek-T2,None,None,29.778137783386853,2690
2691,4,None,Gyraphe,None,Macca,None,Vintegio Br,None,None,None,8.102337197617176,2691
2692,2,THO,Double 50X-TS Silver,P-43cock Blue,M1ley,None,Pandora Br,Smakras,None,None,28.64700845141589,2692
2693,4,None,None,None,White tiger king,Sunny,White Aredeko,Dark Padm3,None,Silver Innoza,47.915281946341786,2693
2694,3,THO,Bl Pr1s,None,Pk Motok-0,Mahubiri,Zh0ra Dk,None,Itz4,None,49.21484389446097,2694
2695,4,THO,Gyraphe,Purple Hk-Tk,Tiger king,None,Pryzo,Purple Padm3,Ona Jenta,Silver Innoza,65.94459008789923,2695
2696,3,Yddre,Sh4ggy Sl,None,Dk Leia,None,P13N-FU Wh,None,None,None,12.975034381754039,2696
2697,1,None,Sl J0sh1,M0-Nonok3,Pr F4la,None,Coco-Bl,3mr0s,None,None,21.542562822021395,2697
2698,1,THO,Dk J0sh1,M0-Nonok3,Dk F4la,None,Cameron,V0l-T4n,None,None,27.10738929605265,2698
2699,1,None,None,M0-Nonok3,lanu,None,Rd PSLV,V0l-T4n,None,None,12.451968832784562,2699
2700,4,Yddre,Gyraphe,Copper Hk-Tk,Macca,None,Ruby snake,None,Ona Jenta,None,36.60881730254097,2700
2701,2,None,Diamond Perly,P-43cock Dark,Blond shorty,Fire,Ye Paiesly,Plav4,None,None,39.70357587741555,2701
2702,4,THO,Gyraphe,Copper Hk-Tk,Macca,None,Pryzo Blue,Silver Nek-T2,None,Silver Innoza,49.21221475297027,2702
2703,1,None,Big J0sh1,None,lanu,None,Bl PSLV,3mr0s,None,None,15.447378476428103,2703
2704,4,Fl3wy,Brown River Cubo,None,Skrill,None,Purple Aredeko,None,None,None,18.00718991658753,2704
2705,3,Yddre,Glody Cora,Neo,Dk Motok-0,None,Zh0ra Dk,None,None,None,19.868256366013405,2705
2706,1,Yddre,Sl J0sh1,None,Mahogany,None,Dk 1ungle,Maua,None,None,21.33471056325421,2706
2707,3,Mothered,Sh4ggy Gl,None,Pk Motok-0,Pk M3rm4id,Str4w-J4p,None,Ring Hysteria ,None,47.98118623108251,2707
2708,1,None,None,Tiger,Dk Mkia-Wa,None,Coco-Br,None,None,None,6.556596852747123,2708
2709,4,Yddre,Damondy,None,Double line,None,Amy Snake,Silver Nek-T2,None,Silver Innoza,43.04271442848133,2709
2710,1,None,D4isy,Tiger Chain,lanu,None,Bl PSLV,None,None,None,14.233021271856083,2710
2711,2,None,None,Teal'c,Blond shorty,None,Pr Paiesly,None,None,None,6.673259277929317,2711
2712,2,Yddre,None,Ltt Loop  HT-X,Fr33zy,None,buildy green,M3tr0 Tw1,None,None,20.03150250881185,2712
2713,1,None,Gl J0sh1,Tiger,Mahogany,None,Wh 1ungle,V0l-T4n,None,None,20.37545369759802,2713
2714,2,None,None,P-43cock Blue,Xtail,None,Dk Paiesly,Plav4,None,None,14.68596304159985,2714
2715,1,None,D4isy,M0-Nonok3,Mahogany,None,Leeloo Dk,None,None,None,14.22744881976341,2715
2716,4,H3art,None,Silver Liner Kb2,Macca,None,Kruel,Dark Padm3,Ona Jenta,None,39.52595817326251,2716
2717,4,Mothered,Gyraphe,None,Skrill,None,Vintegio Br,None,None,Silver Innoza,38.07839526639939,2717
2718,1,THO,None,Tiger,Mahogany,None,Tq 1ungle,None,None,None,11.938386457852319,2718
2719,1,None,Gl J0sh1,None,lanu,None,Bl PSLV,None,None,None,8.187639084700729,2719
2720,1,Ohm,70 Blue,Tiger Chain,Mahogany,None,M3b Goldy Bl,None,None,None,21.12601596993405,2720
2721,1,None,Sl J0sh1,Kida,Mahogany,None,Tq 1ungle,V0l-T4n,None,None,20.617217155116535,2721
2722,3,Mothered,Sh4ggy Sl,None,Br Leia,None,Zh0ra Gr,Pk J4w,None,None,22.607183971334752,2722
2723,1,None,None,None,Gi Mkia-Wa,None,Wh 1ungle,V0l-T4n,None,None,7.420836964581956,2723
2724,1,None,None,Yoona-939,Mahogany,None,Cameron,V0l-T4n,None,None,12.752072734575695,2724
2725,3,Yddre,C3d-Gl,Sonmi-451,Br Leia,Fire,Str4w-1r1,Pk Priam,None,None,42.717283656486764,2725
2726,1,None,Sl J0sh1,None,lanu,Sapphire,Cameron Light,3mr0s,None,None,30.179743014448825,2726
2727,1,Mothered,Gl J0sh1,Yoona-939,lanu,None,Bl PSLV,V0l-T4n,None,None,28.329714797033333,2727
2728,2,Ohm,94 Blue PU,P-43cock Dark,Fr33zy,None,Pandora Bl Cl,N0v4,None,None,29.649870619632146,2728
2729,4,None,Goldy Flewer,None,Shorty,None,Blue Kroko,None,None,None,8.574715769934201,2729
2730,4,None,None,Silver Liner Kb2,Bald,None,Pryzo,Silver Nek-T2,Ring Hysteria ,Silver Innoza,50.933952358082045,2730
2731,1,None,Big J0sh1,L3x4,Gi Mkia-Wa,None,M3b Dk,V0l-T4n,None,None,22.209478659332955,2731
2732,2,None,None,P-43cock Dark,Blond shorty,None,Dk Flowpow 0,None,None,None,7.01230966278404,2732
2733,1,Yddre,D4isy,L3x4,Pr F4la,None,M3b Gr,None,None,None,21.00405872436208,2733
2734,3,None,Sh4ggy Sl,Sonmi-451,Leia,Pk M3rm4id,Zh0ra Gr,None,None,None,29.6801481131348,2734
2735,3,None,Sh4ggy Sl,None,Dk Motok-0,None,Str4w-Pur,B3cky Br,None,None,15.467232685796148,2735
2736,4,THO,Goldy Flewer,Purple Hk-Tk,Skrill,None,Pryzo,Purple Padm3,Geometria,None,45.30960394890262,2736
2737,3,Yddre,Glody Cora,Sonmi-451,Leia,Mahubiri,Zh0ra Rd,Pk J4w,Itz4,None,60.73134487209497,2737
2738,2,None,None,Metropolis Noisa,Blond Tifa,None,buildy pink,Clavi Tw1,None,None,15.24174448175842,2738
2739,3,Yddre,None,Neo,Leia,Mahubiri,X-0c Bitum,4-Smakras Sl,None,None,36.75869595486034,2739
2740,3,Ohm,None,Neo,Br Leia,Esmerald,Str4w-1r1,Pk J4w,None,None,37.22522133492932,2740
2741,2,None,Double 50X-TS Silver,Ltt Loop  HT-X,Fr33zy,None,Zippy,Neckilver,None,None,22.645997604748203,2741
2742,3,None,None,None,Dk Leia,None,Kiya-T4 Rd,Pk J4w,Ring Hysteria ,None,22.28200642459325,2742
2743,4,None,Brown River Cubo,None,Macca,None,White Aredeko,Silver Nek-T2,None,None,15.26774046644033,2743
2744,4,None,Green River Cubo,Copper Hk-Tk,Macca,Sunny,Vintegio,None,None,Goldy Innoza,54.15117864146227,2744
2745,1,THO,Dk J0sh1,Yoona-939,Mahogany,Fire,Leeloo Bl,3mr0s,None,None,43.21157248894492,2745
2746,4,Mothered,Damondy,Purple Hk-Tk,Brado,None,Pryzo Red,None,None,None,22.73559785637503,2746
2747,1,None,70 Purple,Yoona-939,Dk F4la,None,Tq 1ungle,V0l-T4n,None,None,21.097950805772108,2747
2748,4,THO,Gyraphe,Silver Liner Kb2,Grand line,None,Amy Snake,Purple Padm3,Ring Hysteria ,None,42.22580305541562,2748
2749,2,Ohm,None,Teal'c,M1ley,Sapphire,Dk Flowpow 0,N0v4,None,None,35.88022699535156,2749
2750,2,Scy Fy,None,Ltt Loop  HT-X,M1ley,Sapphire,Dk Flowpow,Plav4,Pyram1d,None,56.23957774728696,2750
2751,3,None,Sh4ggy Sl,None,Dk Motok-0,None,P13N-FU Wh,None,None,None,7.90747509200709,2751
2752,2,Ohm,None,Nebula,Brown Tifa ,None,buildy yellow gold,Sw1 Tch,None,None,22.7765694577215,2752
2753,3,Yddre,None,None,Dk Leia,Pk M3rm4id,Str4w-J4p,Pk Priam,3-Ncke,None,46.60859167162233,2753
2754,4,Yddre,Gyraphe,Light Tb2,Shorty,None,Sun snake,Purple Padm3,Ona Jenta,Silver Innoza,65.90307543891556,2754
2755,1,None,None,Tiger Chain,Dk F4la,None,Bl  Kn1-ght,3mr0s,None,None,13.746914694530263,2755
2756,1,THO,Sl J0sh1,Yoona-939,Dk F4la,None,Br PSLV,None,None,None,20.28706434080704,2756
2757,3,THO,None,None,Dk Leia,Pk M3rm4id,Kiya-T4 Rd,None,None,None,22.014995808113042,2757
2758,4,Fl3wy,None,Light Tb2,Grand line,None,Amy Snake,None,None,None,16.6625063573228,2758
2759,2,None,None,Metropolis Noisa,Blond shorty,None,Zippy,Nek_Gl7,None,None,14.47200992192601,2759
2760,3,None,None,None,Dk Leia,Pk M3rm4id,Str4w-Pur,Pk Priam,None,None,23.428911181495973,2760
2761,2,Ohm,None,None,Xtail,None,Rorschach,Plav4,None,None,14.555489076747675,2761
2762,4,Fl3wy,None,Silver Liner Kb2,Skrill,Sunny,Red kroko,Silver Nek-T2,Ring Hysteria ,None,54.67079988629915,2762
2763,4,None,Brown River Cubo,Light Tb2,Skrill,None,Ivor snake,None,None,None,15.412086321004024,2763
2764,2,Yddre,None,None,Fr33zy,None,Pandora Kh,None,None,None,6.206846830246502,2764
2765,3,THO,Sh4ggy Gl,None,Dk Leia,None,Kiya-T4 Rd,Pk Priam,Ring Hysteria ,None,35.56957870419319,2765
2766,4,Fl3wy,Green River Cubo,None,Grand line,None,Sun snake,Purple Padm3,Ona Jenta,None,41.395526315581385,2766
2767,3,Ohm,Sh4ggy Sl,Atlas,Leia,None,Zh0ra Dk,None,None,None,20.882239649310435,2767
2768,2,Ohm,Double 50X-TS Goldy,P-43cock Blue,M1ley,None,Gr Flowpow,None,None,None,21.632093425821044,2768
2769,1,None,Sl J0sh1,Kida,Mahogany,Fire,Leeloo Bl,V0l-T4n,None,None,36.92475039627032,2769
2770,2,Yddre,None,None,Xtail,None,buildy white gold,None,None,None,6.065109771962075,2770
2771,2,None,None,Ltt Loop  HT-X,Xtail,None,Gr Flowpow 0,Plav4,None,None,14.18022263405931,2771
2772,3,Yddre,Sh4ggy Sl,None,TGIF,Pk M3rm4id,X-0c Bitum Bl,Abydoss,None,None,38.48360467472536,2772
2773,1,THO,D4isy,M0-Nonok3,Dk Mkia-Wa,Sapphire,Gr  Kn1-ght,Maua,None,None,43.91733066366699,2773
2774,1,Yddre,None,Tiger,Mahogany,None,M3b Pr,V0l-T4n,None,None,18.14492001029712,2774
2775,2,None,None,Nebula,Xtail,None,SG1,Clavi Tw1,None,None,14.819341268273616,2775
2776,3,THO,Sh4ggy Gl,Arkosmel,Dk Leia,None,Kiya-T4 Rd,Pk Priam,Ring Hysteria ,None,42.284367350306496,2776
2777,4,None,Brown River Cubo,None,Guerti,Sunny,Sun snake,None,None,Silver Innoza,47.923355677214666,2777
2778,1,Yddre,70 Blue,Yoona-939,Dk F4la,None,Coco-Dk,V0l-T4n,None,None,26.485042723976687,2778
2779,4,THO,None,None,Brado,None,Vintegio Br,Purple Padm3,Ona Jenta,Silver Innoza,51.750768635816115,2779
2780,4,None,Damondy,Purple Hk-Tk,Macca,None,Yel Kroko,Silver Nek-T2,None,Silver Innoza,43.37861141200265,2780
2781,4,THO,Brown River Cubo,Purple Hk-Tk,Bald,None,Kruel,None,Ona Jenta,Silver Innoza,59.15041441917177,2781
2782,1,Yddre,Gl J0sh1,L3x4,Dk Mkia-Wa,Sapphire,Pk Kn1-ght,None,None,None,36.08342381767235,2782
2783,4,Yddre,Brown River Cubo,Silver Liner Kb2,Blond shorty 0,None,Vintegio Br,Silver Nek-T2,None,None,26.222131867739513,2783
2784,3,None,Sh4ggy Gl,Neo,Br Leia,None,Str4w-1r1,B3cky Br,None,None,21.70740069508884,2784
2785,1,None,None,M0-Nonok3,Dk Mkia-Wa,None,M3b Rd,V0l-T4n,None,None,12.996608499910725,2785
2786,3,Ohm,Sh4ggy Sl,Arkosmel,Pk Motok-0,None,Mam3-Shib0r1,None,Itz4,None,38.7620812201376,2786
2787,1,None,70 Purple,Tiger Chain,Gi Mkia-Wa,None,M3b Gr,3mr0s,None,None,22.062204489231764,2787
2788,3,Yddre,Glody Cora,Sonmi-451,Dk Leia,Mahubiri,P13N-FU Dk,4-Smakras Sl,None,None,43.9508287725587,2788
2789,1,None,None,L3x4,Gi Mkia-Wa,None,Coco-Dk,None,None,None,7.337452545440709,2789
2790,3,Ohm,Sh4ggy Sl,None,Leia,None,Kiya-T4 Rd,None,None,None,14.122408710175973,2790
2791,4,THO,Brown River Cubo,Silver Liner Kb2,Grand line,None,Vintegio,Silver Nek-T2,Ona Jenta,Silver Innoza,64.94724723443893,2791
2792,1,None,70 Purple,None,lanu,None,Cameron,None,None,None,8.421064036529502,2792
2793,2,None,Double 50X-TS Goldy,P-43cock Dark,Brown Tifa ,None,Pk Paiesly,Neckilver,Pyram1d,None,40.41184559985435,2793
2794,2,None,Double 50X-TS Goldy,P-43cock Dark,Xtail,Sapphire,Pk Paiesly,Neckilver,None,None,38.33651091421592,2794
