,Beard Gene,Bones Gene,Teeth Gene,Nose Gene,Eyes Gene,Hair Gene,Skull Gene,Background ID,NAME,UNIQUENESS INDEX,Noname Trait,Rarity score,Token Id
1174,#8,#4,#1,#0,#74,#47,#13,#119,Drolmomma,12,None,46.27367885106213,1174
1175,#8,#15,#8,#1,#16,#84,#6,#58,Yurperchoil,22,None,0.6493814049389361,1175
1176,#8,#4,#9,#4,#0,#65,#6,#5,Suzzea,12,None,45.899674537032176,1176
1177,#8,#0,#6,#2,#0,#93,#5,#0,Phithreth,12,None,45.73943871097305,1177
1178,#8,#15,#4,#2,#68,#64,#5,#28,Sizzil,22,None,0.3452651360567887,1178
1179,#8,#15,#1,#6,#44,#8,#3,#1,Llealfio,22,None,1.516635254251034,1179
1180,#8,#15,#2,#2,#7,#122,#7,#76,Kraxxix,25,Game Token,34.218005524549845,1180
1181,#8,#15,#4,#5,#88,#71,#11,#102,Sliarsustro,22,None,0.8261530741117851,1181
1182,#4,#9,#4,#2,#33,#122,#0,#19,Bhoikral,5,None,74.11962763174701,1182
1183,#8,#15,#8,#4,#37,#56,#5,#59,Draphrunduc,22,None,0.54252901905265,1183
1184,#3,#2,#8,#4,#32,#80,#11,#29,Sreshoc,2,None,85.21891659813025,1184
1185,#8,#15,#2,#5,#35,#122,#2,#126,Saonthi,25,Game Token,34.29200449770059,1185
1186,#8,#0,#6,#7,#85,#122,#12,#71,Kighessihr,16,None,37.70087992317104,1186
1187,#8,#4,#5,#2,#17,#29,#2,#27,Pikico,13,None,50.728803989689716,1187
1188,#8,#3,#10,#1,#82,#120,#14,#73,Kixxumaol,12,None,45.94903295314853,1188
1189,#7,#15,#8,#6,#28,#74,#1,#62,Wiuthrithou,11,None,52.53669904088245,1189
1190,#8,#15,#10,#2,#35,#19,#13,#4,Iulurnaoh,22,None,0.41510590319339974,1190
1191,#8,#15,#8,#0,#74,#38,#14,#86,Uugnodduhr,22,None,0.7274859806644807,1191
1192,#8,#15,#5,#5,#51,#5,#11,#21,Miossah,22,None,0.5795422816940159,1192
1193,#8,#13,#9,#4,#69,#11,#10,#119,Strognew,12,None,46.07229908859112,1193
1194,#8,#6,#1,#3,#49,#10,#5,#98,Choistraa,12,None,45.944918311313366,1194
1195,#6,#15,#0,#1,#26,#16,#8,#88,Bubughurth,11,None,51.98188734846402,1195
1196,#8,#15,#10,#3,#81,#111,#7,#5,Prammahr,22,None,0.6165012810389248,1196
1197,#8,#15,#7,#4,#16,#122,#11,#107,Sosuss,25,None,1.545724175814966,1197
1198,#8,#15,#9,#7,#40,#24,#10,#70,Stiandriunous,22,None,0.87954637763477,1198
1199,#8,#15,#5,#3,#80,#62,#3,#73,Vazastren,22,None,0.7521606684082415,1199
1200,#8,#15,#7,#7,#9,#98,#9,#101,Sthaurkohr,22,None,1.2617799675804269,1200
1201,#8,#15,#1,#3,#57,#122,#1,#19,Pahlolphian,25,None,1.6155965987459264,1201
1202,#8,#15,#1,#3,#43,#122,#7,#68,Bhaatia,25,None,1.7224724139433192,1202
1203,#8,#15,#0,#2,#44,#50,#10,#129,Yeadhintau,22,None,0.28769676100652414,1203
1204,#8,#15,#9,#6,#42,#121,#10,#12,Arre,22,None,1.0809240826638837,1204
1205,#8,#15,#2,#5,#58,#104,#2,#42,Agealfou,22,None,0.6740503358230775,1205
1206,#8,#15,#5,#3,#50,#79,#2,#70,Blialphoidoil,22,None,0.22605731787931427,1206
1207,#8,#15,#5,#5,#54,#122,#6,#60,Raalmiontaz,25,None,1.5498260706700115,1207
1208,#8,#15,#10,#1,#7,#122,#6,#45,Takritt,25,None,1.4388582301714283,1208
1209,#8,#15,#7,#0,#15,#53,#8,#108,Hulmatt,22,None,0.8959675310442425,1209
1210,#8,#0,#4,#7,#82,#70,#10,#34,Terrimauk,12,None,46.09697048462857,1210
1211,#8,#15,#8,#7,#55,#20,#12,#14,Brilfathrett,22,None,0.7768406974543404,1211
1212,#8,#9,#0,#0,#59,#122,#13,#122,Sthuuchi,16,None,37.528279625469125,1212
1213,#8,#15,#10,#3,#60,#122,#3,#109,Vearloukoth,25,None,1.5786129356430236,1213
1214,#8,#15,#5,#0,#15,#122,#5,#86,Driuxorse,25,None,1.2826704477613942,1214
1215,#8,#5,#9,#7,#81,#89,#0,#91,Kemadur,12,None,46.047639614896646,1215
1216,#8,#15,#8,#3,#3,#69,#6,#25,Thujoz,22,None,0.5137799809224232,1216
1217,#8,#15,#5,#4,#85,#96,#12,#96,Lloiphraath,22,None,0.40694116227433214,1217
1218,#8,#15,#3,#7,#32,#73,#7,#123,Phraohiobboi,22,None,1.2124852739572674,1218
1219,#8,#8,#9,#3,#17,#68,#5,#107,Grartac,12,None,45.57915314503374,1219
1220,#8,#15,#0,#3,#53,#31,#6,#66,Veahou,22,None,0.3328920254753281,1220
1221,#8,#15,#3,#4,#67,#10,#14,#12,Thronthozoul,22,None,1.0604454300578192,1221
1222,#8,#15,#1,#2,#37,#3,#9,#37,Takraggen,22,None,0.7069082561919235,1222
1223,#8,#15,#3,#4,#53,#70,#4,#2,Gikner,22,None,1.0069810075781833,1223
1224,#8,#4,#8,#5,#46,#22,#2,#58,Iogic,12,None,45.73122422789302,1224
1225,#8,#15,#3,#7,#47,#70,#9,#88,Mopheakho,22,None,1.2494693471435907,1225
1226,#8,#15,#3,#2,#40,#118,#4,#126,Bluzistri,22,None,0.7069173039367794,1226
1227,#8,#2,#10,#3,#43,#81,#2,#58,Shiarriurphias,12,None,45.686019916317974,1227
1228,#8,#15,#10,#5,#82,#7,#10,#81,Haanne,22,None,0.7521216176101356,1228
1229,#8,#15,#0,#2,#10,#116,#0,#17,Zaalmao,22,None,0.40280596837186317,1229
1230,#8,#15,#8,#6,#70,#122,#7,#18,Srulmu,25,None,1.9032670438919739,1230
1231,#8,#15,#4,#0,#1,#79,#8,#74,Angalnio,22,None,0.7727153744741916,1231
1232,#0,#15,#9,#4,#49,#122,#11,#7,Sthroudhiz,15,None,42.1352941953276,1232
1233,#8,#15,#7,#6,#6,#54,#8,#57,Mossaah,22,None,1.232994344170322,1233
1234,#8,#15,#8,#4,#62,#79,#13,#17,Ghigreandaas,22,None,0.5877789618278064,1234
1235,#8,#15,#4,#1,#50,#117,#6,#40,Bokhauthrin,22,None,0.8261177226401777,1235
1236,#8,#15,#10,#2,#49,#122,#5,#101,Neanthacaon,26,None,7.144243673896003,1236
1237,#8,#12,#8,#6,#85,#122,#14,#9,Theadhuu,16,None,37.83242713623049,1237
1238,#8,#15,#1,#2,#37,#118,#9,#25,Bhiushealna,22,None,0.7028014261950265,1238
1239,#0,#15,#2,#0,#75,#34,#0,#79,Glealthahius,11,None,52.51208354838391,1239
1240,#8,#15,#5,#4,#77,#122,#2,#96,Tacaukrio,26,None,7.107316330710368,1240
1241,#1,#15,#4,#0,#79,#39,#2,#98,Aangarchott,11,None,52.253173231957874,1241
1242,#8,#15,#6,#4,#53,#33,#8,#20,Stuugou,22,None,0.8014672920377695,1242
1243,#8,#15,#8,#6,#68,#122,#13,#15,Lerpheagnoi,25,None,1.6731024813707913,1243
1244,#8,#15,#10,#7,#79,#37,#13,#123,Ligrouth,22,None,0.9782019610120762,1244
1245,#8,#15,#7,#2,#75,#122,#11,#78,Derdek,25,None,1.3525482155527027,1245
1246,#8,#15,#0,#2,#76,#120,#14,#94,Sthruknan,22,None,0.4027973360018266,1246
1247,#8,#15,#3,#0,#58,#122,#0,#129,Threrelfess,25,None,1.9196770907462353,1247
1248,#8,#15,#3,#5,#71,#35,#1,#37,Baukraabhaoth,22,None,1.1097314986094236,1248
1249,#8,#9,#1,#5,#56,#2,#5,#7,Jatel,12,None,46.06821527818684,1249
1250,#8,#8,#6,#5,#36,#19,#10,#23,Cumiuhr,12,None,46.138050706028196,1250
1251,#4,#15,#5,#0,#54,#91,#12,#14,Hiszew,11,None,52.228516632040424,1251
1252,#8,#15,#2,#2,#62,#122,#6,#63,Yiknoma,25,None,1.2867731721800753,1252
1253,#8,#3,#5,#6,#2,#90,#10,#98,Sthullion,12,None,46.15451542826941,1253
1254,#8,#15,#3,#0,#7,#122,#7,#71,Dhiozaz,25,None,1.9319992227127663,1254
1255,#8,#15,#2,#6,#65,#84,#12,#29,Thoblaur,22,None,0.8918796105001887,1255
1256,#8,#15,#10,#2,#42,#93,#7,#52,Waummiul,22,None,0.4972914108021904,1256
1257,#8,#15,#3,#5,#68,#122,#12,#69,Otoil,25,None,1.870389383229415,1257
1258,#8,#15,#7,#7,#27,#49,#10,#128,Sthigeguth,22,None,1.06449141982303,1258
1259,#8,#15,#8,#3,#87,#118,#13,#82,Lligrernon,22,None,0.3740182825933933,1259
1260,#8,#15,#1,#3,#40,#88,#13,#91,Uba,22,None,0.7192493017166934,1260
1261,#8,#15,#5,#4,#83,#75,#12,#126,Wruuneal,22,None,0.42338574572475934,1261
1262,#8,#10,#0,#7,#64,#70,#2,#106,Stexheahlea,12,None,45.82987487247924,1262
1263,#1,#15,#4,#6,#65,#95,#2,#75,Xoirdobloik,11,None,52.40111939973088,1263
1264,#2,#15,#0,#4,#36,#94,#5,#82,Shruphrio,11,None,51.84627893122514,1264
1265,#8,#15,#3,#4,#11,#75,#9,#49,Gluummiodde,22,None,0.953555227546622,1265
1266,#8,#15,#0,#3,#71,#41,#12,#2,Gladhiun,22,None,0.3164659432189442,1266
1267,#8,#15,#6,#5,#84,#77,#5,#125,Yalmukner,22,None,0.7891077468698836,1267
1268,#8,#15,#1,#4,#19,#18,#4,#36,Chaabbia,22,None,0.912435542254849,1268
1269,#8,#15,#10,#5,#8,#122,#3,#25,Naututt,25,None,1.866284202780532,1269
1270,#8,#15,#7,#5,#18,#122,#13,#16,Jophraath,25,None,1.8251468429389583,1270
1271,#8,#14,#8,#6,#39,#12,#10,#122,Thaozaah,12,None,46.105200589286824,1271
1272,#8,#15,#5,#6,#88,#122,#12,#46,Podregnirth,25,None,1.5580508317451558,1272
1273,#8,#15,#2,#1,#0,#122,#2,#12,Khuussidraa,25,None,1.278552113806977,1273
1274,#8,#9,#6,#6,#13,#113,#8,#22,Shrehlaoh,12,None,46.44628860175708,1274
1275,#8,#15,#8,#6,#51,#54,#8,#99,Xindrurnuu,22,None,0.9124219804905149,1275
1276,#8,#15,#8,#3,#5,#51,#5,#119,Ountaun,22,None,0.34521580306693916,1276
1277,#8,#15,#5,#4,#16,#59,#14,#72,Frixxaoz,22,None,0.4973551276390659,1277
1278,#4,#3,#3,#4,#26,#16,#5,#30,Freakugio,2,None,85.50244076945808,1278
1279,#8,#15,#8,#3,#24,#13,#8,#29,Jengoignou,22,None,0.4192378065755563,1279
1280,#8,#11,#6,#0,#39,#122,#10,#117,Sthroutuxtroc,16,None,37.93101982731686,1280
1281,#8,#9,#7,#6,#29,#66,#4,#117,Blerlao,12,None,46.48329857707122,1281
1282,#8,#14,#10,#4,#2,#122,#12,#57,Volfasheah,16,None,37.400905423758125,1282
1283,#6,#15,#4,#7,#30,#13,#7,#39,Uthess,11,None,52.8038702850956,1283
1284,#8,#9,#3,#7,#27,#36,#2,#72,Frioraadhaus,12,None,46.15450268658069,1284
1285,#8,#15,#4,#5,#69,#68,#2,#25,Sthracuurteth,22,None,0.7727375683348692,1285
1286,#8,#9,#2,#2,#81,#95,#13,#27,Kipheanaa,12,None,45.7517748199875,1286
1287,#8,#15,#6,#7,#16,#7,#10,#110,Trirtudre,22,None,0.9905245043392616,1287
1288,#8,#13,#8,#4,#11,#20,#10,#86,Cheghidrior,12,None,45.80930002780496,1288
1289,#8,#15,#6,#2,#83,#105,#9,#36,Plioxegru,22,None,0.7110311230506393,1289
1290,#8,#15,#6,#2,#49,#6,#8,#63,Oshutian,22,None,0.4808793060498839,1290
1291,#8,#15,#0,#3,#48,#118,#7,#48,Tronedraal,22,None,0.4315159505950474,1291
1292,#8,#15,#2,#5,#68,#104,#14,#90,Tiaxxomloih,22,None,0.8507878818587288,1292
1293,#8,#15,#5,#4,#80,#24,#10,#50,Tuukhu,22,None,0.5877567613984956,1293
1294,#8,#4,#1,#6,#7,#122,#0,#120,Nukor,16,None,38.12422415184962,1294
1295,#8,#15,#5,#5,#27,#69,#3,#79,Dhoidhaulthaul,22,None,0.8960197364426545,1295
1296,#8,#15,#3,#6,#39,#122,#9,#47,Khexo,25,None,2.2526118801220516,1296
1297,#8,#15,#0,#0,#63,#77,#10,#27,Condak,22,None,0.6205929023691732,1297
1298,#8,#0,#6,#3,#73,#15,#6,#22,Zouxene,12,None,45.99011769066595,1298
1299,#8,#15,#9,#1,#40,#117,#11,#29,Guxiakkas,22,None,0.5054972579541714,1299
1300,#7,#15,#6,#4,#86,#9,#10,#121,Moilthoiz,11,None,52.14628590933618,1300
1301,#8,#15,#8,#7,#38,#42,#9,#22,Piottaa,22,None,0.9946527070264545,1301
1302,#8,#12,#3,#2,#51,#29,#7,#14,Thiurluphrio,12,None,46.220271564287515,1302
1303,#8,#15,#8,#5,#51,#117,#14,#51,Bloubrulrul,22,None,0.7480439689487206,1303
1304,#8,#15,#7,#5,#78,#68,#5,#50,Auchaoth,22,None,0.8343091809274268,1304
1305,#8,#15,#3,#3,#19,#122,#13,#97,Chorurdaa,25,None,1.7923238677900022,1305
1306,#8,#15,#3,#7,#68,#97,#6,#48,Ghiditriol,22,None,1.2494899030425934,1306
1307,#8,#15,#6,#1,#5,#64,#6,#63,Struthrez,22,None,0.9206117954334592,1307
1308,#8,#15,#7,#1,#14,#45,#8,#50,Yiursi,22,None,0.7890670463413016,1308
1309,#8,#15,#4,#5,#42,#53,#6,#64,Sthrikkudorr,22,None,0.908361193601772,1309
1310,#8,#15,#4,#7,#16,#64,#0,#19,Griobiudouz,22,None,1.0851040877820877,1310
1311,#8,#15,#0,#2,#84,#122,#13,#63,Chiuphea,26,None,7.066127582991523,1311
1312,#8,#3,#3,#5,#69,#39,#0,#5,Vingulmiss,12,None,46.5490386812452,1312
1313,#8,#15,#3,#6,#12,#122,#2,#16,Oilrus,25,None,2.0018885017600763,1313
1314,#8,#15,#1,#1,#46,#19,#8,#16,Plorleaddoi,22,None,0.7562222776533694,1314
1315,#3,#15,#4,#2,#15,#122,#14,#91,Aurruuroi,15,None,41.995550182222395,1315
1316,#8,#15,#0,#5,#52,#17,#5,#98,Yeagrolmiaz,22,None,0.5425084667116571,1316
1317,#8,#9,#4,#4,#22,#55,#6,#8,Loimmohr,12,None,45.94490022284844,1317
1318,#8,#15,#1,#1,#53,#74,#4,#45,Khulphea,22,None,0.9247190355137765,1318
1319,#8,#15,#6,#3,#25,#0,#14,#95,Zerzophauth,22,None,0.6658383199946674,1319
1320,#8,#5,#6,#2,#71,#73,#0,#25,Shaolmaangun,12,None,45.71888113359331,1320
1321,#8,#12,#4,#4,#34,#122,#10,#44,Shicioz,16,None,37.57761502071564,1321
1322,#2,#15,#7,#7,#8,#14,#11,#73,Hignialmeth,11,None,52.59013715324916,1322
1323,#8,#5,#0,#7,#63,#118,#3,#67,Sthranduuborm,12,None,45.95314306810065,1323
1324,#4,#15,#10,#2,#62,#97,#7,#71,Pehungoik,11,None,51.96959521945951,1324
1325,#8,#15,#8,#6,#30,#71,#11,#31,Vraandessir,22,None,0.9823334557705087,1325
1326,#8,#15,#3,#0,#85,#122,#9,#20,Leheagnuu,25,None,2.063520127210229,1326
1327,#8,#15,#2,#1,#13,#53,#14,#92,Linrulfox,22,None,0.7644486786060397,1327
1328,#8,#15,#9,#7,#51,#43,#5,#62,Ogriah,22,None,0.8137774998367171,1328
1329,#8,#15,#0,#7,#50,#107,#7,#131,Cakiortoir,22,None,0.854883612142741,1329
1330,#8,#5,#5,#2,#67,#12,#0,#0,Xaundeldal,13,None,50.89731184625946,1330
1331,#8,#15,#0,#4,#28,#39,#6,#107,Jokiorth,22,None,0.5178798210725093,1331
1332,#8,#15,#10,#2,#56,#118,#2,#101,Tophoz,22,None,0.1561684560314441,1332
1333,#8,#15,#5,#0,#2,#33,#3,#67,Riociw,22,None,0.8672443885644291,1333
1334,#8,#15,#9,#7,#86,#80,#0,#88,Crutiurr,22,None,0.8877879919068706,1334
1335,#8,#4,#1,#6,#36,#26,#12,#41,Cheanteazzath,12,None,46.44632025317234,1335
1336,#8,#15,#4,#4,#61,#7,#6,#57,Chexxinnoz,22,None,0.7480752160281151,1336
1337,#1,#15,#1,#4,#42,#73,#12,#53,Ghotiadha,11,None,52.20794795476533,1337
1338,#8,#5,#1,#7,#69,#37,#2,#74,Vrurzarr,12,None,46.15863130154085,1338
1339,#3,#15,#1,#2,#75,#108,#5,#66,Prulon,11,None,52.15453491569264,1339
1340,#8,#15,#5,#2,#74,#122,#4,#1,Jissiz,26,None,7.127803611945997,1340
1341,#8,#11,#0,#4,#83,#35,#9,#129,Molfuus,12,None,45.949058846609404,1341
1342,#8,#15,#4,#1,#17,#21,#13,#40,Gragnukhohr,22,None,0.780891209541052,1342
1343,#8,#15,#8,#4,#4,#55,#0,#3,Striuszas,22,None,0.6946202480012076,1343
1344,#8,#13,#5,#5,#19,#101,#7,#44,Blulmes,12,None,46.15452323928661,1344
1345,#8,#15,#8,#2,#78,#96,#9,#63,Duulmus,22,None,0.42743707870815967,1345
1346,#8,#2,#4,#5,#65,#89,#9,#84,Okhionden,12,None,46.170950147913544,1346
1347,#8,#15,#6,#5,#3,#122,#7,#92,Ajethroi,25,None,1.796378072178424,1347
1348,#8,#15,#3,#6,#71,#76,#14,#36,Onsiamfaah,22,None,1.3357855300738213,1348
1349,#7,#15,#5,#5,#33,#122,#2,#69,Udrigrouss,15,None,41.93385483719844,1349
1350,#8,#15,#5,#4,#14,#63,#10,#80,Prioghimmohr,22,None,0.5630771423445861,1350
1351,#8,#15,#4,#1,#22,#110,#2,#15,Rindan,22,None,0.42331133734256793,1351
1352,#8,#8,#10,#0,#22,#15,#9,#21,Bhiaphradhou,12,None,46.096957336231974,1352
1353,#8,#6,#2,#4,#45,#122,#8,#73,Oulroul,16,None,37.50775452195226,1353
1354,#8,#15,#2,#3,#23,#120,#0,#53,Drukkaarr,22,None,0.637062151219753,1354
1355,#8,#15,#10,#3,#19,#23,#7,#15,Kriggorth,22,None,0.5795011717206309,1355
1356,#5,#15,#6,#2,#61,#122,#2,#5,Xiarterserth,15,None,41.94618396019778,1356
1357,#8,#15,#5,#1,#21,#29,#8,#103,Driondraoth,22,None,0.48496434515350434,1357
1358,#8,#15,#4,#2,#82,#106,#1,#103,Sthriaphre,22,None,0.5466477728522063,1358
1359,#8,#15,#7,#7,#5,#51,#10,#48,Gelra,22,None,1.0727013774797023,1359
1360,#8,#15,#5,#5,#40,#110,#7,#107,Tuxheatrol,22,None,0.7192653341994233,1360
1361,#8,#15,#9,#2,#79,#122,#11,#66,Chiongia,26,None,7.177136541583053,1361
1362,#8,#10,#2,#5,#86,#122,#5,#74,Gophiohr,16,None,37.56527315475034,1362
1363,#8,#8,#5,#7,#15,#33,#8,#120,Bidduw,12,None,45.92850702225758,1363
1364,#5,#15,#8,#1,#73,#22,#10,#2,Sticheathruuth,11,None,52.1298548885624,1364
1365,#0,#15,#3,#3,#80,#19,#10,#105,Agik,11,None,52.347691972888235,1365
1366,#8,#15,#6,#6,#55,#122,#1,#41,Woustrontoth,25,None,1.952542832350148,1366
1367,#8,#7,#9,#5,#75,#59,#5,#87,Graostroul,12,None,45.99012015563679,1367
1368,#8,#6,#7,#4,#5,#26,#5,#23,Proisaukri,12,None,46.039452673821955,1368
1369,#8,#15,#3,#3,#35,#78,#10,#16,Kaothraazuus,22,None,0.8672337012157401,1369
1370,#8,#3,#3,#0,#15,#90,#12,#28,Ammoil,12,None,46.30658034819982,1370
1371,#8,#15,#3,#4,#54,#101,#9,#52,Sthaanthao,22,None,1.1426153189165411,1371
1372,#8,#15,#7,#5,#87,#104,#12,#67,Sthraulderr,22,None,0.9083192623667741,1372
1373,#8,#15,#7,#7,#87,#69,#13,#101,Yiahlaus,22,None,1.1713734015073074,1373
1374,#8,#15,#6,#1,#72,#23,#11,#2,Bruggorsoz,22,None,0.7726713860709967,1374
1375,#8,#15,#8,#7,#80,#18,#9,#49,Phausaaddauz,22,None,0.8466736527526796,1375
1376,#8,#15,#0,#1,#58,#0,#1,#63,Drethiott,22,None,0.5383617628304209,1376
1377,#8,#1,#2,#7,#10,#45,#12,#26,Shaosho,12,None,46.02712930585761,1377
1378,#8,#15,#6,#2,#15,#122,#4,#97,Mursagnarr,25,None,1.3854003849919454,1378
1379,#1,#15,#9,#3,#50,#31,#5,#54,Cradirras,11,None,52.002458081173906,1379
1380,#8,#15,#4,#6,#11,#63,#11,#91,Greghonta,22,None,0.9535494710519267,1380
1381,#8,#15,#10,#0,#3,#32,#8,#33,Brigul,22,None,0.6575810890708111,1381
1382,#8,#8,#6,#2,#7,#75,#10,#4,Beldol,12,None,45.78051111971332,1382
1383,#8,#15,#9,#0,#83,#70,#12,#53,Bladrauth,22,None,0.7644712913995463,1383
1384,#6,#15,#7,#4,#56,#122,#7,#106,Sulrazzuk,15,None,42.48045780485616,1384
1385,#2,#15,#5,#4,#55,#16,#7,#116,Aojoth,11,None,52.109313339103835,1385
1386,#8,#15,#10,#6,#6,#37,#9,#82,Dotrabheth,22,None,1.0727042575516703,1386
1387,#2,#8,#4,#7,#67,#19,#0,#45,Miorrioz,2,None,85.64213875396085,1387
1388,#7,#15,#6,#3,#87,#101,#13,#108,Jiolthouddau,11,None,52.14220620560488,1388
1389,#8,#8,#10,#0,#41,#122,#8,#2,Jeaxhoin,16,None,37.56114043165749,1389
1390,#8,#15,#9,#0,#7,#122,#9,#117,Frixxan,25,None,1.673103714357983,1390
1391,#8,#15,#4,#2,#74,#122,#10,#76,Blerriatt,25,None,1.278568554457276,1391
1392,#8,#9,#2,#4,#43,#2,#8,#90,Nenemmoth,12,None,45.866835519182615,1392
1393,#8,#15,#8,#5,#80,#22,#4,#103,Aru,22,None,0.8220043123325039,1393
1394,#8,#15,#7,#5,#82,#122,#12,#63,Yaunoi,25,None,1.6566356982209016,1394
1395,#8,#0,#4,#1,#82,#96,#6,#79,Mecoc,12,None,45.96134850735876,1395
1396,#8,#15,#1,#5,#38,#57,#4,#122,Blustrow,22,None,0.9658633841986197,1396
1397,#6,#15,#10,#5,#67,#77,#8,#8,Dolphioh,11,None,52.33122848272189,1397
1398,#8,#15,#8,#2,#27,#122,#7,#70,Sedeldax,26,None,7.247006082982349,1398
1399,#6,#4,#1,#5,#3,#14,#3,#83,Thruurriahlea,2,None,85.81474439980742,1399
1400,#8,#15,#3,#4,#58,#19,#14,#11,Utrinroth,22,None,0.9206968900695673,1400
1401,#8,#15,#3,#3,#64,#122,#5,#123,Wrextrek,25,None,1.5703820112740803,1401
1402,#0,#15,#9,#2,#33,#122,#12,#71,Humfion,15,None,41.87221991812612,1402
1403,#8,#15,#0,#3,#4,#122,#5,#62,Ghaaszaohrauz,26,None,7.119561589597559,1403
1404,#2,#15,#9,#7,#11,#37,#7,#112,Obraastroh,11,None,52.35998327917144,1404
1405,#2,#15,#10,#7,#47,#27,#12,#50,Huzijarth,11,None,52.31888332824336,1405
1406,#1,#15,#5,#0,#68,#42,#10,#76,Lonthuthro,11,None,52.2860558201901,1406
1407,#2,#15,#9,#3,#46,#50,#7,#53,Bhexemmu,11,None,52.10928662429012,1407
1408,#0,#15,#9,#2,#0,#111,#4,#46,Drurpilmex,11,None,51.96960672898212,1408
1409,#8,#15,#8,#3,#1,#122,#9,#26,Pogniomfaon,25,None,1.3196664494031587,1409
1410,#8,#15,#6,#2,#74,#3,#6,#50,Shrilmauszaos,22,None,0.632949566917705,1410
1411,#3,#15,#5,#4,#86,#104,#5,#28,Lostriul,11,None,51.912037943665965,1411
1412,#8,#6,#4,#1,#4,#67,#4,#29,Haxursa,12,None,45.957231813646786,1412
1413,#8,#15,#7,#7,#78,#87,#3,#71,Tephraaz,22,None,1.2042465376588212,1413
1414,#8,#15,#4,#1,#54,#120,#7,#122,Ozastrez,22,None,0.8302286619557626,1414
1415,#7,#15,#7,#0,#29,#11,#10,#70,Woudhaaz,11,None,52.51613365540491,1415
1416,#8,#11,#1,#6,#13,#36,#2,#131,Jaannaun,12,None,46.388792574362796,1416
1417,#8,#15,#1,#0,#14,#4,#3,#103,Viozar,22,None,1.331649512081578,1417
1418,#8,#15,#7,#1,#52,#122,#10,#58,Akiuth,25,None,1.6402248301962585,1418
1419,#8,#10,#4,#1,#46,#3,#12,#120,Shaotaphros,12,None,45.965479998194255,1419
1420,#2,#15,#6,#0,#37,#122,#9,#28,Phointhaas,15,None,42.476333302225314,1420
1421,#8,#15,#0,#1,#72,#26,#14,#26,Thaazugnihr,22,None,0.595936303728953,1421
1422,#8,#15,#9,#0,#78,#122,#5,#17,Ziblaszehr,25,None,1.434726730942676,1422
1423,#8,#15,#10,#5,#23,#122,#5,#129,Zonulrahr,25,None,1.3936255482134114,1423
1424,#0,#15,#3,#7,#64,#85,#3,#26,Srolmux,11,None,53.0257883048627,1424
1425,#8,#15,#3,#1,#8,#122,#2,#14,Bhammu,25,None,1.7306396159102948,1425
1426,#8,#15,#0,#7,#62,#122,#10,#131,Itres,25,None,1.475814756334704,1426
1427,#8,#8,#7,#5,#9,#122,#11,#57,Nindroh,16,None,37.81187736868195,1427
1428,#8,#15,#0,#3,#51,#122,#6,#21,Osath,26,None,7.152445000733566,1428
1429,#8,#6,#7,#0,#49,#45,#1,#59,Misuhr,12,None,46.42575199045099,1429
1430,#8,#15,#1,#7,#37,#71,#7,#98,Thardoc,22,None,1.1343839851940256,1430
1431,#8,#15,#9,#0,#51,#50,#6,#67,Pordaw,22,None,0.7809018987143613,1431
1432,#8,#6,#3,#5,#15,#52,#13,#15,Khaggilthett,12,None,46.30243816746117,1432
1433,#8,#15,#10,#1,#41,#15,#5,#84,Igrazzou,22,None,0.5465869305222069,1433
1434,#8,#15,#7,#6,#26,#54,#10,#29,Kuuthruxiss,22,None,1.2001018877526963,1434
1435,#8,#15,#10,#6,#70,#90,#10,#16,Sthrorax,22,None,1.0480423146897193,1435
1436,#8,#15,#0,#7,#48,#90,#7,#9,Lluungith,22,None,0.9206598917868766,1436
1437,#3,#12,#5,#7,#19,#81,#13,#64,Izeszarr,2,None,85.65859443347492,1437
1438,#8,#15,#5,#4,#4,#35,#3,#71,Lommiublic,22,None,0.6740803432554163,1438
1439,#1,#15,#8,#5,#60,#18,#2,#46,Thraolun,11,None,52.03944462042585,1439
1440,#8,#15,#0,#4,#45,#119,#0,#129,Bhiangaa,22,None,0.4767782288984415,1440
1441,#8,#13,#5,#3,#42,#50,#11,#121,Neariustreth,12,None,45.640811492231165,1441
1442,#8,#15,#1,#4,#4,#41,#1,#85,Naantaz,22,None,0.9206529015751416,1442
1443,#8,#13,#6,#1,#45,#100,#4,#90,Sthugruul,12,None,46.17094274962547,1443
1444,#8,#15,#5,#4,#48,#35,#14,#88,Lluukriu,22,None,0.48090314380225246,1444
1445,#8,#14,#4,#3,#43,#42,#10,#25,Proulmuudduu,12,None,46.02298712739973,1445
1446,#8,#7,#7,#6,#29,#55,#6,#26,Phruuhuun,12,None,46.5860433087796,1446
1447,#8,#15,#4,#2,#5,#122,#2,#34,Srugextrao,26,Game Token,39.99717039307103,1447
1448,#8,#15,#6,#3,#32,#34,#9,#54,Mourloimao,22,None,0.817890083773841,1448
1449,#8,#15,#7,#0,#19,#8,#1,#12,Thrummaoth,22,None,1.1877719444040487,1449
1450,#8,#15,#5,#4,#66,#118,#5,#64,Vukhaxaa,22,None,0.4315628164245107,1450
1451,#8,#15,#1,#7,#33,#122,#1,#88,Groirsoth,25,Game Token,34.723534430087575,1451
1452,#8,#15,#2,#7,#42,#49,#6,#50,Giublaahr,22,None,0.9658843485388846,1452
