,Location,Underground,Region,Size,Rarity score,Token Id
1742,"Jungle(400, -128)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1743
1743,"Jungle(-128, 96)",Secret Passage,Jungle,X-Large,43.7998267019246,1744
1744,"Jungle(-304, -192)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1745
1745,"Jungle(272, 0)",Secret Passage,Jungle,X-Large,43.7998267019246,1746
1746,"Moon(64, -16)",Secret Passage,Moon,X-Large,70.7599955076658,1747
1747,"Volcanic(32, 176)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1748
1748,"Frozen(-240, 96)",Secret Passage,Frozen,X-Large,64.0199533062305,1749
1749,"Jungle(224, -192)",Secret Passage,Jungle,X-Large,43.7998267019246,1750
1750,"Jungle(96, -304)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1751
1751,"Frozen(160, 96)",Weird Rocks,Frozen,X-Large,55.044571118976414,1752
1752,"Frozen(80, -32)",Weird Rocks,Frozen,X-Large,55.044571118976414,1753
1753,"Dystopia(-80, 240)",Secret Passage,Dystopia,X-Large,50.53986890335991,1754
1754,"Jungle(-96, 192)",Secret Passage,Jungle,X-Large,43.7998267019246,1755
1755,"Dystopia(-160, -112)",Secret Passage,Dystopia,X-Large,50.53986890335991,1756
1756,"Dystopia(-16, -48)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1757
1757,"Jungle(128, 224)",Secret Passage,Jungle,X-Large,43.7998267019246,1758
1758,"Moon(-144, 144)",Secret Passage,Moon,X-Large,70.7599955076658,1759
1759,"Frozen(-144, -32)",Secret Passage,Frozen,X-Large,64.0199533062305,1760
1760,"Moon(-64, -32)",Secret Passage,Moon,X-Large,70.7599955076658,1761
1761,"Volcanic(-96, 64)",Secret Passage,Volcanic,X-Large,57.2799099814617,1762
1762,"Dystopia(-272, -160)",Secret Passage,Dystopia,X-Large,50.53986890335991,1763
1763,"Dystopia(160, 208)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1764
1764,"Volcanic(240, 16)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1765
1765,"Moon(-112, 32)",Weird Rocks,Moon,X-Large,61.78466612182518,1766
1766,"Dystopia(80, 0)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1767
1767,"Frozen(160, 48)",Weird Rocks,Frozen,X-Large,55.044571118976414,1768
1768,"Volcanic(160, 112)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1769
1769,"Jungle(-176, -80)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1770
1770,"Dystopia(-128, 160)",Secret Passage,Dystopia,X-Large,50.53986890335991,1771
1771,"Frozen(-160, -80)",Mystic Symbol,Frozen,X-Large,68.51325972544102,1772
1772,"Dystopia(-160, 128)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1773
1773,"Volcanic(144, 32)",Secret Passage,Volcanic,X-Large,57.2799099814617,1774
1774,"Jungle(336, -16)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1775
1775,"Jungle(272, -272)",Weird Rocks,Jungle,X-Large,34.824282740429595,1776
1776,"Moon(112, 48)",Secret Passage,Moon,X-Large,70.7599955076658,1777
1777,"Jungle(160, 128)",Secret Passage,Jungle,X-Large,43.7998267019246,1778
1778,"Frozen(-160, -96)",Weird Rocks,Frozen,X-Large,55.044571118976414,1779
1779,"Dystopia(96, -144)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1780
1780,"Dystopia(-48, 96)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1781
1781,"Jungle(144, -192)",Strange Artifact,Jungle,X-Large,52.820303380084155,1782
1782,"Jungle(416, -112)",Strange Artifact,Jungle,X-Large,52.820303380084155,1783
1783,"Jungle(-192, -192)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1784
1784,"Volcanic(-256, -32)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1785
1785,"Jungle(160, 192)",Secret Passage,Jungle,X-Large,43.7998267019246,1786
1786,"Dystopia(-368, -80)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1787
1787,"Frozen(-80, -64)",Weird Rocks,Frozen,X-Large,55.044571118976414,1788
1788,"Volcanic(-64, 160)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1789
1789,"Dystopia(-240, 96)",Secret Passage,Dystopia,X-Large,50.53986890335991,1790
1790,"Dystopia(192, 208)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1791
1791,"Dystopia(32, 240)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1792
1792,"Jungle(32, -80)",Strange Artifact,Jungle,X-Large,52.820303380084155,1793
1793,"Frozen(-208, 144)",Secret Passage,Frozen,X-Large,64.0199533062305,1794
1794,"Jungle(128, -192)",Strange Artifact,Jungle,X-Large,52.820303380084155,1795
1795,"Moon(-32, 160)",Secret Passage,Moon,X-Large,70.7599955076658,1796
1796,"Jungle(96, 144)",Strange Artifact,Jungle,X-Large,52.820303380084155,1797
1797,"Volcanic(-48, 128)",Strange Artifact,Volcanic,X-Large,66.3002810565449,1798
1798,"Jungle(128, -208)",Strange Artifact,Jungle,X-Large,52.820303380084155,1799
1799,"Moon(-144, -96)",Mystic Symbol,Moon,X-Large,75.25327496487695,1800
1800,"Dystopia(-176, -112)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1801
1801,"Moon(-16, 128)",Secret Passage,Moon,X-Large,70.7599955076658,1802
1802,"Frozen(16, 144)",Secret Passage,Frozen,X-Large,64.0199533062305,1803
1803,"Dystopia(208, 176)",Secret Passage,Dystopia,X-Large,50.53986890335991,1804
1804,"Moon(112, 80)",Weird Rocks,Moon,X-Large,61.78466612182518,1805
1805,"Dystopia(240, 176)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1806
1806,"Dystopia(80, -128)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1807
1807,"Dystopia(-368, 48)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1808
1808,"Moon(-96, 112)",Strange Artifact,Moon,X-Large,79.78025760967216,1809
1809,"Jungle(-192, 32)",Secret Passage,Jungle,X-Large,43.7998267019246,1810
1810,"Moon(-112, -80)",Strange Artifact,Moon,X-Large,79.78025760967216,1811
1811,"Dystopia(224, 96)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1812
1812,"Frozen(272, 48)",Weird Rocks,Frozen,X-Large,55.044571118976414,1813
1813,"Volcanic(64, 160)",Secret Passage,Volcanic,X-Large,57.2799099814617,1814
1814,"Dystopia(352, 160)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1815
1815,"Frozen(32, 144)",Strange Artifact,Frozen,X-Large,73.04026820965032,1816
1816,"Jungle(-416, -96)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1817
1817,"Jungle(144, 160)",Secret Passage,Jungle,X-Large,43.7998267019246,1818
1818,"Jungle(-48, -64)",Weird Rocks,Jungle,X-Large,34.824282740429595,1819
1819,"Moon(-192, 144)",Secret Passage,Moon,X-Large,70.7599955076658,1820
1820,"Volcanic(-160, -48)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1821
1821,"Jungle(-288, 88)",Weird Rocks,Jungle,X-Large,34.824282740429595,1822
1822,"Jungle(-96, -192)",Strange Artifact,Jungle,X-Large,52.820303380084155,1823
1823,"Volcanic(32, -48)",Strange Artifact,Volcanic,X-Large,66.3002810565449,1824
1824,"Frozen(176, -16)",Strange Artifact,Frozen,X-Large,73.04026820965032,1825
1825,"Volcanic(-208, 96)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1826
1826,"Jungle(-80, 32)",Weird Rocks,Jungle,X-Large,34.824282740429595,1827
1827,"Jungle(-352, 32)",Strange Artifact,Jungle,X-Large,52.820303380084155,1828
1828,"Jungle(-128, -304)",Weird Rocks,Jungle,X-Large,34.824282740429595,1829
1829,"Frozen(176, -32)",Weird Rocks,Frozen,X-Large,55.044571118976414,1830
1830,"Dystopia(-224, -224)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1831
1831,"Dystopia(-128, 64)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1832
1832,"Volcanic(32, 272)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1833
1833,"Frozen(0, -128)",Secret Passage,Frozen,X-Large,64.0199533062305,1834
1834,"Frozen(272, 32)",Weird Rocks,Frozen,X-Large,55.044571118976414,1835
1835,"Dystopia(-96, -192)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1836
1836,"Jungle(-544, -80)",Strange Artifact,Jungle,X-Large,52.820303380084155,1837
1837,"Volcanic(-112, 16)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1838
1838,"Dystopia(-128, -128)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1839
1839,"Volcanic(80, 64)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1840
1840,"Moon(-32, 32)",Strange Artifact,Moon,X-Large,79.78025760967216,1841
1841,"Volcanic(240, 112)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1842
1842,"Moon(-144, 160)",Weird Rocks,Moon,X-Large,61.78466612182518,1843
1843,"Jungle(176, -288)",Secret Passage,Jungle,X-Large,43.7998267019246,1844
1844,"Dystopia(96, -160)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1845
1845,"Jungle(-416, 0)",Weird Rocks,Jungle,X-Large,34.824282740429595,1846
1846,"Moon(64, 160)",Weird Rocks,Moon,X-Large,61.78466612182518,1847
1847,"Dystopia(-224, 192)",Secret Passage,Dystopia,X-Large,50.53986890335991,1848
1848,"Jungle(80, 64)",Secret Passage,Jungle,X-Large,43.7998267019246,1849
1849,"Jungle(-288, 104)",Strange Artifact,Jungle,X-Large,52.820303380084155,1850
1850,"Dystopia(320, 0)",Secret Passage,Dystopia,X-Large,50.53986890335991,1851
1851,"Dystopia(160, 144)",Secret Passage,Dystopia,X-Large,50.53986890335991,1852
1852,"Jungle(-96, -304)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1853
1853,"Frozen(304, 32)",Secret Passage,Frozen,X-Large,64.0199533062305,1854
1854,"Volcanic(256, 32)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1855
1855,"Jungle(0, -224)",Strange Artifact,Jungle,X-Large,52.820303380084155,1856
1856,"Moon(-48, 192)",Mystic Symbol,Moon,X-Large,75.25327496487695,1857
1857,"Volcanic(144, 192)",Strange Artifact,Volcanic,X-Large,66.3002810565449,1858
1858,"Jungle(112, -304)",Strange Artifact,Jungle,X-Large,52.820303380084155,1859
1859,"Volcanic(16, 80)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1860
1860,"Jungle(80, -240)",Strange Artifact,Jungle,X-Large,52.820303380084155,1861
1861,"Frozen(320, 0)",Weird Rocks,Frozen,X-Large,55.044571118976414,1862
1862,"Volcanic(-192, -96)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1863
1863,"Dystopia(176, -64)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1864
1864,"Jungle(-272, -160)",Weird Rocks,Jungle,X-Large,34.824282740429595,1865
1865,"Jungle(256, -272)",Strange Artifact,Jungle,X-Large,52.820303380084155,1866
1866,"Volcanic(288, 64)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1867
1867,"Dystopia(-176, 128)",Secret Passage,Dystopia,X-Large,50.53986890335991,1868
1868,"Dystopia(-48, 32)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1869
1869,"Dystopia(272, 32)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1870
1870,"Jungle(128, 128)",Secret Passage,Jungle,X-Large,43.7998267019246,1871
1871,"Moon(-48, 32)",Mystic Symbol,Moon,X-Large,75.25327496487695,1872
1872,"Dystopia(48, -160)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1873
1873,"Dystopia(272, -96)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1874
1874,"Moon(-16, 32)",Mystic Symbol,Moon,X-Large,75.25327496487695,1875
1875,"Jungle(368, 0)",Secret Passage,Jungle,X-Large,43.7998267019246,1876
1876,"Frozen(0, -48)",Mystic Symbol,Frozen,X-Large,68.51325972544102,1877
1877,"Dystopia(-192, -160)",Secret Passage,Dystopia,X-Large,50.53986890335991,1878
1878,"Jungle(288, 80)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1879
1879,"Dystopia(320, 160)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1880
1880,"Dystopia(-272, 144)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1881
1881,"Jungle(128, -112)",Weird Rocks,Jungle,X-Large,34.824282740429595,1882
1882,"Dystopia(-160, -128)",Secret Passage,Dystopia,X-Large,50.53986890335991,1883
1883,"Dystopia(320, 192)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1884
1884,"Frozen(-176, -48)",Mystic Symbol,Frozen,X-Large,68.51325972544102,1885
1885,"Jungle(-480, -80)",Weird Rocks,Jungle,X-Large,34.824282740429595,1886
1886,"Jungle(-176, -96)",Secret Passage,Jungle,X-Large,43.7998267019246,1887
1887,"Volcanic(-176, 96)",Strange Artifact,Volcanic,X-Large,66.3002810565449,1888
1888,"Volcanic(128, 0)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1889
1889,"Volcanic(176, 48)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1890
1890,"Dystopia(0, 240)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1891
1891,"Jungle(-336, -48)",Secret Passage,Jungle,X-Large,43.7998267019246,1892
1892,"Moon(0, 176)",Strange Artifact,Moon,X-Large,79.78025760967216,1893
1893,"Volcanic(240, -16)",Strange Artifact,Volcanic,X-Large,66.3002810565449,1894
1894,"Jungle(192, -144)",Strange Artifact,Jungle,X-Large,52.820303380084155,1895
1895,"Jungle(160, -192)",Strange Artifact,Jungle,X-Large,52.820303380084155,1896
1896,"Volcanic(-144, -144)",Secret Passage,Volcanic,X-Large,57.2799099814617,1897
1897,"Jungle(352, -48)",Secret Passage,Jungle,X-Large,43.7998267019246,1898
1898,"Jungle(32, -96)",Secret Passage,Jungle,X-Large,43.7998267019246,1899
1899,"Jungle(-336, -16)",Secret Passage,Jungle,X-Large,43.7998267019246,1900
1900,"Jungle(256, 144)",Secret Passage,Jungle,X-Large,43.7998267019246,1901
1901,"Jungle(160, 144)",Weird Rocks,Jungle,X-Large,34.824282740429595,1902
1902,"Dystopia(-160, 256)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1903
1903,"Jungle(48, -96)",Weird Rocks,Jungle,X-Large,34.824282740429595,1904
1904,"Jungle(160, -112)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1905
1905,"Volcanic(-208, -112)",Secret Passage,Volcanic,X-Large,57.2799099814617,1906
1906,"Frozen(288, -16)",Weird Rocks,Frozen,X-Large,55.044571118976414,1907
1907,"Frozen(80, 96)",Mystic Symbol,Frozen,X-Large,68.51325972544102,1908
1908,"Jungle(0, 48)",Secret Passage,Jungle,X-Large,43.7998267019246,1909
1909,"Volcanic(-32, -160)",Strange Artifact,Volcanic,X-Large,66.3002810565449,1910
1910,"Dystopia(-176, -48)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1911
1911,"Dystopia(-64, 240)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1912
1912,"Dystopia(-336, 128)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1913
1913,"Volcanic(224, -32)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1914
1914,"Volcanic(0, 160)",Secret Passage,Volcanic,X-Large,57.2799099814617,1915
1915,"Volcanic(176, 112)",Secret Passage,Volcanic,X-Large,57.2799099814617,1916
1916,"Moon(112, 64)",Secret Passage,Moon,X-Large,70.7599955076658,1917
1917,"Dystopia(-240, 48)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1918
1918,"Volcanic(-144, 80)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1919
1919,"Frozen(32, 16)",Strange Artifact,Frozen,X-Large,73.04026820965032,1920
1920,"Dystopia(256, 16)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1921
1921,"Dystopia(320, -96)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1922
1922,"Volcanic(48, 64)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1923
1923,"Jungle(-352, -48)",Strange Artifact,Jungle,X-Large,52.820303380084155,1924
1924,"Dystopia(-64, 256)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1925
1925,"Jungle(-128, -288)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1926
1926,"Volcanic(48, -16)",Secret Passage,Volcanic,X-Large,57.2799099814617,1927
1927,"Volcanic(-176, 176)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1928
1928,"Frozen(304, 0)",Mystic Symbol,Frozen,X-Large,68.51325972544102,1929
1929,"Frozen(304, 48)",Mystic Symbol,Frozen,X-Large,68.51325972544102,1930
1930,"Volcanic(-272, -80)",Strange Artifact,Volcanic,X-Large,66.3002810565449,1931
1931,"Jungle(64, -16)",Secret Passage,Jungle,X-Large,43.7998267019246,1932
1932,"Jungle(-368, -176)",Weird Rocks,Jungle,X-Large,34.824282740429595,1933
1933,"Jungle(-448, -96)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1934
1934,"Jungle(160, 160)",Weird Rocks,Jungle,X-Large,34.824282740429595,1935
1935,"Moon(-80, 192)",Secret Passage,Moon,X-Large,70.7599955076658,1936
1936,"Jungle(80, -144)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1937
1937,"Frozen(224, 64)",Secret Passage,Frozen,X-Large,64.0199533062305,1938
1938,"Volcanic(-256, -80)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1939
1939,"Dystopia(96, -16)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1940
1940,"Dystopia(336, -48)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1941
1941,"Volcanic(80, 176)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1942
1942,"Dystopia(288, 176)",Secret Passage,Dystopia,X-Large,50.53986890335991,1943
1943,"Dystopia(304, 32)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1944
1944,"Jungle(32, -192)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1945
1945,"Volcanic(0, 272)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1946
1946,"Jungle(336, 16)",Weird Rocks,Jungle,X-Large,34.824282740429595,1947
1947,"Dystopia(-256, -176)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1948
1948,"Dystopia(-128, 16)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1949
1949,"Volcanic(-64, 176)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1950
1950,"Jungle(-256, -112)",Weird Rocks,Jungle,X-Large,34.824282740429595,1951
1951,"Volcanic(208, 160)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1952
1952,"Dystopia(-272, -80)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1953
1953,"Dystopia(-368, 80)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1954
1954,"Volcanic(176, 96)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1955
1955,"Volcanic(-128, 80)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1956
1956,"Jungle(-16, -96)",Strange Artifact,Jungle,X-Large,52.820303380084155,1957
1957,"Dystopia(-192, -64)",Secret Passage,Dystopia,X-Large,50.53986890335991,1958
1958,"Frozen(-80, 112)",Secret Passage,Frozen,X-Large,64.0199533062305,1959
1959,"Jungle(-144, 160)",Weird Rocks,Jungle,X-Large,34.824282740429595,1960
1960,"Jungle(-384, -16)",Weird Rocks,Jungle,X-Large,34.824282740429595,1961
1961,"Jungle(256, -144)",Strange Artifact,Jungle,X-Large,52.820303380084155,1962
1962,"Dystopia(-192, -96)",Secret Passage,Dystopia,X-Large,50.53986890335991,1963
1963,"Volcanic(-272, -48)",Weird Rocks,Volcanic,X-Large,48.30447499254473,1964
1964,"Volcanic(-160, 176)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1965
1965,"Volcanic(80, -128)",Secret Passage,Volcanic,X-Large,57.2799099814617,1966
1966,"Jungle(-304, 80)",Weird Rocks,Jungle,X-Large,34.824282740429595,1967
1967,"Moon(-144, 32)",Weird Rocks,Moon,X-Large,61.78466612182518,1968
1968,"Volcanic(-48, -16)",Mystic Symbol,Volcanic,X-Large,61.77324448700272,1969
1969,"Dystopia(-240, 32)",Weird Rocks,Dystopia,X-Large,41.56437998944656,1970
1970,"Dystopia(-80, -176)",Secret Passage,Dystopia,X-Large,50.53986890335991,1971
1971,"Jungle(-192, 176)",Secret Passage,Jungle,X-Large,43.7998267019246,1972
1972,"Volcanic(-176, -128)",Secret Passage,Volcanic,X-Large,57.2799099814617,1973
1973,"Jungle(16, 192)",Strange Artifact,Jungle,X-Large,52.820303380084155,1974
1974,"Jungle(368, -32)",Secret Passage,Jungle,X-Large,43.7998267019246,1975
1975,"Frozen(-80, -160)",Weird Rocks,Frozen,X-Large,55.044571118976414,1976
1976,"Jungle(48, -112)",Strange Artifact,Jungle,X-Large,52.820303380084155,1977
1977,"Dystopia(-176, -208)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1978
1978,"Jungle(-496, -96)",Weird Rocks,Jungle,X-Large,34.824282740429595,1979
1979,"Jungle(256, 176)",Weird Rocks,Jungle,X-Large,34.824282740429595,1980
1980,"Dystopia(-176, -80)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1981
1981,"Jungle(-16, -272)",Secret Passage,Jungle,X-Large,43.7998267019246,1982
1982,"Jungle(-160, -96)",Weird Rocks,Jungle,X-Large,34.824282740429595,1983
1983,"Dystopia(-96, -160)",Strange Artifact,Dystopia,X-Large,59.56029165652308,1984
1984,"Jungle(-208, -176)",Strange Artifact,Jungle,X-Large,52.820303380084155,1985
1985,"Jungle(64, 16)",Strange Artifact,Jungle,X-Large,52.820303380084155,1986
1986,"Jungle(-192, -208)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1987
1987,"Frozen(-176, -80)",Strange Artifact,Frozen,X-Large,73.04026820965032,1988
1988,"Frozen(64, 112)",Secret Passage,Frozen,X-Large,64.0199533062305,1989
1989,"Dystopia(-256, 48)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1990
1990,"Dystopia(-240, 80)",Mystic Symbol,Dystopia,X-Large,55.03322812423329,1991
1991,"Dystopia(272, -112)",Secret Passage,Dystopia,X-Large,50.53986890335991,1992
1992,"Volcanic(-48, -48)",Secret Passage,Volcanic,X-Large,57.2799099814617,1993
1993,"Frozen(160, -128)",Weird Rocks,Frozen,X-Large,55.044571118976414,1994
1994,"Frozen(-96, -144)",Strange Artifact,Frozen,X-Large,73.04026820965032,1995
1995,"Jungle(-320, -160)",Mystic Symbol,Jungle,X-Large,48.29321400838028,1996
1996,"Frozen(-80, 80)",Strange Artifact,Frozen,X-Large,73.04026820965032,1997
1997,"Dystopia(-32, -48)",Secret Passage,Dystopia,X-Large,50.53986890335991,1998
1998,"Jungle(256, -240)",Secret Passage,Jungle,X-Large,43.7998267019246,1999
1999,"Frozen(288, 64)",Mystic Symbol,Frozen,X-Large,68.51325972544102,2000
2000,"Volcanic(80, 40)",Weird Rocks,Volcanic,Large,35.947619736503604,2001
2001,"Dystopia(120, 64)",Weird Rocks,Dystopia,Large,29.207450584914252,2002
2002,"Volcanic(16, -200)",Mystic Symbol,Volcanic,Large,49.41653864728692,2003
2003,"Jungle(-144, -208)",Weird Rocks,Jungle,Large,22.467279187156706,2004
2004,"Frozen(24, 64)",Weird Rocks,Frozen,Large,42.68779001092764,2005
2005,"Dystopia(72, 240)",Mystic Symbol,Dystopia,Large,42.67644813777217,2006
2006,"Moon(-184, 104)",Weird Rocks,Moon,Large,49.427959161768776,2007
2007,"Jungle(-72, 208)",Weird Rocks,Jungle,Large,22.467279187156706,2008
2008,"Dystopia(-248, -224)",Mystic Symbol,Dystopia,Large,42.67644813777217,2009
2009,"Jungle(392, -232)",Weird Rocks,Jungle,Large,22.467279187156706,2010
2010,"Jungle(0, -48)",Mystic Symbol,Jungle,Large,35.93635987542324,2011
2011,"Dystopia(-88, 248)",Weird Rocks,Dystopia,Large,29.207450584914252,2012
2012,"Jungle(-144, -200)",Secret Passage,Jungle,Large,31.442922012974073,2013
2013,"Jungle(64, -216)",Weird Rocks,Jungle,Large,22.467279187156706,2014
2014,"Frozen(0, -184)",Secret Passage,Frozen,Large,51.6632710597606,2015
2015,"Jungle(-328, -80)",Mystic Symbol,Jungle,Large,35.93635987542324,2016
2016,"Volcanic(-64, -80)",Weird Rocks,Volcanic,Large,35.947619736503604,2017
2017,"Jungle(48, -16)",Weird Rocks,Jungle,Large,22.467279187156706,2018
2018,"Jungle(56, -136)",Strange Artifact,Jungle,Large,40.46349643187307,2019
2019,"Dystopia(224, -152)",Strange Artifact,Dystopia,Large,47.20355885505731,2020
2020,"Dystopia(16, 104)",Secret Passage,Dystopia,Large,38.183038362152324,2021
2021,"Moon(16, -48)",Mystic Symbol,Moon,Large,62.89671741964942,2022
2022,"Dystopia(232, -144)",Strange Artifact,Dystopia,Large,47.20355885505731,2023
2023,"Dystopia(256, -160)",Weird Rocks,Dystopia,Large,29.207450584914252,2024
2024,"Dystopia(-256, -208)",Mystic Symbol,Dystopia,Large,42.67644813777217,2025
2025,"Moon(-168, 120)",Weird Rocks,Moon,Large,49.427959161768776,2026
2026,"Dystopia(-144, -16)",Weird Rocks,Dystopia,Large,29.207450584914252,2027
2027,"Jungle(216, 136)",Weird Rocks,Jungle,Large,22.467279187156706,2028
2028,"Jungle(-184, 80)",Weird Rocks,Jungle,Large,22.467279187156706,2029
2029,"Volcanic(40, -200)",Secret Passage,Volcanic,Large,44.92315358774766,2030
2030,"Dystopia(-112, 48)",Strange Artifact,Dystopia,Large,47.20355885505731,2031
2031,"Dystopia(232, 216)",Mystic Symbol,Dystopia,Large,42.67644813777217,2032
2032,"Jungle(384, -240)",Weird Rocks,Jungle,Large,22.467279187156706,2033
2033,"Jungle(-136, -208)",Strange Artifact,Jungle,Large,40.46349643187307,2034
2034,"Dystopia(272, -144)",Secret Passage,Dystopia,Large,38.183038362152324,2035
2035,"Jungle(-136, -112)",Strange Artifact,Jungle,Large,40.46349643187307,2036
2036,"Dystopia(360, 96)",Weird Rocks,Dystopia,Large,29.207450584914252,2037
2037,"Frozen(-120, -8)",Weird Rocks,Frozen,Large,42.68779001092764,2038
2038,"Volcanic(-112, 48)",Weird Rocks,Volcanic,Large,35.947619736503604,2039
2039,"Jungle(176, -192)",Strange Artifact,Jungle,Large,40.46349643187307,2040
2040,"Jungle(264, 48)",Mystic Symbol,Jungle,Large,35.93635987542324,2041
2041,"Jungle(-312, -72)",Secret Passage,Jungle,Large,31.442922012974073,2042
2042,"Jungle(-232, 136)",Weird Rocks,Jungle,Large,22.467279187156706,2043
2043,"Jungle(64, -304)",Mystic Symbol,Jungle,Large,35.93635987542324,2044
2044,"Jungle(-160, -160)",Weird Rocks,Jungle,Large,22.467279187156706,2045
2045,"Jungle(288, -192)",Weird Rocks,Jungle,Large,22.467279187156706,2046
2046,"Volcanic(56, -216)",Secret Passage,Volcanic,Large,44.92315358774766,2047
2047,"Dystopia(-296, -160)",Secret Passage,Dystopia,Large,38.183038362152324,2048
2048,"Frozen(-8, 32)",Strange Artifact,Frozen,Large,60.683683701176385,2049
2049,"Volcanic(-56, -224)",Strange Artifact,Volcanic,Large,53.943622401575055,2050
2050,"Jungle(80, 128)",Strange Artifact,Jungle,Large,40.46349643187307,2051
2051,"Jungle(-216, -240)",Weird Rocks,Jungle,Large,22.467279187156706,2052
2052,"Jungle(128, -256)",Weird Rocks,Jungle,Large,22.467279187156706,2053
